stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,phase,size,spatial_frequency,orientation,y_position,color,stimulus_name,x_position,frame,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
379,0.0,179.50508,179.75528,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,40.0,null,4.0,0.25020424,81,0.33212497,2.2653963,7,0.18345046,True,2,test,1
380,0.0,179.75528,180.00548,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-10.0,null,4.0,0.25020424,8,0.5012259,2.2777413,8,0.27779048,True,1,train,1
381,0.0,180.00548,180.25571,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,20.0,null,4.0,0.25022326,196,0.50818105,2.1621896,7,0.13869463,True,3,train,0
382,0.0,180.25571,180.50593,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,10.0,null,4.0,0.25022326,52,0.59645048,1.9411825,8,0.17319849,True,3,train,2
383,0.0,180.50593,180.75615,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-20.0,null,4.0,0.25022326,205,0.61315325,1.9769092,7,0.14878169,True,1,train,1
384,0.0,180.75615,181.00638,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-10.0,null,4.0,0.25022326,118,0.61127877,2.0083065,8,0.17281778,True,1,train,1
385,0.0,181.00638,181.25657,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-10.0,null,4.0,0.25019424,30,0.50966392,1.9206368,7,0.11824421,True,1,train,2
386,0.0,181.25657,181.50677,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-30.0,null,4.0,0.25019424,209,0.52462407,1.8844154,8,0.19961714,True,0,train,2
387,0.0,181.50677,181.75696,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-20.0,null,4.0,0.25019424,77,0.55283494,1.9321784,7,0.27022418,True,3,train,1
388,0.0,181.75696,182.00715,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-10.0,null,4.0,0.25019424,118,0.4492803,1.7966372,8,0.20258855,True,2,test,1
389,0.0,182.00715,182.25737,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,40.0,null,4.0,0.25021826,29,0.4922657,1.7271641,7,0.18613737,True,1,train,2
390,0.0,182.25737,182.50759,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,0.0,null,4.0,0.25021826,183,0.59744594,1.7955414,8,0.15282278,True,1,train,2
391,0.0,182.50759,182.75781,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,10.0,null,4.0,0.25021826,137,0.55210758,1.7327438,7,0.22649316,True,1,train,0
392,0.0,182.75781,183.00803,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,20.0,null,4.0,0.25021826,210,0.43263401,1.8508613,8,0.18583162,True,0,train,2
393,0.0,183.00803,183.25823,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,10.0,null,4.0,0.25020424,100,0.48384737,1.718001,7,0.13279044,True,1,train,2
394,0.0,183.25823,183.50844,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,10.0,null,4.0,0.25020424,207,0.59761858,1.7736255,7,0.072860113,True,1,train,0
395,0.0,183.50844,183.75864,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,10.0,null,gabors,-10.0,null,4.0,0.25020424,138,0.66514042,1.6720248,7,0.14973751,True,1,train,2
396,0.0,183.75864,184.00884,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,40.0,null,4.0,0.25020424,142,0.67032826,1.7416258,7,0.21137528,True,2,test,2
397,0.0,184.00884,184.25906,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-10.0,null,4.0,0.25021576,71,0.40344946,1.8850414,7,0.18295272,True,2,test,0
398,0.0,184.25906,184.50928,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,-10.0,null,4.0,0.25021576,211,0.67107276,1.6188692,7,0.17588499,True,0,train,2
399,0.0,184.50928,184.75949,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,40.0,null,4.0,0.25021576,159,0.52590924,1.7600574,8,0.15207768,True,2,test,1
400,0.0,184.75949,185.00971,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-20.0,null,4.0,0.25021576,78,0.60053269,1.6397589,7,0.16136385,True,2,test,0
401,0.0,185.00971,185.25991,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,-40.0,null,4.0,0.25019924,34,0.58255134,1.8449622,8,0.15125781,True,3,train,2
402,0.0,185.25991,185.51011,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,10.0,null,4.0,0.25019924,207,0.69334101,1.6451093,7,0.25521472,True,2,test,0
403,0.0,185.51011,185.7603,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,-20.0,null,4.0,0.25019924,212,0.74503292,1.5147763,8,0.21933827,True,0,train,2
404,0.0,185.7603,186.0105,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-30.0,null,4.0,0.25019924,73,0.59785143,1.6367486,7,0.1578614,True,2,test,0
405,0.0,186.0105,186.26071,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,-20.0,null,4.0,0.25020826,166,0.66847841,1.4798405,8,1.4292132,True,1,train,1
406,0.0,186.26071,186.51092,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,-10.0,null,4.0,0.25020826,213,0.34880638,-6.1381566,7,0.21156823,True,0,train,0
407,0.0,186.51092,186.76113,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-20.0,null,4.0,0.25020826,214,0.2934099,-6.1996253,8,0.90935563,True,0,train,2
408,0.0,186.76113,187.01134,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,-10.0,null,4.0,0.25020826,32,1.0612632,-7.7345115,7,0.28162671,True,2,test,2
409,0.0,187.01134,187.26155,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,-40.0,null,4.0,0.25021174,34,1.02157,-7.6233819,8,0.17075213,True,4,train,2
410,0.0,187.26155,187.51176,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,20.0,null,4.0,0.25021174,113,0.96610274,-7.4884901,7,0.21062591,True,1,train,1
411,0.0,187.51176,187.76197,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,-20.0,null,4.0,0.25021174,83,0.85760674,-7.3693289,8,0.232844,True,1,train,1
412,0.0,187.76197,188.01218,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,20.0,null,4.0,0.25021174,49,0.70532108,-7.2147434,7,0.25302095,True,1,train,1
413,0.0,188.01218,188.2624,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,0.0,null,4.0,0.25021576,191,0.68388315,-7.1166782,8,0.19862751,True,1,train,1
414,0.0,188.2624,188.51262,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,20.0,null,4.0,0.25021576,18,0.66083853,-6.9549885,7,0.21577618,True,2,test,2
415,0.0,188.51262,188.76283,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,30.0,null,4.0,0.25021576,175,0.64579579,-6.9123325,8,0.16033265,True,1,train,1
416,0.0,188.76283,189.01305,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,40.0,null,4.0,0.25021576,72,0.82461804,-6.9011296,7,0.16037216,True,2,test,0
417,0.0,189.01305,189.26325,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,40.0,null,4.0,0.25020424,81,0.59810135,-7.0118279,8,0.20414844,True,3,train,1
418,0.0,189.26325,189.51346,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,20.0,null,4.0,0.25020424,189,0.70960663,-7.0122061,7,0.12840971,True,2,test,2
419,0.0,189.51346,189.76366,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,30.0,null,4.0,0.25020424,80,0.78101066,-6.919834,8,0.15106941,True,2,test,2
420,0.0,189.76366,190.01386,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,30.0,null,4.0,0.25020424,169,0.64302548,-6.6991603,7,0.13639944,True,1,train,0
421,0.0,190.01386,190.26408,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,40.0,null,4.0,0.25021326,75,0.69118314,-6.8051848,8,0.19183627,True,2,test,2
422,0.0,190.26408,190.51429,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-40.0,null,4.0,0.25021326,105,0.69804652,-6.8881423,7,0.2052446,True,1,train,1
423,0.0,190.51429,190.7645,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,0.0,null,4.0,0.25021326,188,0.74767451,-6.8547871,8,0.21708027,True,1,train,2
424,0.0,190.7645,191.01472,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-10.0,null,4.0,0.25021326,171,1.1155428,-6.8618501,7,0.29269439,True,1,train,1
425,0.0,191.01472,191.26492,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,10.0,null,4.0,0.25019924,57,1.0936598,-6.9379097,8,0.2352056,True,2,test,2
426,0.0,191.26492,191.51512,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,30.0,null,4.0,0.25019924,215,0.86571919,-6.5846383,7,0.18317758,True,0,train,2
427,0.0,191.51512,191.76531,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,20.0,null,4.0,0.25019924,49,0.88749129,-6.8290043,8,0.15567572,True,2,test,1
428,0.0,191.76531,192.01551,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,-10.0,null,4.0,0.25019924,216,0.96602818,-6.8242178,7,0.25493664,True,0,train,0
429,0.0,192.01551,192.26573,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,30.0,null,4.0,0.25021826,131,0.8645434,-6.7971755,8,0.1794675,True,3,train,1
430,0.0,192.26573,192.51595,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,0.0,null,4.0,0.25021826,206,0.79471364,-6.8060085,7,0.1645254,True,1,train,0
431,0.0,192.51595,192.76617,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,40.0,null,4.0,0.25021826,33,0.94775442,0.48313824,8,2.6746991,True,3,train,0
432,0.0,192.76617,193.01639,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-20.0,null,4.0,0.25021826,104,0.58864144,-0.22621319,7,0.22192804,True,2,test,1
433,0.0,193.01639,193.26659,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,10.0,null,4.0,0.25020424,150,0.53716748,-0.35494114,8,0.24410679,True,1,train,1
434,0.0,193.26659,193.5168,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,40.0,null,4.0,0.25020424,48,0.34186129,-0.35722775,7,0.15296824,True,1,train,2
435,0.0,193.5168,193.767,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,20.0,null,4.0,0.25020424,190,0.41816104,-0.35153893,8,0.14056294,True,2,test,1
436,0.0,193.767,194.0172,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-40.0,null,4.0,0.25020424,21,0.34186547,-0.40094615,7,0.27158378,True,2,test,2
437,0.0,194.0172,194.26741,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,20.0,null,4.0,0.25021076,217,0.33676692,-0.5739191,8,0.22496791,True,0,train,0
438,0.0,194.26741,194.51763,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,30.0,null,4.0,0.25021076,80,0.43197989,-0.35784275,7,0.13909667,True,3,train,2
439,0.0,194.51763,194.76784,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-40.0,null,4.0,0.25021076,90,0.28623257,-0.42286279,8,0.18547656,True,4,train,2
440,0.0,194.76784,195.01805,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,40.0,null,gabors,-30.0,null,4.0,0.25021076,92,0.29329892,-0.55477935,7,0.13727689,True,3,train,0
441,0.0,195.01805,195.26825,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-10.0,null,4.0,0.25020174,103,0.34196836,-0.54793201,8,0.10554546,True,2,test,0
442,0.0,195.26825,195.51845,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,20.0,null,gabors,30.0,null,4.0,0.25020174,42,0.41144126,-0.63260751,7,0.11348468,True,1,train,0
443,0.0,195.51845,195.76865,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,10.0,null,4.0,0.25020174,52,0.42760787,-0.67428681,8,0.098225885,True,4,train,2
444,0.0,195.76865,196.01885,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-20.0,null,4.0,0.25020174,128,0.35246547,-0.60915958,7,0.091942208,True,3,train,2
445,0.0,196.01885,196.26907,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,0.0,null,4.0,0.25021326,4,0.40368317,-0.63603718,8,0.15149336,True,3,train,2
446,0.0,196.26907,196.51928,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-10.0,null,4.0,0.25021326,7,0.51947663,-0.44438999,7,0.12567932,True,1,train,2
447,0.0,196.51928,196.76949,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,30.0,null,4.0,0.25021326,194,0.54526154,-0.79742264,8,2.0631675,True,1,train,2
448,0.0,196.76949,197.01971,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-20.0,null,4.0,0.25021326,177,0.28182384,-6.5669746,7,0.21183389,True,1,train,1
449,0.0,197.01971,197.26991,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,-20.0,null,4.0,0.25020674,197,0.064115878,-6.3200135,8,0.18419409,True,1,train,2
450,0.0,197.26991,197.52012,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-20.0,null,gabors,10.0,null,4.0,0.25020674,218,-0.08907457,-6.5141133,7,0.27760175,True,0,train,1
451,0.0,197.52012,197.77033,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,20.0,null,4.0,0.25020674,56,-0.091164086,-6.4231359,8,0.1176237,True,3,train,2
452,0.0,197.77033,198.02053,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,-30.0,null,4.0,0.25020674,9,0.37136868,-1.4610979,7,2.3852523,True,2,test,1
453,0.0,198.02053,198.27075,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,0.0,null,4.0,0.25021826,4,0.51541299,-1.1762242,8,0.2126584,True,4,train,2
454,0.0,198.27075,198.52097,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,40.0,null,4.0,0.25021826,75,0.64225712,-1.3354519,7,0.13992039,True,3,train,2
455,0.0,198.52097,198.77119,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,30.0,null,4.0,0.25021826,55,0.55448937,-1.418674,8,0.17925642,True,2,test,0
456,0.0,198.77119,199.02141,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,30.0,null,4.0,0.25021826,219,0.28679257,-1.4497175,7,0.15599688,True,0,train,0
457,0.0,199.02141,199.2716,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,30.0,null,4.0,0.25019674,181,0.38167357,-1.4424851,8,0.10679326,True,2,test,1
458,0.0,199.2716,199.5218,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,20.0,null,gabors,-20.0,null,4.0,0.25019674,208,0.50254993,-1.342863,7,0.094363246,True,1,train,1
459,0.0,199.5218,199.772,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-30.0,null,4.0,0.25019674,124,0.55939874,-1.6003348,8,0.16909872,True,2,test,2
460,0.0,199.772,200.02219,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-20.0,null,4.0,0.25019674,205,0.54940376,-1.6810734,7,0.17883912,True,2,test,1
461,0.0,200.02219,200.2724,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,40.0,null,4.0,0.25021076,79,0.67103545,-1.7027514,8,1.2894094,True,1,train,2
462,0.0,200.2724,200.52262,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,-10.0,null,4.0,0.25021076,171,1.0588092,0.82060405,6,0.10857126,True,2,test,1
463,0.0,200.52262,200.77283,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,40.0,null,gabors,30.0,null,4.0,0.25021076,53,0.96241375,0.48308238,9,0.25705918,True,2,test,1
464,0.0,200.77283,201.02304,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-40.0,null,4.0,0.25021076,200,0.94788637,0.61839938,7,0.16478949,True,1,train,0
465,0.0,201.02304,201.27325,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,30.0,null,gabors,-20.0,null,4.0,0.25020924,212,0.7281102,0.37959799,8,0.1457909,True,1,train,2
466,0.0,201.27325,201.52346,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,40.0,null,4.0,0.25020924,3,0.83252962,0.24132058,7,0.18134189,True,2,test,1
467,0.0,201.52346,201.77366,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,0.0,null,gabors,30.0,null,4.0,0.25020924,215,0.65668528,0.47122121,8,0.17158901,True,1,train,2
468,0.0,201.77366,202.02387,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,20.0,null,4.0,0.25020924,185,0.71891371,0.39952887,7,0.14310895,True,1,train,0
469,0.0,202.02387,202.2741,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,-30.0,null,4.0,0.25022576,220,0.67136444,0.41778939,8,0.09426673,True,0,train,0
470,0.0,202.2741,202.52433,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,10.0,null,4.0,0.25022576,111,0.54517615,0.30288377,7,0.13259581,True,1,train,2
471,0.0,202.52433,202.77455,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-30.0,null,gabors,-20.0,null,4.0,0.25022576,44,0.61256296,0.29138607,8,0.13894839,True,3,train,2
472,0.0,202.77455,203.02478,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,-30.0,null,4.0,0.25022576,221,0.70822811,0.37310312,7,0.67818827,True,0,train,1
473,0.0,203.02478,203.27497,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-30.0,null,gabors,40.0,null,4.0,0.25019424,3,0.59967241,-6.3113373,8,0.21247635,True,3,train,1
474,0.0,203.27497,203.52517,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-40.0,null,gabors,30.0,null,4.0,0.25019424,203,0.58498084,-6.2009605,7,0.20573689,True,1,train,0
475,0.0,203.52517,203.77536,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-10.0,null,gabors,-10.0,null,4.0,0.25019424,170,0.16396402,-5.9692722,7,0.29937758,True,1,train,1
476,0.0,203.77536,204.02555,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-10.0,null,gabors,30.0,null,4.0,0.25019424,87,0.93568553,-8.6939964,7,1.6589156,True,2,test,2
477,0.0,204.02555,204.27577,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-40.0,null,4.0,0.25022076,149,0.99042556,-9.3300726,7,0.25681143,True,1,train,2
478,0.0,204.27577,204.526,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,40.0,null,4.0,0.25022076,60,0.86417276,-8.8109841,8,0.17432345,True,1,train,0
479,0.0,204.526,204.77622,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,-30.0,null,4.0,0.25022076,46,0.86463397,-8.8344298,7,0.2245433,True,1,train,1
480,0.0,204.77622,205.02644,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,-20.0,null,4.0,0.25022076,106,0.77938123,-8.9900777,8,0.16852981,True,2,test,0
481,0.0,205.02644,205.27663,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,-20.0,null,4.0,0.25019674,140,0.56895647,-8.8796866,5,0.24396206,True,1,train,0
482,0.0,205.27663,205.52683,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-20.0,null,4.0,0.25019674,176,,,1,,False,2,test,0
483,0.0,205.52683,205.77703,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,20.0,null,gabors,-40.0,null,4.0,0.25019674,149,0.088912663,-1.7048472,5,0.34559355,True,2,test,2
484,0.0,205.77703,206.02722,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,40.0,null,gabors,-30.0,null,4.0,0.25019674,13,0.25484982,-1.9467632,8,0.10466855,True,5,test,2
485,0.0,206.02722,206.27744,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-40.0,null,gabors,-20.0,null,4.0,0.25021326,128,0.34823228,-2.154535,7,0.14164859,True,4,train,2
486,0.0,206.27744,206.52765,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,20.0,null,4.0,0.25021326,145,0.17648118,-2.2253748,8,0.22735979,True,2,test,0
487,0.0,206.52765,206.77786,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-30.0,null,gabors,40.0,null,4.0,0.25021326,130,0.19667459,-2.1925451,7,0.24609776,True,3,train,0
488,0.0,206.77786,207.02808,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,30.0,null,gabors,-20.0,null,4.0,0.25021326,107,0.17157334,-2.4144149,8,0.16920582,True,1,train,1
489,0.0,207.02808,207.27828,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,-10.0,null,4.0,0.25020424,65,0.21185182,-2.4065264,7,0.18871105,True,3,train,0
490,0.0,207.27828,207.52849,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,90.0,-20.0,null,gabors,0.0,null,4.0,0.25020424,121,0.22752479,-2.4347727,8,1.6641919,True,1,train,2
491,0.0,207.52849,207.77869,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,0.0,null,gabors,0.0,null,4.0,0.25020424,139,0.55698012,-6.6963299,7,0.13852009,True,2,test,0
492,0.0,207.77869,208.02889,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,10.0,null,gabors,30.0,null,4.0,0.25020424,222,0.68991297,-6.7987814,8,0.2308254,True,0,train,1
493,0.0,208.02889,208.2791,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,-40.0,null,gabors,-40.0,null,4.0,0.25020826,157,0.69044139,-6.9189861,7,0.08888295,True,3,train,1
494,0.0,208.2791,208.52931,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,30.0,null,gabors,40.0,null,4.0,0.25020826,54,0.73007966,-6.9080109,8,0.11228987,True,4,train,0
495,0.0,208.52931,208.77952,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,45.0,0.0,null,gabors,10.0,null,4.0,0.25020826,38,0.64281446,-6.7352126,7,0.15595845,True,1,train,1
496,0.0,208.77952,209.02973,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-20.0,null,gabors,-20.0,null,4.0,0.25020826,223,0.62380322,-6.688444,8,0.13272996,True,0,train,0
497,0.0,209.02973,209.27994,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,-10.0,null,gabors,40.0,null,4.0,0.25021174,60,0.56072115,-6.5119622,7,0.1459032,True,2,test,0
498,0.0,209.27994,209.53015,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,-10.0,null,4.0,0.25021174,182,0.69328624,-6.3854399,8,0.090231968,True,1,train,0
499,0.0,209.53015,209.78036,0.8,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.08,0.0,10.0,null,gabors,10.0,null,4.0,0.25021174,119,0.62391296,-6.4725225,7,0.14341898,True,3,train,0
