cohort,session_id,metric,n_units,mean,median
Allen Brain Observatory 1.1,750332458,timescale_valid_ms,12,44.03042608320538,43.59658732479223
Allen Brain Observatory 1.1,750749662,log10_mod_idx,64,0.05178961112952908,0.06401056133376978
Allen Brain Observatory 1.1,750749662,log10_f1_f0,64,-0.19496426956144491,-0.17332262263183495
Allen Brain Observatory 1.1,750749662,timescale_valid_ms,7,32.083749588186706,32.98873180584482
Allen Brain Observatory 1.1,751348571,log10_mod_idx,53,-0.01832182368949667,0.002881785374927028
Allen Brain Observatory 1.1,751348571,log10_f1_f0,53,-0.13404653766876423,-0.06588681285107674
Allen Brain Observatory 1.1,751348571,timescale_valid_ms,9,56.24384387706808,54.84248017907855
Allen Brain Observatory 1.1,754312389,log10_mod_idx,111,0.148390171377927,0.13968355093776172
Allen Brain Observatory 1.1,754312389,log10_f1_f0,111,-0.1437474121863739,-0.09790729123724526
Allen Brain Observatory 1.1,754312389,timescale_valid_ms,30,52.434381307169005,45.55601548914395
Allen Brain Observatory 1.1,754829445,log10_mod_idx,98,-0.01776208182979164,0.00995319571109626
Allen Brain Observatory 1.1,754829445,log10_f1_f0,98,-0.25721746448476535,-0.25064159987848694
Allen Brain Observatory 1.1,754829445,timescale_valid_ms,24,46.32057616330771,32.17278785094804
Allen Brain Observatory 1.1,755434585,log10_mod_idx,87,-0.002161880783396438,0.02605098461160476
Allen Brain Observatory 1.1,755434585,log10_f1_f0,87,-0.18770845910479447,-0.1562294216492631
Allen Brain Observatory 1.1,755434585,timescale_valid_ms,20,41.41606989101778,31.811406561712346
Allen Brain Observatory 1.1,756029989,log10_mod_idx,55,0.08213075482055736,0.1760883270237788
Allen Brain Observatory 1.1,756029989,log10_f1_f0,55,-0.215378682538211,-0.13532918743162195
Allen Brain Observatory 1.1,756029989,timescale_valid_ms,11,30.56008601501159,30.783556080340865
Allen Brain Observatory 1.1,757216464,log10_mod_idx,95,-0.04877226946226393,-0.021447156434404965
Allen Brain Observatory 1.1,757216464,log10_f1_f0,95,-0.19738625843781527,-0.17846113569279037
Allen Brain Observatory 1.1,757216464,timescale_valid_ms,16,36.67232844346859,33.639515125285605
Allen Brain Observatory 1.1,757970808,log10_mod_idx,96,0.08997746889871926,0.2060884563554966
Allen Brain Observatory 1.1,757970808,log10_f1_f0,96,-0.1438559737171419,-0.10358321013818655
Allen Brain Observatory 1.1,757970808,timescale_valid_ms,14,45.31055594571962,43.37795006832732
Allen Brain Observatory 1.1,758798717,log10_mod_idx,53,-0.03144805296808374,-0.01421719032366897
Allen Brain Observatory 1.1,758798717,log10_f1_f0,53,-0.267347424875226,-0.2307483186024475
Allen Brain Observatory 1.1,758798717,timescale_valid_ms,9,43.39084711205356,48.001312515506704
Allen Brain Observatory 1.1,759883607,log10_mod_idx,75,0.08634538362056912,0.13196884250618157
Allen Brain Observatory 1.1,759883607,log10_f1_f0,75,-0.14973022766431585,-0.11715117457617412
Allen Brain Observatory 1.1,759883607,timescale_valid_ms,18,48.37484960703843,47.37056760505997
Allen Brain Observatory 1.1,760345702,log10_mod_idx,79,0.05535634753577864,0.06574707868936183
Allen Brain Observatory 1.1,760345702,log10_f1_f0,79,-0.24511361604001028,-0.26687884935435996
Allen Brain Observatory 1.1,760345702,timescale_valid_ms,17,38.249496727962736,37.93922941817893
Allen Brain Observatory 1.1,760693773,log10_mod_idx,94,0.1564604216400118,0.22361947037015104
Allen Brain Observatory 1.1,760693773,log10_f1_f0,94,-0.15071294944771516,-0.08433117743752103
Allen Brain Observatory 1.1,760693773,timescale_valid_ms,23,41.14166861690003,44.338887412328575
Allen Brain Observatory 1.1,761418226,log10_mod_idx,40,-0.06930682245156675,-0.01783311380770024
Allen Brain Observatory 1.1,761418226,log10_f1_f0,40,-0.24672816463818004,-0.2985556582816006
Allen Brain Observatory 1.1,761418226,timescale_valid_ms,17,42.72428071987172,39.59977625377903
Allen Brain Observatory 1.1,762120172,log10_mod_idx,94,0.13291872013550726,0.15681877653384435
Allen Brain Observatory 1.1,762120172,log10_f1_f0,94,-0.159625187512295,-0.14249774559706546
Allen Brain Observatory 1.1,762120172,timescale_valid_ms,23,38.15037791390027,36.539064306958274
Allen Brain Observatory 1.1,762602078,log10_mod_idx,91,0.1797953509700986,0.2146185142250569
Allen Brain Observatory 1.1,762602078,log10_f1_f0,91,-0.20704379478442844,-0.21040257884429547
Allen Brain Observatory 1.1,762602078,timescale_valid_ms,23,42.0010727041082,43.38526202827666
Allen Brain Observatory 1.1,763673393,log10_mod_idx,78,0.09366506610512078,0.10374153403510175
Allen Brain Observatory 1.1,763673393,log10_f1_f0,78,-0.21257509421452397,-0.20140974568974124
Allen Brain Observatory 1.1,763673393,timescale_valid_ms,16,53.69546621427844,60.88351497713563
Allen Brain Observatory 1.1,773418906,log10_mod_idx,42,-0.04497641003357592,0.03442373568842101
Allen Brain Observatory 1.1,773418906,log10_f1_f0,42,-0.25299346901969905,-0.2654625960957222
Allen Brain Observatory 1.1,773418906,timescale_valid_ms,11,55.99612157611038,51.70173039507021
Allen Brain Observatory 1.1,791319847,log10_mod_idx,101,0.23471790811259735,0.22061748166082468
Allen Brain Observatory 1.1,791319847,log10_f1_f0,101,-0.19083944658693408,-0.19170497535688974
Allen Brain Observatory 1.1,791319847,timescale_valid_ms,14,56.82120027111476,56.18892803087671
Allen Brain Observatory 1.1,797828357,log10_mod_idx,91,-0.018406361458528416,-0.006822321749714779
Allen Brain Observatory 1.1,797828357,log10_f1_f0,91,-0.2173108496889484,-0.23800318169063722
Allen Brain Observatory 1.1,797828357,timescale_valid_ms,23,50.577930084242354,38.81495974524238
Allen Brain Observatory 1.1,798911424,log10_mod_idx,103,0.1494307210109957,0.2154580443836204
Allen Brain Observatory 1.1,798911424,log10_f1_f0,103,-0.1613333124533665,-0.13579779711125572
Allen Brain Observatory 1.1,798911424,timescale_valid_ms,15,36.14543541828227,23.84688105802423
Allen Brain Observatory 1.1,799864342,log10_mod_idx,76,0.14763489992619608,0.1919542317362119
Allen Brain Observatory 1.1,799864342,log10_f1_f0,76,-0.30594525011097506,-0.30727103278130263
Allen Brain Observatory 1.1,799864342,timescale_valid_ms,10,40.65613914555332,33.72753346854139
Allen Functional Connectivity,766640955,log10_mod_idx,66,0.08074570181393972,0.17145735785264468
Allen Functional Connectivity,766640955,log10_f1_f0,66,-0.1574865318311957,-0.10616804911538358
Allen Functional Connectivity,766640955,timescale_valid_ms,17,38.60655527025752,33.00509889694141
Allen Functional Connectivity,767871931,log10_mod_idx,111,0.1561773233201465,0.3168993482422565
Allen Functional Connectivity,767871931,log10_f1_f0,111,-0.1581982076212075,-0.15036887814630548
Allen Functional Connectivity,767871931,timescale_valid_ms,33,60.11589460812064,60.936198749526326
Allen Functional Connectivity,768515987,log10_mod_idx,82,0.15015908605491893,0.17556849914200562
Allen Functional Connectivity,768515987,log10_f1_f0,82,-0.197627677441002,-0.13659202380517926
Allen Functional Connectivity,768515987,timescale_valid_ms,18,42.08247540999015,23.996930242180312
Allen Functional Connectivity,771160300,log10_mod_idx,88,0.31448208530149274,0.48371330311660676
Allen Functional Connectivity,771160300,log10_f1_f0,88,-0.21222931780076462,-0.22949745061650195
Allen Functional Connectivity,771160300,timescale_valid_ms,16,47.73773805929062,48.94322649533348
Allen Functional Connectivity,771990200,log10_mod_idx,63,0.33653870405150055,0.4678943695220813
Allen Functional Connectivity,771990200,log10_f1_f0,63,-0.19457976019539944,-0.21649828183425202
Allen Functional Connectivity,774875821,log10_mod_idx,82,0.2187456060418437,0.30738767918362186
Allen Functional Connectivity,774875821,log10_f1_f0,82,-0.1398193343549291,-0.06388905376085541
Allen Functional Connectivity,774875821,timescale_valid_ms,30,45.52643629379822,40.33859783492812
Allen Functional Connectivity,778240327,log10_mod_idx,96,0.3916919481853897,0.5271603544684433
Allen Functional Connectivity,778240327,log10_f1_f0,96,-0.3438697758256146,-0.385788924627177
Allen Functional Connectivity,778240327,timescale_valid_ms,16,32.681353672190426,30.989231545841328
Allen Functional Connectivity,778998620,log10_mod_idx,77,0.3119747408226751,0.4798043754775885
Allen Functional Connectivity,778998620,log10_f1_f0,77,-0.1818142957856018,-0.13022108312163178
Allen Functional Connectivity,778998620,timescale_valid_ms,14,37.60574646086604,32.106793453620476
Allen Functional Connectivity,779839471,log10_mod_idx,135,0.3657586538126217,0.5480492670158215
Allen Functional Connectivity,779839471,log10_f1_f0,135,-0.1427025050294036,-0.11563742599631734
Allen Functional Connectivity,779839471,timescale_valid_ms,26,54.66613825165296,48.49718975670531
Allen Functional Connectivity,781842082,log10_mod_idx,90,0.3100278676947056,0.4899896039381748
Allen Functional Connectivity,781842082,log10_f1_f0,90,-0.14253028992572603,-0.10644909178572476
Allen Functional Connectivity,781842082,timescale_valid_ms,20,50.689763508631515,53.54830259887457
Allen Functional Connectivity,786091066,log10_mod_idx,92,0.2742297353726118,0.3678694120468272
Allen Functional Connectivity,786091066,log10_f1_f0,92,-0.22725667708331906,-0.13931929786692476
Allen Functional Connectivity,786091066,timescale_valid_ms,19,37.87508141905121,38.683637900627865
Allen Functional Connectivity,787025148,log10_mod_idx,72,0.0798374228487775,0.2193506374452927
Allen Functional Connectivity,787025148,log10_f1_f0,72,-0.26281250249780835,-0.27098534503087357
Allen Functional Connectivity,787025148,timescale_valid_ms,23,46.8679281505731,45.95437739984512
Allen Functional Connectivity,789848216,log10_mod_idx,17,-0.09853993742642113,-0.06939088073182055
Allen Functional Connectivity,789848216,log10_f1_f0,17,-0.2460225560127047,-0.21150174425827062
Allen Functional Connectivity,793224716,log10_mod_idx,90,0.09742862002916822,0.20516356577479986
Allen Functional Connectivity,793224716,log10_f1_f0,90,-0.22227742038066142,-0.22569631681202562
Allen Functional Connectivity,793224716,timescale_valid_ms,16,40.26534327120744,37.920088328186246
Allen Functional Connectivity,794812542,log10_mod_idx,119,0.2848875653296511,0.45143412778627373
Allen Functional Connectivity,794812542,log10_f1_f0,119,-0.10910922755722903,-0.05506695695676228
Allen Functional Connectivity,794812542,timescale_valid_ms,23,41.635633910673114,37.55332333411204
Allen Functional Connectivity,816200189,log10_mod_idx,76,0.17372519904818523,0.28297562059784037
Allen Functional Connectivity,816200189,log10_f1_f0,76,-0.17938372796330698,-0.13382408721599703
Allen Functional Connectivity,816200189,timescale_valid_ms,23,46.338588055771645,46.85381498410607
Allen Functional Connectivity,821695405,log10_mod_idx,40,0.08100579160717362,0.4051873460503625
Allen Functional Connectivity,821695405,log10_f1_f0,40,-0.20256023474283752,-0.1387390517802427
Allen Functional Connectivity,829720705,log10_mod_idx,57,0.1045254544491963,0.043869078602832706
Allen Functional Connectivity,829720705,log10_f1_f0,57,-0.14627427245661123,-0.1419797649609058
Allen Functional Connectivity,829720705,timescale_valid_ms,13,43.60439419648902,36.1482041057556
Allen Functional Connectivity,831882777,log10_mod_idx,72,0.39060573451219477,0.5134345749532898
Allen Functional Connectivity,831882777,log10_f1_f0,72,-0.26524250811738015,-0.23197111038932933
Allen Functional Connectivity,831882777,timescale_valid_ms,11,36.78264312364274,27.83598189331
Allen Functional Connectivity,835479236,log10_mod_idx,84,0.20687673060897827,0.3355703995491199
Allen Functional Connectivity,835479236,log10_f1_f0,84,-0.1795037851234056,-0.17629490691838817
Allen Functional Connectivity,835479236,timescale_valid_ms,19,54.23129539239706,51.80439386653553
Allen Functional Connectivity,839068429,log10_mod_idx,92,0.2725367750649232,0.4133592883602093
Allen Functional Connectivity,839068429,log10_f1_f0,92,-0.2914893091121386,-0.3019547037328637
Allen Functional Connectivity,839068429,timescale_valid_ms,41,27.951627862523686,24.40414045775041
Allen Functional Connectivity,839557629,log10_mod_idx,64,-0.19451556806190434,-0.13191269939654754
Allen Functional Connectivity,839557629,log10_f1_f0,64,-0.15329626126525528,-0.13520262913021458
Allen Functional Connectivity,840012044,log10_mod_idx,55,0.1388542091525148,0.17185337273010043
Allen Functional Connectivity,840012044,log10_f1_f0,55,-0.2660109484873956,-0.18428528669383692
Allen Functional Connectivity,840012044,timescale_valid_ms,12,41.19676839668524,41.36916830867055
Allen Functional Connectivity,847657808,log10_mod_idx,54,0.3295639597363207,0.39874842219624496
Allen Functional Connectivity,847657808,log10_f1_f0,54,-0.24681468227082204,-0.22556054303749534
Allen Functional Connectivity,847657808,timescale_valid_ms,17,37.72225574007448,42.6151050539774
MouseV2 V1,2,log10_mod_idx,1329,-0.13448494533730437,-0.12142245531288318
MouseV2 V1,2,log10_f1_f0,1329,-0.1247496414162943,-0.0971067663993863
MouseV2 V1,2,timescale_valid_ms,238,51.221869689928326,44.8772882765415
MouseV2 V1,3,log10_mod_idx,1409,-0.08537335880474711,-0.10914935428821333
MouseV2 V1,3,log10_f1_f0,1409,-0.11980053175355852,-0.08060686312354427
MouseV2 V1,3,timescale_valid_ms,265,50.805786435691864,48.47307971946877
MouseV2 V1,4,log10_mod_idx,1176,-0.11076451638307193,-0.10717610116243932
MouseV2 V1,4,log10_f1_f0,1176,-0.1565597612383664,-0.14982586381749652
MouseV2 V1,4,timescale_valid_ms,197,46.67075311503528,44.86950847338014
MouseV2 V1,5,log10_mod_idx,1711,-0.06539010798283351,-0.09508337035385815
MouseV2 V1,5,log10_f1_f0,1711,-0.07701663023400017,-0.03352349892189324
MouseV2 V1,5,timescale_valid_ms,462,45.79844823953727,42.38183296167072
MouseV2 V1,6,log10_mod_idx,1209,-0.12976261360718883,-0.13029274169876875
MouseV2 V1,6,log10_f1_f0,1209,-0.1681601908047928,-0.136349648493549
MouseV2 V1,6,timescale_valid_ms,226,49.56660815726538,45.776403569366295
MouseV2 V1,7,log10_mod_idx,1539,-0.12924185479248704,-0.11741984793669297
MouseV2 V1,7,log10_f1_f0,1539,-0.1233958484759418,-0.1035413137226008
MouseV2 V1,7,timescale_valid_ms,458,46.64104551594071,45.78541143342684
MouseV2 V1,8,log10_mod_idx,1332,-0.09478726263087497,-0.10509426993977677
MouseV2 V1,8,log10_f1_f0,1332,-0.0987569030611332,-0.07279040884738762
MouseV2 V1,8,timescale_valid_ms,188,44.5466269871151,37.133856381041404
MouseV2 V1,9,log10_mod_idx,1537,-0.1097182018341366,-0.10912070567038398
MouseV2 V1,9,log10_f1_f0,1537,-0.17071668981242574,-0.1543420789536336
MouseV2 V1,9,timescale_valid_ms,341,45.01089552422911,39.71661018079197
