stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,spatial_frequency,temporal_frequency,Speed,x_position,contrast,phase,coherence,y_position,size,Dir,color,frame,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3234,0.0,880.24754,880.49775,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,39,,,0,,False,9,train,2
3235,0.0,880.49775,880.74796,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,42,,,0,,False,12,train,2
3236,0.0,880.74796,880.99817,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,132,,,0,,False,10,train,0
3237,0.0,880.99817,881.24837,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,142,,,0,,False,12,train,2
3238,0.0,881.24837,881.49858,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,174,,,0,,False,13,train,0
3239,0.0,881.49858,881.74879,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,89,,,0,,False,12,train,1
3240,0.0,881.74879,881.99899,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,144,,,0,,False,11,test,0
3241,0.0,881.99899,882.2492,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,133,,,0,,False,14,test,2
3242,0.0,882.2492,882.49942,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,85,,,0,,False,11,test,0
3243,0.0,882.49942,882.74963,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,231,,,0,,False,12,train,2
3244,0.0,882.74963,882.99984,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,60,,,0,,False,11,test,2
3245,0.0,882.99984,883.25004,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,124,,,0,,False,13,train,0
3246,0.0,883.25004,883.50025,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,58,,,0,,False,14,test,2
3247,0.0,883.50025,883.75045,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,223,,,0,,False,11,test,1
3248,0.0,883.75045,884.00065,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,201,,,0,,False,14,test,1
3249,0.0,884.00065,884.25087,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021551,235,,,0,,False,11,test,2
3250,0.0,884.25087,884.50109,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021551,161,,,0,,False,12,train,2
3251,0.0,884.50109,884.7513,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021551,145,,,0,,False,13,train,1
3252,0.0,884.7513,885.00152,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021551,48,,,0,,False,10,train,1
3253,0.0,885.00152,885.25173,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,87,,,0,,False,13,train,0
3254,0.0,885.25173,885.50194,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,18,,,0,,False,14,test,1
3255,0.0,885.50194,885.75214,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,32,,,0,,False,10,train,1
3256,0.0,885.75214,886.00235,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,76,,,0,,False,12,train,2
3257,0.0,886.00235,886.25256,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,4,,,0,,False,14,test,2
3258,0.0,886.25256,886.50277,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,23,,,0,,False,12,train,1
3259,0.0,886.50277,886.75298,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,132,,,0,,False,11,test,0
3260,0.0,886.75298,887.00319,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,47,,,0,,False,11,test,0
3261,0.0,887.00319,887.2534,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,185,,,0,,False,13,train,0
3262,0.0,887.2534,887.50361,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,145,,,0,,False,14,test,1
3263,0.0,887.50361,887.75381,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,71,,,0,,False,14,test,1
3264,0.0,887.75381,888.00402,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,55,,,0,,False,12,train,0
3265,0.0,888.00402,888.25423,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,108,,,0,,False,12,train,0
3266,0.0,888.25423,888.50444,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,243,,,0,,False,11,test,0
3267,0.0,888.50444,888.75465,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,219,,,0,,False,12,train,0
3268,0.0,888.75465,889.00486,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,102,,,0,,False,12,train,0
3269,0.0,889.00486,889.25506,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,39,,,0,,False,10,train,2
3270,0.0,889.25506,889.50527,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,26,,,0,,False,12,train,0
3271,0.0,889.50527,889.75548,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,60,,,0,,False,12,train,2
3272,0.0,889.75548,890.00568,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,112,,,0,,False,13,train,1
3273,0.0,890.00568,890.2559,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,160,,,0,,False,13,train,2
3274,0.0,890.2559,890.50611,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,202,,,0,,False,14,test,1
3275,0.0,890.50611,890.75632,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,117,,,0,,False,12,train,1
3276,0.0,890.75632,891.00654,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,146,,,0,,False,13,train,0
3277,0.0,891.00654,891.25675,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,243,,,0,,False,12,train,0
3278,0.0,891.25675,891.50697,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,241,,,0,,False,13,train,0
3279,0.0,891.50697,891.75718,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,148,,,0,,False,11,test,1
3280,0.0,891.75718,892.00739,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,99,,,0,,False,13,train,1
3281,0.0,892.00739,892.2576,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,57,,,0,,False,10,train,2
3282,0.0,892.2576,892.50781,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,11,,,0,,False,14,test,2
3283,0.0,892.50781,892.75801,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,172,,,0,,False,10,train,2
3284,0.0,892.75801,893.00822,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,72,,,0,,False,14,test,1
3285,0.0,893.00822,893.25842,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,33,,,0,,False,13,train,2
3286,0.0,893.25842,893.50863,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,119,,,0,,False,14,test,1
3287,0.0,893.50863,893.75883,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,150,,,0,,False,13,train,2
3288,0.0,893.75883,894.00903,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,223,,,0,,False,12,train,1
3289,0.0,894.00903,894.25925,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,41,,,0,,False,11,test,2
3290,0.0,894.25925,894.50946,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,55,,,0,,False,13,train,0
3291,0.0,894.50946,894.75967,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,224,,,0,,False,13,train,0
3292,0.0,894.75967,895.00989,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,207,,,0,,False,14,test,1
3293,0.0,895.00989,895.26009,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,102,,,0,,False,13,train,0
3294,0.0,895.26009,895.5103,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,41,,,0,,False,12,train,2
3295,0.0,895.5103,895.7605,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,60,,,0,,False,13,train,2
3296,0.0,895.7605,896.0107,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,109,,,0,,False,13,train,0
3297,0.0,896.0107,896.26091,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,177,,,0,,False,13,train,1
3298,0.0,896.26091,896.51113,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,69,,,0,,False,11,test,0
3299,0.0,896.51113,896.76134,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,87,,,0,,False,14,test,0
3300,0.0,896.76134,897.01155,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,115,,,0,,False,13,train,1
3301,0.0,897.01155,897.26176,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,94,,,0,,False,11,test,2
3302,0.0,897.26176,897.51198,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,153,,,0,,False,13,train,2
3303,0.0,897.51198,897.76219,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,159,,,0,,False,14,test,2
3304,0.0,897.76219,898.0124,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,53,,,0,,False,13,train,1
3305,0.0,898.0124,898.26261,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,132,,,0,,False,12,train,0
3306,0.0,898.26261,898.51282,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,31,,,0,,False,13,train,1
3307,0.0,898.51282,898.76303,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,224,,,0,,False,14,test,0
3308,0.0,898.76303,899.01324,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,195,,,0,,False,14,test,1
3309,0.0,899.01324,899.26344,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020199,148,,,0,,False,12,train,1
3310,0.0,899.26344,899.51364,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020199,94,,,0,,False,12,train,2
3311,0.0,899.51364,899.76384,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020199,209,,,0,,False,12,train,0
3312,0.0,899.76384,900.01404,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020199,211,,,0,,False,13,train,2
3313,0.0,900.01404,900.26426,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,208,,,0,,False,14,test,2
3314,0.0,900.26426,900.51447,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,220,,,0,,False,12,train,1
3315,0.0,900.51447,900.76468,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,124,,,0,,False,14,test,0
3316,0.0,900.76468,901.0149,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,149,,,0,,False,13,train,1
3317,0.0,901.0149,901.26511,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,165,,,0,,False,12,train,1
3318,0.0,901.26511,901.51532,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,59,,,0,,False,12,train,2
3319,0.0,901.51532,901.76553,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,9,,,0,,False,12,train,0
3320,0.0,901.76553,902.01574,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,60,,,0,,False,14,test,2
3321,0.0,902.01574,902.26595,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,111,,,0,,False,13,train,2
3322,0.0,902.26595,902.51616,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,110,,,0,,False,14,test,2
3323,0.0,902.51616,902.76636,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,199,,,0,,False,13,train,2
3324,0.0,902.76636,903.01657,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,234,,,0,,False,12,train,0
3325,0.0,903.01657,903.26678,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,70,,,0,,False,12,train,1
3326,0.0,903.26678,903.517,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,54,,,0,,False,12,train,1
3327,0.0,903.517,903.76721,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,235,,,0,,False,12,train,2
3328,0.0,903.76721,904.01742,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,144,,,0,,False,12,train,0
3329,0.0,904.01742,904.26763,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,13,,,0,,False,13,train,2
3330,0.0,904.26763,904.51784,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,242,,,0,,False,12,train,1
3331,0.0,904.51784,904.76804,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,122,,,0,,False,12,train,1
3332,0.0,904.76804,905.01825,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,137,,,0,,False,14,test,1
3333,0.0,905.01825,905.26845,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25019949,91,,,0,,False,14,test,0
3334,0.0,905.26845,905.51865,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25019949,47,,,0,,False,12,train,0
3335,0.0,905.51865,905.76884,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25019949,176,,,0,,False,13,train,2
3336,0.0,905.76884,906.01904,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25019949,69,,,0,,False,12,train,0
3337,0.0,906.01904,906.26926,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25022051,38,,,0,,False,13,train,0
3338,0.0,906.26926,906.51949,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25022051,48,,,0,,False,11,test,1
3339,0.0,906.51949,906.76971,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25022051,123,,,0,,False,13,train,0
3340,0.0,906.76971,907.01993,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25022051,23,,,0,,False,13,train,1
3341,0.0,907.01993,907.27013,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,107,,,0,,False,11,test,2
3342,0.0,907.27013,907.52034,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,233,,,0,,False,13,train,0
3343,0.0,907.52034,907.77054,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,135,,,0,,False,14,test,1
3344,0.0,907.77054,908.02074,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,69,,,0,,False,13,train,0
3345,0.0,908.02074,908.27095,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,57,,,0,,False,11,test,2
3346,0.0,908.27095,908.52117,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,243,,,0,,False,13,train,0
3347,0.0,908.52117,908.77138,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,200,,,0,,False,12,train,1
3348,0.0,908.77138,909.02159,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,228,,,0,,False,13,train,1
3349,0.0,909.02159,909.27179,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,54,,,0,,False,13,train,1
3350,0.0,909.27179,909.522,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,86,,,0,,False,14,test,2
3351,0.0,909.522,909.7722,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,32,,,0,,False,11,test,1
3352,0.0,909.7722,910.0224,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,193,,,0,,False,13,train,0
3353,0.0,910.0224,910.27262,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021801,143,,,0,,False,13,train,0
3354,0.0,910.27262,910.52284,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021801,214,,,0,,False,14,test,2
3355,0.0,910.52284,910.77306,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021801,241,,,0,,False,14,test,0
3356,0.0,910.77306,911.02328,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021801,73,,,0,,False,13,train,0
3357,0.0,911.02328,911.27348,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,220,,,0,,False,13,train,1
3358,0.0,911.27348,911.52369,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,19,,,0,,False,14,test,1
3359,0.0,911.52369,911.77389,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,167,,,0,,False,14,test,2
3360,0.0,911.77389,912.02409,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,54,,,0,,False,14,test,1
3361,0.0,912.02409,912.27431,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,134,,,0,,False,12,train,2
3362,0.0,912.27431,912.52452,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,220,,,0,,False,14,test,1
