ecephys_session_id,target_subset,mode,shift_azimuth_deg,shift_elevation_deg,minimum_loss,basin_grid_points_delta_005,at_bound,split_half_vector_difference_deg
779839471,full,size,-8.0,-30.0,0.4861289701518214,891,True,52.0
779839471,full,dispersion,-26.0,30.0,0.15984935897728297,50,True,24.331050121192877
779839471,full,combined,-24.0,30.0,0.3511261988400246,127,True,26.68332812825267
779839471,half_0,size,30.0,-30.0,0.45913051099889995,763,True,52.0
779839471,half_0,dispersion,-26.0,30.0,0.40032374679383587,27,True,24.331050121192877
779839471,half_0,combined,-24.0,30.0,0.46856538523915836,56,True,26.68332812825267
779839471,half_1,size,-22.0,-30.0,0.5061075329504614,961,True,52.0
779839471,half_1,dispersion,-30.0,6.0,0.14870704844833693,105,True,24.331050121192877
779839471,half_1,combined,-30.0,4.0,0.3449895048454229,194,True,26.68332812825267
781842082,full,size,-22.0,-22.0,0.352969618939201,961,False,16.1245154965971
781842082,full,dispersion,-4.0,12.0,0.14168562574580498,370,False,14.422205101855956
781842082,full,combined,-8.0,-2.0,0.2508640865620818,594,False,12.806248474865697
781842082,half_0,size,-22.0,-30.0,0.37447847569263015,961,True,16.1245154965971
781842082,half_0,dispersion,-10.0,2.0,0.29224249141253555,367,False,14.422205101855956
781842082,half_0,combined,-10.0,0.0,0.34038991335355295,637,False,12.806248474865697
781842082,half_1,size,-30.0,-16.0,0.32561145935947344,961,True,16.1245154965971
781842082,half_1,dispersion,-2.0,-10.0,0.15026175899107494,322,False,14.422205101855956
781842082,half_1,combined,-2.0,-10.0,0.24234513190080365,548,False,12.806248474865697
786091066,full,size,-10.0,-24.0,0.4989268275088353,961,False,22.80350850198276
786091066,full,dispersion,-16.0,16.0,0.2458159518407746,174,False,22.80350850198276
786091066,full,combined,-16.0,16.0,0.37940960274271285,385,False,24.331050121192877
786091066,half_0,size,-24.0,-22.0,0.4705879203678364,961,False,22.80350850198276
786091066,half_0,dispersion,-14.0,0.0,0.18978357333885812,215,False,22.80350850198276
786091066,half_0,combined,-14.0,-2.0,0.33249976849826945,423,False,24.331050121192877
786091066,half_1,size,-2.0,-28.0,0.5222023854248119,961,False,22.80350850198276
786091066,half_1,dispersion,-20.0,22.0,0.3943479321753906,110,False,22.80350850198276
786091066,half_1,combined,-18.0,22.0,0.4720162239271848,351,False,24.331050121192877
