stimulus_presentation_id,stimulus_block,start_time,stop_time,frame,temporal_frequency,phase,color,y_position,orientation,stimulus_name,x_position,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3071,0.0,852.94394,853.19416,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021802,53,,,0,,False,12,train,1
3072,0.0,853.19416,853.44438,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,68,,,0,,False,11,test,0
3073,0.0,853.44438,853.69458,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,55,,,0,,False,11,test,1
3074,0.0,853.69458,853.94478,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,172,,,0,,False,14,test,0
3075,0.0,853.94478,854.19498,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,112,,,0,,False,13,train,2
3076,0.0,854.19498,854.44518,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020198,121,,,0,,False,12,train,0
3077,0.0,854.44518,854.69539,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021052,214,,,0,,False,12,train,0
3078,0.0,854.69539,854.9456,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021052,117,,,0,,False,11,test,1
3079,0.0,854.9456,855.19581,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021052,85,,,0,,False,13,train,1
3080,0.0,855.19581,855.44603,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021052,81,,,0,,False,11,test,2
3081,0.0,855.44603,855.69623,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020448,193,,,0,,False,12,train,2
3082,0.0,855.69623,855.94643,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020448,77,,,0,,False,12,train,1
3083,0.0,855.94643,856.19664,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,161,,,0,,False,11,test,0
3084,0.0,856.19664,856.44684,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020448,190,,,0,,False,12,train,2
3085,0.0,856.44684,856.69705,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020302,139,,,0,,False,13,train,2
3086,0.0,856.69705,856.94725,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020302,121,,,0,,False,13,train,0
3087,0.0,856.94725,857.19745,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020302,213,,,0,,False,12,train,2
3088,0.0,857.19745,857.44766,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020302,187,,,0,,False,10,train,2
3089,0.0,857.44766,857.69787,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021448,26,,,0,,False,13,train,0
3090,0.0,857.69787,857.94808,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021448,200,,,0,,False,13,train,2
3091,0.0,857.94808,858.1983,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021448,55,,,0,,False,12,train,1
3092,0.0,858.1983,858.44851,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021448,81,,,0,,False,12,train,2
3093,0.0,858.44851,858.69873,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,95,,,0,,False,13,train,0
3094,0.0,858.69873,858.94894,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,120,,,0,,False,13,train,1
3095,0.0,858.94894,859.19916,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,144,,,0,,False,14,test,1
3096,0.0,859.19916,859.44938,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,68,,,0,,False,12,train,0
3097,0.0,859.44938,859.69958,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020448,34,,,0,,False,10,train,1
3098,0.0,859.69958,859.94978,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,93,,,0,,False,12,train,1
3099,0.0,859.94978,860.19999,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020448,243,,,0,,False,11,test,2
3100,0.0,860.19999,860.45019,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020448,154,,,0,,False,12,train,0
3101,0.0,860.45019,860.70041,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021302,91,,,0,,False,14,test,1
3102,0.0,860.70041,860.95062,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021302,38,,,0,,False,11,test,0
3103,0.0,860.95062,861.20083,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,147,,,0,,False,10,train,0
3104,0.0,861.20083,861.45105,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,162,,,0,,False,13,train,0
3105,0.0,861.45105,861.70125,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,99,,,0,,False,11,test,0
3106,0.0,861.70125,861.95146,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020698,201,,,0,,False,12,train,1
3107,0.0,861.95146,862.20167,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,184,,,0,,False,12,train,0
3108,0.0,862.20167,862.45187,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020698,203,,,0,,False,13,train,2
3109,0.0,862.45187,862.70209,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,237,,,0,,False,10,train,2
3110,0.0,862.70209,862.9523,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,60,,,0,,False,12,train,1
3111,0.0,862.9523,863.20252,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,13,,,0,,False,13,train,0
3112,0.0,863.20252,863.45274,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021552,58,,,0,,False,12,train,2
3113,0.0,863.45274,863.70294,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020198,170,,,0,,False,13,train,2
3114,0.0,863.70294,863.95314,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020198,1,,,0,,False,10,train,1
3115,0.0,863.95314,864.20334,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020198,114,,,0,,False,11,test,1
3116,0.0,864.20334,864.45354,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020198,15,,,0,,False,11,test,0
3117,0.0,864.45354,864.70375,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020552,150,,,0,,False,11,test,2
3118,0.0,864.70375,864.95395,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020552,237,,,0,,False,11,test,2
3119,0.0,864.95395,865.20416,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020552,237,,,0,,False,12,train,2
3120,0.0,865.20416,865.45437,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020552,95,,,0,,False,14,test,0
3121,0.0,865.45437,865.70457,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020948,80,,,0,,False,10,train,2
3122,0.0,865.70457,865.95478,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020948,218,,,0,,False,10,train,1
3123,0.0,865.95478,866.20499,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020948,151,,,0,,False,14,test,0
3124,0.0,866.20499,866.4552,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020948,67,,,0,,False,13,train,0
3125,0.0,866.4552,866.70542,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021302,72,,,0,,False,11,test,2
3126,0.0,866.70542,866.95563,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,174,,,0,,False,11,test,2
3127,0.0,866.95563,867.20584,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021302,54,,,0,,False,11,test,2
3128,0.0,867.20584,867.45606,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,134,,,0,,False,12,train,2
3129,0.0,867.45606,867.70626,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,83,,,0,,False,13,train,2
3130,0.0,867.70626,867.95647,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020698,2,,,0,,False,12,train,0
3131,0.0,867.95647,868.20668,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020698,39,,,0,,False,12,train,1
3132,0.0,868.20668,868.45688,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020698,128,,,0,,False,14,test,1
3133,0.0,868.45688,868.70709,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020552,208,,,0,,False,12,train,2
3134,0.0,868.70709,868.95729,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020552,22,,,0,,False,11,test,0
3135,0.0,868.95729,869.2075,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020552,174,,,0,,False,12,train,2
3136,0.0,869.2075,869.45771,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020552,232,,,0,,False,13,train,2
3137,0.0,869.45771,869.70792,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021198,188,,,0,,False,11,test,0
3138,0.0,869.70792,869.95813,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021198,110,,,0,,False,10,train,2
3139,0.0,869.95813,870.20834,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021198,154,,,0,,False,13,train,0
3140,0.0,870.20834,870.45855,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021198,200,,,0,,False,14,test,2
3141,0.0,870.45855,870.70877,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,229,,,0,,False,10,train,1
3142,0.0,870.70877,870.95898,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,49,,,0,,False,13,train,2
3143,0.0,870.95898,871.2092,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,7,,,0,,False,13,train,2
3144,0.0,871.2092,871.45942,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,11,,,0,,False,14,test,0
3145,0.0,871.45942,871.70962,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020198,100,,,0,,False,14,test,1
3146,0.0,871.70962,871.95982,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,41,,,0,,False,11,test,2
3147,0.0,871.95982,872.21002,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020198,226,,,0,,False,13,train,0
3148,0.0,872.21002,872.46022,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,234,,,0,,False,14,test,0
3149,0.0,872.46022,872.71043,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021052,26,,,0,,False,14,test,0
3150,0.0,872.71043,872.96064,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021052,141,,,0,,False,10,train,1
3151,0.0,872.96064,873.21085,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,45.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021052,191,,,0,,False,13,train,1
3152,0.0,873.21085,873.46107,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021052,111,,,0,,False,14,test,0
3153,0.0,873.46107,873.71127,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020698,51,,,0,,False,12,train,2
3154,0.0,873.71127,873.96148,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020698,203,,,0,,False,14,test,2
3155,0.0,873.96148,874.21169,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,102,,,0,,False,10,train,1
3156,0.0,874.21169,874.46189,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,99,,,0,,False,12,train,0
3157,0.0,874.46189,874.71211,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,65,,,0,,False,11,test,2
3158,0.0,874.71211,874.96233,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021802,170,,,0,,False,14,test,2
3159,0.0,874.96233,875.21255,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25021802,50,,,0,,False,12,train,1
3160,0.0,875.21255,875.46277,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,70,,,0,,False,9,train,1
3161,0.0,875.46277,875.71297,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020198,205,,,0,,False,12,train,0
3162,0.0,875.71297,875.96317,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,45.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,133,,,0,,False,14,test,1
3163,0.0,875.96317,876.21337,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,110,,,0,,False,11,test,2
3164,0.0,876.21337,876.46357,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020198,105,,,0,,False,12,train,2
3165,0.0,876.46357,876.71378,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020802,70,,,0,,False,10,train,1
3166,0.0,876.71378,876.96399,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020802,4,,,0,,False,12,train,2
3167,0.0,876.96399,877.2142,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25020802,3,,,0,,False,14,test,0
3168,0.0,877.2142,877.46441,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020802,183,,,0,,False,12,train,1
3169,0.0,877.46441,877.71461,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020948,187,,,0,,False,11,test,2
3170,0.0,877.71461,877.96482,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020948,51,,,0,,False,13,train,2
3171,0.0,877.96482,878.21503,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020948,162,,,0,,False,14,test,0
3172,0.0,878.21503,878.46524,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020948,219,,,0,,False,14,test,1
3173,0.0,878.46524,878.71546,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25021302,224,,,0,,False,13,train,1
3174,0.0,878.71546,878.96567,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,61,,,0,,False,12,train,1
3175,0.0,878.96567,879.21588,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25021302,107,,,0,,False,13,train,2
3176,0.0,879.21588,879.4661,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021302,8,,,0,,False,13,train,2
3177,0.0,879.4661,879.7163,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,169,,,0,,False,12,train,2
3178,0.0,879.7163,879.96651,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,10.0,"[20.0, 20.0]",0.08,0.8,0.25020698,167,,,0,,False,12,train,1
3179,0.0,879.96651,880.21672,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,216,,,0,,False,13,train,2
3180,0.0,880.21672,880.46692,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020698,212,,,0,,False,13,train,0
3181,0.0,880.46692,880.71714,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,90.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021302,143,,,0,,False,10,train,2
3182,0.0,880.71714,880.96735,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25021302,126,,,0,,False,13,train,0
3183,0.0,880.96735,881.21756,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25021302,227,,,0,,False,13,train,2
3184,0.0,881.21756,881.46778,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021302,166,,,0,,False,13,train,1
3185,0.0,881.46778,881.71798,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.0,gabors,-10.0,"[20.0, 20.0]",0.08,0.8,0.25020448,131,,,0,,False,12,train,0
3186,0.0,881.71798,881.96818,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25020448,74,,,0,,False,14,test,2
3187,0.0,881.96818,882.21839,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020448,229,,,0,,False,11,test,1
3188,0.0,882.21839,882.46859,null,4.0,"[3644.93333333, 3644.93333333]",null,30.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020448,31,,,0,,False,12,train,1
3189,0.0,882.46859,882.71881,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,110,,,0,,False,12,train,2
3190,0.0,882.71881,882.96902,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,-40.0,"[20.0, 20.0]",0.08,0.8,0.25021552,17,,,0,,False,12,train,2
3191,0.0,882.96902,883.21924,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021552,225,,,0,,False,10,train,0
3192,0.0,883.21924,883.46946,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021552,161,,,0,,False,12,train,0
3193,0.0,883.46946,883.71966,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,90.0,gabors,-20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,132,,,0,,False,9,train,2
3194,0.0,883.71966,883.96986,null,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,45.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25020198,101,,,0,,False,12,train,1
3195,0.0,883.96986,884.22006,null,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,90.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25020198,63,,,0,,False,12,train,2
3196,0.0,884.22006,884.47026,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25020198,69,,,0,,False,11,test,0
3197,0.0,884.47026,884.72048,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022052,236,,,0,,False,12,train,1
3198,0.0,884.72048,884.9707,null,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,45.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25022052,236,,,0,,False,13,train,1
3199,0.0,884.9707,885.22092,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,14,,,0,,False,12,train,1
3200,0.0,885.22092,885.47115,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25022052,160,,,0,,False,12,train,0
3201,0.0,885.47115,885.72134,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,90.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019698,165,,,0,,False,14,test,2
3202,0.0,885.72134,885.97154,null,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.0,gabors,30.0,"[20.0, 20.0]",0.08,0.8,0.25019698,212,,,0,,False,14,test,0
3203,0.0,885.97154,886.22174,null,4.0,"[3644.93333333, 3644.93333333]",null,20.0,45.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25019698,42,,,0,,False,14,test,1
3204,0.0,886.22174,886.47193,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,40.0,"[20.0, 20.0]",0.08,0.8,0.25019698,173,,,0,,False,12,train,0
3205,0.0,886.47193,886.72215,null,4.0,"[3644.93333333, 3644.93333333]",null,40.0,90.0,gabors,-30.0,"[20.0, 20.0]",0.08,0.8,0.25021802,238,,,0,,False,13,train,2
3206,0.0,886.72215,886.97237,null,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.0,gabors,20.0,"[20.0, 20.0]",0.08,0.8,0.25021802,240,,,0,,False,12,train,0
3207,0.0,886.97237,887.22259,null,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.0,gabors,0.0,"[20.0, 20.0]",0.08,0.8,0.25021802,94,,,0,,False,12,train,0
