stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,contrast,coherence,x_position,size,temporal_frequency,orientation,phase,Dir,spatial_frequency,y_position,frame,color,Speed,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1775,0.0,512.44179,512.69199,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020048,162,,,0,,False,7,train,0
1776,0.0,512.69199,512.94219,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020048,149,,,0,,False,5,test,1
1777,0.0,512.94219,513.19241,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021952,201,,,0,,False,9,train,0
1778,0.0,513.19241,513.44263,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021952,134,,,0,,False,4,train,1
1779,0.0,513.44263,513.69284,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021952,161,,,0,,False,5,test,0
1780,0.0,513.69284,513.94306,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021952,74,,,0,,False,9,train,0
1781,0.0,513.94306,514.19326,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020048,137,,,0,,False,6,train,2
1782,0.0,514.19326,514.44347,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020048,195,,,0,,False,7,train,0
1783,0.0,514.44347,514.69367,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020048,176,,,0,,False,4,train,1
1784,0.0,514.69367,514.94387,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020048,147,,,0,,False,6,train,0
1785,0.0,514.94387,515.19408,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021702,130,,,0,,False,9,train,2
1786,0.0,515.19408,515.4443,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021702,22,,,0,,False,9,train,0
1787,0.0,515.4443,515.69452,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021702,60,,,0,,False,4,train,0
1788,0.0,515.69452,515.94473,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021702,27,,,0,,False,5,test,1
1789,0.0,515.94473,516.19494,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021048,9,,,0,,False,3,train,1
1790,0.0,516.19494,516.44516,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021048,226,,,0,,False,3,train,1
1791,0.0,516.44516,516.69537,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021048,139,,,0,,False,9,train,1
1792,0.0,516.69537,516.94558,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021048,5,,,0,,False,8,test,1
1793,0.0,516.94558,517.19579,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021202,51,,,0,,False,7,train,1
1794,0.0,517.19579,517.446,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021202,140,,,0,,False,7,train,0
1795,0.0,517.446,517.69621,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,135,,,0,,False,5,test,2
1796,0.0,517.69621,517.94642,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021202,156,,,0,,False,4,train,2
1797,0.0,517.94642,518.19662,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020048,184,,,0,,False,8,test,1
1798,0.0,518.19662,518.44683,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020048,38,,,0,,False,9,train,1
1799,0.0,518.44683,518.69703,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020048,217,,,0,,False,7,train,0
1800,0.0,518.69703,518.94723,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020048,203,,,0,,False,7,train,2
1801,0.0,518.94723,519.19744,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021202,101,,,0,,False,6,train,2
1802,0.0,519.19744,519.44765,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021202,176,,,0,,False,5,test,1
1803,0.0,519.44765,519.69786,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,175,,,0,,False,10,train,0
1804,0.0,519.69786,519.94807,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021202,212,,,0,,False,6,train,2
1805,0.0,519.94807,520.19828,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020548,210,,,0,,False,6,train,1
1806,0.0,520.19828,520.44849,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020548,214,,,0,,False,5,test,0
1807,0.0,520.44849,520.69869,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020548,161,,,0,,False,6,train,0
1808,0.0,520.69869,520.9489,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020548,196,,,0,,False,8,test,2
1809,0.0,520.9489,521.19911,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021202,9,,,0,,False,4,train,1
1810,0.0,521.19911,521.44932,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,123,,,0,,False,8,test,1
1811,0.0,521.44932,521.69953,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021202,186,,,0,,False,7,train,1
1812,0.0,521.69953,521.94974,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,92,,,0,,False,8,test,0
1813,0.0,521.94974,522.19995,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021048,102,,,0,,False,11,test,0
1814,0.0,522.19995,522.45017,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021048,83,,,0,,False,4,train,0
1815,0.0,522.45017,522.70038,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021048,72,,,0,,False,7,train,2
1816,0.0,522.70038,522.95059,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021048,41,,,0,,False,7,train,2
1817,0.0,522.95059,523.2008,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020952,152,,,0,,False,5,test,0
1818,0.0,523.2008,523.45101,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020952,210,,,0,,False,7,train,1
1819,0.0,523.45101,523.70121,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020952,169,,,0,,False,8,test,1
1820,0.0,523.70121,523.95142,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020952,108,,,0,,False,8,test,0
1821,0.0,523.95142,524.20164,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021298,133,,,0,,False,7,train,0
1822,0.0,524.20164,524.45185,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021298,144,,,0,,False,3,train,0
1823,0.0,524.45185,524.70206,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021298,95,,,0,,False,6,train,0
1824,0.0,524.70206,524.95228,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021298,24,,,0,,False,11,test,2
1825,0.0,524.95228,525.20248,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020452,55,,,0,,False,8,test,2
1826,0.0,525.20248,525.45269,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020452,182,,,0,,False,6,train,0
1827,0.0,525.45269,525.70289,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020452,124,,,0,,False,6,train,2
1828,0.0,525.70289,525.95309,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020452,170,,,0,,False,5,test,1
1829,0.0,525.95309,526.2033,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020298,202,,,0,,False,9,train,1
1830,0.0,526.2033,526.4535,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020298,57,,,0,,False,8,test,1
1831,0.0,526.4535,526.7037,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020298,229,,,0,,False,7,train,0
1832,0.0,526.7037,526.95391,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020298,93,,,0,,False,5,test,0
1833,0.0,526.95391,527.20412,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021702,151,,,0,,False,6,train,1
1834,0.0,527.20412,527.45434,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021702,126,,,0,,False,10,train,0
1835,0.0,527.45434,527.70456,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021702,60,,,0,,False,5,test,0
1836,0.0,527.70456,527.95477,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021702,131,,,0,,False,7,train,0
1837,0.0,527.95477,528.20497,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25019798,52,,,0,,False,5,test,2
1838,0.0,528.20497,528.45517,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25019798,100,,,0,,False,7,train,2
1839,0.0,528.45517,528.70537,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25019798,116,,,0,,False,9,train,2
1840,0.0,528.70537,528.95557,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25019798,103,,,0,,False,6,train,2
1841,0.0,528.95557,529.20579,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021952,157,,,0,,False,6,train,2
1842,0.0,529.20579,529.45601,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021952,194,,,0,,False,7,train,1
1843,0.0,529.45601,529.70622,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25021952,26,,,0,,False,10,train,0
1844,0.0,529.70622,529.95644,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021952,14,,,0,,False,10,train,0
1845,0.0,529.95644,530.20665,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020298,142,,,0,,False,8,test,0
1846,0.0,530.20665,530.45685,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020298,33,,,0,,False,7,train,0
1847,0.0,530.45685,530.70705,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020298,152,,,0,,False,6,train,0
1848,0.0,530.70705,530.95726,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020298,126,,,0,,False,11,test,0
1849,0.0,530.95726,531.20747,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021452,34,,,0,,False,7,train,2
1850,0.0,531.20747,531.45769,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021452,34,,,0,,False,8,test,2
1851,0.0,531.45769,531.7079,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021452,89,,,0,,False,7,train,2
1852,0.0,531.7079,531.95811,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021452,203,,,0,,False,8,test,2
1853,0.0,531.95811,532.20832,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020798,200,,,0,,False,5,test,0
1854,0.0,532.20832,532.45853,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020798,222,,,0,,False,6,train,1
1855,0.0,532.45853,532.70874,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020798,27,,,0,,False,6,train,1
1856,0.0,532.70874,532.95895,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020798,200,,,0,,False,6,train,0
1857,0.0,532.95895,533.20916,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020952,39,,,0,,False,8,test,0
1858,0.0,533.20916,533.45937,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020952,66,,,0,,False,9,train,2
1859,0.0,533.45937,533.70957,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25020952,209,,,0,,False,9,train,1
1860,0.0,533.70957,533.95978,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020952,135,,,0,,False,6,train,2
1861,0.0,533.95978,534.20999,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020548,155,,,0,,False,7,train,2
1862,0.0,534.20999,534.4602,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25020548,150,,,0,,False,9,train,2
1863,0.0,534.4602,534.7104,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020548,48,,,0,,False,5,test,2
1864,0.0,534.7104,534.96061,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020548,206,,,0,,False,6,train,1
1865,0.0,534.96061,535.21082,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,6,,,0,,False,4,train,1
1866,0.0,535.21082,535.46103,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021202,93,,,0,,False,6,train,0
1867,0.0,535.46103,535.71124,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25021202,191,,,0,,False,8,test,1
1868,0.0,535.71124,535.96145,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,238,,,0,,False,5,test,1
1869,0.0,535.96145,536.21166,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020298,134,,,0,,False,5,test,1
1870,0.0,536.21166,536.46186,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020298,18,,,0,,False,6,train,1
1871,0.0,536.46186,536.71206,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020298,232,,,0,,False,3,train,1
1872,0.0,536.71206,536.96227,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020298,236,,,0,,False,8,test,0
1873,0.0,536.96227,537.21248,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,207,,,0,,False,8,test,2
1874,0.0,537.21248,537.46269,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021202,141,,,0,,False,7,train,2
1875,0.0,537.46269,537.7129,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021202,243,,,0,,False,4,train,1
1876,0.0,537.7129,537.96311,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25021202,19,,,0,,False,5,test,0
1877,0.0,537.96311,538.21333,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021298,85,,,0,,False,5,test,2
1878,0.0,538.21333,538.46354,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021298,66,,,0,,False,10,train,2
1879,0.0,538.46354,538.71375,gabors,0.8,null,10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021298,49,,,0,,False,5,test,0
1880,0.0,538.71375,538.96397,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,20.0,null,null,null,0.25021298,220,,,0,,False,7,train,0
1881,0.0,538.96397,539.21417,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020702,200,,,0,,False,7,train,0
1882,0.0,539.21417,539.46438,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25020702,201,,,0,,False,10,train,0
1883,0.0,539.46438,539.71459,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020702,184,,,0,,False,9,train,1
1884,0.0,539.71459,539.96479,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,63,,,0,,False,8,test,0
1885,0.0,539.96479,540.215,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020798,234,,,0,,False,7,train,0
1886,0.0,540.215,540.46521,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020798,77,,,0,,False,9,train,2
1887,0.0,540.46521,540.71542,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020798,102,,,0,,False,12,train,0
1888,0.0,540.71542,540.96563,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25020798,147,,,0,,False,7,train,0
1889,0.0,540.96563,541.21584,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021452,238,,,0,,False,6,train,1
1890,0.0,541.21584,541.46606,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,10.0,null,null,null,0.25021452,37,,,0,,False,6,train,1
1891,0.0,541.46606,541.71627,gabors,0.8,null,30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021452,117,,,0,,False,7,train,0
1892,0.0,541.71627,541.96648,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,null,null,null,0.25021452,29,,,0,,False,8,test,2
1893,0.0,541.96648,542.21669,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25020798,189,,,0,,False,7,train,1
1894,0.0,542.21669,542.4669,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020798,110,,,0,,False,8,test,2
1895,0.0,542.4669,542.71711,gabors,0.8,null,20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,0.0,null,null,null,0.25020798,19,,,0,,False,6,train,0
1896,0.0,542.71711,542.96732,gabors,0.8,null,-30.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020798,175,,,0,,False,11,test,0
1897,0.0,542.96732,543.21752,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,30.0,null,null,null,0.25020702,216,,,0,,False,6,train,1
1898,0.0,543.21752,543.46773,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,90.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25020702,141,,,0,,False,8,test,2
1899,0.0,543.46773,543.71794,gabors,0.8,null,0.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,59,,,0,,False,6,train,1
1900,0.0,543.71794,543.96814,gabors,0.8,null,-40.0,"[20.0, 20.0]",4.0,45.0,"[3644.93333333, 3644.93333333]",null,0.08,40.0,null,null,null,0.25020702,62,,,0,,False,10,train,1
1901,0.0,543.96814,544.21835,gabors,0.8,null,-10.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,null,null,null,0.25021048,13,,,0,,False,10,train,0
1902,0.0,544.21835,544.46857,gabors,0.8,null,-20.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,null,null,null,0.25021048,93,,,0,,False,7,train,0
1903,0.0,544.46857,544.71878,gabors,0.8,null,40.0,"[20.0, 20.0]",4.0,0.0,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,null,null,null,0.25021048,234,,,0,,False,8,test,0
