stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,color,orientation,frame,temporal_frequency,size,coherence,y_position,spatial_frequency,x_position,stimulus_name,Dir,Speed,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1984,0.0,571.6107,571.86091,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,4,,,0,,False,9,train,0
1985,0.0,571.86091,572.11111,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25020419,5,,,0,,False,7,train,1
1986,0.0,572.11111,572.36131,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,122,,,0,,False,12,train,1
1987,0.0,572.36131,572.61152,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,20.0,gabors,null,null,0.8,0.25020419,78,,,0,,False,7,train,0
1988,0.0,572.61152,572.86172,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,221,,,0,,False,6,train,0
1989,0.0,572.86172,573.11194,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,222,,,0,,False,8,test,2
1990,0.0,573.11194,573.36215,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,20.0,gabors,null,null,0.8,0.25021331,124,,,0,,False,8,test,2
1991,0.0,573.36215,573.61236,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25021331,37,,,0,,False,10,train,1
1992,0.0,573.61236,573.86258,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,177,,,0,,False,7,train,0
1993,0.0,573.86258,574.11279,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-20.0,gabors,null,null,0.8,0.25020919,169,,,0,,False,8,test,2
1994,0.0,574.11279,574.36299,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25020919,84,,,0,,False,6,train,2
1995,0.0,574.36299,574.6132,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25020919,193,,,0,,False,4,train,0
1996,0.0,574.6132,574.86341,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25020919,147,,,0,,False,7,train,1
1997,0.0,574.86341,575.11363,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25021331,70,,,0,,False,6,train,1
1998,0.0,575.11363,575.36384,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-40.0,gabors,null,null,0.8,0.25021331,122,,,0,,False,13,train,1
1999,0.0,575.36384,575.61405,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25021331,54,,,0,,False,11,test,2
2000,0.0,575.61405,575.86427,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25021331,80,,,0,,False,11,test,0
2001,0.0,575.86427,576.11447,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,144,,,0,,False,10,train,2
2002,0.0,576.11447,576.36467,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,0.0,gabors,null,null,0.8,0.25020419,58,,,0,,False,11,test,0
2003,0.0,576.36467,576.61488,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,26,,,0,,False,7,train,0
2004,0.0,576.61488,576.86508,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25020419,103,,,0,,False,8,test,2
2005,0.0,576.86508,577.1153,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,0.0,gabors,null,null,0.8,0.25021581,153,,,0,,False,9,train,0
2006,0.0,577.1153,577.36551,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-30.0,gabors,null,null,0.8,0.25021581,123,,,0,,False,8,test,0
2007,0.0,577.36551,577.61573,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,-40.0,gabors,null,null,0.8,0.25021581,229,,,0,,False,7,train,2
2008,0.0,577.61573,577.86595,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-20.0,gabors,null,null,0.8,0.25021581,97,,,0,,False,10,train,2
2009,0.0,577.86595,578.11615,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-10.0,gabors,null,null,0.8,0.25020169,205,,,0,,False,8,test,0
2010,0.0,578.11615,578.36635,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25020169,100,,,0,,False,4,train,2
2011,0.0,578.36635,578.61655,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25020169,141,,,0,,False,10,train,1
2012,0.0,578.61655,578.86675,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-40.0,gabors,null,null,0.8,0.25020169,27,,,0,,False,8,test,2
2013,0.0,578.86675,579.11697,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,0.0,gabors,null,null,0.8,0.25022081,53,,,0,,False,8,test,0
2014,0.0,579.11697,579.36719,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,40.0,gabors,null,null,0.8,0.25022081,102,,,0,,False,10,train,0
2015,0.0,579.36719,579.61742,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25022081,117,,,0,,False,8,test,0
2016,0.0,579.61742,579.86764,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,30.0,gabors,null,null,0.8,0.25022081,96,,,0,,False,8,test,2
2017,0.0,579.86764,580.11783,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,20.0,gabors,null,null,0.8,0.25019669,143,,,0,,False,10,train,2
2018,0.0,580.11783,580.36803,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25019669,189,,,0,,False,8,test,0
2019,0.0,580.36803,580.61823,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25019669,107,,,0,,False,8,test,0
2020,0.0,580.61823,580.86842,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-40.0,gabors,null,null,0.8,0.25019669,226,,,0,,False,1,train,1
2021,0.0,580.86842,581.11863,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,10.0,gabors,null,null,0.8,0.25021081,139,,,0,,False,8,test,2
2022,0.0,581.11863,581.36884,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,10.0,gabors,null,null,0.8,0.25021081,223,,,0,,False,7,train,1
2023,0.0,581.36884,581.61906,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,40.0,gabors,null,null,0.8,0.25021081,157,,,0,,False,9,train,0
2024,0.0,581.61906,581.86927,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,0.0,gabors,null,null,0.8,0.25021081,72,,,0,,False,8,test,0
2025,0.0,581.86927,582.11948,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25020919,29,,,0,,False,4,train,0
2026,0.0,582.11948,582.36968,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,20.0,gabors,null,null,0.8,0.25020919,32,,,0,,False,7,train,0
2027,0.0,582.36968,582.61989,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25020919,237,,,0,,False,4,train,2
2028,0.0,582.61989,582.8701,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25020919,98,,,0,,False,8,test,1
2029,0.0,582.8701,583.12031,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25020581,29,,,0,,False,5,test,0
2030,0.0,583.12031,583.37051,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,20.0,gabors,null,null,0.8,0.25020581,150,,,0,,False,9,train,2
2031,0.0,583.37051,583.62072,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25020581,183,,,0,,False,7,train,1
2032,0.0,583.62072,583.87093,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-40.0,gabors,null,null,0.8,0.25020581,237,,,0,,False,5,test,2
2033,0.0,583.87093,584.12114,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,30.0,gabors,null,null,0.8,0.25020919,187,,,0,,False,8,test,0
2034,0.0,584.12114,584.37134,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25020919,160,,,0,,False,8,test,2
2035,0.0,584.37134,584.62155,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,30.0,gabors,null,null,0.8,0.25020919,161,,,0,,False,7,train,1
2036,0.0,584.62155,584.87176,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25020919,1,,,0,,False,10,train,0
2037,0.0,584.87176,585.12198,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,40.0,gabors,null,null,0.8,0.25021581,192,,,0,,False,6,train,1
2038,0.0,585.12198,585.37219,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25021581,219,,,0,,False,11,test,1
2039,0.0,585.37219,585.62241,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,20.0,gabors,null,null,0.8,0.25021581,186,,,0,,False,10,train,0
2040,0.0,585.62241,585.87263,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25021581,148,,,0,,False,6,train,1
2041,0.0,585.87263,586.12283,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25020669,107,,,0,,False,9,train,0
2042,0.0,586.12283,586.37304,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25020669,224,,,0,,False,6,train,0
2043,0.0,586.37304,586.62325,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,10.0,gabors,null,null,0.8,0.25020669,232,,,0,,False,5,test,0
2044,0.0,586.62325,586.87345,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,0.0,gabors,null,null,0.8,0.25020669,148,,,0,,False,7,train,1
2045,0.0,586.87345,587.12366,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,101,,,0,,False,7,train,1
2046,0.0,587.12366,587.37387,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25021081,190,,,0,,False,8,test,2
2047,0.0,587.37387,587.62409,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,67,,,0,,False,6,train,2
2048,0.0,587.62409,587.8743,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,13,,,0,,False,5,test,1
2049,0.0,587.8743,588.1245,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25020419,42,,,0,,False,10,train,1
2050,0.0,588.1245,588.3747,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,40.0,gabors,null,null,0.8,0.25020419,154,,,0,,False,9,train,1
2051,0.0,588.3747,588.62491,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25020419,183,,,0,,False,8,test,1
2052,0.0,588.62491,588.87511,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,20.0,gabors,null,null,0.8,0.25020419,128,,,0,,False,9,train,0
2053,0.0,588.87511,589.12533,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25021831,210,,,0,,False,7,train,1
2054,0.0,589.12533,589.37555,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25021831,120,,,0,,False,8,test,2
2055,0.0,589.37555,589.62577,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25021831,146,,,0,,False,8,test,0
2056,0.0,589.62577,589.87599,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021831,235,,,0,,False,6,train,2
2057,0.0,589.87599,590.12619,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25020169,34,,,0,,False,5,test,1
2058,0.0,590.12619,590.37639,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,40.0,gabors,null,null,0.8,0.25020169,117,,,0,,False,9,train,0
2059,0.0,590.37639,590.62659,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,0.0,gabors,null,null,0.8,0.25020169,201,,,0,,False,5,test,0
2060,0.0,590.62659,590.87679,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25020169,204,,,0,,False,4,train,0
2061,0.0,590.87679,591.127,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,197,,,0,,False,6,train,0
2062,0.0,591.127,591.37721,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,159,,,0,,False,8,test,2
2063,0.0,591.37721,591.62743,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,26,,,0,,False,8,test,0
2064,0.0,591.62743,591.87764,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25021081,184,,,0,,False,7,train,2
2065,0.0,591.87764,592.12784,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25020669,52,,,0,,False,7,train,0
2066,0.0,592.12784,592.37805,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,10.0,gabors,null,null,0.8,0.25020669,139,,,0,,False,9,train,2
2067,0.0,592.37805,592.62826,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,10.0,gabors,null,null,0.8,0.25020669,130,,,0,,False,11,test,0
2068,0.0,592.62826,592.87846,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,10.0,gabors,null,null,0.8,0.25020669,146,,,0,,False,9,train,0
2069,0.0,592.87846,593.12867,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,30.0,gabors,null,null,0.8,0.25021081,204,,,0,,False,5,test,0
2070,0.0,593.12867,593.37888,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,228,,,0,,False,9,train,0
2071,0.0,593.37888,593.6291,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,234,,,0,,False,6,train,2
2072,0.0,593.6291,593.87931,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,20.0,gabors,null,null,0.8,0.25021081,140,,,0,,False,9,train,1
2073,0.0,593.87931,594.12951,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,10.0,gabors,null,null,0.8,0.25020669,16,,,0,,False,9,train,1
2074,0.0,594.12951,594.37972,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,0.0,gabors,null,null,0.8,0.25020669,82,,,0,,False,7,train,0
2075,0.0,594.37972,594.62993,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,10.0,gabors,null,null,0.8,0.25020669,195,,,0,,False,7,train,0
2076,0.0,594.62993,594.88013,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,40.0,gabors,null,null,0.8,0.25020669,11,,,0,,False,9,train,2
2077,0.0,594.88013,595.13034,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,20.0,gabors,null,null,0.8,0.25021081,111,,,0,,False,6,train,2
2078,0.0,595.13034,595.38055,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021081,34,,,0,,False,6,train,1
2079,0.0,595.38055,595.63077,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-20.0,gabors,null,null,0.8,0.25021081,104,,,0,,False,7,train,2
2080,0.0,595.63077,595.88098,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25021081,98,,,0,,False,9,train,1
2081,0.0,595.88098,596.13119,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,40.0,gabors,null,null,0.8,0.25020919,3,,,0,,False,9,train,2
2082,0.0,596.13119,596.38139,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-10.0,gabors,null,null,0.8,0.25020919,158,,,0,,False,7,train,2
2083,0.0,596.38139,596.6316,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25020919,189,,,0,,False,9,train,0
2084,0.0,596.6316,596.88181,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,40.0,gabors,null,null,0.8,0.25020919,106,,,0,,False,9,train,0
2085,0.0,596.88181,597.13202,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,10.0,gabors,null,null,0.8,0.25020581,206,,,0,,False,7,train,1
2086,0.0,597.13202,597.38222,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-20.0,gabors,null,null,0.8,0.25020581,47,,,0,,False,7,train,1
2087,0.0,597.38222,597.63243,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,0.0,gabors,null,null,0.8,0.25020581,230,,,0,,False,8,test,2
2088,0.0,597.63243,597.88264,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-10.0,gabors,null,null,0.8,0.25020581,185,,,0,,False,6,train,0
2089,0.0,597.88264,598.13285,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,0.0,gabors,null,null,0.8,0.25021169,145,,,0,,False,9,train,2
2090,0.0,598.13285,598.38306,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25021169,17,,,0,,False,6,train,0
2091,0.0,598.38306,598.63327,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,20.0,gabors,null,null,0.8,0.25021169,114,,,0,,False,12,train,1
2092,0.0,598.63327,598.88348,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,10.0,gabors,null,null,0.8,0.25021169,189,,,0,,False,10,train,0
2093,0.0,598.88348,599.13369,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,109,,,0,,False,9,train,2
2094,0.0,599.13369,599.3839,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,57,,,0,,False,7,train,1
2095,0.0,599.3839,599.63412,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25021081,109,,,0,,False,10,train,2
2096,0.0,599.63412,599.88433,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,30.0,gabors,null,null,0.8,0.25021081,34,,,0,,False,7,train,1
2097,0.0,599.88433,600.13454,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-40.0,gabors,null,null,0.8,0.25020919,156,,,0,,False,9,train,2
2098,0.0,600.13454,600.38474,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,30.0,gabors,null,null,0.8,0.25020919,28,,,0,,False,9,train,0
2099,0.0,600.38474,600.63495,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-10.0,gabors,null,null,0.8,0.25020919,155,,,0,,False,9,train,1
2100,0.0,600.63495,600.88516,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-30.0,gabors,null,null,0.8,0.25020919,4,,,0,,False,10,train,0
2101,0.0,600.88516,601.13537,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,-30.0,gabors,null,null,0.8,0.25021081,234,,,0,,False,7,train,2
2102,0.0,601.13537,601.38558,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25021081,61,,,0,,False,7,train,1
2103,0.0,601.38558,601.6358,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,-40.0,gabors,null,null,0.8,0.25021081,183,,,0,,False,9,train,1
2104,0.0,601.6358,601.88601,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25021081,60,,,0,,False,9,train,2
2105,0.0,601.88601,602.13621,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,-10.0,gabors,null,null,0.8,0.25020419,108,,,0,,False,7,train,1
2106,0.0,602.13621,602.38641,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,-30.0,gabors,null,null,0.8,0.25020419,215,,,0,,False,11,test,0
2107,0.0,602.38641,602.63662,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,40.0,gabors,null,null,0.8,0.25020419,79,,,0,,False,11,test,1
2108,0.0,602.63662,602.88682,"[3644.93333333, 3644.93333333]",null,90.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,-20.0,gabors,null,null,0.8,0.25020419,60,,,0,,False,10,train,2
2109,0.0,602.88682,603.13704,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,20.0,gabors,null,null,0.8,0.25021581,51,,,0,,False,8,test,0
2110,0.0,603.13704,603.38725,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,30.0,gabors,null,null,0.8,0.25021581,181,,,0,,False,8,test,1
2111,0.0,603.38725,603.63747,"[3644.93333333, 3644.93333333]",null,45.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,0.0,gabors,null,null,0.8,0.25021581,127,,,0,,False,5,test,1
2112,0.0,603.63747,603.88769,"[3644.93333333, 3644.93333333]",null,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,-30.0,gabors,null,null,0.8,0.25021581,48,,,0,,False,8,test,0
