stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,color,size,spatial_frequency,x_position,frame,contrast,stimulus_name,orientation,phase,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2970,0.0,827.47718,827.72738,-20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,82,,,0,,False,12,train,2
2971,0.0,827.72738,827.97759,-20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,239,,,0,,False,11,test,1
2972,0.0,827.97759,828.22779,-40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,238,,,0,,False,12,train,2
2973,0.0,828.22779,828.478,40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,104,,,0,,False,12,train,2
2974,0.0,828.478,828.72821,-10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,7,,,0,,False,11,test,0
2975,0.0,828.72821,828.97843,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,153,,,0,,False,13,train,0
2976,0.0,828.97843,829.22864,-30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,231,,,0,,False,11,test,1
2977,0.0,829.22864,829.47885,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,43,,,0,,False,10,train,2
2978,0.0,829.47885,829.72906,10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,134,,,0,,False,9,train,2
2979,0.0,829.72906,829.97927,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,115,,,0,,False,10,train,2
2980,0.0,829.97927,830.22948,10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,66,,,0,,False,9,train,2
2981,0.0,830.22948,830.47968,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,153,,,0,,False,14,test,0
2982,0.0,830.47968,830.72988,30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,205,,,0,,False,11,test,0
2983,0.0,830.72988,830.98009,-10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,155,,,0,,False,14,test,0
2984,0.0,830.98009,831.23029,-30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,29,,,0,,False,13,train,2
2985,0.0,831.23029,831.4805,-10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,211,,,0,,False,11,test,0
2986,0.0,831.4805,831.73071,10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,95,,,0,,False,12,train,1
2987,0.0,831.73071,831.98092,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,221,,,0,,False,12,train,0
2988,0.0,831.98092,832.23113,0.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,123,,,0,,False,13,train,0
2989,0.0,832.23113,832.48133,0.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,72,,,0,,False,13,train,1
2990,0.0,832.48133,832.73154,0.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,57,,,0,,False,14,test,0
2991,0.0,832.73154,832.98175,0.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,32,,,0,,False,13,train,0
2992,0.0,832.98175,833.23195,-10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,78,,,0,,False,8,test,1
2993,0.0,833.23195,833.48216,-40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,177,,,0,,False,8,test,2
2994,0.0,833.48216,833.73237,-20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,51,,,0,,False,8,test,2
2995,0.0,833.73237,833.98259,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,110,,,0,,False,14,test,2
2996,0.0,833.98259,834.2328,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,115,,,0,,False,11,test,2
2997,0.0,834.2328,834.48301,0.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,182,,,0,,False,13,train,2
2998,0.0,834.48301,834.73322,-40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,30,,,0,,False,11,test,1
2999,0.0,834.73322,834.98343,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,85,,,0,,False,12,train,0
3000,0.0,834.98343,835.23364,10.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,185,,,0,,False,12,train,1
3001,0.0,835.23364,835.48385,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,156,,,0,,False,12,train,2
3002,0.0,835.48385,835.73406,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,204,,,0,,False,13,train,2
3003,0.0,835.73406,835.98427,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,221,,,0,,False,13,train,0
3004,0.0,835.98427,836.23448,-10.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,98,,,0,,False,14,test,1
3005,0.0,836.23448,836.48469,-20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,126,,,0,,False,14,test,1
3006,0.0,836.48469,836.73489,40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,92,,,0,,False,9,train,2
3007,0.0,836.73489,836.9851,-30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,36,,,0,,False,12,train,0
3008,0.0,836.9851,837.23531,-40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,86,,,0,,False,13,train,1
3009,0.0,837.23531,837.48552,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,4,,,0,,False,13,train,0
3010,0.0,837.48552,837.73573,0.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,182,,,0,,False,14,test,2
3011,0.0,837.73573,837.98595,10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,9,,,0,,False,9,train,2
3012,0.0,837.98595,838.23616,40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,166,,,0,,False,11,test,0
3013,0.0,838.23616,838.48637,30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,49,,,0,,False,11,test,1
3014,0.0,838.48637,838.73658,-30.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,240,,,0,,False,9,train,1
3015,0.0,838.73658,838.9868,20.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,243,,,0,,False,10,train,1
3016,0.0,838.9868,839.23701,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,88,,,0,,False,11,test,2
3017,0.0,839.23701,839.48721,-10.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,144,,,0,,False,10,train,1
3018,0.0,839.48721,839.73741,0.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,209,,,0,,False,12,train,0
3019,0.0,839.73741,839.98762,0.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,143,,,0,,False,12,train,0
3020,0.0,839.98762,840.23782,30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020184,228,,,0,,False,10,train,0
3021,0.0,840.23782,840.48803,0.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,119,,,0,,False,13,train,1
3022,0.0,840.48803,840.73825,-30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,64,,,0,,False,11,test,1
3023,0.0,840.73825,840.98847,20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,146,,,0,,False,12,train,0
3024,0.0,840.98847,841.23868,40.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,139,,,0,,False,11,test,2
3025,0.0,841.23868,841.48889,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,200,,,0,,False,9,train,2
3026,0.0,841.48889,841.73909,20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,146,,,0,,False,13,train,0
3027,0.0,841.73909,841.98929,30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,170,,,0,,False,11,test,1
3028,0.0,841.98929,842.2395,-40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020434,16,,,0,,False,8,test,0
3029,0.0,842.2395,842.4897,-40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,177,,,0,,False,9,train,2
3030,0.0,842.4897,842.73991,-10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,78,,,0,,False,9,train,1
3031,0.0,842.73991,842.99012,-10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,158,,,0,,False,12,train,1
3032,0.0,842.99012,843.24032,40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020566,124,,,0,,False,13,train,1
3033,0.0,843.24032,843.49053,40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,192,,,0,,False,10,train,2
3034,0.0,843.49053,843.74074,-10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,147,,,0,,False,12,train,1
3035,0.0,843.74074,843.99096,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,55,,,0,,False,12,train,2
3036,0.0,843.99096,844.24117,20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,171,,,0,,False,11,test,1
3037,0.0,844.24117,844.49138,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,46,,,0,,False,12,train,1
3038,0.0,844.49138,844.74159,30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,49,,,0,,False,12,train,1
3039,0.0,844.74159,844.9918,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,101,,,0,,False,13,train,1
3040,0.0,844.9918,845.24201,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,43,,,0,,False,11,test,2
3041,0.0,845.24201,845.49222,30.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,108,,,0,,False,12,train,2
3042,0.0,845.49222,845.74242,10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,103,,,0,,False,11,test,1
3043,0.0,845.74242,845.99263,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,14,,,0,,False,14,test,1
3044,0.0,845.99263,846.24284,-30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,19,,,0,,False,13,train,2
3045,0.0,846.24284,846.49305,-20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,51,,,0,,False,9,train,2
3046,0.0,846.49305,846.74325,40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,192,,,0,,False,11,test,2
3047,0.0,846.74325,846.99346,40.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,92,,,0,,False,10,train,2
3048,0.0,846.99346,847.24367,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,26,,,0,,False,11,test,0
3049,0.0,847.24367,847.49388,-30.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,36,,,0,,False,13,train,0
3050,0.0,847.49388,847.74409,20.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,237,,,0,,False,12,train,1
3051,0.0,847.74409,847.9943,20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,242,,,0,,False,13,train,2
3052,0.0,847.9943,848.24451,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,71,,,0,,False,13,train,1
3053,0.0,848.24451,848.49472,40.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,166,,,0,,False,12,train,0
3054,0.0,848.49472,848.74492,-10.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,69,,,0,,False,13,train,1
3055,0.0,848.74492,848.99513,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,186,,,0,,False,11,test,1
3056,0.0,848.99513,849.24534,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,97,,,0,,False,13,train,0
3057,0.0,849.24534,849.49555,-40.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,204,,,0,,False,14,test,2
3058,0.0,849.49555,849.74576,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,102,,,0,,False,11,test,2
3059,0.0,849.74576,849.99598,-10.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,241,,,0,,False,9,train,2
3060,0.0,849.99598,850.24619,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021184,157,,,0,,False,13,train,0
3061,0.0,850.24619,850.4964,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,87,,,0,,False,14,test,0
3062,0.0,850.4964,850.7466,-20.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,196,,,0,,False,12,train,0
3063,0.0,850.7466,850.99681,40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,129,,,0,,False,10,train,2
3064,0.0,850.99681,851.24702,40.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,3,,,0,,False,10,train,1
3065,0.0,851.24702,851.49723,-30.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,21,,,0,,False,11,test,0
3066,0.0,851.49723,851.74744,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,85,,,0,,False,13,train,0
3067,0.0,851.74744,851.99765,10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,131,,,0,,False,12,train,1
3068,0.0,851.99765,852.24786,-20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,179,,,0,,False,12,train,1
3069,0.0,852.24786,852.49807,-10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,11,,,0,,False,10,train,2
3070,0.0,852.49807,852.74828,-10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,78,,,0,,False,10,train,1
3071,0.0,852.74828,852.9985,0.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,20,,,0,,False,14,test,2
3072,0.0,852.9985,853.24871,20.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021316,146,,,0,,False,14,test,0
3073,0.0,853.24871,853.49892,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,200,,,0,,False,10,train,2
3074,0.0,853.49892,853.74912,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,43,,,0,,False,12,train,2
3075,0.0,853.74912,853.99933,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,200,,,0,,False,11,test,2
3076,0.0,853.99933,854.24954,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,115,,,0,,False,12,train,2
3077,0.0,854.24954,854.49974,-20.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,99,,,0,,False,12,train,0
3078,0.0,854.49974,854.74994,-10.0,null,"[20.0, 20.0]",0.08,0.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,158,,,0,,False,13,train,1
3079,0.0,854.74994,855.00015,10.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,62,,,0,,False,14,test,1
3080,0.0,855.00015,855.25035,40.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020316,201,,,0,,False,9,train,2
3081,0.0,855.25035,855.50056,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,161,,,0,,False,12,train,0
3082,0.0,855.50056,855.75077,10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,203,,,0,,False,10,train,0
3083,0.0,855.75077,856.00098,40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,88,,,0,,False,12,train,2
3084,0.0,856.00098,856.25119,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,84,,,0,,False,11,test,1
3085,0.0,856.25119,856.5014,-20.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,202,,,0,,False,13,train,2
3086,0.0,856.5014,856.75161,-10.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,59,,,0,,False,12,train,0
3087,0.0,856.75161,857.00182,-20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,51,,,0,,False,10,train,2
3088,0.0,857.00182,857.25203,40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021066,192,,,0,,False,12,train,2
3089,0.0,857.25203,857.50224,0.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,214,,,0,,False,12,train,2
3090,0.0,857.50224,857.75245,0.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,145,,,0,,False,13,train,2
3091,0.0,857.75245,858.00266,-40.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,177,,,0,,False,10,train,2
3092,0.0,858.00266,858.25287,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020934,43,,,0,,False,13,train,2
3093,0.0,858.25287,858.50308,-40.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,238,,,0,,False,13,train,2
3094,0.0,858.50308,858.75328,20.0,null,"[20.0, 20.0]",0.08,20.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,63,,,0,,False,11,test,0
3095,0.0,858.75328,859.00349,-40.0,null,"[20.0, 20.0]",0.08,-20.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,84,,,0,,False,12,train,1
3096,0.0,859.00349,859.2537,20.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020816,140,,,0,,False,12,train,2
3097,0.0,859.2537,859.50391,30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,101,,,0,,False,14,test,1
3098,0.0,859.50391,859.75411,10.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,102,,,0,,False,12,train,2
3099,0.0,859.75411,860.00432,-30.0,null,"[20.0, 20.0]",0.08,40.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,127,,,0,,False,13,train,2
3100,0.0,860.00432,860.25453,-30.0,null,"[20.0, 20.0]",0.08,-30.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,198,,,0,,False,11,test,0
3101,0.0,860.25453,860.50474,-20.0,null,"[20.0, 20.0]",0.08,-10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,215,,,0,,False,12,train,0
3102,0.0,860.50474,860.75496,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,80,,,0,,False,10,train,2
3103,0.0,860.75496,861.00518,10.0,null,"[20.0, 20.0]",0.08,30.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,6,,,0,,False,13,train,1
3104,0.0,861.00518,861.25539,0.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",4.0,0.25021566,115,,,0,,False,13,train,2
3105,0.0,861.25539,861.5056,-30.0,null,"[20.0, 20.0]",0.08,-40.0,null,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,231,,,0,,False,12,train,1
3106,0.0,861.5056,861.7558,30.0,null,"[20.0, 20.0]",0.08,10.0,null,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",4.0,0.25020684,161,,,0,,False,13,train,0
