stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,size,contrast,coherence,frame,spatial_frequency,orientation,color,phase,y_position,stimulus_name,x_position,Speed,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
984,0.0,314.93605,315.18626,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25021711,112,,,0,,False,6,train,1
985,0.0,315.18626,315.43646,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,10.0,null,null,0.25019789,126,,,0,,False,3,train,2
986,0.0,315.43646,315.68666,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,30.0,null,null,0.25019789,198,,,0,,False,3,train,2
987,0.0,315.68666,315.93686,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,20.0,null,null,0.25019789,42,,,0,,False,4,train,1
988,0.0,315.93686,316.18706,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-30.0,null,null,0.25019789,213,,,0,,False,3,train,2
989,0.0,316.18706,316.43727,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-30.0,null,null,0.25021211,185,,,0,,False,2,test,0
990,0.0,316.43727,316.68748,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25021211,26,,,0,,False,6,train,2
991,0.0,316.68748,316.93769,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,30.0,null,null,0.25021211,192,,,0,,False,5,test,0
992,0.0,316.93769,317.1879,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-40.0,null,null,0.25021211,29,,,0,,False,2,test,2
993,0.0,317.1879,317.43811,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,10.0,null,null,0.25020539,241,,,0,,False,0,train,2
994,0.0,317.43811,317.68831,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,30.0,null,null,0.25020539,207,,,0,,False,4,train,2
995,0.0,317.68831,317.93852,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020539,151,,,0,,False,6,train,0
996,0.0,317.93852,318.18873,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25020539,68,,,0,,False,2,test,2
997,0.0,318.18873,318.43894,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25021461,39,,,0,,False,4,train,1
998,0.0,318.43894,318.68915,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,20.0,null,null,0.25021461,146,,,0,,False,5,test,2
999,0.0,318.68915,318.93937,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25021461,221,,,0,,False,2,test,1
1000,0.0,318.93937,319.18958,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,10.0,null,null,0.25021461,103,,,0,,False,3,train,1
1001,0.0,319.18958,319.43978,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,null,null,0.25019539,74,,,0,,False,3,train,1
1002,0.0,319.43978,319.68997,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25019539,174,,,0,,False,6,train,0
1003,0.0,319.68997,319.94017,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-30.0,null,null,0.25019539,213,,,0,,False,4,train,2
1004,0.0,319.94017,320.19037,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25019539,70,,,0,,False,7,train,0
1005,0.0,320.19037,320.44058,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,10.0,null,null,0.25021461,13,,,0,,False,5,test,0
1006,0.0,320.44058,320.69079,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25021461,37,,,0,,False,7,train,0
1007,0.0,320.69079,320.94101,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25021461,80,,,0,,False,5,test,0
1008,0.0,320.94101,321.19122,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,30.0,null,null,0.25021461,4,,,0,,False,8,test,0
1009,0.0,321.19122,321.44143,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25020539,84,,,0,,False,5,test,2
1010,0.0,321.44143,321.69163,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,20.0,null,null,0.25020539,225,,,0,,False,2,test,1
1011,0.0,321.69163,321.94184,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020539,87,,,0,,False,7,train,2
1012,0.0,321.94184,322.19205,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,0.0,null,null,0.25020539,52,,,0,,False,3,train,2
1013,0.0,322.19205,322.44224,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25019711,147,,,0,,False,2,test,2
1014,0.0,322.44224,322.69244,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-30.0,null,null,0.25019711,179,,,0,,False,3,train,1
1015,0.0,322.69244,322.94264,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25019711,174,,,0,,False,7,train,0
1016,0.0,322.94264,323.19283,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25019711,157,,,0,,False,5,test,1
1017,0.0,323.19283,323.44305,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25021289,61,,,0,,False,5,test,0
1018,0.0,323.44305,323.69326,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25021289,59,,,0,,False,7,train,1
1019,0.0,323.69326,323.94347,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-10.0,null,null,0.25021289,134,,,0,,False,6,train,0
1020,0.0,323.94347,324.19369,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25021289,60,,,0,,False,9,train,2
1021,0.0,324.19369,324.44391,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25022211,215,,,0,,False,4,train,2
1022,0.0,324.44391,324.69413,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,10.0,null,null,0.25022211,116,,,0,,False,4,train,1
1023,0.0,324.69413,324.94435,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25022211,6,,,0,,False,5,test,0
1024,0.0,324.94435,325.19457,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25022211,200,,,0,,False,2,test,1
1025,0.0,325.19457,325.44477,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,null,null,0.25019546,30,,,0,,False,5,test,1
1026,0.0,325.44477,325.69496,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25019546,3,,,0,,False,4,train,1
1027,0.0,325.69496,325.94516,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-30.0,null,null,0.25019546,141,,,0,,False,6,train,2
1028,0.0,325.94516,326.21204,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,0.0,null,null,0.26687516,48,,,0,,False,4,train,0
1029,0.0,326.21204,326.44557,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,0.0,null,null,0.23353861,181,,,0,,False,4,train,1
1030,0.0,326.44557,326.69579,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25021994,46,,,0,,False,5,test,1
1031,0.0,326.69579,326.94601,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25021994,6,,,0,,False,6,train,0
1032,0.0,326.94601,327.19623,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-20.0,null,null,0.25021994,158,,,0,,False,6,train,0
1033,0.0,327.19623,327.44642,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25018789,109,,,0,,False,5,test,1
1034,0.0,327.44642,327.69661,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-30.0,null,null,0.25018789,185,,,0,,False,3,train,0
1035,0.0,327.69661,327.9468,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,30.0,null,null,0.25018789,49,,,0,,False,4,train,0
1036,0.0,327.9468,328.19699,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25018789,143,,,0,,False,2,test,1
1037,0.0,328.19699,328.44721,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25022211,238,,,0,,False,3,train,2
1038,0.0,328.44721,328.69743,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25022211,37,,,0,,False,8,test,0
1039,0.0,328.69743,328.94765,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.25022211,1,,,0,,False,5,test,2
1040,0.0,328.94765,329.19787,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25022211,148,,,0,,False,5,test,1
1041,0.0,329.19787,329.44808,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25020289,234,,,0,,False,2,test,0
1042,0.0,329.44808,329.69828,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,0.0,null,null,0.25020289,231,,,0,,False,3,train,2
1043,0.0,329.69828,329.94848,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-30.0,null,null,0.25020289,187,,,0,,False,5,test,0
1044,0.0,329.94848,330.19869,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020289,151,,,0,,False,7,train,0
1045,0.0,330.19869,330.44889,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25020711,137,,,0,,False,2,test,1
1046,0.0,330.44889,330.6991,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25020711,99,,,0,,False,4,train,2
1047,0.0,330.6991,330.94931,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25020711,240,,,0,,False,2,test,0
1048,0.0,330.94931,331.19951,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25020711,101,,,0,,False,6,train,1
1049,0.0,331.19951,331.44972,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25020789,131,,,0,,False,4,train,0
1050,0.0,331.44972,331.69993,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25020789,163,,,0,,False,5,test,1
1051,0.0,331.69993,331.95014,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-40.0,null,null,0.25020789,175,,,0,,False,3,train,0
1052,0.0,331.95014,332.20035,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25020789,155,,,0,,False,3,train,2
1053,0.0,332.20035,332.45057,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25022461,58,,,0,,False,3,train,0
1054,0.0,332.45057,332.70079,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,10.0,null,null,0.25022461,103,,,0,,False,4,train,1
1055,0.0,332.70079,332.95102,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25022461,128,,,0,,False,6,train,1
1056,0.0,332.95102,333.20124,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,20.0,null,null,0.25022461,236,,,0,,False,3,train,2
1057,0.0,333.20124,333.45143,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-40.0,null,null,0.25018289,40,,,0,,False,1,train,0
1058,0.0,333.45143,333.70161,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25018289,182,,,0,,False,1,train,0
1059,0.0,333.70161,333.95179,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25018289,34,,,0,,False,4,train,2
1060,0.0,333.95179,334.20198,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25018289,3,,,0,,False,5,test,1
1061,0.0,334.20198,334.4522,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,null,null,0.25022211,30,,,0,,False,6,train,1
1062,0.0,334.4522,334.70242,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25022211,56,,,0,,False,3,train,1
1063,0.0,334.70242,334.95264,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25022211,87,,,0,,False,8,test,2
1064,0.0,334.95264,335.20286,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25022211,124,,,0,,False,2,test,0
1065,0.0,335.20286,335.45306,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,30.0,null,null,0.25019789,83,,,0,,False,5,test,2
1066,0.0,335.45306,335.70326,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25019789,117,,,0,,False,6,train,1
1067,0.0,335.70326,335.95346,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-40.0,null,null,0.25019789,40,,,0,,False,2,test,0
1068,0.0,335.95346,336.20366,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-30.0,null,null,0.25019789,237,,,0,,False,3,train,1
1069,0.0,336.20366,336.45387,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,40.0,null,null,0.25020961,235,,,0,,False,2,test,1
1070,0.0,336.45387,336.70407,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020961,27,,,0,,False,5,test,1
1071,0.0,336.70407,336.95428,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25020961,33,,,0,,False,3,train,2
1072,0.0,336.95428,337.20449,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,30.0,null,null,0.25020961,49,,,0,,False,5,test,0
1073,0.0,337.20449,337.4547,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25020789,101,,,0,,False,7,train,1
1074,0.0,337.4547,337.70491,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-30.0,null,null,0.25020789,149,,,0,,False,1,train,1
1075,0.0,337.70491,337.95512,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,20.0,null,null,0.25020789,199,,,0,,False,3,train,0
1076,0.0,337.95512,338.20533,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,null,null,0.25020789,212,,,0,,False,2,test,0
1077,0.0,338.20533,338.45553,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25020461,77,,,0,,False,6,train,2
1078,0.0,338.45553,338.70573,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020461,221,,,0,,False,3,train,1
1079,0.0,338.70573,338.95594,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-30.0,null,null,0.25020461,35,,,0,,False,5,test,2
1080,0.0,338.95594,339.20614,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25020461,16,,,0,,False,6,train,2
1081,0.0,339.20614,339.45635,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-30.0,null,null,0.25020539,41,,,0,,False,2,test,0
1082,0.0,339.45635,339.70655,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-30.0,null,null,0.25020539,239,,,0,,False,1,train,0
1083,0.0,339.70655,339.95676,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25020539,76,,,0,,False,2,test,2
1084,0.0,339.95676,340.20697,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25020539,85,,,0,,False,5,test,0
1085,0.0,340.20697,340.45718,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-30.0,null,null,0.25021461,186,,,0,,False,3,train,2
1086,0.0,340.45718,340.70739,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-30.0,null,null,0.25021461,186,,,0,,False,4,train,2
1087,0.0,340.70739,340.95761,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25021461,219,,,0,,False,3,train,0
1088,0.0,340.95761,341.20782,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-30.0,null,null,0.25021461,187,,,0,,False,6,train,0
1089,0.0,341.20782,341.45803,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.25020289,191,,,0,,False,3,train,1
1090,0.0,341.45803,341.70823,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25020289,242,,,0,,False,0,train,1
1091,0.0,341.70823,341.95843,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25020289,46,,,0,,False,6,train,1
1092,0.0,341.95843,342.20864,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25020289,193,,,0,,False,3,train,0
1093,0.0,342.20864,342.45885,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-30.0,null,null,0.25020961,136,,,0,,False,5,test,1
1094,0.0,342.45885,342.70905,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,0.0,null,null,0.25020961,46,,,0,,False,7,train,1
1095,0.0,342.70905,342.95926,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25020961,90,,,0,,False,3,train,0
1096,0.0,342.95926,343.20947,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25020961,161,,,0,,False,6,train,0
1097,0.0,343.20947,343.45968,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-10.0,null,null,0.25020539,34,,,0,,False,5,test,2
1098,0.0,343.45968,343.70988,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,10.0,null,null,0.25020539,105,,,0,,False,5,test,2
1099,0.0,343.70988,343.96009,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25020539,6,,,0,,False,7,train,0
1100,0.0,343.96009,344.2103,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,0.0,null,null,0.25020539,132,,,0,,False,4,train,0
1101,0.0,344.2103,344.46051,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-40.0,null,null,0.25020961,227,,,0,,False,2,test,1
1102,0.0,344.46051,344.71071,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,10.0,null,null,0.25020961,176,,,0,,False,2,test,2
1103,0.0,344.71071,344.96092,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25020961,119,,,0,,False,2,test,0
1104,0.0,344.96092,345.21113,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25020961,66,,,0,,False,5,test,0
1105,0.0,345.21113,345.46134,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,null,null,0.25020789,12,,,0,,False,3,train,2
1106,0.0,345.46134,345.71155,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25020789,221,,,0,,False,4,train,1
1107,0.0,345.71155,345.96176,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,20.0,null,null,0.25020789,236,,,0,,False,4,train,2
1108,0.0,345.96176,346.21197,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25020789,59,,,0,,False,8,test,1
1109,0.0,346.21197,346.46217,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-10.0,null,null,0.25020711,203,,,0,,False,4,train,1
1110,0.0,346.46217,346.71238,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25020711,9,,,0,,False,7,train,0
1111,0.0,346.71238,346.96259,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,20.0,null,null,0.25020711,183,,,0,,False,5,test,1
1112,0.0,346.96259,347.21279,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25020711,113,,,0,,False,4,train,2
