stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,size,contrast,coherence,frame,spatial_frequency,orientation,color,phase,y_position,stimulus_name,x_position,Speed,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
131,0.0,101.5092,101.75942,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25021789,113,,,0,,False,0,train,2
132,0.0,101.75942,102.00964,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25021789,114,,,0,,False,0,train,0
133,0.0,102.00964,102.25984,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-20.0,null,null,0.25019961,24,,,0,,False,1,train,2
134,0.0,102.25984,102.51003,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25019961,43,,,0,,False,3,train,1
135,0.0,102.51003,102.76023,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25019961,90,,,0,,False,1,train,0
136,0.0,102.76023,103.01043,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,null,null,0.25019961,5,,,0,,False,1,train,0
137,0.0,103.01043,103.26064,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25021039,104,,,0,,False,1,train,2
138,0.0,103.26064,103.51085,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-10.0,null,null,0.25021039,115,,,0,,False,0,train,1
139,0.0,103.51085,103.76107,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,10.0,null,null,0.25021039,116,,,0,,False,0,train,1
140,0.0,103.76107,104.01128,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25021039,117,,,0,,False,0,train,1
141,0.0,104.01128,104.26149,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25020961,92,,,0,,False,1,train,0
142,0.0,104.26149,104.51169,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,null,null,0.25020961,74,,,0,,False,1,train,1
143,0.0,104.51169,104.7619,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-30.0,null,null,0.25020961,65,,,0,,False,1,train,0
144,0.0,104.7619,105.01211,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,20.0,null,null,0.25020961,81,,,0,,False,2,test,0
145,0.0,105.01211,105.26233,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-10.0,null,null,0.25021289,118,,,0,,False,0,train,0
146,0.0,105.26233,105.51254,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-10.0,null,null,0.25021289,71,,,0,,False,1,train,1
147,0.0,105.51254,105.76275,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-30.0,null,null,0.25021289,35,,,0,,False,1,train,2
148,0.0,105.76275,106.01297,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25021289,50,,,0,,False,1,train,0
149,0.0,106.01297,106.26317,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25020461,119,,,0,,False,0,train,0
150,0.0,106.26317,106.51337,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,40.0,null,null,0.25020461,28,,,0,,False,1,train,2
151,0.0,106.51337,106.76358,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,10.0,null,null,0.25020461,11,,,0,,False,1,train,1
152,0.0,106.76358,107.01378,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,40.0,null,null,0.25020461,120,,,0,,False,0,train,2
153,0.0,107.01378,107.26399,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25020539,121,,,0,,False,0,train,1
154,0.0,107.26399,107.51419,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-20.0,null,null,0.25020539,33,,,0,,False,1,train,2
155,0.0,107.51419,107.7644,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-20.0,null,null,0.25020539,122,,,0,,False,0,train,0
156,0.0,107.7644,108.01461,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25020539,123,,,0,,False,0,train,2
157,0.0,108.01461,108.26481,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25020711,56,,,0,,False,1,train,1
158,0.0,108.26481,108.51502,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25020711,124,,,0,,False,0,train,0
159,0.0,108.51502,108.76523,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25020711,125,,,0,,False,0,train,0
160,0.0,108.76523,109.01543,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,10.0,null,null,0.25020711,126,,,0,,False,0,train,2
161,0.0,109.01543,109.26564,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,10.0,null,null,0.25021039,13,,,0,,False,1,train,0
162,0.0,109.26564,109.51585,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25021039,127,,,0,,False,0,train,2
163,0.0,109.51585,109.76607,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25021039,128,,,0,,False,0,train,1
164,0.0,109.76607,110.01628,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-40.0,null,null,0.25021039,129,,,0,,False,0,train,0
165,0.0,110.01628,110.26648,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25020211,130,,,0,,False,0,train,2
166,0.0,110.26648,110.51668,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25020211,131,,,0,,False,0,train,0
167,0.0,110.51668,110.76688,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,0.0,null,null,0.25020211,132,,,0,,False,0,train,0
168,0.0,110.76688,111.01708,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,null,null,0.25020211,133,,,0,,False,0,train,2
169,0.0,111.01708,111.2673,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-40.0,null,null,0.25021789,92,,,0,,False,2,test,0
170,0.0,111.2673,111.51752,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25021789,70,,,0,,False,1,train,0
171,0.0,111.51752,111.76774,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-10.0,null,null,0.25021789,134,,,0,,False,0,train,0
172,0.0,111.76774,112.01796,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-30.0,null,null,0.25021789,135,,,0,,False,0,train,2
173,0.0,112.01796,112.26816,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-40.0,null,null,0.25020461,100,,,0,,False,1,train,0
174,0.0,112.26816,112.51836,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-30.0,null,null,0.25020461,136,,,0,,False,0,train,1
175,0.0,112.51836,112.76857,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25020461,26,,,0,,False,1,train,2
176,0.0,112.76857,113.01877,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-10.0,null,null,0.25020461,26,,,0,,False,2,test,2
177,0.0,113.01877,113.26898,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,20.0,null,null,0.25020539,137,,,0,,False,0,train,1
178,0.0,113.26898,113.51918,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25020539,121,,,0,,False,1,train,1
179,0.0,113.51918,113.76939,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25020539,37,,,0,,False,1,train,0
180,0.0,113.76939,114.0196,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,-10.0,null,null,0.25020539,99,,,0,,False,1,train,2
181,0.0,114.0196,114.26981,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,40.0,null,null,0.25021211,138,,,0,,False,0,train,2
182,0.0,114.26981,114.52002,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25021211,139,,,0,,False,0,train,2
183,0.0,114.52002,114.77023,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25021211,128,,,0,,False,1,train,1
184,0.0,114.77023,115.02044,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25021211,117,,,0,,False,1,train,1
185,0.0,115.02044,115.27065,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,10.0,null,null,0.25020289,140,,,0,,False,0,train,1
186,0.0,115.27065,115.52085,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-30.0,null,null,0.25020289,141,,,0,,False,0,train,2
187,0.0,115.52085,115.77105,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,-10.0,null,null,0.25020289,91,,,0,,False,1,train,2
188,0.0,115.77105,116.02126,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-40.0,null,null,0.25020289,142,,,0,,False,0,train,1
189,0.0,116.02126,116.27146,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25020461,80,,,0,,False,1,train,0
190,0.0,116.27146,116.52166,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25020461,22,,,0,,False,2,test,0
191,0.0,116.52166,116.77187,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25020461,143,,,0,,False,0,train,1
192,0.0,116.77187,117.02207,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,30.0,null,null,0.25020461,144,,,0,,False,0,train,1
193,0.0,117.02207,117.27228,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25020789,101,,,0,,False,1,train,1
194,0.0,117.27228,117.52249,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,null,null,0.25020789,50,,,0,,False,2,test,0
195,0.0,117.52249,117.7727,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,null,null,0.25020789,145,,,0,,False,0,train,1
196,0.0,117.7727,118.02291,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,20.0,null,null,0.25020789,146,,,0,,False,0,train,2
197,0.0,118.02291,118.27311,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25019961,147,,,0,,False,0,train,2
198,0.0,118.27311,118.5233,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25019961,70,,,0,,False,2,test,0
199,0.0,118.5233,118.7735,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,null,null,0.25019961,121,,,0,,False,2,test,1
200,0.0,118.7735,119.0237,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25019961,148,,,0,,False,0,train,1
201,0.0,119.0237,119.27392,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-30.0,null,null,0.25021539,70,,,0,,False,3,train,0
202,0.0,119.27392,119.52413,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-30.0,null,null,0.25021539,149,,,0,,False,0,train,1
203,0.0,119.52413,119.77435,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-20.0,null,null,0.25021539,150,,,0,,False,0,train,0
204,0.0,119.77435,120.02457,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,30.0,null,null,0.25021539,151,,,0,,False,0,train,0
205,0.0,120.02457,120.27478,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25021461,54,,,0,,False,2,test,1
206,0.0,120.27478,120.52499,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-30.0,null,null,0.25021461,152,,,0,,False,0,train,1
207,0.0,120.52499,120.77521,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25021461,78,,,0,,False,1,train,1
208,0.0,120.77521,121.02542,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25021461,125,,,0,,False,1,train,0
209,0.0,121.02542,121.27563,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25020289,153,,,0,,False,0,train,2
210,0.0,121.27563,121.52583,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25020289,85,,,0,,False,1,train,0
211,0.0,121.52583,121.77603,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25020289,96,,,0,,False,1,train,1
212,0.0,121.77603,122.02624,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,0.0,null,null,0.25020289,154,,,0,,False,0,train,2
213,0.0,122.02624,122.27644,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25020711,155,,,0,,False,0,train,2
214,0.0,122.27644,122.52665,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,40.0,null,null,0.25020711,120,,,0,,False,1,train,2
215,0.0,122.52665,122.77686,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,30.0,null,null,0.25020711,156,,,0,,False,0,train,1
216,0.0,122.77686,123.02706,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25020711,157,,,0,,False,0,train,1
217,0.0,123.02706,123.27727,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-20.0,null,null,0.25020789,158,,,0,,False,0,train,0
218,0.0,123.27727,123.52748,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,40.0,null,null,0.25020789,78,,,0,,False,2,test,1
219,0.0,123.52748,123.77769,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25020789,159,,,0,,False,0,train,2
220,0.0,123.77769,124.0279,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,20.0,null,null,0.25020789,42,,,0,,False,1,train,1
221,0.0,124.0279,124.27812,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-20.0,null,null,0.25022211,160,,,0,,False,0,train,1
222,0.0,124.27812,124.52834,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,10.0,null,null,0.25022211,159,,,0,,False,1,train,2
223,0.0,124.52834,124.77856,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,0.0,null,null,0.25022211,161,,,0,,False,0,train,0
224,0.0,124.77856,125.02878,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,30.0,null,null,0.25022211,54,,,0,,False,3,train,1
225,0.0,125.02878,125.27898,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-40.0,null,null,0.25019539,62,,,0,,False,2,test,1
226,0.0,125.27898,125.52917,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,20.0,null,null,0.25019539,162,,,0,,False,0,train,1
227,0.0,125.52917,125.77937,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,10.0,null,null,0.25019539,148,,,0,,False,1,train,1
228,0.0,125.77937,126.02957,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,0.0,null,null,0.25019539,163,,,0,,False,0,train,1
229,0.0,126.02957,126.27977,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,10.0,null,null,0.25020211,164,,,0,,False,0,train,1
230,0.0,126.27977,126.52997,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25020211,147,,,0,,False,1,train,2
231,0.0,126.52997,126.78017,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,null,null,0.25020211,165,,,0,,False,0,train,2
232,0.0,126.78017,127.03037,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,null,null,0.25020211,44,,,0,,False,1,train,0
233,0.0,127.03037,127.28058,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,20.0,null,null,0.25021039,166,,,0,,False,0,train,0
234,0.0,127.28058,127.53079,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25021039,125,,,0,,False,2,test,0
235,0.0,127.53079,127.78101,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-10.0,null,null,0.25021039,107,,,0,,False,1,train,1
236,0.0,127.78101,128.03122,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-20.0,null,null,0.25021039,67,,,0,,False,1,train,1
237,0.0,128.03122,128.28142,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,null,null,0.25020211,167,,,0,,False,0,train,1
238,0.0,128.28142,128.53162,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,20.0,null,null,0.25020211,168,,,0,,False,0,train,1
239,0.0,128.53162,128.78182,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,-40.0,null,null,0.25020211,169,,,0,,False,0,train,0
240,0.0,128.78182,129.03202,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25020211,60,,,0,,False,2,test,2
241,0.0,129.03202,129.28223,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,null,null,0.25020789,170,,,0,,False,0,train,0
242,0.0,129.28223,129.53244,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25020789,10,,,0,,False,1,train,2
243,0.0,129.53244,129.78265,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,10.0,null,null,0.25020789,140,,,0,,False,1,train,1
244,0.0,129.78265,130.03286,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,40.0,null,null,0.25020789,43,,,0,,False,4,train,1
245,0.0,130.03286,130.28307,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,20.0,null,null,0.25021711,146,,,0,,False,1,train,2
246,0.0,130.28307,130.53329,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25021711,25,,,0,,False,1,train,1
247,0.0,130.53329,130.78351,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-20.0,gabors,30.0,null,null,0.25021711,10,,,0,,False,2,test,2
248,0.0,130.78351,131.03372,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",-40.0,gabors,-40.0,null,null,0.25021711,128,,,0,,False,2,test,1
249,0.0,131.03372,131.28393,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-30.0,gabors,40.0,null,null,0.25020289,171,,,0,,False,0,train,2
250,0.0,131.28393,131.53413,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,0.0,null,null,0.25020289,157,,,0,,False,1,train,1
251,0.0,131.53413,131.78433,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,20.0,null,null,0.25020289,60,,,0,,False,3,train,2
252,0.0,131.78433,132.03454,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,10.0,null,null,0.25020289,80,,,0,,False,2,test,0
253,0.0,132.03454,132.28476,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-40.0,null,null,0.25022211,172,,,0,,False,0,train,2
254,0.0,132.28476,132.53498,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",10.0,gabors,40.0,null,null,0.25022211,173,,,0,,False,0,train,2
255,0.0,132.53498,132.7852,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,-20.0,null,null,0.25022211,139,,,0,,False,1,train,2
256,0.0,132.7852,133.03542,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",30.0,gabors,-20.0,null,null,0.25022211,112,,,0,,False,1,train,1
257,0.0,133.03542,133.28561,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",40.0,gabors,40.0,null,null,0.25019039,101,,,0,,False,2,test,1
258,0.0,133.28561,133.5358,4.0,"[20.0, 20.0]",0.8,null,null,0.08,0.0,null,"[3644.93333333, 3644.93333333]",-10.0,gabors,-20.0,null,null,0.25019039,174,,,0,,False,0,train,0
259,0.0,133.5358,133.786,4.0,"[20.0, 20.0]",0.8,null,null,0.08,45.0,null,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,null,null,0.25019039,27,,,0,,False,2,test,1
260,0.0,133.786,134.03619,4.0,"[20.0, 20.0]",0.8,null,null,0.08,90.0,null,"[3644.93333333, 3644.93333333]",20.0,gabors,-10.0,null,null,0.25019039,23,,,0,,False,3,train,2
