stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,orientation,phase,contrast,stimulus_name,color,x_position,size,y_position,spatial_frequency,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
516,0.0,213.53392,213.78413,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",20.0,0.08,null,0.25020245,43,,,0,,False,2,test,2
517,0.0,213.78413,214.03433,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020755,223,,,0,,False,0,train,2
518,0.0,214.03433,214.28454,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",40.0,0.08,null,0.25020755,141,,,0,,False,3,train,1
519,0.0,214.28454,214.53475,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020755,213,,,0,,False,1,train,1
520,0.0,214.53475,214.78496,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",20.0,0.08,null,0.25020755,219,,,0,,False,2,test,1
521,0.0,214.78496,215.03516,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",20.0,0.08,null,0.25020745,195,,,0,,False,2,test,0
522,0.0,215.03516,215.28537,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",20.0,0.08,null,0.25020745,224,,,0,,False,0,train,1
523,0.0,215.28537,215.53558,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25020745,119,,,0,,False,2,test,2
524,0.0,215.53558,215.78579,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",10.0,0.08,null,0.25020745,160,,,0,,False,4,train,1
525,0.0,215.78579,216.03601,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022005,197,,,0,,False,2,test,2
526,0.0,216.03601,216.28623,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",40.0,0.08,null,0.25022005,189,,,0,,False,1,train,0
527,0.0,216.28623,216.53645,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",10.0,0.08,null,0.25022005,221,,,0,,False,1,train,1
528,0.0,216.53645,216.78667,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-30.0,0.08,null,0.25022005,99,,,0,,False,4,train,2
529,0.0,216.78667,217.03687,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",10.0,0.08,null,0.25019995,84,,,0,,False,3,train,2
530,0.0,217.03687,217.28707,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",20.0,0.08,null,0.25019995,194,,,0,,False,1,train,1
531,0.0,217.28707,217.53727,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019995,147,,,0,,False,2,test,2
532,0.0,217.53727,217.78747,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",0.0,0.08,null,0.25019995,214,,,0,,False,2,test,1
533,0.0,217.78747,218.03769,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",0.0,0.08,null,0.25022005,200,,,0,,False,1,train,0
534,0.0,218.03769,218.28791,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022005,70,,,0,,False,3,train,2
535,0.0,218.28791,218.53813,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",0.0,0.08,null,0.25022005,22,,,0,,False,2,test,0
536,0.0,218.53813,218.78835,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",40.0,0.08,null,0.25022005,146,,,0,,False,3,train,0
537,0.0,218.78835,219.03854,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",0.0,0.08,null,0.25019745,63,,,0,,False,2,test,0
538,0.0,219.03854,219.28874,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019745,107,,,0,,False,3,train,2
539,0.0,219.28874,219.53894,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",0.0,0.08,null,0.25019745,166,,,0,,False,1,train,1
540,0.0,219.53894,219.78914,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019745,116,,,0,,False,1,train,1
541,0.0,219.78914,220.03935,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",30.0,0.08,null,0.25021505,191,,,0,,False,1,train,1
542,0.0,220.03935,220.28957,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25021505,10,,,0,,False,1,train,1
543,0.0,220.28957,220.53978,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,187,,,0,,False,2,test,0
544,0.0,220.53978,220.79,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",20.0,0.08,null,0.25021505,167,,,0,,False,4,train,0
545,0.0,220.79,221.0402,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019995,213,,,0,,False,2,test,1
546,0.0,221.0402,221.2904,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019995,138,,,0,,False,2,test,0
547,0.0,221.2904,221.5406,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019995,139,,,0,,False,1,train,0
548,0.0,221.5406,221.7908,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",40.0,0.08,null,0.25019995,187,,,0,,False,3,train,0
549,0.0,221.7908,222.04102,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",10.0,0.08,null,0.25022255,205,,,0,,False,1,train,2
550,0.0,222.04102,222.29124,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",30.0,0.08,null,0.25022255,225,,,0,,False,0,train,2
551,0.0,222.29124,222.54146,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-30.0,0.08,null,0.25022255,27,,,0,,False,2,test,2
552,0.0,222.54146,222.79169,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",30.0,0.08,null,0.25022255,56,,,0,,False,2,test,2
553,0.0,222.79169,223.04188,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",10.0,0.08,null,0.25019495,79,,,0,,False,3,train,1
554,0.0,223.04188,223.29208,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",0.0,0.08,null,0.25019495,142,,,0,,False,2,test,1
555,0.0,223.29208,223.54227,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019495,107,,,0,,False,4,train,2
556,0.0,223.54227,223.79247,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",0.0,0.08,null,0.25019495,129,,,0,,False,1,train,0
557,0.0,223.79247,224.04268,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",30.0,0.08,null,0.25021505,95,,,0,,False,3,train,1
558,0.0,224.04268,224.2929,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",0.0,0.08,null,0.25021505,4,,,0,,False,3,train,0
559,0.0,224.2929,224.54311,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021505,37,,,0,,False,1,train,0
560,0.0,224.54311,224.79333,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25021505,226,,,0,,False,0,train,0
561,0.0,224.79333,225.04353,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",30.0,0.08,null,0.25020495,78,,,0,,False,2,test,0
562,0.0,225.04353,225.29374,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020495,227,,,0,,False,0,train,1
563,0.0,225.29374,225.54394,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-20.0,0.08,null,0.25020495,31,,,0,,False,3,train,2
564,0.0,225.54394,225.79415,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",30.0,0.08,null,0.25020495,222,,,0,,False,2,test,1
565,0.0,225.79415,226.04437,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-30.0,0.08,null,0.25022255,76,,,0,,False,2,test,1
566,0.0,226.04437,226.29459,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25022255,147,,,0,,False,3,train,2
567,0.0,226.29459,226.54481,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",30.0,0.08,null,0.25022255,165,,,0,,False,2,test,2
568,0.0,226.54481,226.79504,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",20.0,0.08,null,0.25022255,39,,,0,,False,3,train,0
569,0.0,226.79504,227.04523,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25019495,62,,,0,,False,3,train,1
570,0.0,227.04523,227.29543,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",10.0,0.08,null,0.25019495,11,,,0,,False,2,test,0
571,0.0,227.29543,227.54562,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",20.0,0.08,null,0.25019495,54,,,0,,False,1,train,1
572,0.0,227.54562,227.79582,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",0.0,0.08,null,0.25019495,97,,,0,,False,2,test,0
573,0.0,227.79582,228.04604,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022005,193,,,0,,False,2,test,2
574,0.0,228.04604,228.29626,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",0.0,0.08,null,0.25022005,184,,,0,,False,1,train,2
575,0.0,228.29626,228.54648,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25022005,62,,,0,,False,4,train,1
576,0.0,228.54648,228.7967,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25022005,114,,,0,,False,1,train,2
577,0.0,228.7967,229.04689,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019495,3,,,0,,False,1,train,2
578,0.0,229.04689,229.29709,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019495,122,,,0,,False,2,test,0
579,0.0,229.29709,229.54728,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",20.0,0.08,null,0.25019495,167,,,0,,False,5,test,0
580,0.0,229.54728,229.79748,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019495,227,,,0,,False,1,train,1
581,0.0,229.79748,230.0477,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-30.0,0.08,null,0.25022255,104,,,0,,False,1,train,1
582,0.0,230.0477,230.29792,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022255,228,,,0,,False,0,train,0
583,0.0,230.29792,230.54814,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",20.0,0.08,null,0.25022255,195,,,0,,False,3,train,0
584,0.0,230.54814,230.79837,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",30.0,0.08,null,0.25022255,182,,,0,,False,2,test,2
585,0.0,230.79837,231.04856,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",10.0,0.08,null,0.25019745,113,,,0,,False,3,train,0
586,0.0,231.04856,231.29876,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-30.0,0.08,null,0.25019745,132,,,0,,False,1,train,0
587,0.0,231.29876,231.54896,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",20.0,0.08,null,0.25019745,229,,,0,,False,0,train,2
588,0.0,231.54896,231.79916,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-30.0,0.08,null,0.25019745,76,,,0,,False,3,train,1
589,0.0,231.79916,232.04938,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022505,122,,,0,,False,3,train,0
590,0.0,232.04938,232.29961,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",-20.0,0.08,null,0.25022505,47,,,0,,False,3,train,1
591,0.0,232.29961,232.54983,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",0.0,0.08,null,0.25022505,179,,,0,,False,2,test,1
592,0.0,232.54983,232.80006,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25022505,114,,,0,,False,2,test,2
593,0.0,232.80006,233.05025,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",0.0,0.08,null,0.25019245,55,,,0,,False,3,train,2
594,0.0,233.05025,233.30044,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",0.0,0.08,null,0.25019245,154,,,0,,False,1,train,1
595,0.0,233.30044,233.55063,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019245,140,,,0,,False,1,train,2
596,0.0,233.55063,233.80083,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25019245,66,,,0,,False,2,test,0
597,0.0,233.80083,234.05105,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-20.0,0.08,null,0.25022005,17,,,0,,False,1,train,0
598,0.0,234.05105,234.30127,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",10.0,0.08,null,0.25022005,11,,,0,,False,3,train,0
599,0.0,234.30127,234.55149,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25022005,15,,,0,,False,4,train,1
600,0.0,234.55149,234.80171,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25022005,204,,,0,,False,1,train,1
601,0.0,234.80171,235.05191,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",20.0,0.08,null,0.25019995,39,,,0,,False,4,train,0
602,0.0,235.05191,235.30211,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",20.0,0.08,null,0.25019995,5,,,0,,False,1,train,1
603,0.0,235.30211,235.55231,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-30.0,0.08,null,0.25019995,13,,,0,,False,3,train,0
604,0.0,235.55231,235.80251,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",0.0,0.08,null,0.25019995,127,,,0,,False,1,train,0
605,0.0,235.80251,236.05272,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021505,107,,,0,,False,5,test,2
606,0.0,236.05272,236.30294,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021505,163,,,0,,False,3,train,2
607,0.0,236.30294,236.55315,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",0.0,0.08,null,0.25021505,129,,,0,,False,2,test,0
608,0.0,236.55315,236.80337,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",30.0,0.08,null,0.25021505,192,,,0,,False,2,test,0
609,0.0,236.80337,237.05357,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",20.0,0.08,null,0.25019995,112,,,0,,False,4,train,0
610,0.0,237.05357,237.30377,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",40.0,0.08,null,0.25019995,62,,,0,,False,5,test,1
611,0.0,237.30377,237.55397,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019995,8,,,0,,False,3,train,0
612,0.0,237.55397,237.80417,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019995,144,,,0,,False,2,test,0
613,0.0,237.80417,238.05438,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021755,106,,,0,,False,3,train,0
614,0.0,238.05438,238.3046,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021755,173,,,0,,False,1,train,2
615,0.0,238.3046,238.55482,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",40.0,0.08,null,0.25021755,187,,,0,,False,4,train,0
616,0.0,238.55482,238.80504,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",40.0,0.08,null,0.25021755,30,,,0,,False,1,train,2
617,0.0,238.80504,239.05524,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",10.0,0.08,null,0.25019995,118,,,0,,False,3,train,1
618,0.0,239.05524,239.30544,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",40.0,0.08,null,0.25019995,150,,,0,,False,3,train,1
619,0.0,239.30544,239.55564,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",40.0,0.08,null,0.25019995,32,,,0,,False,2,test,2
620,0.0,239.55564,239.80584,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",30.0,0.08,null,0.25019995,149,,,0,,False,2,test,2
621,0.0,239.80584,240.05606,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",-10.0,0.08,null,0.25022255,183,,,0,,False,1,train,2
622,0.0,240.05606,240.30628,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",20.0,0.08,null,0.25022255,105,,,0,,False,2,test,1
623,0.0,240.30628,240.5565,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25022255,223,,,0,,False,1,train,2
624,0.0,240.5565,240.80673,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",10.0,0.08,null,0.25022255,205,,,0,,False,2,test,2
625,0.0,240.80673,241.05692,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",10.0,0.08,null,0.25019745,205,,,0,,False,3,train,2
626,0.0,241.05692,241.30712,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019745,116,,,0,,False,2,test,1
627,0.0,241.30712,241.55732,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,10.0,"[20.0, 20.0]",-10.0,0.08,null,0.25019745,218,,,0,,False,1,train,0
628,0.0,241.55732,241.80752,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-40.0,0.08,null,0.25019745,59,,,0,,False,3,train,1
629,0.0,241.80752,242.05773,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",10.0,0.08,null,0.25021755,124,,,0,,False,2,test,0
630,0.0,242.05773,242.30795,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021755,128,,,0,,False,2,test,0
631,0.0,242.30795,242.55817,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",0.0,0.08,null,0.25021755,136,,,0,,False,1,train,1
632,0.0,242.55817,242.80839,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021755,33,,,0,,False,3,train,1
633,0.0,242.80839,243.05859,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020245,27,,,0,,False,3,train,2
634,0.0,243.05859,243.30879,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",20.0,0.08,null,0.25020245,224,,,0,,False,1,train,1
635,0.0,243.30879,243.55899,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-20.0,"[20.0, 20.0]",-30.0,0.08,null,0.25020245,14,,,0,,False,3,train,1
636,0.0,243.55899,243.8092,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",0.0,0.08,null,0.25020245,200,,,0,,False,2,test,0
637,0.0,243.8092,244.05941,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",0.0,0.08,null,0.25021755,9,,,0,,False,5,test,1
638,0.0,244.05941,244.30963,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",40.0,0.08,null,0.25021755,29,,,0,,False,2,test,1
639,0.0,244.30963,244.55985,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",40.0,0.08,null,0.25021755,100,,,0,,False,1,train,0
640,0.0,244.55985,244.81007,4.0,0.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-20.0,0.08,null,0.25021755,17,,,0,,False,2,test,0
641,0.0,244.81007,245.06026,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",30.0,0.08,null,0.25019745,164,,,0,,False,3,train,1
642,0.0,245.06026,245.31046,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",20.0,0.08,null,0.25019745,5,,,0,,False,2,test,1
643,0.0,245.31046,245.56066,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-30.0,"[20.0, 20.0]",10.0,0.08,null,0.25019745,79,,,0,,False,4,train,1
644,0.0,245.56066,245.81086,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-20.0,0.08,null,0.25019745,213,,,0,,False,3,train,1
645,0.0,245.81086,246.06107,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-40.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,16,,,0,,False,3,train,1
646,0.0,246.06107,246.31129,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,40.0,"[20.0, 20.0]",20.0,0.08,null,0.25021505,71,,,0,,False,4,train,1
647,0.0,246.31129,246.5615,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",10.0,0.08,null,0.25021505,82,,,0,,False,3,train,1
648,0.0,246.5615,246.81172,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",40.0,0.08,null,0.25021505,175,,,0,,False,3,train,2
649,0.0,246.81172,247.06192,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,20.0,"[20.0, 20.0]",20.0,0.08,null,0.25020495,219,,,0,,False,3,train,1
650,0.0,247.06192,247.31213,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",30.0,0.08,null,0.25020495,191,,,0,,False,2,test,1
651,0.0,247.31213,247.56233,4.0,45.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,30.0,"[20.0, 20.0]",10.0,0.08,null,0.25020495,91,,,0,,False,3,train,1
652,0.0,247.56233,247.81254,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,-10.0,"[20.0, 20.0]",30.0,0.08,null,0.25020495,216,,,0,,False,1,train,2
653,0.0,247.81254,248.06275,4.0,90.0,"[3644.93333333, 3644.93333333]",0.8,gabors,null,0.0,"[20.0, 20.0]",-40.0,0.08,null,0.25021755,107,,,0,,False,6,train,2
