ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
754312389,interior_v1_rf_size_translation,7.99985,-1.40074,0,0,0,0,0.834718,0.676578,0.15814,0.16894,0.335148,3,2.625,False,0
754829445,interior_v1_rf_size_translation,14.7304,5.33334,0,0,0,0,1.05286,0.781498,0.27136,-0.0528574,0.262134,1.5,3.75,True,0
755434585,interior_v1_rf_size_translation,14.9896,14.6667,0,0,0,0,1.54653,0.576404,0.970129,-0.544536,0.501783,0.75,1.5,True,0
756029989,interior_v1_rf_size_translation,13.3337,-8.78205,0,0,0,0,1.17963,0.200794,0.978837,-0.179631,0.844524,3,2.25,False,0
757216464,interior_v1_rf_size_translation,14.7491,-1.33339,0,0,0,0,1.46963,0.709108,0.760517,-0.469626,0.329881,0,1.125,True,0
757970808,interior_v1_rf_size_translation,-13.2197,-15,0,0,0,0,1.07066,0.608557,0.462104,-0.0685906,0.462512,2.25,0,True,0
758798717,interior_v1_rf_size_translation,-2.6635,1.333,0,0,0,0,0.736507,0.652613,0.0838946,0.263493,0.348964,3,1.125,False,0
759883607,interior_v1_rf_size_translation,-14.9996,8.00001,0,0,0,0,1.37574,0.744718,0.631019,-0.375737,0.306658,0.375,3.75,True,0
760345702,interior_v1_rf_size_translation,14.6721,5.33355,0,0,0,0,1.07316,0.435983,0.63718,-0.0731625,0.607345,1.5,1.5,False,0
760693773,interior_v1_rf_size_translation,15,15,0,0,0,0,1.48865,0.843094,0.645553,-0.488647,0.236906,1.125,1.5,True,0
761418226,interior_v1_rf_size_translation,10.6888,-14.6679,0,0,0,0,0.695044,0.375445,0.319599,0.309629,0.683114,0.75,1.875,False,0
762120172,interior_v1_rf_size_translation,-14.8616,9.33335,0,0,0,0,1.13292,0.639295,0.493629,-0.132611,0.415457,1.5,24.375,True,0
762602078,interior_v1_rf_size_translation,14.9972,-4.00015,0,0,0,0,0.70291,0.285013,0.417897,0.29709,0.757816,1.5,2.625,True,0
763673393,interior_v1_rf_size_translation,-15,-15,0,0,0,0,0.964729,0.521808,0.442922,0.0386968,0.558192,0.375,0.375,True,0
773418906,interior_v1_rf_size_translation,-10.6719,1.33309,0,0,0,0,1.10419,0.833246,0.270948,-0.10389,0.187317,8.25,0.75,False,0
791319847,interior_v1_rf_size_translation,9.33616,5.33332,0,0,0,0,0.696686,0.487954,0.208732,0.30457,0.532599,3.75,1.125,False,0
797828357,interior_v1_rf_size_translation,-14.6684,-1.34234,0,0,0,0,1.1821,0.953603,0.228494,-0.182098,0.0849684,1.5,0,False,0
798911424,interior_v1_rf_size_translation,-1.29981,9.33316,0,0,0,0,1.31682,1.0918,0.225011,-0.315132,-0.0760177,15.375,2.625,False,0
799864342,interior_v1_rf_size_translation,-14.7421,-8.00001,0,0,0,0,1.36946,0.5818,0.787657,-0.369457,0.468214,1.5,6.375,True,0
715093703,interior_v1_rf_size_translation,2.89527,1.34369,0,0,0,0,0.298573,0.180085,0.118488,0.701427,0.821727,3.375,7.875,False,1
719161530,interior_v1_rf_size_translation,-12.0473,5.54598,0,0,0,0,0.6586,0.130242,0.528357,0.348297,0.901028,4.125,4.125,False,1
721123822,interior_v1_rf_size_translation,-7.99972,-12.0021,0,0,0,0,0.524603,0.310145,0.214457,0.476597,0.726841,7.125,7.125,False,1
732592105,interior_v1_rf_size_translation,14.6734,-1.33763,0,0,0,0,1.63115,1.2804,0.350742,-0.631145,-0.241808,0,2.625,False,1
737581020,interior_v1_rf_size_translation,-14.6666,15,0,0,0,0,1.59971,0.582439,1.01727,-0.599714,0.495802,0.375,0.375,True,1
739448407,interior_v1_rf_size_translation,3.66845,13.3947,0,0,0,0,0.847986,0.221304,0.626682,0.152014,0.812985,2.25,3,False,1
742951821,interior_v1_rf_size_translation,-5.33357,1.32808,0,0,0,0,0.876715,0.543058,0.333658,0.127843,0.462313,,1.875,False,1
744228101,interior_v1_rf_size_translation,14.6663,11.9943,0,0,0,0,1.72373,0.476105,1.24763,-0.723734,0.587711,,0,False,1
746083955,interior_v1_rf_size_translation,14.6667,5.85895,0,0,0,0,0.467127,0.178205,0.288922,0.532873,0.86614,0,7.875,False,1
750332458,interior_v1_rf_size_translation,-9.34146,-5.33356,0,0,0,0,0.240149,0.132614,0.107535,0.759851,0.887957,13.5,3.375,False,1
750749662,interior_v1_rf_size_translation,0.943714,15,0,0,0,0,1.29323,0.674093,0.619134,-0.293227,0.366065,3.75,0.375,True,1
751348571,interior_v1_rf_size_translation,-4.00944,2.66699,0,0,0,0,0.273015,0.128521,0.144493,0.727297,0.875601,3.75,2.625,False,1
754312389,interior_v1_rf_size_translation,14.9994,0.000312397,0,0,0,0,1.24947,0.656883,0.592589,-0.249205,0.383113,0.375,3.75,True,1
754829445,interior_v1_rf_size_translation,3.99333,1.33351,0,0,0,0,0.217877,0.121835,0.0960429,0.782123,0.881316,3.75,0.75,False,1
755434585,interior_v1_rf_size_translation,14.6317,8.22919,0,0,0,0,0.871363,0.53505,0.336313,0.128927,0.515049,1.875,7.875,False,1
756029989,interior_v1_rf_size_translation,15,-15,0,0,0,0,1.04456,0.491168,0.553388,-0.0437991,0.588832,0.375,1.125,True,1
757216464,interior_v1_rf_size_translation,-4.00437,-5.33956,0,0,0,0,0.45009,0.12967,0.32042,0.54991,0.878249,4.5,2.625,False,1
757970808,interior_v1_rf_size_translation,-15,3.84749,0,0,0,0,1.37149,0.510015,0.861473,-0.369645,0.532616,0,2.625,True,1
758798717,interior_v1_rf_size_translation,14.6583,-1.33379,0,0,0,0,0.711532,0.289587,0.421945,0.288468,0.748928,1.125,1.875,False,1
759883607,interior_v1_rf_size_translation,14.6634,-1.33368,0,0,0,0,0.836943,0.286271,0.550673,0.163057,0.752271,1.875,2.625,False,1
760345702,interior_v1_rf_size_translation,2.66196,6.66693,0,0,0,0,0.549182,0.402496,0.146686,0.450818,0.606666,5.25,5.625,False,1
760693773,interior_v1_rf_size_translation,-4.04499,-14.4714,0,0,0,0,1.24053,0.585215,0.655317,-0.240533,0.454924,2.625,1.125,False,1
761418226,interior_v1_rf_size_translation,-11.992,-11.9837,0,0,0,0,1.76151,0.702897,1.05861,-0.760712,0.3482,0,26.625,False,1
762120172,interior_v1_rf_size_translation,-12.0349,4.00011,0,0,0,0,0.189889,0.102735,0.0871538,0.81097,0.925859,2.25,3.375,False,1
762602078,interior_v1_rf_size_translation,9.3329,-6.66322,0,0,0,0,1.63371,1.43328,0.200431,-0.63371,-0.409901,4.5,2.25,False,1
763673393,interior_v1_rf_size_translation,2.66662,-15,0,0,0,0,1.69578,1.31135,0.384436,-0.695034,-0.270085,2.625,0,True,1
773418906,interior_v1_rf_size_translation,7.91104,-2.66668,0,0,0,0,0.308435,0.186267,0.122169,0.691565,0.826124,7.5,1.875,False,1
791319847,interior_v1_rf_size_translation,-1.33379,14.9576,0,0,0,0,0.688943,0.419769,0.269175,0.311635,0.620322,5.625,1.5,True,1
797828357,interior_v1_rf_size_translation,-2.66358,-14.9974,0,0,0,0,1.10311,0.439728,0.663377,-0.10215,0.601519,4.125,0,True,1
798911424,interior_v1_rf_size_translation,14.9992,-2.6667,0,0,0,0,0.981448,0.440066,0.541382,0.0188298,0.601194,0.375,1.875,True,1
799864342,interior_v1_rf_size_translation,14.6659,-1.33575,0,0,0,0,0.789961,0.613435,0.176526,0.210039,0.42512,1.875,1.5,False,1
