stimulus_presentation_id,stimulus_block,start_time,stop_time,size,x_position,frame,stimulus_name,orientation,y_position,spatial_frequency,temporal_frequency,color,contrast,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3267,0.0,903.45145,903.70166,"[20.0, 20.0]",-40.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,240,,,0,,False,13,train,2
3268,0.0,903.70166,903.95187,"[20.0, 20.0]",10.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,231,,,0,,False,14,test,1
3269,0.0,903.95187,904.20208,"[20.0, 20.0]",30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,140,,,0,,False,12,train,0
3270,0.0,904.20208,904.45229,"[20.0, 20.0]",30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,140,,,0,,False,13,train,0
3271,0.0,904.45229,904.7025,"[20.0, 20.0]",-20.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,235,,,0,,False,12,train,1
3272,0.0,904.7025,904.95271,"[20.0, 20.0]",30.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,169,,,0,,False,12,train,1
3273,0.0,904.95271,905.20292,"[20.0, 20.0]",-40.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,142,,,0,,False,12,train,0
3274,0.0,905.20292,905.45313,"[20.0, 20.0]",0.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,138,,,0,,False,13,train,2
3275,0.0,905.45313,905.70333,"[20.0, 20.0]",0.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,138,,,0,,False,14,test,2
3276,0.0,905.70333,905.95354,"[20.0, 20.0]",-30.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,221,,,0,,False,12,train,1
3277,0.0,905.95354,906.20375,"[20.0, 20.0]",-30.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,172,,,0,,False,11,test,0
3278,0.0,906.20375,906.45396,"[20.0, 20.0]",0.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,156,,,0,,False,12,train,1
3279,0.0,906.45396,906.70417,"[20.0, 20.0]",20.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,58,,,0,,False,12,train,0
3280,0.0,906.70417,906.95438,"[20.0, 20.0]",-10.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,93,,,0,,False,13,train,2
3281,0.0,906.95438,907.20459,"[20.0, 20.0]",-30.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,221,,,0,,False,13,train,1
3282,0.0,907.20459,907.4548,"[20.0, 20.0]",10.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,75,,,0,,False,13,train,2
3283,0.0,907.4548,907.70501,"[20.0, 20.0]",-40.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,123,,,0,,False,12,train,0
3284,0.0,907.70501,907.95522,"[20.0, 20.0]",40.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,207,,,0,,False,13,train,2
3285,0.0,907.95522,908.20543,"[20.0, 20.0]",-20.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,21,,,0,,False,12,train,2
3286,0.0,908.20543,908.45565,"[20.0, 20.0]",-30.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,59,,,0,,False,13,train,1
3287,0.0,908.45565,908.70586,"[20.0, 20.0]",40.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,233,,,0,,False,13,train,0
3288,0.0,908.70586,908.95607,"[20.0, 20.0]",10.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,78,,,0,,False,12,train,2
3289,0.0,908.95607,909.20628,"[20.0, 20.0]",-30.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,172,,,0,,False,12,train,0
3290,0.0,909.20628,909.45648,"[20.0, 20.0]",-40.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,142,,,0,,False,13,train,0
3291,0.0,909.45648,909.70668,"[20.0, 20.0]",40.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,27,,,0,,False,12,train,0
3292,0.0,909.70668,909.95689,"[20.0, 20.0]",10.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,111,,,0,,False,12,train,0
3293,0.0,909.95689,910.2071,"[20.0, 20.0]",40.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,33,,,0,,False,13,train,1
3294,0.0,910.2071,910.45731,"[20.0, 20.0]",30.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,31,,,0,,False,13,train,2
3295,0.0,910.45731,910.70751,"[20.0, 20.0]",-20.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,185,,,0,,False,10,train,1
3296,0.0,910.70751,910.95772,"[20.0, 20.0]",20.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,58,,,0,,False,13,train,0
3297,0.0,910.95772,911.20793,"[20.0, 20.0]",-40.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,25,,,0,,False,12,train,1
3298,0.0,911.20793,911.45814,"[20.0, 20.0]",-10.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,69,,,0,,False,11,test,1
3299,0.0,911.45814,911.70834,"[20.0, 20.0]",-40.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,227,,,0,,False,12,train,1
3300,0.0,911.70834,911.95855,"[20.0, 20.0]",-20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,120,,,0,,False,12,train,0
3301,0.0,911.95855,912.20877,"[20.0, 20.0]",40.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250221,53,,,0,,False,14,test,1
3302,0.0,912.20877,912.45899,"[20.0, 20.0]",0.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250221,129,,,0,,False,10,train,2
3303,0.0,912.45899,912.70921,"[20.0, 20.0]",40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250221,225,,,0,,False,12,train,2
3304,0.0,912.70921,912.95943,"[20.0, 20.0]",0.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250221,190,,,0,,False,14,test,1
3305,0.0,912.95943,913.20963,"[20.0, 20.0]",10.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,177,,,0,,False,14,test,2
3306,0.0,913.20963,913.45983,"[20.0, 20.0]",10.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,135,,,0,,False,13,train,1
3307,0.0,913.45983,913.71003,"[20.0, 20.0]",-40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,73,,,0,,False,13,train,2
3308,0.0,913.71003,913.96023,"[20.0, 20.0]",30.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,184,,,0,,False,14,test,2
3309,0.0,913.96023,914.21044,"[20.0, 20.0]",-20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,120,,,0,,False,13,train,0
3310,0.0,914.21044,914.46066,"[20.0, 20.0]",-30.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,17,,,0,,False,13,train,2
3311,0.0,914.46066,914.71087,"[20.0, 20.0]",-40.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,98,,,0,,False,14,test,1
3312,0.0,914.71087,914.96108,"[20.0, 20.0]",-10.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,237,,,0,,False,13,train,2
3313,0.0,914.96108,915.21129,"[20.0, 20.0]",-20.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,148,,,0,,False,13,train,1
3314,0.0,915.21129,915.4615,"[20.0, 20.0]",-40.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,7,,,0,,False,13,train,1
3315,0.0,915.4615,915.7117,"[20.0, 20.0]",-30.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,87,,,0,,False,13,train,0
3316,0.0,915.7117,915.96191,"[20.0, 20.0]",0.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,187,,,0,,False,13,train,0
3317,0.0,915.96191,916.21212,"[20.0, 20.0]",20.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,4,,,0,,False,14,test,0
3318,0.0,916.21212,916.46233,"[20.0, 20.0]",0.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,204,,,0,,False,12,train,2
3319,0.0,916.46233,916.71254,"[20.0, 20.0]",40.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,222,,,0,,False,13,train,2
3320,0.0,916.71254,916.96275,"[20.0, 20.0]",40.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,30,,,0,,False,14,test,2
3321,0.0,916.96275,917.21296,"[20.0, 20.0]",-20.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,106,,,0,,False,13,train,2
3322,0.0,917.21296,917.46317,"[20.0, 20.0]",20.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,158,,,0,,False,13,train,2
3323,0.0,917.46317,917.71337,"[20.0, 20.0]",40.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,33,,,0,,False,14,test,1
3324,0.0,917.71337,917.96358,"[20.0, 20.0]",-40.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,146,,,0,,False,12,train,0
3325,0.0,917.96358,918.21378,"[20.0, 20.0]",10.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,78,,,0,,False,13,train,2
3326,0.0,918.21378,918.46399,"[20.0, 20.0]",-10.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,118,,,0,,False,13,train,0
3327,0.0,918.46399,918.7142,"[20.0, 20.0]",-10.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,115,,,0,,False,13,train,1
3328,0.0,918.7142,918.9644,"[20.0, 20.0]",40.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,137,,,0,,False,13,train,0
3329,0.0,918.9644,919.21462,"[20.0, 20.0]",40.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,222,,,0,,False,14,test,2
3330,0.0,919.21462,919.46483,"[20.0, 20.0]",10.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,66,,,0,,False,14,test,1
3331,0.0,919.46483,919.71504,"[20.0, 20.0]",-40.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,132,,,0,,False,11,test,1
3332,0.0,919.71504,919.96526,"[20.0, 20.0]",-10.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,114,,,0,,False,14,test,2
3333,0.0,919.96526,920.21546,"[20.0, 20.0]",-40.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,227,,,0,,False,13,train,1
3334,0.0,920.21546,920.46567,"[20.0, 20.0]",-20.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,148,,,0,,False,14,test,1
3335,0.0,920.46567,920.71588,"[20.0, 20.0]",20.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,162,,,0,,False,13,train,2
3336,0.0,920.71588,920.96608,"[20.0, 20.0]",40.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,9,,,0,,False,12,train,2
3337,0.0,920.96608,921.21629,"[20.0, 20.0]",-30.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,179,,,0,,False,12,train,1
3338,0.0,921.21629,921.4665,"[20.0, 20.0]",10.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,92,,,0,,False,14,test,1
3339,0.0,921.4665,921.71671,"[20.0, 20.0]",0.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,189,,,0,,False,12,train,2
3340,0.0,921.71671,921.96692,"[20.0, 20.0]",-40.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,132,,,0,,False,12,train,1
3341,0.0,921.96692,922.21714,"[20.0, 20.0]",-20.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,67,,,0,,False,13,train,1
3342,0.0,922.21714,922.46736,"[20.0, 20.0]",-30.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,141,,,0,,False,12,train,2
3343,0.0,922.46736,922.71757,"[20.0, 20.0]",-30.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,228,,,0,,False,14,test,2
3344,0.0,922.71757,922.96779,"[20.0, 20.0]",-20.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,152,,,0,,False,13,train,0
3345,0.0,922.96779,923.21799,"[20.0, 20.0]",-20.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,113,,,0,,False,13,train,1
3346,0.0,923.21799,923.46819,"[20.0, 20.0]",-40.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,123,,,0,,False,13,train,0
3347,0.0,923.46819,923.71839,"[20.0, 20.0]",-30.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,15,,,0,,False,14,test,1
3348,0.0,923.71839,923.96859,"[20.0, 20.0]",30.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,241,,,0,,False,14,test,0
3349,0.0,923.96859,924.2188,"[20.0, 20.0]",40.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,178,,,0,,False,14,test,0
3350,0.0,924.2188,924.46902,"[20.0, 20.0]",-10.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,95,,,0,,False,13,train,0
3351,0.0,924.46902,924.71924,"[20.0, 20.0]",20.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,224,,,0,,False,12,train,2
3352,0.0,924.71924,924.96945,"[20.0, 20.0]",-30.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,39,,,0,,False,14,test,0
3353,0.0,924.96945,925.21966,"[20.0, 20.0]",0.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,109,,,0,,False,12,train,2
3354,0.0,925.21966,925.46986,"[20.0, 20.0]",20.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,226,,,0,,False,11,test,2
3355,0.0,925.46986,925.72006,"[20.0, 20.0]",30.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,219,,,0,,False,12,train,2
3356,0.0,925.72006,925.97027,"[20.0, 20.0]",10.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,135,,,0,,False,14,test,1
3357,0.0,925.97027,926.22048,"[20.0, 20.0]",40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,225,,,0,,False,13,train,2
3358,0.0,926.22048,926.47069,"[20.0, 20.0]",40.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,199,,,0,,False,13,train,0
3359,0.0,926.47069,926.72089,"[20.0, 20.0]",-20.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,35,,,0,,False,12,train,1
3360,0.0,926.72089,926.9711,"[20.0, 20.0]",30.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,219,,,0,,False,13,train,2
3361,0.0,926.9711,927.22131,"[20.0, 20.0]",-20.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,147,,,0,,False,13,train,1
3362,0.0,927.22131,927.47152,"[20.0, 20.0]",10.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,71,,,0,,False,13,train,0
3363,0.0,927.47152,927.72172,"[20.0, 20.0]",-10.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,69,,,0,,False,12,train,1
3364,0.0,927.72172,927.97193,"[20.0, 20.0]",40.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,97,,,0,,False,12,train,1
3365,0.0,927.97193,928.22214,"[20.0, 20.0]",-20.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,35,,,0,,False,13,train,1
3366,0.0,928.22214,928.47236,"[20.0, 20.0]",-30.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,61,,,0,,False,13,train,0
3367,0.0,928.47236,928.72258,"[20.0, 20.0]",-20.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,171,,,0,,False,14,test,1
3368,0.0,928.72258,928.97279,"[20.0, 20.0]",10.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,103,,,0,,False,14,test,0
3369,0.0,928.97279,929.223,"[20.0, 20.0]",-30.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,221,,,0,,False,14,test,1
3370,0.0,929.223,929.4732,"[20.0, 20.0]",-30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,76,,,0,,False,11,test,0
3371,0.0,929.4732,929.7234,"[20.0, 20.0]",30.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,218,,,0,,False,12,train,2
3372,0.0,929.7234,929.97361,"[20.0, 20.0]",-20.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,203,,,0,,False,14,test,0
3373,0.0,929.97361,930.22382,"[20.0, 20.0]",-10.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,153,,,0,,False,12,train,0
3374,0.0,930.22382,930.47404,"[20.0, 20.0]",40.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,46,,,0,,False,14,test,0
3375,0.0,930.47404,930.72426,"[20.0, 20.0]",10.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,83,,,0,,False,8,test,2
3376,0.0,930.72426,930.97447,"[20.0, 20.0]",0.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,173,,,0,,False,13,train,0
3377,0.0,930.97447,931.22467,"[20.0, 20.0]",-40.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,36,,,0,,False,12,train,2
3378,0.0,931.22467,931.47488,"[20.0, 20.0]",-30.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,68,,,0,,False,12,train,2
3379,0.0,931.47488,931.72508,"[20.0, 20.0]",-10.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,95,,,0,,False,14,test,0
3380,0.0,931.72508,931.97528,"[20.0, 20.0]",-10.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,205,,,0,,False,14,test,2
3381,0.0,931.97528,932.22549,"[20.0, 20.0]",10.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,78,,,0,,False,14,test,2
3382,0.0,932.22549,932.4757,"[20.0, 20.0]",0.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,189,,,0,,False,13,train,2
3383,0.0,932.4757,932.72591,"[20.0, 20.0]",-30.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,124,,,0,,False,13,train,2
3384,0.0,932.72591,932.97612,"[20.0, 20.0]",20.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,58,,,0,,False,14,test,0
3385,0.0,932.97612,933.22633,"[20.0, 20.0]",-30.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,68,,,0,,False,13,train,2
3386,0.0,933.22633,933.47653,"[20.0, 20.0]",-20.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,72,,,0,,False,12,train,0
3387,0.0,933.47653,933.72673,"[20.0, 20.0]",-20.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,113,,,0,,False,14,test,1
3388,0.0,933.72673,933.97694,"[20.0, 20.0]",-30.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,124,,,0,,False,14,test,2
3389,0.0,933.97694,934.22715,"[20.0, 20.0]",10.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,64,,,0,,False,12,train,2
3390,0.0,934.22715,934.47736,"[20.0, 20.0]",40.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,40,,,0,,False,14,test,1
3391,0.0,934.47736,934.72757,"[20.0, 20.0]",-30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,76,,,0,,False,12,train,0
3392,0.0,934.72757,934.97778,"[20.0, 20.0]",20.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,149,,,0,,False,13,train,2
3393,0.0,934.97778,935.22799,"[20.0, 20.0]",0.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,156,,,0,,False,13,train,1
3394,0.0,935.22799,935.47821,"[20.0, 20.0]",10.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,111,,,0,,False,13,train,0
3395,0.0,935.47821,935.72842,"[20.0, 20.0]",40.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,186,,,0,,False,14,test,1
3396,0.0,935.72842,935.97863,"[20.0, 20.0]",10.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,83,,,0,,False,9,train,2
3397,0.0,935.97863,936.22884,"[20.0, 20.0]",0.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,189,,,0,,False,14,test,2
3398,0.0,936.22884,936.47906,"[20.0, 20.0]",0.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,234,,,0,,False,12,train,0
3399,0.0,936.47906,936.72927,"[20.0, 20.0]",-20.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,63,,,0,,False,12,train,2
3400,0.0,936.72927,936.97948,"[20.0, 20.0]",0.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,37,,,0,,False,13,train,2
3401,0.0,936.97948,937.22968,"[20.0, 20.0]",-20.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,35,,,0,,False,14,test,1
3402,0.0,937.22968,937.47989,"[20.0, 20.0]",30.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,74,,,0,,False,12,train,0
3403,0.0,937.47989,937.73009,"[20.0, 20.0]",-30.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,243,,,0,,False,11,test,2
3404,0.0,937.73009,937.98029,"[20.0, 20.0]",30.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,219,,,0,,False,14,test,2
