ecephys_unit_id,ecephys_session_id,ecephys_probe_id,specimen_id,cohort,area,azimuth_rf,elevation_rf,area_rf,p_value_rf,v1_azimuth_median_deg,v1_elevation_median_deg,relative_azimuth_deg,relative_elevation_deg,inside_v1_convex_hull,inside_v1_robust_box
915960602,732592105,733744649,717038288,Brain Observatory 1.1,V1,51.875,13.75,1600.0,0.0,55.0,15.0,-3.125,-1.25,True,True
915960606,732592105,733744649,717038288,Brain Observatory 1.1,V1,56.667,16.667,300.0,0.0,55.0,15.0,1.6670000000000016,1.6670000000000016,True,True
915960609,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,17.143,700.0,0.0,55.0,15.0,-5.0,2.1430000000000007,True,True
915960612,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,15.0,600.0,0.0,55.0,15.0,-5.0,0.0,True,True
915960615,732592105,733744649,717038288,Brain Observatory 1.1,V1,68.0,6.0,500.0,0.0,55.0,15.0,13.0,-9.0,True,True
915960618,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,15.0,600.0,0.0,55.0,15.0,5.0,0.0,True,True
915961098,732592105,733744649,717038288,Brain Observatory 1.1,V1,61.333,19.333,1500.0,0.005,55.0,15.0,6.332999999999998,4.332999999999998,True,True
915960624,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.75,11.25,800.0,0.0,55.0,15.0,3.75,-3.75,True,True
915960627,732592105,733744649,717038288,Brain Observatory 1.1,V1,45.0,18.0,1000.0,0.0,55.0,15.0,-10.0,3.0,True,True
915960630,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,15.0,600.0,0.0,55.0,15.0,-5.0,0.0,True,True
915960634,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.0,4.0,500.0,0.0,55.0,15.0,-3.0,-11.0,True,True
915960637,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,10.0,200.0,0.0,55.0,15.0,0.0,-5.0,True,True
915960640,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,15.0,0.0,-10.0,True,True
915960642,732592105,733744649,717038288,Brain Observatory 1.1,V1,46.667,23.333,300.0,0.0,55.0,15.0,-8.332999999999998,8.332999999999998,True,True
915960648,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,15.0,600.0,0.0,55.0,15.0,-5.0,0.0,True,True
915960652,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,15.0,0.0,-10.0,True,True
915960656,732592105,733744649,717038288,Brain Observatory 1.1,V1,45.0,16.667,600.0,0.0,55.0,15.0,-10.0,1.6670000000000016,True,True
915960670,732592105,733744649,717038288,Brain Observatory 1.1,V1,57.5,6.25,800.0,0.0,55.0,15.0,2.5,-8.75,True,True
915960700,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,22.857,700.0,0.0,55.0,15.0,5.0,7.856999999999999,True,True
915960665,732592105,733744649,717038288,Brain Observatory 1.1,V1,48.333,11.667000000000002,600.0,0.0,55.0,15.0,-6.667000000000002,-3.3329999999999984,True,True
915960674,732592105,733744649,717038288,Brain Observatory 1.1,V1,46.667,13.332999999999998,300.0,0.0,55.0,15.0,-8.332999999999998,-1.6670000000000016,True,True
915960678,732592105,733744649,717038288,Brain Observatory 1.1,V1,57.143,20.0,700.0,0.0,55.0,15.0,2.1430000000000007,5.0,True,True
915960683,732592105,733744649,717038288,Brain Observatory 1.1,V1,70.0,5.0,600.0,0.0,55.0,15.0,15.0,-10.0,True,True
915960688,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,20.0,400.0,0.0,55.0,15.0,0.0,5.0,True,True
915960693,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,15.0,0.0,-10.0,True,True
915960696,732592105,733744649,717038288,Brain Observatory 1.1,V1,53.33300000000001,13.332999999999998,300.0,0.0,55.0,15.0,-1.6669999999999874,-1.6670000000000016,True,True
915960704,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960707,732592105,733744649,717038288,Brain Observatory 1.1,V1,20.0,27.778,1800.0,0.0,55.0,15.0,-35.0,12.777999999999999,True,False
915960714,732592105,733744649,717038288,Brain Observatory 1.1,V1,75.0,15.0,400.0,0.0,55.0,15.0,20.0,0.0,True,True
915960718,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,15.0,600.0,0.0,55.0,15.0,-5.0,0.0,True,True
915960732,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.0,14.0,500.0,0.0,55.0,15.0,-3.0,-1.0,True,True
915960737,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960754,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.0,14.0,500.0,0.0,55.0,15.0,-3.0,-1.0,True,True
915961104,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,20.0,100.0,0.0,55.0,15.0,-5.0,5.0,True,True
915960765,732592105,733744649,717038288,Brain Observatory 1.1,V1,70.0,26.25,800.0,0.0,55.0,15.0,15.0,11.25,True,True
915960770,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960799,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,22.5,400.0,0.0,55.0,15.0,5.0,7.5,True,True
915960773,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,15.0,600.0,0.0,55.0,15.0,-5.0,0.0,True,True
915960775,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,20.0,200.0,0.0,55.0,15.0,0.0,5.0,True,True
915960780,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,20.0,200.0,0.0,55.0,15.0,0.0,5.0,True,True
915960783,732592105,733744649,717038288,Brain Observatory 1.1,V1,56.667,13.332999999999998,300.0,0.0,55.0,15.0,1.6670000000000016,-1.6670000000000016,True,True
915960790,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,15.0,1000.0,0.0,55.0,15.0,5.0,0.0,True,True
915960830,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.0,14.0,500.0,0.0,55.0,15.0,-3.0,-1.0,True,True
915960845,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,20.0,100.0,0.0,55.0,15.0,-5.0,5.0,True,True
915960848,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,17.5,400.0,0.0,55.0,15.0,-5.0,2.5,True,True
915960851,732592105,733744649,717038288,Brain Observatory 1.1,V1,45.0,5.0,400.0,0.0,55.0,15.0,-10.0,-10.0,True,True
915960857,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,5.0,600.0,0.0,55.0,15.0,5.0,-10.0,True,True
915960804,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.0,16.0,500.0,0.0,55.0,15.0,3.0,1.0,True,True
915960807,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.0,14.0,500.0,0.0,55.0,15.0,3.0,-1.0,True,True
915960810,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,15.0,0.0,-10.0,True,True
915960812,732592105,733744649,717038288,Brain Observatory 1.1,V1,48.0,14.0,500.0,0.004,55.0,15.0,-7.0,-1.0,True,True
915960815,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915961106,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,10.0,600.0,0.0,55.0,15.0,0.0,-5.0,True,True
915960817,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960819,732592105,733744649,717038288,Brain Observatory 1.1,V1,45.0,15.0,400.0,0.0,55.0,15.0,-10.0,0.0,True,True
915960823,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960825,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960838,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,12.5,400.0,0.0,55.0,15.0,5.0,-2.5,True,True
915960841,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915961109,732592105,733744649,717038288,Brain Observatory 1.1,V1,65.0,10.0,200.0,0.0,55.0,15.0,10.0,-5.0,True,True
915960835,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960859,732592105,733744649,717038288,Brain Observatory 1.1,V1,45.0,15.0,400.0,0.0,55.0,15.0,-10.0,0.0,True,True
915960861,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960865,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.0,14.0,500.0,0.0,55.0,15.0,3.0,-1.0,True,True
915960868,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960897,732592105,733744649,717038288,Brain Observatory 1.1,V1,56.0,8.0,500.0,0.0,55.0,15.0,1.0,-7.0,True,True
915960876,732592105,733744649,717038288,Brain Observatory 1.1,V1,42.0,14.0,500.0,0.0,55.0,15.0,-13.0,-1.0,True,True
915960882,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,7.5,400.0,0.0,55.0,15.0,5.0,-7.5,True,True
915960886,732592105,733744649,717038288,Brain Observatory 1.1,V1,46.667,13.332999999999998,300.0,0.0,55.0,15.0,-8.332999999999998,-1.6670000000000016,True,True
915960889,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,15.0,0.0,-10.0,True,True
915960901,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,10.0,200.0,0.0,55.0,15.0,0.0,-5.0,True,True
915960906,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960908,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.0,16.0,500.0,0.0,55.0,15.0,3.0,1.0,True,True
915960914,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.0,6.0,500.0,0.0,55.0,15.0,-3.0,-9.0,True,True
915960916,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.33300000000001,21.667,600.0,0.0,55.0,15.0,3.3330000000000126,6.667000000000002,True,True
915960911,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.75,18.75,800.0,0.004,55.0,15.0,3.75,3.75,True,True
915960921,732592105,733744649,717038288,Brain Observatory 1.1,V1,65.0,10.0,200.0,0.0,55.0,15.0,10.0,-5.0,True,True
915960923,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,21.538000000000004,1300.0,0.0,55.0,15.0,-5.0,6.538000000000004,True,True
915960926,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,20.0,900.0,0.005,55.0,15.0,5.0,5.0,True,True
915960928,732592105,733744649,717038288,Brain Observatory 1.1,V1,50.0,27.143,700.0,0.0,55.0,15.0,-5.0,12.143,True,True
915960931,732592105,733744649,717038288,Brain Observatory 1.1,V1,66.923,3.076999999999998,1300.0,0.0,55.0,15.0,11.923000000000002,-11.923000000000002,True,True
915961121,732592105,733744649,717038288,Brain Observatory 1.1,V1,61.667,16.667,600.0,0.0,55.0,15.0,6.667000000000002,1.6670000000000016,True,True
915961123,732592105,733744649,717038288,Brain Observatory 1.1,V1,48.889,27.778,900.0,0.0,55.0,15.0,-6.110999999999997,12.777999999999999,True,True
915960941,732592105,733744649,717038288,Brain Observatory 1.1,V1,76.667,11.111000000000004,900.0,0.0,55.0,15.0,21.667,-3.888999999999996,True,True
915961119,732592105,733744649,717038288,Brain Observatory 1.1,V1,30.0,15.0,200.0,0.0,55.0,15.0,-25.0,0.0,True,True
915960947,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,15.0,400.0,0.0,55.0,15.0,0.0,0.0,True,True
915960949,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,7.5,400.0,0.0,55.0,15.0,5.0,-7.5,True,True
915960951,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.5,10.0,400.0,0.0,55.0,15.0,-2.5,-5.0,True,True
915960954,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,15.0,600.0,0.0,55.0,15.0,5.0,0.0,True,True
915960964,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,15.0,600.0,0.0,55.0,15.0,5.0,0.0,True,True
915960957,732592105,733744649,717038288,Brain Observatory 1.1,V1,53.33300000000001,6.6669999999999945,300.0,0.0,55.0,15.0,-1.6669999999999874,-8.333000000000006,True,True
915960959,732592105,733744649,717038288,Brain Observatory 1.1,V1,60.0,7.5,400.0,0.0,55.0,15.0,5.0,-7.5,True,True
915960968,732592105,733744649,717038288,Brain Observatory 1.1,V1,56.0,8.0,500.0,0.0,55.0,15.0,1.0,-7.0,True,True
915960970,732592105,733744649,717038288,Brain Observatory 1.1,V1,62.0,16.0,500.0,0.0,55.0,15.0,7.0,1.0,True,True
915960980,732592105,733744649,717038288,Brain Observatory 1.1,V1,53.077,10.769000000000004,1300.0,0.0,55.0,15.0,-1.9230000000000018,-4.230999999999996,True,True
915961131,732592105,733744649,717038288,Brain Observatory 1.1,V1,53.33300000000001,16.667,300.0,0.0,55.0,15.0,-1.6669999999999874,1.6670000000000016,True,True
915960998,732592105,733744649,717038288,Brain Observatory 1.1,V1,52.857,4.286000000000001,700.0,0.0,55.0,15.0,-2.1430000000000007,-10.713999999999999,True,True
915961000,732592105,733744649,717038288,Brain Observatory 1.1,V1,53.33300000000001,11.111000000000004,900.0,0.0,55.0,15.0,-1.6669999999999874,-3.888999999999996,True,True
915961003,732592105,733744649,717038288,Brain Observatory 1.1,V1,55.0,13.332999999999998,600.0,0.0,55.0,15.0,0.0,-1.6670000000000016,True,True
915961134,732592105,733744649,717038288,Brain Observatory 1.1,V1,63.33300000000001,11.111000000000004,900.0,0.0,55.0,15.0,8.333000000000013,-3.888999999999996,True,True
950908404,721123822,760213145,707296982,Brain Observatory 1.1,V1,53.75,7.5,800.0,0.0,55.0,5.0,-1.25,2.5,True,True
950908406,721123822,760213145,707296982,Brain Observatory 1.1,V1,15.0,10.0,800.0,0.0,55.0,5.0,-40.0,5.0,True,False
950908410,721123822,760213145,707296982,Brain Observatory 1.1,V1,15.0,5.0,400.0,0.0,55.0,5.0,-40.0,0.0,True,False
950908416,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.001,55.0,5.0,0.0,0.0,True,True
950908418,721123822,760213145,707296982,Brain Observatory 1.1,V1,70.0,0.0,100.0,0.0,55.0,5.0,15.0,-5.0,True,True
950908420,721123822,760213145,707296982,Brain Observatory 1.1,V1,60.0,45.833,1200.0,0.0,55.0,5.0,5.0,40.833,True,False
950908424,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,5.0,0.0,0.0,True,True
950908428,721123822,760213145,707296982,Brain Observatory 1.1,V1,34.167,-19.166999999999994,1200.0,0.0,55.0,5.0,-20.833,-24.166999999999994,True,False
950908430,721123822,760213145,707296982,Brain Observatory 1.1,V1,32.727000000000004,5.454999999999997,1100.0,0.0,55.0,5.0,-22.272999999999996,0.4549999999999974,True,True
950908432,721123822,760213145,707296982,Brain Observatory 1.1,V1,50.0,5.0,200.0,0.0,55.0,5.0,-5.0,0.0,True,True
950908434,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,5.0,0.0,0.0,True,True
950908448,721123822,760213145,707296982,Brain Observatory 1.1,V1,61.429,43.571000000000005,1400.0,0.0,55.0,5.0,6.429000000000002,38.571000000000005,True,False
950908450,721123822,760213145,707296982,Brain Observatory 1.1,V1,41.667,8.333000000000006,600.0,0.002,55.0,5.0,-13.332999999999998,3.3330000000000055,True,True
950908436,721123822,760213145,707296982,Brain Observatory 1.1,V1,56.667,3.333000000000005,300.0,0.0,55.0,5.0,1.6670000000000016,-1.666999999999995,True,True
950908452,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,5.0,0.0,0.0,True,True
950908454,721123822,760213145,707296982,Brain Observatory 1.1,V1,63.33300000000001,10.0,900.0,0.001,55.0,5.0,8.333000000000013,5.0,True,True
950908457,721123822,760213145,707296982,Brain Observatory 1.1,V1,50.0,5.0,600.0,0.0,55.0,5.0,-5.0,0.0,True,True
950908463,721123822,760213145,707296982,Brain Observatory 1.1,V1,90.0,0.0,300.0,0.0,55.0,5.0,35.0,-5.0,True,False
950908469,721123822,760213145,707296982,Brain Observatory 1.1,V1,49.0,6.0,1000.0,0.0,55.0,5.0,-6.0,1.0,True,True
950908472,721123822,760213145,707296982,Brain Observatory 1.1,V1,58.0,4.0,500.0,0.0,55.0,5.0,3.0,-1.0,True,True
950908475,721123822,760213145,707296982,Brain Observatory 1.1,V1,45.0,15.0,400.0,0.0,55.0,5.0,-10.0,10.0,True,True
950908479,721123822,760213145,707296982,Brain Observatory 1.1,V1,88.333,6.6669999999999945,600.0,0.0,55.0,5.0,33.333,1.6669999999999945,True,False
950908489,721123822,760213145,707296982,Brain Observatory 1.1,V1,65.0,2.0,1000.0,0.0,55.0,5.0,10.0,-3.0,True,True
950908496,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,5.0,0.0,0.0,True,True
950908501,721123822,760213145,707296982,Brain Observatory 1.1,V1,50.0,5.0,600.0,0.0,55.0,5.0,-5.0,0.0,True,True
950908802,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,5.0,0.0,0.0,True,True
950908518,721123822,760213145,707296982,Brain Observatory 1.1,V1,40.0,-2.0,500.0,0.0,55.0,5.0,-15.0,-7.0,True,True
950908522,721123822,760213145,707296982,Brain Observatory 1.1,V1,45.556,6.6669999999999945,900.0,0.0,55.0,5.0,-9.444000000000003,1.6669999999999945,True,True
950908525,721123822,760213145,707296982,Brain Observatory 1.1,V1,73.333,14.666999999999994,1500.0,0.0,55.0,5.0,18.333,9.666999999999994,True,True
950908504,721123822,760213145,707296982,Brain Observatory 1.1,V1,47.0,8.0,1000.0,0.0,55.0,5.0,-8.0,3.0,True,True
950908507,721123822,760213145,707296982,Brain Observatory 1.1,V1,61.111,6.6669999999999945,900.0,0.0,55.0,5.0,6.110999999999997,1.6669999999999945,True,True
950908511,721123822,760213145,707296982,Brain Observatory 1.1,V1,13.0,-5.9999999999999964,1000.0,0.0,55.0,5.0,-42.0,-10.999999999999996,True,False
950908537,721123822,760213145,707296982,Brain Observatory 1.1,V1,65.0,10.0,600.0,0.0,55.0,5.0,10.0,5.0,True,True
950908529,721123822,760213145,707296982,Brain Observatory 1.1,V1,60.0,10.0,100.0,0.0,55.0,5.0,5.0,5.0,True,True
950908533,721123822,760213145,707296982,Brain Observatory 1.1,V1,74.444,21.111000000000004,900.0,0.0,55.0,5.0,19.444000000000003,16.111000000000004,True,True
950908544,721123822,760213145,707296982,Brain Observatory 1.1,V1,58.0,6.0,500.0,0.0,55.0,5.0,3.0,1.0,True,True
950908547,721123822,760213145,707296982,Brain Observatory 1.1,V1,55.0,5.0,400.0,0.0,55.0,5.0,0.0,0.0,True,True
950908551,721123822,760213145,707296982,Brain Observatory 1.1,V1,50.0,5.0,600.0,0.0,55.0,5.0,-5.0,0.0,True,True
