stimulus_presentation_id,stimulus_block,start_time,stop_time,size,contrast,phase,orientation,stimulus_name,x_position,y_position,temporal_frequency,color,frame,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
780,0.0,279.83892,280.08911,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,40.0,4.0,null,null,0.08,0.25019674,189,,,0,,False,4,train,2
781,0.0,280.08911,280.33932,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-30.0,4.0,null,null,0.08,0.25021076,41,,,0,,False,2,test,1
782,0.0,280.33932,280.58954,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,0.0,4.0,null,null,0.08,0.25021076,140,,,0,,False,2,test,0
783,0.0,280.58954,280.83975,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,-40.0,4.0,null,null,0.08,0.25021076,157,,,0,,False,5,test,1
784,0.0,280.83975,281.08996,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25021076,199,,,0,,False,3,train,1
785,0.0,281.08996,281.34016,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25020674,219,,,0,,False,1,train,0
786,0.0,281.34016,281.59037,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,30.0,4.0,null,null,0.08,0.25020674,142,,,0,,False,4,train,2
787,0.0,281.59037,281.84058,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,-30.0,4.0,null,null,0.08,0.25020674,185,,,0,,False,5,test,0
788,0.0,281.84058,282.09078,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,10.0,4.0,null,null,0.08,0.25020674,119,,,0,,False,4,train,0
789,0.0,282.09078,282.341,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,30.0,4.0,null,null,0.08,0.25021826,200,,,0,,False,3,train,0
790,0.0,282.341,282.59122,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-40.0,4.0,null,null,0.08,0.25021826,61,,,0,,False,3,train,2
791,0.0,282.59122,282.84144,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,-20.0,4.0,null,null,0.08,0.25021826,34,,,0,,False,5,test,2
792,0.0,282.84144,283.09166,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-10.0,30.0,4.0,null,null,0.08,0.25021826,211,,,0,,False,2,test,2
793,0.0,283.09166,283.34186,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25020424,199,,,0,,False,4,train,1
794,0.0,283.34186,283.59207,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,20.0,4.0,null,null,0.08,0.25020424,79,,,0,,False,3,train,2
795,0.0,283.59207,283.84227,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,-20.0,4.0,null,null,0.08,0.25020424,25,,,0,,False,3,train,2
796,0.0,283.84227,284.09247,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,-10.0,4.0,null,null,0.08,0.25020424,136,,,0,,False,5,test,0
797,0.0,284.09247,284.34269,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,-40.0,4.0,null,null,0.08,0.25021326,157,,,0,,False,6,train,1
798,0.0,284.34269,284.5929,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,-10.0,4.0,null,null,0.08,0.25021326,166,,,0,,False,3,train,1
799,0.0,284.5929,284.84311,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,-10.0,4.0,null,null,0.08,0.25021326,125,,,0,,False,1,train,0
800,0.0,284.84311,285.09333,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,20.0,4.0,null,null,0.08,0.25021326,42,,,0,,False,3,train,0
801,0.0,285.09333,285.34353,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,10.0,4.0,null,null,0.08,0.25020174,31,,,0,,False,5,test,1
802,0.0,285.34353,285.59373,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,-40.0,4.0,null,null,0.08,0.25020174,69,,,0,,False,3,train,0
803,0.0,285.59373,285.84393,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25020174,164,,,0,,False,1,train,0
804,0.0,285.84393,286.09413,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,30.0,4.0,null,null,0.08,0.25020174,84,,,0,,False,3,train,1
805,0.0,286.09413,286.34435,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,-30.0,4.0,null,null,0.08,0.25021826,91,,,0,,False,4,train,1
806,0.0,286.34435,286.59457,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,10.0,4.0,null,null,0.08,0.25021826,182,,,0,,False,4,train,0
807,0.0,286.59457,286.84479,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,-20.0,4.0,null,null,0.08,0.25021826,147,,,0,,False,3,train,2
808,0.0,286.84479,287.09501,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,-30.0,4.0,null,null,0.08,0.25021826,124,,,0,,False,7,train,2
809,0.0,287.09501,287.34521,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,-10.0,4.0,null,null,0.08,0.25019924,201,,,0,,False,1,train,0
810,0.0,287.34521,287.59541,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,40.0,4.0,null,null,0.08,0.25019924,189,,,0,,False,5,test,2
811,0.0,287.59541,287.8456,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,20.0,40.0,4.0,null,null,0.08,0.25019924,180,,,0,,False,2,test,1
812,0.0,287.8456,288.0958,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,-20.0,4.0,null,null,0.08,0.25019924,25,,,0,,False,4,train,2
813,0.0,288.0958,288.34602,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,10.0,4.0,null,null,0.08,0.25021326,9,,,0,,False,4,train,1
814,0.0,288.34602,288.59623,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,0.0,4.0,null,null,0.08,0.25021326,191,,,0,,False,2,test,1
815,0.0,288.59623,288.84644,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,30.0,4.0,null,null,0.08,0.25021326,126,,,0,,False,3,train,1
816,0.0,288.84644,289.09666,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,0.0,4.0,null,null,0.08,0.25021326,46,,,0,,False,4,train,1
817,0.0,289.09666,289.34686,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,10.0,4.0,null,null,0.08,0.25020674,204,,,0,,False,3,train,1
818,0.0,289.34686,289.59707,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,40.0,4.0,null,null,0.08,0.25020674,171,,,0,,False,3,train,1
819,0.0,289.59707,289.84728,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,30.0,4.0,null,null,0.08,0.25020674,27,,,0,,False,3,train,2
820,0.0,289.84728,290.09748,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,-30.0,4.0,null,null,0.08,0.25020674,3,,,0,,False,4,train,1
821,0.0,290.09748,290.3477,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-20.0,4.0,null,null,0.08,0.25021826,218,,,0,,False,2,test,1
822,0.0,290.3477,290.59792,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,-40.0,4.0,null,null,0.08,0.25021826,151,,,0,,False,3,train,0
823,0.0,290.59792,290.84814,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,20.0,4.0,null,null,0.08,0.25021826,10,,,0,,False,3,train,2
824,0.0,290.84814,291.09836,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-40.0,4.0,null,null,0.08,0.25021826,220,,,0,,False,2,test,0
825,0.0,291.09836,291.34856,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-10.0,0.0,4.0,null,null,0.08,0.25019924,7,,,0,,False,2,test,2
826,0.0,291.34856,291.59876,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25019924,237,,,0,,False,0,train,0
827,0.0,291.59876,291.84895,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,-20.0,4.0,null,null,0.08,0.25019924,223,,,0,,False,2,test,0
828,0.0,291.84895,292.09915,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25019924,89,,,0,,False,1,train,2
829,0.0,292.09915,292.34937,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,20.0,4.0,null,null,0.08,0.25021326,181,,,0,,False,3,train,1
830,0.0,292.34937,292.59958,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,40.0,4.0,null,null,0.08,0.25021326,178,,,0,,False,3,train,1
831,0.0,292.59958,292.84979,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,10.0,4.0,null,null,0.08,0.25021326,68,,,0,,False,2,test,2
832,0.0,292.84979,293.10001,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,-40.0,4.0,null,null,0.08,0.25021326,4,,,0,,False,7,train,2
833,0.0,293.10001,293.35021,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,10.0,4.0,null,null,0.08,0.25020424,17,,,0,,False,3,train,2
834,0.0,293.35021,293.60042,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25020424,199,,,0,,False,5,test,1
835,0.0,293.60042,293.85062,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-10.0,4.0,null,null,0.08,0.25020424,170,,,0,,False,3,train,1
836,0.0,293.85062,294.10082,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,40.0,4.0,null,null,0.08,0.25020424,171,,,0,,False,4,train,1
837,0.0,294.10082,294.35103,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,20.0,4.0,null,null,0.08,0.25021076,181,,,0,,False,4,train,1
838,0.0,294.35103,294.60125,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,20.0,4.0,null,null,0.08,0.25021076,187,,,0,,False,2,test,1
839,0.0,294.60125,294.85146,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25021076,164,,,0,,False,2,test,0
840,0.0,294.85146,295.10167,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,-10.0,4.0,null,null,0.08,0.25021076,88,,,0,,False,2,test,1
841,0.0,295.10167,295.35187,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,40.0,4.0,null,null,0.08,0.25020424,52,,,0,,False,6,train,2
842,0.0,295.35187,295.60208,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,20.0,4.0,null,null,0.08,0.25020424,172,,,0,,False,4,train,1
843,0.0,295.60208,295.85228,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,0.0,4.0,null,null,0.08,0.25020424,58,,,0,,False,2,test,0
844,0.0,295.85228,296.10248,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,40.0,4.0,null,null,0.08,0.25020424,183,,,0,,False,2,test,2
845,0.0,296.10248,296.35271,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,0.0,4.0,null,null,0.08,0.25022576,66,,,0,,False,3,train,2
846,0.0,296.35271,296.60294,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-10.0,-40.0,4.0,null,null,0.08,0.25022576,22,,,0,,False,6,train,2
847,0.0,296.60294,296.85316,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,-20.0,4.0,null,null,0.08,0.25022576,45,,,0,,False,4,train,1
848,0.0,296.85316,297.10339,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,0.0,4.0,null,null,0.08,0.25022576,74,,,0,,False,3,train,2
849,0.0,297.10339,297.35358,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-20.0,4.0,null,null,0.08,0.25019674,100,,,0,,False,2,test,2
850,0.0,297.35358,297.60378,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,-40.0,4.0,null,null,0.08,0.25019674,15,,,0,,False,3,train,0
851,0.0,297.60378,297.85398,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25019674,184,,,0,,False,2,test,1
852,0.0,297.85398,298.10417,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,30.0,4.0,null,null,0.08,0.25019674,65,,,0,,False,6,train,0
853,0.0,298.10417,298.35438,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,-20.0,4.0,null,null,0.08,0.25021076,162,,,0,,False,2,test,2
854,0.0,298.35438,298.6046,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,-10.0,4.0,null,null,0.08,0.25021076,238,,,0,,False,0,train,1
855,0.0,298.6046,298.85481,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-40.0,4.0,null,null,0.08,0.25021076,220,,,0,,False,3,train,0
856,0.0,298.85481,299.10502,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,20.0,4.0,null,null,0.08,0.25021076,231,,,0,,False,1,train,2
857,0.0,299.10502,299.35522,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,30.0,4.0,null,null,0.08,0.25020674,107,,,0,,False,2,test,1
858,0.0,299.35522,299.60543,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-40.0,4.0,null,null,0.08,0.25020674,57,,,0,,False,3,train,2
859,0.0,299.60543,299.85564,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,0.0,4.0,null,null,0.08,0.25020674,239,,,0,,False,0,train,0
860,0.0,299.85564,300.10584,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,20.0,-30.0,4.0,null,null,0.08,0.25020674,190,,,0,,False,5,test,1
861,0.0,300.10584,300.35605,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,-30.0,4.0,null,null,0.08,0.25020826,106,,,0,,False,5,test,0
862,0.0,300.35605,300.60626,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,0.0,4.0,null,null,0.08,0.25020826,19,,,0,,False,5,test,2
863,0.0,300.60626,300.85647,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,30.0,4.0,null,null,0.08,0.25020826,240,,,0,,False,0,train,1
864,0.0,300.85647,301.10668,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,-30.0,4.0,null,null,0.08,0.25020826,179,,,0,,False,3,train,1
865,0.0,301.10668,301.35689,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,0.0,4.0,null,null,0.08,0.25021174,66,,,0,,False,4,train,2
866,0.0,301.35689,301.6071,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,0.0,4.0,null,null,0.08,0.25021174,161,,,0,,False,3,train,2
867,0.0,301.6071,301.85731,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,-10.0,4.0,null,null,0.08,0.25021174,241,,,0,,False,0,train,2
868,0.0,301.85731,302.10752,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,30.0,4.0,null,null,0.08,0.25021174,176,,,0,,False,3,train,0
869,0.0,302.10752,302.35773,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,20.0,4.0,null,null,0.08,0.25021076,148,,,0,,False,2,test,0
870,0.0,302.35773,302.60795,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25021076,101,,,0,,False,2,test,2
871,0.0,302.60795,302.85816,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,20.0,4.0,null,null,0.08,0.25021076,149,,,0,,False,5,test,2
872,0.0,302.85816,303.10837,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,0.0,4.0,null,null,0.08,0.25021076,58,,,0,,False,3,train,0
873,0.0,303.10837,303.35857,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25020674,18,,,0,,False,3,train,2
874,0.0,303.35857,303.60878,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,10.0,4.0,null,null,0.08,0.25020674,133,,,0,,False,3,train,0
875,0.0,303.60878,303.85899,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,30.0,4.0,null,null,0.08,0.25020674,176,,,0,,False,4,train,0
876,0.0,303.85899,304.10919,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-20.0,4.0,null,null,0.08,0.25020674,152,,,0,,False,1,train,1
877,0.0,304.10919,304.3594,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,-30.0,4.0,null,null,0.08,0.25021076,205,,,0,,False,3,train,1
878,0.0,304.3594,304.60962,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,30.0,4.0,null,null,0.08,0.25021076,37,,,0,,False,4,train,2
879,0.0,304.60962,304.85983,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,20.0,4.0,null,null,0.08,0.25021076,132,,,0,,False,3,train,0
880,0.0,304.85983,305.11004,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,10.0,4.0,null,null,0.08,0.25021076,117,,,0,,False,5,test,2
881,0.0,305.11004,305.36024,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-10.0,4.0,null,null,0.08,0.25020424,1,,,0,,False,5,test,2
882,0.0,305.36024,305.61045,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,30.0,4.0,null,null,0.08,0.25020424,142,,,0,,False,5,test,2
883,0.0,305.61045,305.86065,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,-40.0,4.0,null,null,0.08,0.25020424,95,,,0,,False,3,train,0
884,0.0,305.86065,306.11085,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,-40.0,4.0,null,null,0.08,0.25020424,69,,,0,,False,4,train,0
885,0.0,306.11085,306.36107,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,20.0,4.0,null,null,0.08,0.25021826,135,,,0,,False,3,train,0
886,0.0,306.36107,306.61129,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,-20.0,4.0,null,null,0.08,0.25021826,165,,,0,,False,1,train,1
887,0.0,306.61129,306.86151,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,20.0,4.0,null,null,0.08,0.25021826,10,,,0,,False,4,train,2
888,0.0,306.86151,307.11173,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,-30.0,4.0,null,null,0.08,0.25021826,44,,,0,,False,4,train,2
889,0.0,307.11173,307.36193,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,10.0,4.0,null,null,0.08,0.25020424,145,,,0,,False,4,train,0
890,0.0,307.36193,307.61214,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,10.0,4.0,null,null,0.08,0.25020424,235,,,0,,False,1,train,1
891,0.0,307.61214,307.86234,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-30.0,4.0,null,null,0.08,0.25020424,73,,,0,,False,5,test,0
892,0.0,307.86234,308.11254,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,0.0,4.0,null,null,0.08,0.25020424,192,,,0,,False,2,test,0
893,0.0,308.11254,308.36275,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,30.0,4.0,null,null,0.08,0.25021076,200,,,0,,False,4,train,0
894,0.0,308.36275,308.61297,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,10.0,4.0,null,null,0.08,0.25021076,23,,,0,,False,2,test,1
895,0.0,308.61297,308.86318,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,0.0,4.0,null,null,0.08,0.25021076,239,,,0,,False,1,train,0
896,0.0,308.86318,309.11339,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,-40.0,4.0,null,null,0.08,0.25021076,156,,,0,,False,2,test,2
897,0.0,309.11339,309.36359,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,-40.0,4.0,null,null,0.08,0.25020424,70,,,0,,False,5,test,0
898,0.0,309.36359,309.6138,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,30.0,4.0,null,null,0.08,0.25020424,37,,,0,,False,5,test,2
899,0.0,309.6138,309.864,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,-20.0,4.0,null,null,0.08,0.25020424,45,,,0,,False,5,test,1
900,0.0,309.864,310.1142,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-30.0,4.0,null,null,0.08,0.25020424,173,,,0,,False,3,train,2
901,0.0,310.1142,310.36442,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25021826,175,,,0,,False,3,train,1
902,0.0,310.36442,310.61464,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,20.0,4.0,null,null,0.08,0.25021826,149,,,0,,False,6,train,2
903,0.0,310.61464,310.86486,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-30.0,4.0,null,null,0.08,0.25021826,173,,,0,,False,4,train,2
904,0.0,310.86486,311.11508,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,10.0,4.0,null,null,0.08,0.25021826,204,,,0,,False,4,train,1
905,0.0,311.11508,311.36528,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-40.0,4.0,null,null,0.08,0.25020424,118,,,0,,False,3,train,1
906,0.0,311.36528,311.61549,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,30.0,4.0,null,null,0.08,0.25020424,240,,,0,,False,1,train,1
907,0.0,311.61549,311.86569,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,30.0,4.0,null,null,0.08,0.25020424,240,,,0,,False,2,test,1
908,0.0,311.86569,312.11589,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,20.0,4.0,null,null,0.08,0.25020424,93,,,0,,False,2,test,1
909,0.0,312.11589,312.3661,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,40.0,4.0,null,null,0.08,0.25020326,78,,,0,,False,5,test,0
910,0.0,312.3661,312.6163,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,-40.0,4.0,null,null,0.08,0.25020326,70,,,0,,False,6,train,0
911,0.0,312.6163,312.8665,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,20.0,4.0,null,null,0.08,0.25020326,196,,,0,,False,5,test,0
912,0.0,312.8665,313.11671,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25020326,18,,,0,,False,4,train,2
913,0.0,313.11671,313.36692,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,40.0,4.0,null,null,0.08,0.25021174,150,,,0,,False,3,train,1
914,0.0,313.36692,313.61713,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,30.0,4.0,null,null,0.08,0.25021174,234,,,0,,False,3,train,2
915,0.0,313.61713,313.86734,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,20.0,4.0,null,null,0.08,0.25021174,207,,,0,,False,4,train,0
916,0.0,313.86734,314.11755,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25021174,219,,,0,,False,2,test,0
917,0.0,314.11755,314.36777,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-30.0,4.0,null,null,0.08,0.25021826,111,,,0,,False,3,train,2
