stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,orientation,frame,stimulus_name,y_position,color,spatial_frequency,temporal_frequency,size,x_position,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
529,0.0,216.7477,216.99789,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25019649,142,,,0,,False,1,train,2
530,0.0,216.99789,217.24809,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25019649,201,,,0,,False,3,train,1
531,0.0,217.24809,217.49829,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25019649,72,,,0,,False,4,train,2
532,0.0,217.49829,217.74848,0.8,90.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25019649,174,,,0,,False,1,train,2
533,0.0,217.74848,217.99869,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021101,140,,,0,,False,4,train,1
534,0.0,217.99869,218.24891,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021101,24,,,0,,False,2,test,2
535,0.0,218.24891,218.49912,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021101,201,,,0,,False,4,train,1
536,0.0,218.49912,218.74933,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021101,223,,,0,,False,0,train,0
537,0.0,218.74933,218.99953,0.8,0.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020149,198,,,0,,False,4,train,0
538,0.0,218.99953,219.24973,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020149,224,,,0,,False,0,train,2
539,0.0,219.24973,219.49993,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020149,103,,,0,,False,2,test,2
540,0.0,219.49993,219.75013,0.8,0.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020149,198,,,0,,False,5,test,0
541,0.0,219.75013,220.00035,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021351,59,,,0,,False,2,test,2
542,0.0,220.00035,220.25056,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021351,39,,,0,,False,2,test,1
543,0.0,220.25056,220.50077,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021351,94,,,0,,False,2,test,0
544,0.0,220.50077,220.75099,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021351,184,,,0,,False,2,test,1
545,0.0,220.75099,221.00119,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020399,52,,,0,,False,1,train,0
546,0.0,221.00119,221.2514,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,27,,,0,,False,2,test,0
547,0.0,221.2514,221.5016,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,36,,,0,,False,5,test,0
548,0.0,221.5016,221.7518,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020399,86,,,0,,False,3,train,1
549,0.0,221.7518,222.00201,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021101,18,,,0,,False,2,test,1
550,0.0,222.00201,222.25223,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021101,202,,,0,,False,1,train,1
551,0.0,222.25223,222.50244,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021101,9,,,0,,False,2,test,1
552,0.0,222.50244,222.75265,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021101,202,,,0,,False,2,test,1
553,0.0,222.75265,223.00286,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021149,53,,,0,,False,3,train,2
554,0.0,223.00286,223.25307,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021149,139,,,0,,False,2,test,2
555,0.0,223.25307,223.50328,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021149,182,,,0,,False,1,train,1
556,0.0,223.50328,223.75349,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021149,24,,,0,,False,3,train,2
557,0.0,223.75349,224.0037,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021101,84,,,0,,False,5,test,1
558,0.0,224.0037,224.25392,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021101,39,,,0,,False,3,train,1
559,0.0,224.25392,224.50413,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021101,71,,,0,,False,3,train,0
560,0.0,224.50413,224.75434,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021101,190,,,0,,False,1,train,0
561,0.0,224.75434,225.00454,0.8,0.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020399,42,,,0,,False,1,train,0
562,0.0,225.00454,225.25475,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,154,,,0,,False,2,test,0
563,0.0,225.25475,225.50495,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020399,183,,,0,,False,2,test,0
564,0.0,225.50495,225.75515,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,154,,,0,,False,3,train,0
565,0.0,225.75515,226.00536,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021101,28,,,0,,False,2,test,0
566,0.0,226.00536,226.25558,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021101,144,,,0,,False,1,train,1
567,0.0,226.25558,226.50579,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021101,4,,,0,,False,5,test,1
568,0.0,226.50579,226.756,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021101,65,,,0,,False,1,train,2
569,0.0,226.756,227.00621,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020899,135,,,0,,False,3,train,2
570,0.0,227.00621,227.25642,0.8,90.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020899,217,,,0,,False,1,train,2
571,0.0,227.25642,227.50662,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020899,207,,,0,,False,2,test,2
572,0.0,227.50662,227.75683,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020899,225,,,0,,False,0,train,0
573,0.0,227.75683,228.00705,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021351,223,,,0,,False,1,train,0
574,0.0,228.00705,228.25726,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021351,127,,,0,,False,1,train,0
575,0.0,228.25726,228.50747,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021351,69,,,0,,False,1,train,1
576,0.0,228.50747,228.75769,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021351,6,,,0,,False,4,train,2
577,0.0,228.75769,229.00789,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020149,52,,,0,,False,2,test,0
578,0.0,229.00789,229.25809,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020149,116,,,0,,False,3,train,2
579,0.0,229.25809,229.50829,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020149,82,,,0,,False,3,train,2
580,0.0,229.50829,229.75849,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020149,69,,,0,,False,2,test,1
581,0.0,229.75849,230.00871,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021351,162,,,0,,False,2,test,2
582,0.0,230.00871,230.25892,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021351,153,,,0,,False,2,test,2
583,0.0,230.25892,230.50913,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021351,195,,,0,,False,2,test,1
584,0.0,230.50913,230.75935,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021351,7,,,0,,False,4,train,2
585,0.0,230.75935,231.00955,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020649,218,,,0,,False,3,train,1
586,0.0,231.00955,231.25976,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020649,99,,,0,,False,1,train,2
587,0.0,231.25976,231.50997,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020649,169,,,0,,False,2,test,0
588,0.0,231.50997,231.76017,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020649,95,,,0,,False,3,train,0
589,0.0,231.76017,232.01039,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021351,210,,,0,,False,1,train,0
590,0.0,232.01039,232.2606,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021351,72,,,0,,False,5,test,2
591,0.0,232.2606,232.51081,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021351,107,,,0,,False,5,test,0
592,0.0,232.51081,232.76103,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021351,12,,,0,,False,5,test,2
593,0.0,232.76103,233.01123,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020399,180,,,0,,False,1,train,0
594,0.0,233.01123,233.26144,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020399,162,,,0,,False,3,train,2
595,0.0,233.26144,233.51164,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020399,145,,,0,,False,1,train,2
596,0.0,233.51164,233.76184,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020399,79,,,0,,False,3,train,0
597,0.0,233.76184,234.01207,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25022351,183,,,0,,False,3,train,0
598,0.0,234.01207,234.26229,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25022351,112,,,0,,False,4,train,1
599,0.0,234.26229,234.51251,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25022351,153,,,0,,False,3,train,2
600,0.0,234.51251,234.76274,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25022351,179,,,0,,False,2,test,0
601,0.0,234.76274,235.01293,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25019649,145,,,0,,False,2,test,2
602,0.0,235.01293,235.26313,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25019649,206,,,0,,False,2,test,2
603,0.0,235.26313,235.51333,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25019649,90,,,0,,False,4,train,0
604,0.0,235.51333,235.76352,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25019649,176,,,0,,False,2,test,1
605,0.0,235.76352,236.01373,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020851,91,,,0,,False,2,test,2
606,0.0,236.01373,236.26394,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020851,131,,,0,,False,3,train,2
607,0.0,236.26394,236.51415,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020851,47,,,0,,False,2,test,2
608,0.0,236.51415,236.76436,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020851,226,,,0,,False,0,train,1
609,0.0,236.76436,237.01457,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020899,191,,,0,,False,1,train,1
610,0.0,237.01457,237.26478,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020899,223,,,0,,False,2,test,0
611,0.0,237.26478,237.51498,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020899,216,,,0,,False,1,train,0
612,0.0,237.51498,237.76519,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020899,227,,,0,,False,0,train,1
613,0.0,237.76519,238.01542,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25022351,228,,,0,,False,0,train,2
614,0.0,238.01542,238.26564,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25022351,220,,,0,,False,1,train,0
615,0.0,238.26564,238.51586,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25022351,66,,,0,,False,1,train,0
616,0.0,238.51586,238.76609,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25022351,170,,,0,,False,2,test,1
617,0.0,238.76609,239.01628,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25019399,153,,,0,,False,4,train,2
618,0.0,239.01628,239.26648,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25019399,195,,,0,,False,3,train,1
619,0.0,239.26648,239.51667,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25019399,182,,,0,,False,2,test,1
620,0.0,239.51667,239.76686,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25019399,89,,,0,,False,1,train,1
621,0.0,239.76686,240.01707,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021101,1,,,0,,False,2,test,1
622,0.0,240.01707,240.26729,0.8,0.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021101,81,,,0,,False,4,train,0
623,0.0,240.26729,240.5175,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021101,134,,,0,,False,3,train,2
624,0.0,240.5175,240.76771,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021101,87,,,0,,False,1,train,2
625,0.0,240.76771,241.01792,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020899,123,,,0,,False,2,test,0
626,0.0,241.01792,241.26813,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020899,62,,,0,,False,2,test,1
627,0.0,241.26813,241.51833,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020899,52,,,0,,False,3,train,0
628,0.0,241.51833,241.76854,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020899,229,,,0,,False,0,train,2
629,0.0,241.76854,242.01875,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020601,164,,,0,,False,3,train,1
630,0.0,242.01875,242.26896,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020601,176,,,0,,False,3,train,1
631,0.0,242.26896,242.51916,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020601,229,,,0,,False,1,train,2
632,0.0,242.51916,242.76937,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020601,207,,,0,,False,3,train,2
633,0.0,242.76937,243.01958,0.8,90.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021149,3,,,0,,False,5,test,2
634,0.0,243.01958,243.26979,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021149,41,,,0,,False,3,train,0
635,0.0,243.26979,243.52,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021149,145,,,0,,False,3,train,2
636,0.0,243.52,243.77021,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021149,154,,,0,,False,4,train,0
637,0.0,243.77021,244.02042,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021101,90,,,0,,False,5,test,0
638,0.0,244.02042,244.27064,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021101,136,,,0,,False,1,train,1
639,0.0,244.27064,244.52085,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021101,46,,,0,,False,1,train,2
640,0.0,244.52085,244.77106,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021101,156,,,0,,False,3,train,0
641,0.0,244.77106,245.02126,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020399,209,,,0,,False,1,train,0
642,0.0,245.02126,245.27147,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020399,165,,,0,,False,3,train,1
643,0.0,245.27147,245.52167,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020399,201,,,0,,False,5,test,1
644,0.0,245.52167,245.77187,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020399,105,,,0,,False,2,test,0
645,0.0,245.77187,246.02209,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021601,230,,,0,,False,0,train,2
646,0.0,246.02209,246.27231,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021601,138,,,0,,False,4,train,1
647,0.0,246.27231,246.52252,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021601,19,,,0,,False,4,train,1
648,0.0,246.52252,246.77274,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021601,149,,,0,,False,3,train,1
649,0.0,246.77274,247.02294,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020149,188,,,0,,False,3,train,2
650,0.0,247.02294,247.27314,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020149,125,,,0,,False,3,train,1
651,0.0,247.27314,247.52334,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020149,83,,,0,,False,3,train,0
652,0.0,247.52334,247.77354,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020149,20,,,0,,False,2,test,1
653,0.0,247.77354,248.02377,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25022851,78,,,0,,False,2,test,0
654,0.0,248.02377,248.274,0.8,45.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25022851,100,,,0,,False,3,train,1
655,0.0,248.274,248.52423,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25022851,131,,,0,,False,4,train,2
656,0.0,248.52423,248.77446,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25022851,182,,,0,,False,3,train,1
657,0.0,248.77446,249.02465,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25019149,109,,,0,,False,3,train,1
658,0.0,249.02465,249.27484,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25019149,20,,,0,,False,3,train,1
659,0.0,249.27484,249.52503,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25019149,76,,,0,,False,2,test,2
660,0.0,249.52503,249.77522,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25019149,77,,,0,,False,3,train,0
661,0.0,249.77522,250.02543,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021101,204,,,0,,False,1,train,0
662,0.0,250.02543,250.27565,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021101,52,,,0,,False,4,train,0
663,0.0,250.27565,250.52586,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021101,29,,,0,,False,3,train,2
664,0.0,250.52586,250.77607,0.8,90.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021101,231,,,0,,False,0,train,2
665,0.0,250.77607,251.02628,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020899,11,,,0,,False,5,test,1
666,0.0,251.02628,251.27649,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020899,157,,,0,,False,2,test,2
