ecephys_unit_id,ecephys_session_id,ecephys_probe_id,specimen_id,cohort,area,azimuth_rf,elevation_rf,area_rf,p_value_rf,v1_azimuth_median_deg,v1_elevation_median_deg,relative_azimuth_deg,relative_elevation_deg,inside_v1_convex_hull,inside_v1_robust_box,width_rf,height_rf,on_screen_rf,distance_to_nearest_grid_edge_deg,equivalent_circle_diameter_deg,width_sigma_magnitude_deg,height_sigma_magnitude_deg,major_sigma_magnitude_deg,minor_sigma_magnitude_deg,major_fwhm_deg,minor_fwhm_deg,gaussian_fwhm_area_deg2,pooled_group
915960648,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,15,600,0,55,15,-5,0,True,True,36.41299,48.09993,True,35,27.63953,36.41299,48.09993,48.09993,36.41299,113.2667,85.74604,7627.92,V1
915960652,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,5,400,0,55,15,0,-10,True,True,8.524358,11.78068,True,35,22.56758,8.524358,11.78068,11.78068,8.524358,27.74138,20.07333,437.3583,V1
915960656,732592105,733744649,717038288,Brain Observatory 1.1,V1,45,16.667,600,0,55,15,-10,1.667,True,True,22.88225,32.52251,True,33.333,27.63953,22.88225,32.52251,32.52251,22.88225,76.58466,53.88359,3241.069,V1
915960670,732592105,733744649,717038288,Brain Observatory 1.1,V1,57.5,6.25,800,0,55,15,2.5,-8.75,True,True,52.19034,54.40902,True,32.5,31.91538,52.19034,54.40902,54.40902,52.19034,128.1234,122.8989,12367.06,V1
915960700,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,22.857,700,0,55,15,5,7.857,True,True,32.44913,38.05706,True,27.143,29.85411,32.44913,38.05706,38.05706,32.44913,89.61752,76.41187,5378.282,V1
915960665,732592105,733744649,717038288,Brain Observatory 1.1,V1,48.333,11.667,600,0,55,15,-6.667,-3.333,True,True,43.84461,40.75773,True,38.333,27.63953,43.84461,40.75773,43.84461,40.75773,103.2462,95.97713,7782.723,V1
915960674,732592105,733744649,717038288,Brain Observatory 1.1,V1,46.667,13.333,300,0,55,15,-8.333,-1.667,True,True,10.2048,13.36005,True,36.667,19.5441,10.2048,13.36005,13.36005,10.2048,31.46052,24.03047,593.7696,V1
915960678,732592105,733744649,717038288,Brain Observatory 1.1,V1,57.143,20,700,0,55,15,2.143,5,True,True,37.23326,43.17387,True,30,29.85411,37.23326,43.17387,43.17387,37.23326,101.6667,87.67763,7000.956,V1
915960683,732592105,733744649,717038288,Brain Observatory 1.1,V1,70,5,600,0,55,15,15,-10,True,True,37.00231,48.58322,True,20,27.63953,37.00231,48.58322,48.58322,37.00231,114.4047,87.13378,7829.256,V1
915960688,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,20,400,0,55,15,0,5,True,True,50.76234,44.26974,True,30,22.56758,50.76234,44.26974,50.76234,44.26974,119.5362,104.2473,9787.099,V1
915960693,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,5,400,0,55,15,0,-10,True,True,9.175541,10.64064,True,35,22.56758,9.175541,10.64064,10.64064,9.175541,25.05678,21.60675,425.211,V1
915960696,732592105,733744649,717038288,Brain Observatory 1.1,V1,53.333,13.333,300,0,55,15,-1.667,-1.667,True,True,39.1512,33.52695,True,36.667,19.5441,39.1512,33.52695,39.1512,33.52695,92.19403,78.94993,5716.687,V1
915960704,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,7.949367,15.60723,True,35,22.56758,7.949367,15.60723,15.60723,7.949367,36.75222,18.71933,540.3358,V1
915960718,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,15,600,0,55,15,-5,0,True,True,8.187755,15.08491,True,35,27.63953,8.187755,15.08491,15.08491,8.187755,35.52224,19.28069,537.914,V1
915960732,732592105,733744649,717038288,Brain Observatory 1.1,V1,52,14,500,0,55,15,-3,-1,True,True,22.28666,24.20788,True,36,25.23133,22.28666,24.20788,24.20788,22.28666,57.00519,52.48108,2349.671,V1
915960737,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,113.3981,67.10878,True,35,22.56758,113.3981,67.10878,113.3981,67.10878,267.0322,158.0291,33142.91,V1
915960754,732592105,733744649,717038288,Brain Observatory 1.1,V1,52,14,500,0,55,15,-3,-1,True,True,28.10696,42.49732,True,36,25.23133,28.10696,42.49732,42.49732,28.10696,100.0735,66.18683,5202.124,V1
915961104,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,20,100,0,55,15,-5,5,True,True,5.559942,11.30019,True,30,11.28379,5.559942,11.30019,11.30019,5.559942,26.60991,13.09266,273.6285,V1
915960765,732592105,733744649,717038288,Brain Observatory 1.1,V1,70,26.25,800,0,55,15,15,11.25,True,True,2231.716,153.2853,False,20,31.91538,2231.716,153.2853,2231.716,153.2853,5255.29,360.9592,1489858,V1
915960770,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,26.58517,32.18557,True,35,22.56758,26.58517,32.18557,32.18557,26.58517,75.79123,62.60329,3726.542,V1
915960799,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,22.5,400,0,55,15,5,7.5,True,True,76.07487,74.12696,True,27.5,22.56758,76.07487,74.12696,76.07487,74.12696,179.1426,174.5557,24559.68,V1
915960773,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,15,600,0,55,15,-5,0,True,True,26.56263,29.79884,True,35,27.63953,26.56263,29.79884,29.79884,26.56263,70.17091,62.55021,3447.274,V1
915960775,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,20,200,0,55,15,0,5,True,True,4.426035,5.955618,True,30,15.95769,4.426035,5.955618,5.955618,4.426035,14.02441,10.42252,114.8013,V1
915960780,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,20,200,0,55,15,0,5,True,True,12.29278,13.78404,True,30,15.95769,12.29278,13.78404,13.78404,12.29278,32.45895,28.94728,737.9586,V1
915960783,732592105,733744649,717038288,Brain Observatory 1.1,V1,56.667,13.333,300,0,55,15,1.667,-1.667,True,True,46.18247,44.47045,True,33.333,19.5441,46.18247,44.47045,46.18247,44.47045,108.7514,104.7199,8944.459,V1
915960790,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,15,1000,0,55,15,5,0,True,True,31.18622,39.69165,True,30,35.68248,31.18622,39.69165,39.69165,31.18622,93.46668,73.43792,5390.973,V1
915960830,732592105,733744649,717038288,Brain Observatory 1.1,V1,52,14,500,0,55,15,-3,-1,True,True,13.51834,17.2197,True,36,25.23133,13.51834,17.2197,17.2197,13.51834,40.5493,31.83325,1013.804,V1
915960845,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,20,100,0,55,15,-5,5,True,True,5.806278,9.166536,True,30,11.28379,5.806278,9.166536,9.166536,5.806278,21.58554,13.67274,231.7973,V1
915960848,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,17.5,400,0,55,15,-5,2.5,True,True,8.692979,13.93003,True,32.5,22.56758,8.692979,13.93003,13.93003,8.692979,32.80271,20.4704,527.3828,V1
915960851,732592105,733744649,717038288,Brain Observatory 1.1,V1,45,5,400,0,55,15,-10,-10,True,True,11.7123,14.76163,True,35,22.56758,11.7123,14.76163,14.76163,11.7123,34.76097,27.58036,752.977,V1
915960857,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,5,600,0,55,15,5,-10,True,True,31.92255,43.10156,True,30,27.63953,31.92255,43.10156,43.10156,31.92255,101.4964,75.17187,5992.333,V1
915960804,732592105,733744649,717038288,Brain Observatory 1.1,V1,58,16,500,0,55,15,3,1,True,True,10.84763,15.52926,True,32,25.23133,10.84763,15.52926,15.52926,10.84763,36.56861,25.54423,733.6537,V1
915960807,732592105,733744649,717038288,Brain Observatory 1.1,V1,58,14,500,0,55,15,3,-1,True,True,8.554539,15.83212,True,32,25.23133,8.554539,15.83212,15.83212,8.554539,37.28179,20.1444,589.8492,V1
915960810,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,5,400,0,55,15,0,-10,True,True,22.11013,32.83488,True,35,22.56758,22.11013,32.83488,32.83488,22.11013,77.32022,52.06537,3161.782,V1
915960812,732592105,733744649,717038288,Brain Observatory 1.1,V1,48,14,500,0.004,55,15,-7,-1,True,True,38.25766,32.63348,True,36,25.23133,38.25766,32.63348,38.25766,32.63348,90.08991,76.84598,5437.349,V1
915960815,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,21.48869,22.83889,True,35,22.56758,21.48869,22.83889,22.83889,21.48869,53.78148,50.602,2137.422,V1
915961106,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,10,600,0,55,15,0,-5,True,True,19.89712,18.45813,True,35,27.63953,19.89712,18.45813,19.89712,18.45813,46.85413,43.46558,1599.496,V1
915960817,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,12.43945,17.41088,True,35,22.56758,12.43945,17.41088,17.41088,12.43945,40.99948,29.29266,943.2507,V1
915960819,732592105,733744649,717038288,Brain Observatory 1.1,V1,45,15,400,0,55,15,-10,0,True,True,14.64037,16.98554,True,35,22.56758,14.64037,16.98554,16.98554,14.64037,39.9979,34.47544,1083.021,V1
915960823,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,10.97251,13.64746,True,35,22.56758,10.97251,13.64746,13.64746,10.97251,32.13732,25.83829,652.1735,V1
915960825,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,10.92084,13.87827,True,35,22.56758,10.92084,13.87827,13.87827,10.92084,32.68082,25.71661,660.0799,V1
915960838,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,12.5,400,0,55,15,5,-2.5,True,True,27.61419,30.79582,True,30,22.56758,27.61419,30.79582,30.79582,27.61419,72.51861,65.02644,3703.645,V1
915960841,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,7.96832,9.110182,True,35,22.56758,7.96832,9.110182,9.110182,7.96832,21.45284,18.76396,316.1543,V1
915961109,732592105,733744649,717038288,Brain Observatory 1.1,V1,65,10,200,0,55,15,10,-5,True,True,8.102106,10.9602,True,25,15.95769,8.102106,10.9602,10.9602,8.102106,25.8093,19.079,386.7423,V1
915960835,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,44.5752,49.30197,True,35,22.56758,44.5752,49.30197,49.30197,44.5752,116.0973,104.9666,9571.124,V1
915960859,732592105,733744649,717038288,Brain Observatory 1.1,V1,45,15,400,0,55,15,-10,0,True,True,9.088233,11.64575,True,35,22.56758,9.088233,11.64575,11.64575,9.088233,27.42364,21.40115,460.9483,V1
915960861,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,11.70662,13.14669,True,35,22.56758,11.70662,13.14669,13.14669,11.70662,30.95809,27.56698,670.2755,V1
915960865,732592105,733744649,717038288,Brain Observatory 1.1,V1,58,14,500,0,55,15,3,-1,True,True,21.175,23.39968,True,32,25.23133,21.175,23.39968,23.39968,21.175,55.10204,49.86331,2157.937,V1
915960868,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,19.49886,22.17261,True,35,22.56758,19.49886,22.17261,22.17261,19.49886,52.21251,45.91632,1882.918,V1
915960897,732592105,733744649,717038288,Brain Observatory 1.1,V1,56,8,500,0,55,15,1,-7,True,True,16.37254,15.91954,True,34,25.23133,16.37254,15.91954,16.37254,15.91954,38.55438,37.48766,1135.147,V1
915960876,732592105,733744649,717038288,Brain Observatory 1.1,V1,42,14,500,0,55,15,-13,-1,True,True,13.11763,18.40082,True,32,25.23133,13.11763,18.40082,18.40082,13.11763,43.33062,30.88965,1051.23,V1
915960882,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,7.5,400,0,55,15,5,-7.5,True,True,12.5654,18.76431,True,30,22.56758,12.5654,18.76431,18.76431,12.5654,44.18657,29.58925,1026.867,V1
915960886,732592105,733744649,717038288,Brain Observatory 1.1,V1,46.667,13.333,300,0,55,15,-8.333,-1.667,True,True,27.70327,26.308,True,36.667,19.5441,27.70327,26.308,27.70327,26.308,65.23621,61.9506,3174.125,V1
915960889,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,5,400,0,55,15,0,-10,True,True,6.892838,12.67785,True,35,22.56758,6.892838,12.67785,12.67785,6.892838,29.85406,16.23139,380.5828,V1
915960901,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,10,200,0,55,15,0,-5,True,True,19.60765,21.46616,True,35,15.95769,19.60765,21.46616,21.46616,19.60765,50.54894,46.17248,1833.096,V1
915960906,732592105,733744649,717038288,Brain Observatory 1.1,V1,55,15,400,0,55,15,0,0,True,True,16.78666,20.38341,True,35,22.56758,16.78666,20.38341,20.38341,16.78666,47.99925,39.52957,1490.207,V1
915960908,732592105,733744649,717038288,Brain Observatory 1.1,V1,58,16,500,0,55,15,3,1,True,True,23.86431,29.2989,True,32,25.23133,23.86431,29.2989,29.2989,23.86431,68.99364,56.19615,3045.127,V1
915960914,732592105,733744649,717038288,Brain Observatory 1.1,V1,52,6,500,0,55,15,-3,-9,True,True,8.115709,15.37188,True,36,25.23133,8.115709,15.37188,15.37188,8.115709,36.19802,19.11104,543.324,V1
915960916,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.333,21.667,600,0,55,15,3.333,6.667,True,True,17.34132,20.81925,True,28.333,27.63953,17.34132,20.81925,20.81925,17.34132,49.02559,40.83568,1572.362,V1
915960911,732592105,733744649,717038288,Brain Observatory 1.1,V1,58.75,18.75,800,0.004,55,15,3.75,3.75,True,True,26.00855,24.81113,True,31.25,31.91538,26.00855,24.81113,26.00855,24.81113,61.24547,58.42573,2810.399,V1
915960921,732592105,733744649,717038288,Brain Observatory 1.1,V1,65,10,200,0,55,15,10,-5,True,True,6.280564,9.203558,True,25,15.95769,6.280564,9.203558,9.203558,6.280564,21.67272,14.7896,251.7444,V1
915960923,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,21.538,1300,0,55,15,-5,6.538,True,True,15.12388,26.3081,True,28.462,40.68429,15.12388,26.3081,26.3081,15.12388,61.95083,35.61401,1732.838,V1
915960926,732592105,733744649,717038288,Brain Observatory 1.1,V1,60,20,900,0.005,55,15,5,5,True,True,47.88634,52.21403,True,30,33.85138,47.88634,52.21403,52.21403,47.88634,122.9546,112.7637,10889.4,V1
915960928,732592105,733744649,717038288,Brain Observatory 1.1,V1,50,27.143,700,0,55,15,-5,12.143,True,True,32.89696,27.55662,True,22.857,29.85411,32.89696,27.55662,32.89696,27.55662,77.46642,64.89089,3948.09,V1
915960931,732592105,733744649,717038288,Brain Observatory 1.1,V1,66.923,3.077,1300,0,55,15,11.923,-11.923,True,True,50.30825,70.70588,True,23.077,40.68429,50.30825,70.70588,70.70588,50.30825,166.4996,118.4669,15491.73,V1
915961121,732592105,733744649,717038288,Brain Observatory 1.1,V1,61.667,16.667,600,0,55,15,6.667,1.667,True,True,11.85872,23.90085,True,28.333,27.63953,11.85872,23.90085,23.90085,11.85872,56.2822,27.92515,1234.402,V1
