ecephys_session_id,target_subset,shift_azimuth_deg,shift_elevation_deg,minimum_loss,basin_grid_points_delta_005,at_bound,trace_split_half_vector_difference_deg,v1_units,censored_fraction,median_absolute_rf_area_deg2,median_rf_azimuth_deg,median_rf_elevation_deg,median_dispersion_effective_neighbors,supported_grid_points,ccf_units,ccf_available,all_dispersion_split_difference_deg,trace_improvement_over_all_dispersion_deg
761418226,full,6.0,0.0,0.334594143520034,132,False,32.2490309931942,58,0.0862068965517241,397.874465,-19.68333955,-7.91743657,47.27203224791484,1750,58,True,41.03656905736639,8.787538064172196
762120172,full,4.0,28.0,0.23547402444853166,94,False,36.05551275463989,128,0.2890625,187.798402,-2.0842573250000003,-6.08431548,107.40767015893354,2156,0,False,40.24922359499622,4.193710840356324
762602078,full,20.0,30.0,0.2943436130775594,41,True,10.198039027185569,108,0.4722222222222222,93.51441685,-16.0604097,11.4263968,87.74426208632295,1888,108,True,18.97366596101028,8.77562693382471
763673393,full,8.0,-30.0,0.196629455180295,127,True,31.304951684997057,104,0.173076923076923,253.910194,-13.37883325,-4.334004705,87.32129419146028,2131,104,True,41.182520563948,9.877568878950946
766640955,full,-8.0,16.0,0.49528716090687136,85,False,29.5296461204668,76,0.1973684210526315,187.1221945,-7.237747105,-12.18431155,61.59764558471541,2589,76,True,18.867962264113206,-10.661683856353594
767871931,full,-8.0,-8.0,0.17108127833938014,131,False,4.47213595499958,143,0.1818181818181818,268.601793,-0.257499148,-0.194880488,127.32904739830391,2579,143,True,4.47213595499958,0.0
768515987,full,-24.0,14.0,0.0827601916232098,80,False,27.784887978899608,104,0.2692307692307692,401.558563,8.65183693,-9.95131049,86.63164171620545,1670,104,True,7.211102550927978,-20.57378542797163
771160300,full,8.0,30.0,0.11325536818071498,120,True,18.439088914585774,141,0.2482269503546099,202.269458,-17.3851905,-15.7804643,124.1848750986195,3240,141,True,15.231546211727816,-3.2075427028579586
771990200,full,8.0,20.0,0.06407291008677184,143,False,40.496913462633174,97,0.1855670103092783,245.397254,-10.6429461,4.41087049,84.73664400022024,2981,97,True,41.23105625617661,0.7341427935434339
773418906,full,-8.0,-18.0,0.4939548916814782,76,False,28.071337695236398,99,0.1717171717171717,264.80973,2.11654668,3.20394606,87.65002891493747,1761,99,True,37.36308338453881,9.291745689302413
774875821,full,-2.0,8.0,0.11292282444607016,117,False,30.066592756745816,136,0.2573529411764705,215.0396555,-10.8625397,-4.082275449999999,119.57573459233316,2859,136,True,20.09975124224178,-9.966841514504036
778240327,full,4.0,2.0,0.03285639529304715,231,False,26.0,130,0.1538461538461538,282.2936375,-13.8381695,-9.56904099,114.76656274636947,2475,130,True,44.04543109109048,18.045431091090478
778998620,full,4.0,2.0,0.7929148536355279,113,False,10.0,123,0.2845528455284553,147.873518,-2.60655988,-6.08579609,109.5438296719711,2041,123,True,14.560219778561036,4.560219778561036
779839471,full,-24.0,30.0,0.2035539645519176,41,True,4.47213595499958,147,0.3605442176870748,113.944297,-1.32506184,-7.96629996,119.69687922133886,2141,147,True,24.33105012119288,19.8589141661933
781842082,full,-6.0,-2.0,0.2031843998488153,141,False,12.649110640673518,105,0.2571428571428571,180.911925,1.13510262,-6.7797197,93.6840971640422,2001,105,True,14.422205101855956,1.7730944611824384
786091066,full,-2.0,26.0,0.1026478228296518,238,False,18.867962264113206,135,0.2592592592592592,232.069343,-4.07718028,-3.27500743,117.05345781398948,2312,135,True,22.80350850198276,3.935546237869552
787025148,full,4.0,4.0,0.30604234931397256,143,False,6.324555320336759,106,0.2452830188679245,200.2809995,0.8264385215,-7.609302785,94.30720461705002,1878,106,True,26.0,19.67544467966324
789848216,full,30.0,-12.0,2.611478606250009,35,True,5.656854249492381,25,0.32,155.097147,-29.4489316,3.49331949,23.05395161775308,3118,25,True,4.0,-1.6568542494923806
791319847,full,0.0,6.0,0.2197646397617176,243,False,22.80350850198276,127,0.2834645669291338,205.970328,6.53316394,-3.62458237,110.89715794921794,2098,127,True,46.69047011971501,23.88696161773225
793224716,full,-10.0,2.0,0.06609060623646959,343,False,26.30589287593181,127,0.2598425196850393,185.883257,15.5588459,-0.140221818,112.32044356627196,1966,127,True,26.90724809414742,0.601355218215609
794812542,full,-12.0,-6.0,0.7536276861148287,95,False,8.94427190999916,113,0.2389380530973451,210.155401,8.92975484,-3.34107241,99.4292804901145,2238,113,True,49.39635614091387,40.452084230914714
797828357,full,-20.0,30.0,0.21210041755496378,46,True,16.1245154965971,117,0.2478632478632478,243.091165,11.8141695,2.89521385,98.15868767426906,3517,117,True,14.142135623730953,-1.9823798728661455
798911424,full,10.0,30.0,0.19163577360503725,472,True,48.373546489791295,127,0.2755905511811024,226.938155,7.23024609,3.01767225,109.93197482168505,2366,127,True,8.0,-40.373546489791295
799864342,full,-18.0,-6.0,0.23143930916640368,122,False,10.0,127,0.1968503937007874,228.248139,-0.893673675,3.89761634,107.78228081010816,2562,127,True,14.560219778561036,4.560219778561036
816200189,full,0.0,-10.0,0.9968050256440153,94,False,5.656854249492381,93,0.3010752688172043,139.585582,6.64250264,3.52305387,82.57424028112189,1628,93,True,15.620499351813308,9.963645102320928
821695405,full,30.0,-8.0,0.3558832317470787,50,True,38.0,40,0.225,270.710641,27.1231929,-6.417842185,31.129901104015424,1961,0,False,36.05551275463989,-1.9444872453601079
829720705,full,-16.0,-8.0,1.0431211469435095,76,False,6.324555320336759,66,0.2575757575757575,243.482962,24.21605925,-0.309678007,57.78281815909865,1892,66,True,24.0,17.67544467966324
831882777,full,-30.0,-10.0,0.18281892220492155,249,True,44.94441010848846,77,0.2337662337662337,145.495876,18.6119001,3.36854569,66.367967539713,1918,77,True,57.68882040742383,12.744410298935371
835479236,full,-30.0,30.0,1.3704597806925476,4,True,60.03332407921454,74,0.3783783783783784,291.4210385,38.14355965,15.2252432,52.0990868673084,1992,74,True,10.0,-50.03332407921454
839068429,full,-16.0,14.0,0.17993709616937417,82,False,63.52952069707436,112,0.2321428571428571,252.7845455,-2.61225301,7.452957715,92.5489283428823,2498,112,True,63.24555320336759,-0.28396749370676844
840012044,full,0.0,-6.0,0.41074342018533005,116,False,22.0,80,0.125,237.3521725,-8.372653395,-0.801468288,68.15774629012536,2674,80,True,41.03656905736639,19.036569057366393
847657808,full,4.0,-16.0,0.2505964657110345,129,False,2.8284271247461903,82,0.2317073170731707,272.991326,-2.708139045,5.051701095,74.50991183005056,2014,82,True,14.0,11.17157287525381
