stimulus_presentation_id,stimulus_block,start_time,stop_time,color,stimulus_name,orientation,x_position,size,y_position,spatial_frequency,phase,temporal_frequency,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
429,0.0,195.75733,196.00755,null,gabors,0.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,110,,,0,,False,1,train,0
430,0.0,196.00755,196.25776,null,gabors,0.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,68,,,0,,False,3,train,0
431,0.0,196.25776,196.50798,null,gabors,0.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,30,,,0,,False,3,train,0
432,0.0,196.50798,196.7582,null,gabors,0.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,206,,,0,,False,0,train,0
433,0.0,196.7582,197.00839,null,gabors,0.0,40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,83,,,0,,False,2,test,0
434,0.0,197.00839,197.25859,null,gabors,90.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,207,,,0,,False,0,train,2
435,0.0,197.25859,197.50878,null,gabors,90.0,0.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,186,,,0,,False,2,test,2
436,0.0,197.50878,197.75898,null,gabors,0.0,40.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,204,,,0,,False,1,train,0
437,0.0,197.75898,198.0092,null,gabors,90.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,37,,,0,,False,3,train,2
438,0.0,198.0092,198.25942,null,gabors,90.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,203,,,0,,False,1,train,2
439,0.0,198.25942,198.50965,null,gabors,45.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,47,,,0,,False,2,test,1
440,0.0,198.50965,198.75987,null,gabors,0.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,16,,,0,,False,5,test,0
441,0.0,198.75987,199.01007,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,43,,,0,,False,4,train,0
442,0.0,199.01007,199.26027,null,gabors,0.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,4,,,0,,False,3,train,0
443,0.0,199.26027,199.51047,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,58,,,0,,False,2,test,0
444,0.0,199.51047,199.76067,null,gabors,45.0,10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,34,,,0,,False,2,test,1
445,0.0,199.76067,200.01088,null,gabors,0.0,20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,208,,,0,,False,0,train,0
446,0.0,200.01088,200.26109,null,gabors,0.0,30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,1,,,0,,False,1,train,0
447,0.0,200.26109,200.51131,null,gabors,90.0,0.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,107,,,0,,False,1,train,2
448,0.0,200.51131,200.76152,null,gabors,90.0,-40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,209,,,0,,False,0,train,2
449,0.0,200.76152,201.01173,null,gabors,45.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,82,,,0,,False,3,train,1
450,0.0,201.01173,201.26193,null,gabors,45.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,145,,,0,,False,2,test,1
451,0.0,201.26193,201.51214,null,gabors,0.0,-30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,210,,,0,,False,0,train,0
452,0.0,201.51214,201.76235,null,gabors,90.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,181,,,0,,False,1,train,2
453,0.0,201.76235,202.01256,null,gabors,0.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,12,,,0,,False,1,train,0
454,0.0,202.01256,202.26278,null,gabors,90.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,31,,,0,,False,3,train,2
455,0.0,202.26278,202.51299,null,gabors,45.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,117,,,0,,False,2,test,1
456,0.0,202.51299,202.76321,null,gabors,0.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,211,,,0,,False,0,train,0
457,0.0,202.76321,203.01341,null,gabors,45.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,150,,,0,,False,2,test,1
458,0.0,203.01341,203.26361,null,gabors,45.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,212,,,0,,False,0,train,1
459,0.0,203.26361,203.51381,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,43,,,0,,False,5,test,0
460,0.0,203.51381,203.76401,null,gabors,0.0,10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,213,,,0,,False,0,train,0
461,0.0,203.76401,204.01423,null,gabors,0.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,148,,,0,,False,1,train,0
462,0.0,204.01423,204.26444,null,gabors,90.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,154,,,0,,False,2,test,2
463,0.0,204.26444,204.51466,null,gabors,90.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,116,,,0,,False,2,test,2
464,0.0,204.51466,204.76488,null,gabors,90.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,2,,,0,,False,1,train,2
465,0.0,204.76488,205.01508,null,gabors,45.0,10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,6,,,0,,False,1,train,1
466,0.0,205.01508,205.26528,null,gabors,0.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,61,,,0,,False,3,train,0
467,0.0,205.26528,205.51548,null,gabors,90.0,-40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,214,,,0,,False,0,train,2
468,0.0,205.51548,205.76568,null,gabors,45.0,30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,140,,,0,,False,1,train,1
469,0.0,205.76568,206.0159,null,gabors,90.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,180,,,0,,False,1,train,2
470,0.0,206.0159,206.26612,null,gabors,45.0,-40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,66,,,0,,False,2,test,1
471,0.0,206.26612,206.51635,null,gabors,45.0,40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,215,,,0,,False,0,train,1
472,0.0,206.51635,206.76657,null,gabors,90.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,130,,,0,,False,2,test,2
473,0.0,206.76657,207.01676,null,gabors,45.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,44,,,0,,False,2,test,1
474,0.0,207.01676,207.26696,null,gabors,0.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,42,,,0,,False,1,train,0
475,0.0,207.26696,207.51715,null,gabors,90.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,171,,,0,,False,1,train,2
476,0.0,207.51715,207.76735,null,gabors,90.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,2,,,0,,False,2,test,2
477,0.0,207.76735,208.01758,null,gabors,90.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,194,,,0,,False,1,train,2
478,0.0,208.01758,208.2678,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,58,,,0,,False,3,train,0
479,0.0,208.2678,208.51803,null,gabors,90.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,108,,,0,,False,1,train,2
480,0.0,208.51803,208.76826,null,gabors,0.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,187,,,0,,False,1,train,0
481,0.0,208.76826,209.01845,null,gabors,90.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,62,,,0,,False,5,test,2
482,0.0,209.01845,209.26863,null,gabors,45.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,92,,,0,,False,2,test,1
483,0.0,209.26863,209.51882,null,gabors,0.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,115,,,0,,False,1,train,0
484,0.0,209.51882,209.76901,null,gabors,0.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,40,,,0,,False,2,test,0
485,0.0,209.76901,210.01923,null,gabors,45.0,40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,215,,,0,,False,1,train,1
486,0.0,210.01923,210.26945,null,gabors,45.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,15,,,0,,False,3,train,1
487,0.0,210.26945,210.51968,null,gabors,0.0,-20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,216,,,0,,False,0,train,0
488,0.0,210.51968,210.7699,null,gabors,90.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,41,,,0,,False,2,test,2
489,0.0,210.7699,211.0201,null,gabors,0.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,13,,,0,,False,4,train,0
490,0.0,211.0201,211.27029,null,gabors,0.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,206,,,0,,False,1,train,0
491,0.0,211.27029,211.52049,null,gabors,0.0,0.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,142,,,0,,False,2,test,0
492,0.0,211.52049,211.77069,null,gabors,90.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,22,,,0,,False,3,train,2
493,0.0,211.77069,212.02091,null,gabors,90.0,-30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,201,,,0,,False,1,train,2
494,0.0,212.02091,212.27113,null,gabors,90.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,217,,,0,,False,0,train,2
495,0.0,212.27113,212.52135,null,gabors,90.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,79,,,0,,False,5,test,2
496,0.0,212.52135,212.77157,null,gabors,90.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,81,,,0,,False,2,test,2
497,0.0,212.77157,213.02177,null,gabors,90.0,-20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,87,,,0,,False,3,train,2
498,0.0,213.02177,213.27197,null,gabors,90.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,180,,,0,,False,2,test,2
499,0.0,213.27197,213.52217,null,gabors,0.0,-10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,53,,,0,,False,2,test,0
500,0.0,213.52217,213.77237,null,gabors,0.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,138,,,0,,False,3,train,0
501,0.0,213.77237,214.02259,null,gabors,0.0,-20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,183,,,0,,False,1,train,0
502,0.0,214.02259,214.2728,null,gabors,90.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,218,,,0,,False,0,train,2
503,0.0,214.2728,214.52302,null,gabors,0.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,110,,,0,,False,2,test,0
504,0.0,214.52302,214.77324,null,gabors,45.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,169,,,0,,False,1,train,1
505,0.0,214.77324,215.02344,null,gabors,90.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,157,,,0,,False,2,test,2
506,0.0,215.02344,215.27364,null,gabors,90.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,28,,,0,,False,4,train,2
507,0.0,215.27364,215.52385,null,gabors,90.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,121,,,0,,False,2,test,2
508,0.0,215.52385,215.77405,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,58,,,0,,False,4,train,0
509,0.0,215.77405,216.02426,null,gabors,45.0,-40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,134,,,0,,False,1,train,1
510,0.0,216.02426,216.27448,null,gabors,0.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,190,,,0,,False,1,train,0
511,0.0,216.27448,216.52469,null,gabors,90.0,20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,219,,,0,,False,0,train,2
512,0.0,216.52469,216.77491,null,gabors,90.0,-20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,87,,,0,,False,4,train,2
513,0.0,216.77491,217.02511,null,gabors,90.0,40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,220,,,0,,False,0,train,2
514,0.0,217.02511,217.27531,null,gabors,90.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,130,,,0,,False,3,train,2
515,0.0,217.27531,217.52551,null,gabors,45.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,163,,,0,,False,1,train,1
516,0.0,217.52551,217.77571,null,gabors,90.0,20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,172,,,0,,False,1,train,2
517,0.0,217.77571,218.02592,null,gabors,0.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,124,,,0,,False,2,test,0
518,0.0,218.02592,218.27614,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,43,,,0,,False,6,train,0
519,0.0,218.27614,218.52635,null,gabors,45.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,221,,,0,,False,0,train,1
520,0.0,218.52635,218.77657,null,gabors,45.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,102,,,0,,False,1,train,1
521,0.0,218.77657,219.02677,null,gabors,45.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,102,,,0,,False,2,test,1
522,0.0,219.02677,219.27697,null,gabors,90.0,-40.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,160,,,0,,False,3,train,2
523,0.0,219.27697,219.52718,null,gabors,0.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,90,,,0,,False,2,test,0
524,0.0,219.52718,219.77738,null,gabors,45.0,-20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,175,,,0,,False,2,test,1
525,0.0,219.77738,220.0276,null,gabors,0.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,182,,,0,,False,2,test,0
526,0.0,220.0276,220.27782,null,gabors,45.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,100,,,0,,False,4,train,1
527,0.0,220.27782,220.52804,null,gabors,0.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,115,,,0,,False,2,test,0
528,0.0,220.52804,220.77826,null,gabors,45.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,222,,,0,,False,0,train,1
529,0.0,220.77826,221.02846,null,gabors,0.0,30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,1,,,0,,False,2,test,0
530,0.0,221.02846,221.27865,null,gabors,0.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,42,,,0,,False,2,test,0
531,0.0,221.27865,221.52885,null,gabors,45.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,169,,,0,,False,2,test,1
532,0.0,221.52885,221.77905,null,gabors,90.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,23,,,0,,False,3,train,2
533,0.0,221.77905,222.02927,null,gabors,45.0,30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,223,,,0,,False,0,train,1
534,0.0,222.02927,222.27949,null,gabors,0.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,224,,,0,,False,0,train,0
535,0.0,222.27949,222.52971,null,gabors,45.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,169,,,0,,False,3,train,1
536,0.0,222.52971,222.77993,null,gabors,90.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,137,,,0,,False,2,test,2
537,0.0,222.77993,223.03013,null,gabors,45.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,44,,,0,,False,3,train,1
538,0.0,223.03013,223.28033,null,gabors,0.0,10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,25,,,0,,False,2,test,0
539,0.0,223.28033,223.53053,null,gabors,0.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,165,,,0,,False,1,train,0
540,0.0,223.53053,223.78073,null,gabors,0.0,10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,213,,,0,,False,1,train,0
541,0.0,223.78073,224.03094,null,gabors,45.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,104,,,0,,False,2,test,1
542,0.0,224.03094,224.28115,null,gabors,0.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,115,,,0,,False,3,train,0
543,0.0,224.28115,224.53137,null,gabors,90.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,84,,,0,,False,2,test,2
544,0.0,224.53137,224.78158,null,gabors,45.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,104,,,0,,False,3,train,1
545,0.0,224.78158,225.03178,null,gabors,90.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,194,,,0,,False,2,test,2
546,0.0,225.03178,225.28199,null,gabors,0.0,20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,225,,,0,,False,0,train,0
547,0.0,225.28199,225.53219,null,gabors,45.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,163,,,0,,False,2,test,1
548,0.0,225.53219,225.7824,null,gabors,0.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,187,,,0,,False,2,test,0
549,0.0,225.7824,226.03262,null,gabors,0.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,10,,,0,,False,3,train,0
550,0.0,226.03262,226.28284,null,gabors,45.0,10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,226,,,0,,False,0,train,1
551,0.0,226.28284,226.53306,null,gabors,90.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,23,,,0,,False,4,train,2
552,0.0,226.53306,226.78328,null,gabors,90.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,157,,,0,,False,3,train,2
553,0.0,226.78328,227.03348,null,gabors,0.0,40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,185,,,0,,False,1,train,0
554,0.0,227.03348,227.28367,null,gabors,45.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,38,,,0,,False,3,train,1
555,0.0,227.28367,227.53387,null,gabors,45.0,20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,227,,,0,,False,0,train,1
556,0.0,227.53387,227.78407,null,gabors,45.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,32,,,0,,False,3,train,1
557,0.0,227.78407,228.03428,null,gabors,0.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,110,,,0,,False,3,train,0
558,0.0,228.03428,228.2845,null,gabors,45.0,20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,227,,,0,,False,1,train,1
559,0.0,228.2845,228.53471,null,gabors,90.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,218,,,0,,False,1,train,2
560,0.0,228.53471,228.78493,null,gabors,90.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,81,,,0,,False,3,train,2
561,0.0,228.78493,229.03513,null,gabors,90.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,181,,,0,,False,2,test,2
562,0.0,229.03513,229.28534,null,gabors,0.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,182,,,0,,False,3,train,0
563,0.0,229.28534,229.53554,null,gabors,0.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,61,,,0,,False,4,train,0
564,0.0,229.53554,229.78575,null,gabors,45.0,0.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,136,,,0,,False,3,train,1
565,0.0,229.78575,230.03596,null,gabors,45.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,95,,,0,,False,1,train,1
566,0.0,230.03596,230.28617,null,gabors,45.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,47,,,0,,False,3,train,1
