stimulus_presentation_id,stimulus_block,start_time,stop_time,color,stimulus_name,orientation,x_position,size,y_position,spatial_frequency,phase,temporal_frequency,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
139,0.0,123.19676,123.44697,null,gabors,90.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,22,,,0,,False,2,test,2
140,0.0,123.44697,123.69717,null,gabors,90.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,108,,,0,,False,0,train,2
141,0.0,123.69717,123.94739,null,gabors,0.0,-40.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,109,,,0,,False,0,train,0
142,0.0,123.94739,124.1976,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,43,,,0,,False,2,test,0
143,0.0,124.1976,124.44782,null,gabors,0.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,110,,,0,,False,0,train,0
144,0.0,124.44782,124.69804,null,gabors,90.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,39,,,0,,False,2,test,2
145,0.0,124.69804,124.94824,null,gabors,90.0,-40.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,111,,,0,,False,0,train,2
146,0.0,124.94824,125.19843,null,gabors,0.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,112,,,0,,False,0,train,0
147,0.0,125.19843,125.44863,null,gabors,45.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,113,,,0,,False,0,train,1
148,0.0,125.44863,125.69883,null,gabors,0.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,16,,,0,,False,3,train,0
149,0.0,125.69883,125.94905,null,gabors,90.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,114,,,0,,False,0,train,2
150,0.0,125.94905,126.19927,null,gabors,0.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,115,,,0,,False,0,train,0
151,0.0,126.19927,126.4495,null,gabors,90.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,116,,,0,,False,0,train,2
152,0.0,126.4495,126.69972,null,gabors,90.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,101,,,0,,False,1,train,2
153,0.0,126.69972,126.94991,null,gabors,90.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,70,,,0,,False,2,test,2
154,0.0,126.94991,127.20011,null,gabors,90.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,37,,,0,,False,2,test,2
155,0.0,127.20011,127.4503,null,gabors,45.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,117,,,0,,False,0,train,1
156,0.0,127.4503,127.7005,null,gabors,0.0,-30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,118,,,0,,False,0,train,0
157,0.0,127.7005,127.95072,null,gabors,45.0,10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,24,,,0,,False,2,test,1
158,0.0,127.95072,128.20094,null,gabors,45.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,57,,,0,,False,1,train,1
159,0.0,128.20094,128.45116,null,gabors,90.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,62,,,0,,False,2,test,2
160,0.0,128.45116,128.70138,null,gabors,90.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,31,,,0,,False,2,test,2
161,0.0,128.70138,128.95158,null,gabors,0.0,10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,119,,,0,,False,0,train,0
162,0.0,128.95158,129.20177,null,gabors,0.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,120,,,0,,False,0,train,0
163,0.0,129.20177,129.45197,null,gabors,90.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,121,,,0,,False,0,train,2
164,0.0,129.45197,129.70217,null,gabors,90.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,122,,,0,,False,0,train,2
165,0.0,129.70217,129.95239,null,gabors,90.0,30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,123,,,0,,False,0,train,2
166,0.0,129.95239,130.20262,null,gabors,0.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,124,,,0,,False,0,train,0
167,0.0,130.20262,130.45284,null,gabors,45.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,52,,,0,,False,2,test,1
168,0.0,130.45284,130.70307,null,gabors,0.0,40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,125,,,0,,False,0,train,0
169,0.0,130.70307,130.95326,null,gabors,45.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,126,,,0,,False,0,train,1
170,0.0,130.95326,131.20345,null,gabors,90.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,81,,,0,,False,1,train,2
171,0.0,131.20345,131.45365,null,gabors,0.0,40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,127,,,0,,False,0,train,0
172,0.0,131.45365,131.70384,null,gabors,0.0,-10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,53,,,0,,False,1,train,0
173,0.0,131.70384,131.95406,null,gabors,0.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,128,,,0,,False,0,train,0
174,0.0,131.95406,132.20427,null,gabors,90.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,122,,,0,,False,1,train,2
175,0.0,132.20427,132.45449,null,gabors,45.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,51,,,0,,False,1,train,1
176,0.0,132.45449,132.70471,null,gabors,0.0,10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,25,,,0,,False,1,train,0
177,0.0,132.70471,132.95491,null,gabors,45.0,0.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,50,,,0,,False,1,train,1
178,0.0,132.95491,133.20511,null,gabors,90.0,20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,129,,,0,,False,0,train,2
179,0.0,133.20511,133.45532,null,gabors,90.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,130,,,0,,False,0,train,2
180,0.0,133.45532,133.70552,null,gabors,0.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,78,,,0,,False,1,train,0
181,0.0,133.70552,133.95574,null,gabors,0.0,10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,71,,,0,,False,1,train,0
182,0.0,133.95574,134.20595,null,gabors,45.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,92,,,0,,False,1,train,1
183,0.0,134.20595,134.45617,null,gabors,0.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,131,,,0,,False,0,train,0
184,0.0,134.45617,134.70639,null,gabors,90.0,-20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,132,,,0,,False,0,train,2
185,0.0,134.70639,134.95659,null,gabors,45.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,26,,,0,,False,1,train,1
186,0.0,134.95659,135.20678,null,gabors,90.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,29,,,0,,False,1,train,2
187,0.0,135.20678,135.45698,null,gabors,0.0,40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,133,,,0,,False,0,train,0
188,0.0,135.45698,135.70718,null,gabors,90.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,28,,,0,,False,1,train,2
189,0.0,135.70718,135.9574,null,gabors,0.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,30,,,0,,False,2,test,0
190,0.0,135.9574,136.20761,null,gabors,45.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,26,,,0,,False,2,test,1
191,0.0,136.20761,136.45783,null,gabors,45.0,-40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,134,,,0,,False,0,train,1
192,0.0,136.45783,136.70805,null,gabors,45.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,135,,,0,,False,0,train,1
193,0.0,136.70805,136.95825,null,gabors,45.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,64,,,0,,False,1,train,1
194,0.0,136.95825,137.20845,null,gabors,45.0,0.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,136,,,0,,False,0,train,1
195,0.0,137.20845,137.45865,null,gabors,0.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,74,,,0,,False,1,train,0
196,0.0,137.45865,137.70885,null,gabors,0.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,13,,,0,,False,1,train,0
197,0.0,137.70885,137.95908,null,gabors,90.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25023003,137,,,0,,False,0,train,2
198,0.0,137.95908,138.20931,null,gabors,90.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25023003,3,,,0,,False,1,train,2
199,0.0,138.20931,138.45954,null,gabors,0.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25023003,138,,,0,,False,0,train,0
200,0.0,138.45954,138.70977,null,gabors,45.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25023003,51,,,0,,False,2,test,1
201,0.0,138.70977,138.95996,null,gabors,0.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,139,,,0,,False,0,train,0
202,0.0,138.95996,139.21014,null,gabors,45.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,100,,,0,,False,1,train,1
203,0.0,139.21014,139.46033,null,gabors,0.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,4,,,0,,False,2,test,0
204,0.0,139.46033,139.71052,null,gabors,45.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,100,,,0,,False,2,test,1
205,0.0,139.71052,139.96074,null,gabors,45.0,30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,140,,,0,,False,0,train,1
206,0.0,139.96074,140.21095,null,gabors,0.0,-40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,141,,,0,,False,0,train,0
207,0.0,140.21095,140.46117,null,gabors,0.0,0.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,142,,,0,,False,0,train,0
208,0.0,140.46117,140.71139,null,gabors,45.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,143,,,0,,False,0,train,1
209,0.0,140.71139,140.96159,null,gabors,0.0,30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,59,,,0,,False,1,train,0
210,0.0,140.96159,141.21179,null,gabors,90.0,10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,5,,,0,,False,1,train,2
211,0.0,141.21179,141.462,null,gabors,90.0,0.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,144,,,0,,False,0,train,2
212,0.0,141.462,141.7122,null,gabors,45.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,145,,,0,,False,0,train,1
213,0.0,141.7122,141.96242,null,gabors,45.0,40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,146,,,0,,False,0,train,1
214,0.0,141.96242,142.21264,null,gabors,0.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,147,,,0,,False,0,train,0
215,0.0,142.21264,142.46286,null,gabors,0.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,148,,,0,,False,0,train,0
216,0.0,142.46286,142.71308,null,gabors,45.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,149,,,0,,False,0,train,1
217,0.0,142.71308,142.96328,null,gabors,45.0,0.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,136,,,0,,False,1,train,1
218,0.0,142.96328,143.21348,null,gabors,0.0,10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,20,,,0,,False,2,test,0
219,0.0,143.21348,143.46368,null,gabors,45.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,150,,,0,,False,0,train,1
220,0.0,143.46368,143.71388,null,gabors,0.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,128,,,0,,False,1,train,0
221,0.0,143.71388,143.96409,null,gabors,45.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,38,,,0,,False,1,train,1
222,0.0,143.96409,144.2143,null,gabors,90.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,130,,,0,,False,1,train,2
223,0.0,144.2143,144.46452,null,gabors,0.0,0.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,151,,,0,,False,0,train,0
224,0.0,144.46452,144.71473,null,gabors,45.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,32,,,0,,False,1,train,1
225,0.0,144.71473,144.96493,null,gabors,0.0,-40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,152,,,0,,False,0,train,0
226,0.0,144.96493,145.21514,null,gabors,45.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,113,,,0,,False,1,train,1
227,0.0,145.21514,145.46534,null,gabors,90.0,-20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,132,,,0,,False,1,train,2
228,0.0,145.46534,145.71555,null,gabors,90.0,30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,153,,,0,,False,0,train,2
229,0.0,145.71555,145.96576,null,gabors,45.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,38,,,0,,False,2,test,1
230,0.0,145.96576,146.21598,null,gabors,0.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,27,,,0,,False,2,test,0
231,0.0,146.21598,146.46619,null,gabors,90.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,154,,,0,,False,0,train,2
232,0.0,146.46619,146.71641,null,gabors,45.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,155,,,0,,False,0,train,1
233,0.0,146.71641,146.96661,null,gabors,45.0,40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,77,,,0,,False,2,test,1
234,0.0,146.96661,147.2168,null,gabors,90.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,23,,,0,,False,1,train,2
235,0.0,147.2168,147.467,null,gabors,45.0,40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,146,,,0,,False,1,train,1
236,0.0,147.467,147.7172,null,gabors,45.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,150,,,0,,False,1,train,1
237,0.0,147.7172,147.96742,null,gabors,0.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,90,,,0,,False,1,train,0
238,0.0,147.96742,148.21764,null,gabors,0.0,30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,14,,,0,,False,1,train,0
239,0.0,148.21764,148.46787,null,gabors,90.0,-10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,156,,,0,,False,0,train,2
240,0.0,148.46787,148.71809,null,gabors,0.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,139,,,0,,False,1,train,0
241,0.0,148.71809,148.96829,null,gabors,90.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,157,,,0,,False,0,train,2
242,0.0,148.96829,149.21848,null,gabors,0.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,128,,,0,,False,2,test,0
243,0.0,149.21848,149.46868,null,gabors,90.0,30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,153,,,0,,False,1,train,2
244,0.0,149.46868,149.71888,null,gabors,45.0,-20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,158,,,0,,False,0,train,1
245,0.0,149.71888,149.9691,null,gabors,45.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,47,,,0,,False,1,train,1
246,0.0,149.9691,150.21932,null,gabors,0.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,159,,,0,,False,0,train,0
247,0.0,150.21932,150.46954,null,gabors,0.0,10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,119,,,0,,False,1,train,0
248,0.0,150.46954,150.71976,null,gabors,90.0,-40.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,160,,,0,,False,0,train,2
249,0.0,150.71976,150.96996,null,gabors,0.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,161,,,0,,False,0,train,0
250,0.0,150.96996,151.22015,null,gabors,45.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,117,,,0,,False,1,train,1
251,0.0,151.22015,151.47035,null,gabors,0.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,131,,,0,,False,1,train,0
252,0.0,151.47035,151.72055,null,gabors,90.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,162,,,0,,False,0,train,2
253,0.0,151.72055,151.97077,null,gabors,0.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,124,,,0,,False,1,train,0
254,0.0,151.97077,152.22099,null,gabors,45.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,163,,,0,,False,0,train,1
255,0.0,152.22099,152.47121,null,gabors,0.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,13,,,0,,False,2,test,0
256,0.0,152.47121,152.72143,null,gabors,0.0,-40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,103,,,0,,False,1,train,0
257,0.0,152.72143,152.97163,null,gabors,0.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,164,,,0,,False,0,train,0
258,0.0,152.97163,153.22183,null,gabors,45.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,51,,,0,,False,3,train,1
259,0.0,153.22183,153.47203,null,gabors,0.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,165,,,0,,False,0,train,0
260,0.0,153.47203,153.72223,null,gabors,45.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,15,,,0,,False,1,train,1
261,0.0,153.72223,153.97245,null,gabors,45.0,-40.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,166,,,0,,False,0,train,1
262,0.0,153.97245,154.22266,null,gabors,0.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,74,,,0,,False,2,test,0
263,0.0,154.22266,154.47288,null,gabors,0.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,112,,,0,,False,1,train,0
264,0.0,154.47288,154.7231,null,gabors,0.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,128,,,0,,False,3,train,0
265,0.0,154.7231,154.9733,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,43,,,0,,False,3,train,0
266,0.0,154.9733,155.22349,null,gabors,45.0,0.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,50,,,0,,False,2,test,1
267,0.0,155.22349,155.47369,null,gabors,0.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,159,,,0,,False,1,train,0
268,0.0,155.47369,155.72389,null,gabors,0.0,-40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,141,,,0,,False,1,train,0
269,0.0,155.72389,155.97411,null,gabors,45.0,-20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,167,,,0,,False,0,train,1
270,0.0,155.97411,156.22433,null,gabors,0.0,-40.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,168,,,0,,False,0,train,0
271,0.0,156.22433,156.47455,null,gabors,0.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,40,,,0,,False,1,train,0
272,0.0,156.47455,156.72477,null,gabors,0.0,20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,93,,,0,,False,1,train,0
273,0.0,156.72477,156.97497,null,gabors,0.0,-40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,152,,,0,,False,1,train,0
274,0.0,156.97497,157.22517,null,gabors,90.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,162,,,0,,False,1,train,2
275,0.0,157.22517,157.47537,null,gabors,45.0,-30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,49,,,0,,False,1,train,1
276,0.0,157.47537,157.72557,null,gabors,45.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,57,,,0,,False,2,test,1
