stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,temporal_frequency,phase,frame,y_position,contrast,size,orientation,color,x_position,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1901,0.0,560.13341,560.38361,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020692,226,,,0,,False,5,test,0
1902,0.0,560.38361,560.63382,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020692,122,,,0,,False,6,train,1
1903,0.0,560.63382,560.88403,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020692,127,,,0,,False,4,train,1
1904,0.0,560.88403,561.13423,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020692,130,,,0,,False,10,train,2
1905,0.0,561.13423,561.38444,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021058,143,,,0,,False,8,test,2
1906,0.0,561.38444,561.63466,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021058,39,,,0,,False,6,train,1
1907,0.0,561.63466,561.88487,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25021058,63,,,0,,False,10,train,0
1908,0.0,561.88487,562.13508,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021058,57,,,0,,False,8,test,2
1909,0.0,562.13508,562.3853,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021942,224,,,0,,False,8,test,0
1910,0.0,562.3853,562.63552,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021942,157,,,0,,False,7,train,0
1911,0.0,562.63552,562.88573,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021942,53,,,0,,False,8,test,2
1912,0.0,562.88573,563.13595,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021942,210,,,0,,False,8,test,2
1913,0.0,563.13595,563.38615,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25019558,207,,,0,,False,4,train,0
1914,0.0,563.38615,563.63635,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25019558,217,,,0,,False,7,train,1
1915,0.0,563.63635,563.88654,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25019558,31,,,0,,False,6,train,2
1916,0.0,563.88654,564.13674,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25019558,30,,,0,,False,9,train,2
1917,0.0,564.13674,564.38696,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021942,122,,,0,,False,7,train,1
1918,0.0,564.38696,564.63718,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021942,151,,,0,,False,9,train,1
1919,0.0,564.63718,564.88739,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021942,134,,,0,,False,12,train,0
1920,0.0,564.88739,565.13761,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021942,111,,,0,,False,6,train,0
1921,0.0,565.13761,565.38781,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020058,90,,,0,,False,10,train,0
1922,0.0,565.38781,565.63802,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020058,65,,,0,,False,9,train,2
1923,0.0,565.63802,565.88822,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020058,35,,,0,,False,5,test,0
1924,0.0,565.88822,566.13842,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020058,171,,,0,,False,5,test,1
1925,0.0,566.13842,566.38863,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021192,169,,,0,,False,7,train,1
1926,0.0,566.38863,566.63884,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021192,218,,,0,,False,9,train,1
1927,0.0,566.63884,566.88905,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021192,56,,,0,,False,9,train,0
1928,0.0,566.88905,567.13926,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021192,30,,,0,,False,10,train,2
1929,0.0,567.13926,567.38947,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020558,105,,,0,,False,10,train,2
1930,0.0,567.38947,567.63968,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020558,217,,,0,,False,8,test,1
1931,0.0,567.63968,567.88988,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020558,12,,,0,,False,9,train,2
1932,0.0,567.88988,568.14009,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020558,106,,,0,,False,6,train,0
1933,0.0,568.14009,568.3903,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020942,158,,,0,,False,10,train,0
1934,0.0,568.3903,568.64051,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020942,202,,,0,,False,10,train,0
1935,0.0,568.64051,568.89071,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020942,78,,,0,,False,7,train,2
1936,0.0,568.89071,569.14092,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020942,155,,,0,,False,8,test,1
1937,0.0,569.14092,569.39113,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020808,20,,,0,,False,9,train,2
1938,0.0,569.39113,569.64134,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020808,139,,,0,,False,9,train,2
1939,0.0,569.64134,569.89155,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020808,171,,,0,,False,6,train,1
1940,0.0,569.89155,570.14176,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020808,236,,,0,,False,4,train,2
1941,0.0,570.14176,570.39197,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020942,57,,,0,,False,9,train,2
1942,0.0,570.39197,570.64218,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020942,31,,,0,,False,7,train,2
1943,0.0,570.64218,570.89238,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020942,185,,,0,,False,7,train,2
1944,0.0,570.89238,571.14259,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020942,67,,,0,,False,6,train,1
1945,0.0,571.14259,571.3928,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020808,223,,,0,,False,5,test,1
1946,0.0,571.3928,571.64301,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020808,191,,,0,,False,10,train,1
1947,0.0,571.64301,571.89322,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020808,201,,,0,,False,5,test,2
1948,0.0,571.89322,572.14343,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,26,,,0,,False,12,train,1
1949,0.0,572.14343,572.39364,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021192,218,,,0,,False,10,train,1
1950,0.0,572.39364,572.64385,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021192,240,,,0,,False,6,train,2
1951,0.0,572.64385,572.89406,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25021192,119,,,0,,False,8,test,1
1952,0.0,572.89406,573.14427,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021192,50,,,0,,False,9,train,0
1953,0.0,573.14427,573.39448,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020808,69,,,0,,False,8,test,1
1954,0.0,573.39448,573.64469,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,242,,,0,,False,4,train,1
1955,0.0,573.64469,573.8949,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020808,41,,,0,,False,6,train,2
1956,0.0,573.8949,574.14511,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020808,164,,,0,,False,10,train,0
1957,0.0,574.14511,574.39532,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021192,201,,,0,,False,6,train,2
1958,0.0,574.39532,574.64553,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021192,3,,,0,,False,8,test,2
1959,0.0,574.64553,574.89574,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25021192,80,,,0,,False,5,test,0
1960,0.0,574.89574,575.14595,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021192,32,,,0,,False,3,train,2
1961,0.0,575.14595,575.39616,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020808,238,,,0,,False,5,test,0
1962,0.0,575.39616,575.64637,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020808,202,,,0,,False,11,test,0
1963,0.0,575.64637,575.89658,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,46,,,0,,False,6,train,1
1964,0.0,575.89658,576.14679,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,98,,,0,,False,6,train,1
1965,0.0,576.14679,576.39699,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020692,27,,,0,,False,4,train,1
1966,0.0,576.39699,576.6472,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020692,77,,,0,,False,8,test,0
1967,0.0,576.6472,576.89741,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020692,194,,,0,,False,7,train,1
1968,0.0,576.89741,577.14761,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020692,167,,,0,,False,8,test,1
1969,0.0,577.14761,577.39782,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,127,,,0,,False,5,test,1
1970,0.0,577.39782,577.64803,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020808,224,,,0,,False,9,train,0
1971,0.0,577.64803,577.89824,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020808,29,,,0,,False,6,train,0
1972,0.0,577.89824,578.14845,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020808,142,,,0,,False,11,test,2
1973,0.0,578.14845,578.39866,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021442,196,,,0,,False,5,test,1
1974,0.0,578.39866,578.64888,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021442,8,,,0,,False,10,train,1
1975,0.0,578.64888,578.89909,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021442,29,,,0,,False,7,train,0
1976,0.0,578.89909,579.1493,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021442,220,,,0,,False,6,train,0
1977,0.0,579.1493,579.39951,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020308,188,,,0,,False,6,train,0
1978,0.0,579.39951,579.64971,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020308,66,,,0,,False,10,train,2
1979,0.0,579.64971,579.89991,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020308,168,,,0,,False,9,train,1
1980,0.0,579.89991,580.15012,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020308,154,,,0,,False,7,train,0
1981,0.0,580.15012,580.40033,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021192,144,,,0,,False,6,train,0
1982,0.0,580.40033,580.65054,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,66,,,0,,False,11,test,2
1983,0.0,580.65054,580.90075,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021192,209,,,0,,False,6,train,1
1984,0.0,580.90075,581.15096,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021192,197,,,0,,False,10,train,2
1985,0.0,581.15096,581.40117,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020558,106,,,0,,False,7,train,0
1986,0.0,581.40117,581.65138,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020558,207,,,0,,False,5,test,0
1987,0.0,581.65138,581.90158,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020558,87,,,0,,False,8,test,2
1988,0.0,581.90158,582.15179,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020558,140,,,0,,False,6,train,1
1989,0.0,582.15179,582.402,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021442,38,,,0,,False,9,train,0
1990,0.0,582.402,582.65222,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021442,109,,,0,,False,10,train,2
1991,0.0,582.65222,582.90243,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021442,236,,,0,,False,5,test,2
1992,0.0,582.90243,583.15264,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021442,29,,,0,,False,8,test,0
1993,0.0,583.15264,583.40285,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020308,242,,,0,,False,5,test,1
1994,0.0,583.40285,583.65305,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020308,95,,,0,,False,6,train,1
1995,0.0,583.65305,583.90325,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020308,113,,,0,,False,8,test,0
1996,0.0,583.90325,584.15346,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020308,155,,,0,,False,9,train,1
1997,0.0,584.15346,584.40367,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021192,55,,,0,,False,9,train,2
1998,0.0,584.40367,584.65388,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021192,154,,,0,,False,8,test,0
1999,0.0,584.65388,584.90409,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021192,75,,,0,,False,7,train,2
2000,0.0,584.90409,585.1543,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021192,43,,,0,,False,7,train,2
2001,0.0,585.1543,585.40451,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020558,98,,,0,,False,7,train,1
2002,0.0,585.40451,585.65472,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020558,102,,,0,,False,9,train,2
2003,0.0,585.65472,585.90492,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020558,49,,,0,,False,12,train,1
2004,0.0,585.90492,586.15513,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020558,203,,,0,,False,8,test,1
2005,0.0,586.15513,586.40534,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021692,2,,,0,,False,7,train,0
2006,0.0,586.40534,586.65556,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021692,25,,,0,,False,8,test,0
2007,0.0,586.65556,586.90578,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021692,31,,,0,,False,8,test,2
2008,0.0,586.90578,587.15599,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021692,77,,,0,,False,9,train,0
2009,0.0,587.15599,587.4062,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020308,35,,,0,,False,6,train,0
2010,0.0,587.4062,587.6564,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25020308,198,,,0,,False,7,train,2
2011,0.0,587.6564,587.9066,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020308,111,,,0,,False,7,train,0
2012,0.0,587.9066,588.15681,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020308,12,,,0,,False,10,train,2
2013,0.0,588.15681,588.40701,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020692,192,,,0,,False,8,test,1
2014,0.0,588.40701,588.65722,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020692,172,,,0,,False,11,test,1
2015,0.0,588.65722,588.90743,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020692,238,,,0,,False,6,train,0
2016,0.0,588.90743,589.15763,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020692,214,,,0,,False,10,train,1
2017,0.0,589.15763,589.40784,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021058,123,,,0,,False,10,train,2
2018,0.0,589.40784,589.65806,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021058,79,,,0,,False,9,train,2
2019,0.0,589.65806,589.90827,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021058,176,,,0,,False,10,train,2
2020,0.0,589.90827,590.15848,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021058,118,,,0,,False,10,train,1
2021,0.0,590.15848,590.40869,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021692,36,,,0,,False,10,train,0
2022,0.0,590.40869,590.65891,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021692,92,,,0,,False,7,train,0
2023,0.0,590.65891,590.90913,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021692,56,,,0,,False,10,train,0
2024,0.0,590.90913,591.15934,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021692,233,,,0,,False,6,train,0
2025,0.0,591.15934,591.40955,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020308,21,,,0,,False,9,train,1
2026,0.0,591.40955,591.65975,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020308,185,,,0,,False,8,test,2
2027,0.0,591.65975,591.90995,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020308,131,,,0,,False,6,train,1
2028,0.0,591.90995,592.16016,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020308,52,,,0,,False,6,train,1
2029,0.0,592.16016,592.41036,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020192,121,,,0,,False,7,train,2
2030,0.0,592.41036,592.66056,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020192,72,,,0,,False,5,test,1
2031,0.0,592.66056,592.91076,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020192,3,,,0,,False,9,train,2
2032,0.0,592.91076,593.16096,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020192,206,,,0,,False,7,train,2
2033,0.0,593.16096,593.41118,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021308,200,,,0,,False,6,train,2
2034,0.0,593.41118,593.66139,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021308,53,,,0,,False,9,train,2
2035,0.0,593.66139,593.9116,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021308,177,,,0,,False,4,train,2
2036,0.0,593.9116,594.16182,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021308,68,,,0,,False,6,train,2
2037,0.0,594.16182,594.41203,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021692,129,,,0,,False,10,train,0
