ecephys_session_id,session_type,target_units,qc_target_units,well_known_file_id,url,expected_bytes,status,nwb_path,validation,visual_units,fit_units,nwb_exists
829720705,functional_connectivity,718,371,1026123625,http://api.brain-map.org/api/v2/well_known_file_download/1026123625,1679648916,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_829720705/session_829720705.nwb,"{'bytes': 1679648916, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",718,428,True
756029989,brain_observatory_1.1,692,318,1026124216,http://api.brain-map.org/api/v2/well_known_file_download/1026124216,2581201976,reused_external,/mnt/nvme0/ecephys_cache_dir_2/session_756029989/session_756029989.nwb,"{'bytes': 2581201976, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",692,425,True
781842082,functional_connectivity,721,355,1026124309,http://api.brain-map.org/api/v2/well_known_file_download/1026124309,2532040156,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_781842082/session_781842082.nwb,"{'bytes': 2532040156, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",721,419,True
794812542,functional_connectivity,1012,520,1026124759,http://api.brain-map.org/api/v2/well_known_file_download/1026124759,2589149988,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_794812542/session_794812542.nwb,"{'bytes': 2589149988, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",1012,415,True
715093703,brain_observatory_1.1,637,258,1026124469,http://api.brain-map.org/api/v2/well_known_file_download/1026124469,2856232912,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_715093703/session_715093703.nwb,"{'bytes': 2856232912, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",637,404,True
768515987,functional_connectivity,603,291,1026124517,http://api.brain-map.org/api/v2/well_known_file_download/1026124517,2852449060,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_768515987/session_768515987.nwb,"{'bytes': 2852449060, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",603,404,True
771160300,functional_connectivity,660,338,1026124918,http://api.brain-map.org/api/v2/well_known_file_download/1026124918,2784039716,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_771160300/session_771160300.nwb,"{'bytes': 2784039716, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",660,403,True
750332458,brain_observatory_1.1,700,295,1026124724,http://api.brain-map.org/api/v2/well_known_file_download/1026124724,3240335928,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_750332458/session_750332458.nwb,"{'bytes': 3240335928, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",700,402,True
761418226,brain_observatory_1.1,772,373,1026124793,http://api.brain-map.org/api/v2/well_known_file_download/1026124793,2674791348,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_761418226/session_761418226.nwb,"{'bytes': 2674791348, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",772,401,True
767871931,functional_connectivity,605,296,1026124194,http://api.brain-map.org/api/v2/well_known_file_download/1026124194,2644247736,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_767871931/session_767871931.nwb,"{'bytes': 2644247736, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",605,399,True
797828357,brain_observatory_1.1,761,297,1026124804,http://api.brain-map.org/api/v2/well_known_file_download/1026124804,2545679280,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_797828357/session_797828357.nwb,"{'bytes': 2545679280, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",761,396,True
840012044,functional_connectivity,689,275,1026124422,http://api.brain-map.org/api/v2/well_known_file_download/1026124422,2854914016,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_840012044/session_840012044.nwb,"{'bytes': 2854914016, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",689,396,True
757970808,brain_observatory_1.1,614,250,1026123685,http://api.brain-map.org/api/v2/well_known_file_download/1026123685,2376304984,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_757970808/session_757970808.nwb,"{'bytes': 2376304984, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",614,386,True
791319847,brain_observatory_1.1,734,316,1026124645,http://api.brain-map.org/api/v2/well_known_file_download/1026124645,2317463664,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_791319847/session_791319847.nwb,"{'bytes': 2317463664, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",734,383,True
778998620,functional_connectivity,797,364,1026124179,http://api.brain-map.org/api/v2/well_known_file_download/1026124179,2989635376,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_778998620/session_778998620.nwb,"{'bytes': 2989635376, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",797,382,True
819701982,functional_connectivity,516,242,1026124368,http://api.brain-map.org/api/v2/well_known_file_download/1026124368,2521920356,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_819701982/session_819701982.nwb,"{'bytes': 2521920356, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",516,379,True
839068429,functional_connectivity,691,278,1026123725,http://api.brain-map.org/api/v2/well_known_file_download/1026123725,2823437388,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_839068429/session_839068429.nwb,"{'bytes': 2823437388, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",691,369,True
773418906,brain_observatory_1.1,614,259,1026124109,http://api.brain-map.org/api/v2/well_known_file_download/1026124109,1928749868,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_773418906/session_773418906.nwb,"{'bytes': 1928749868, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",614,363,True
799864342,brain_observatory_1.1,513,225,1026125021,http://api.brain-map.org/api/v2/well_known_file_download/1026125021,2737981244,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_799864342/session_799864342.nwb,"{'bytes': 2737981244, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",513,363,True
751348571,brain_observatory_1.1,628,279,1026124863,http://api.brain-map.org/api/v2/well_known_file_download/1026124863,3073327756,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_751348571/session_751348571.nwb,"{'bytes': 3073327756, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",628,358,True
819186360,functional_connectivity,608,251,1026124085,http://api.brain-map.org/api/v2/well_known_file_download/1026124085,2350885544,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_819186360/session_819186360.nwb,"{'bytes': 2350885544, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",608,358,True
754312389,brain_observatory_1.1,561,275,1026123537,http://api.brain-map.org/api/v2/well_known_file_download/1026123537,1859545192,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_754312389/session_754312389.nwb,"{'bytes': 1859545192, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",561,358,True
766640955,functional_connectivity,596,244,1026124293,http://api.brain-map.org/api/v2/well_known_file_download/1026124293,2881013020,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_766640955/session_766640955.nwb,"{'bytes': 2881013020, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",596,355,True
721123822,brain_observatory_1.1,525,190,1026123696,http://api.brain-map.org/api/v2/well_known_file_download/1026123696,1736516600,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_721123822/session_721123822.nwb,"{'bytes': 1736516600, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",525,344,True
816200189,functional_connectivity,555,253,1026124840,http://api.brain-map.org/api/v2/well_known_file_download/1026124840,2446305768,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_816200189/session_816200189.nwb,"{'bytes': 2446305768, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",555,343,True
760345702,brain_observatory_1.1,605,274,1026123651,http://api.brain-map.org/api/v2/well_known_file_download/1026123651,1960982972,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_760345702/session_760345702.nwb,"{'bytes': 1960982972, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",605,339,True
821695405,functional_connectivity,580,254,1026123824,http://api.brain-map.org/api/v2/well_known_file_download/1026123824,2005739248,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_821695405/session_821695405.nwb,"{'bytes': 2005739248, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",580,334,True
750749662,brain_observatory_1.1,741,287,1026124242,http://api.brain-map.org/api/v2/well_known_file_download/1026124242,2818447324,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_750749662/session_750749662.nwb,"{'bytes': 2818447324, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",741,332,True
742951821,brain_observatory_1.1,509,231,1026123964,http://api.brain-map.org/api/v2/well_known_file_download/1026123964,2917686364,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_742951821/session_742951821.nwb,"{'bytes': 2917686364, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",509,326,True
746083955,brain_observatory_1.1,555,213,1026124262,http://api.brain-map.org/api/v2/well_known_file_download/1026124262,2562070092,reused_external,/media/huklaban5/Data/MouseV2/allen_v1_bridge/000021/sub-726170927/sub-726170927_ses-746083955.nwb,"{'bytes': 2562070092, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",555,318,True
762120172,brain_observatory_1.1,574,282,1026124884,http://api.brain-map.org/api/v2/well_known_file_download/1026124884,2865464220,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_762120172/session_762120172.nwb,"{'bytes': 2865464220, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",574,316,True
759883607,brain_observatory_1.1,623,205,1026123377,http://api.brain-map.org/api/v2/well_known_file_download/1026123377,1862261144,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_759883607/session_759883607.nwb,"{'bytes': 1862261144, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",623,311,True
835479236,functional_connectivity,632,318,1026123519,http://api.brain-map.org/api/v2/well_known_file_download/1026123519,2005885500,reused_external,/media/huklaban5/Data/MouseV2/allen_v1_bridge/000022/sub-813701555/sub-813701555_ses-835479236.nwb,"{'bytes': 2005885500, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",632,305,True
758798717,brain_observatory_1.1,466,199,1026123877,http://api.brain-map.org/api/v2/well_known_file_download/1026123877,2198584804,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_758798717/session_758798717.nwb,"{'bytes': 2198584804, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",466,304,True
779839471,functional_connectivity,622,308,1026124007,http://api.brain-map.org/api/v2/well_known_file_download/1026124007,2716359056,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_779839471/session_779839471.nwb,"{'bytes': 2716359056, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",622,295,True
763673393,brain_observatory_1.1,545,227,1026124500,http://api.brain-map.org/api/v2/well_known_file_download/1026124500,2537645144,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_763673393/session_763673393.nwb,"{'bytes': 2537645144, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",545,293,True
793224716,functional_connectivity,557,290,1026124545,http://api.brain-map.org/api/v2/well_known_file_download/1026124545,2688083040,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_793224716/session_793224716.nwb,"{'bytes': 2688083040, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",557,277,True
771990200,functional_connectivity,490,182,1026124152,http://api.brain-map.org/api/v2/well_known_file_download/1026124152,2456324796,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_771990200/session_771990200.nwb,"{'bytes': 2456324796, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",490,276,True
839557629,functional_connectivity,593,219,1026122596,http://api.brain-map.org/api/v2/well_known_file_download/1026122596,1892423924,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_839557629/session_839557629.nwb,"{'bytes': 1892423924, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",593,273,True
762602078,brain_observatory_1.1,416,187,1026124569,http://api.brain-map.org/api/v2/well_known_file_download/1026124569,2021557700,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_762602078/session_762602078.nwb,"{'bytes': 2021557700, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",416,264,True
719161530,brain_observatory_1.1,396,166,1026124034,http://api.brain-map.org/api/v2/well_known_file_download/1026124034,3071442940,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_719161530/session_719161530.nwb,"{'bytes': 3071442940, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",396,262,True
754829445,brain_observatory_1.1,433,192,1026124326,http://api.brain-map.org/api/v2/well_known_file_download/1026124326,2696702864,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_754829445/session_754829445.nwb,"{'bytes': 2696702864, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",433,260,True
787025148,functional_connectivity,461,199,1026124405,http://api.brain-map.org/api/v2/well_known_file_download/1026124405,2627851536,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_787025148/session_787025148.nwb,"{'bytes': 2627851536, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",461,230,True
739448407,brain_observatory_1.1,434,181,1026123897,http://api.brain-map.org/api/v2/well_known_file_download/1026123897,2156671312,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_739448407/session_739448407.nwb,"{'bytes': 2156671312, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",434,224,True
743475441,brain_observatory_1.1,497,185,1026124068,http://api.brain-map.org/api/v2/well_known_file_download/1026124068,2120570640,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_743475441/session_743475441.nwb,"{'bytes': 2120570640, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",497,220,True
737581020,brain_observatory_1.1,369,142,1026123989,http://api.brain-map.org/api/v2/well_known_file_download/1026123989,2182040332,reused_external,/media/huklaban5/Data/MouseV2/allen_v1_bridge/000021/sub-718643564/sub-718643564_ses-737581020.nwb,"{'bytes': 2182040332, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': False, 'has_ccf_unit_columns': False}",369,214,True
789848216,functional_connectivity,308,125,1026123847,http://api.brain-map.org/api/v2/well_known_file_download/1026123847,1875910964,reused_external,/media/huklaban5/Data/MouseV2/allen_v1_bridge/000022/sub-763808588/sub-763808588_ses-789848216.nwb,"{'bytes': 1875910964, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",308,194,True
744228101,brain_observatory_1.1,377,128,1026124429,http://api.brain-map.org/api/v2/well_known_file_download/1026124429,2646264724,downloaded,/media/huklaban5/Data/MouseV2/allen_visual_coding_neuropixels_sessions/session_744228101/session_744228101.nwb,"{'bytes': 2646264724, 'has_units': True, 'has_gabor_presentations': True, 'has_raw_gaze_mapping': True, 'has_ccf_unit_columns': False}",377,186,True
