stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,x_position,temporal_frequency,y_position,phase,stimulus_name,contrast,color,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1109,0.0,358.86069,359.1109,45.0,"[20.0, 20.0]",0.08,20.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,88,,,0,,False,4,train,1
1110,0.0,359.1109,359.3611,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,193,,,0,,False,4,train,0
1111,0.0,359.3611,359.61131,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,243,,,0,,False,2,test,2
1112,0.0,359.61131,359.86152,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,48,,,0,,False,4,train,1
1113,0.0,359.86152,360.11174,90.0,"[20.0, 20.0]",0.08,40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,98,,,0,,False,5,test,2
1114,0.0,360.11174,360.36195,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,102,,,0,,False,4,train,2
1115,0.0,360.36195,360.61216,90.0,"[20.0, 20.0]",0.08,0.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,28,,,0,,False,4,train,2
1116,0.0,360.61216,360.86238,0.0,"[20.0, 20.0]",0.08,0.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,145,,,0,,False,6,train,0
1117,0.0,360.86238,361.11258,90.0,"[20.0, 20.0]",0.08,30.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,223,,,0,,False,2,test,2
1118,0.0,361.11258,361.36279,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,207,,,0,,False,3,train,0
1119,0.0,361.36279,361.613,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,94,,,0,,False,6,train,2
1120,0.0,361.613,361.8632,0.0,"[20.0, 20.0]",0.08,0.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,133,,,0,,False,4,train,0
1121,0.0,361.8632,362.11341,45.0,"[20.0, 20.0]",0.08,20.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,24,,,0,,False,7,train,1
1122,0.0,362.11341,362.36362,0.0,"[20.0, 20.0]",0.08,0.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,232,,,0,,False,3,train,0
1123,0.0,362.36362,362.61384,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,134,,,0,,False,3,train,0
1124,0.0,362.61384,362.86405,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,238,,,0,,False,1,train,1
1125,0.0,362.86405,363.11426,0.0,"[20.0, 20.0]",0.08,30.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,35,,,0,,False,5,test,0
1126,0.0,363.11426,363.36447,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,25,,,0,,False,5,test,1
1127,0.0,363.36447,363.61468,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,96,,,0,,False,9,train,1
1128,0.0,363.61468,363.86489,45.0,"[20.0, 20.0]",0.08,10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,178,,,0,,False,5,test,1
1129,0.0,363.86489,364.11509,45.0,"[20.0, 20.0]",0.08,0.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020031,227,,,0,,False,3,train,1
1130,0.0,364.11509,364.36529,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020031,84,,,0,,False,2,test,2
1131,0.0,364.36529,364.6155,90.0,"[20.0, 20.0]",0.08,30.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020031,223,,,0,,False,3,train,2
1132,0.0,364.6155,364.8657,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020031,117,,,0,,False,4,train,1
1133,0.0,364.8657,365.11591,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,7,,,0,,False,5,test,0
1134,0.0,365.11591,365.36613,45.0,"[20.0, 20.0]",0.08,40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,21,,,0,,False,5,test,1
1135,0.0,365.36613,365.61635,90.0,"[20.0, 20.0]",0.08,40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,58,,,0,,False,8,test,2
1136,0.0,365.61635,365.86656,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,168,,,0,,False,5,test,2
1137,0.0,365.86656,366.11677,0.0,"[20.0, 20.0]",0.08,0.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,133,,,0,,False,5,test,0
1138,0.0,366.11677,366.36697,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,136,,,0,,False,4,train,1
1139,0.0,366.36697,366.61717,45.0,"[20.0, 20.0]",0.08,-30.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,157,,,0,,False,6,train,1
1140,0.0,366.61717,366.86738,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,236,,,0,,False,5,test,0
1141,0.0,366.86738,367.11759,90.0,"[20.0, 20.0]",0.08,0.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,113,,,0,,False,6,train,2
1142,0.0,367.11759,367.3678,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,124,,,0,,False,6,train,2
1143,0.0,367.3678,367.61802,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,106,,,0,,False,3,train,1
1144,0.0,367.61802,367.86823,45.0,"[20.0, 20.0]",0.08,30.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,161,,,0,,False,4,train,1
1145,0.0,367.86823,368.11844,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,42,,,0,,False,5,test,0
1146,0.0,368.11844,368.36864,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,90,,,0,,False,2,test,1
1147,0.0,368.36864,368.61884,45.0,"[20.0, 20.0]",0.08,-30.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,119,,,0,,False,6,train,1
1148,0.0,368.61884,368.86905,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,131,,,0,,False,4,train,0
1149,0.0,368.86905,369.11926,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,138,,,0,,False,3,train,1
1150,0.0,369.11926,369.36948,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,90,,,0,,False,3,train,1
1151,0.0,369.36948,369.6197,90.0,"[20.0, 20.0]",0.08,0.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,190,,,0,,False,4,train,2
1152,0.0,369.6197,369.86991,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021719,32,,,0,,False,3,train,0
1153,0.0,369.86991,370.12012,90.0,"[20.0, 20.0]",0.08,0.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,101,,,0,,False,1,train,2
1154,0.0,370.12012,370.37032,45.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,204,,,0,,False,3,train,1
1155,0.0,370.37032,370.62052,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,231,,,0,,False,2,test,2
1156,0.0,370.62052,370.87073,45.0,"[20.0, 20.0]",0.08,10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020281,177,,,0,,False,3,train,1
1157,0.0,370.87073,371.12094,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,203,,,0,,False,6,train,2
1158,0.0,371.12094,371.37114,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,65,,,0,,False,4,train,2
1159,0.0,371.37114,371.62135,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,207,,,0,,False,4,train,0
1160,0.0,371.62135,371.87156,45.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,204,,,0,,False,4,train,1
1161,0.0,371.87156,372.12177,45.0,"[20.0, 20.0]",0.08,30.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,161,,,0,,False,5,test,1
1162,0.0,372.12177,372.37198,45.0,"[20.0, 20.0]",0.08,30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,197,,,0,,False,2,test,1
1163,0.0,372.37198,372.62219,45.0,"[20.0, 20.0]",0.08,0.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,205,,,0,,False,5,test,1
1164,0.0,372.62219,372.8724,0.0,"[20.0, 20.0]",0.08,20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,103,,,0,,False,5,test,0
1165,0.0,372.8724,373.1226,45.0,"[20.0, 20.0]",0.08,-20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,139,,,0,,False,2,test,1
1166,0.0,373.1226,373.37281,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,85,,,0,,False,6,train,2
1167,0.0,373.37281,373.62302,45.0,"[20.0, 20.0]",0.08,10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,73,,,0,,False,4,train,1
1168,0.0,373.62302,373.87322,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,229,,,0,,False,1,train,0
1169,0.0,373.87322,374.12343,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,234,,,0,,False,3,train,2
1170,0.0,374.12343,374.37364,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,56,,,0,,False,5,test,1
1171,0.0,374.37364,374.62386,45.0,"[20.0, 20.0]",0.08,0.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,227,,,0,,False,4,train,1
1172,0.0,374.62386,374.87407,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,237,,,0,,False,2,test,2
1173,0.0,374.87407,375.12427,45.0,"[20.0, 20.0]",0.08,0.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,198,,,0,,False,2,test,1
1174,0.0,375.12427,375.37448,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,206,,,0,,False,2,test,2
1175,0.0,375.37448,375.62469,45.0,"[20.0, 20.0]",0.08,0.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,151,,,0,,False,4,train,1
1176,0.0,375.62469,375.87489,90.0,"[20.0, 20.0]",0.08,30.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,10,,,0,,False,5,test,2
1177,0.0,375.87489,376.12511,45.0,"[20.0, 20.0]",0.08,-20.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,127,,,0,,False,8,test,1
1178,0.0,376.12511,376.37532,90.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,183,,,0,,False,2,test,2
1179,0.0,376.37532,376.62554,0.0,"[20.0, 20.0]",0.08,30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,80,,,0,,False,7,train,0
1180,0.0,376.62554,376.87576,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,174,,,0,,False,6,train,2
1181,0.0,376.87576,377.12596,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,26,,,0,,False,6,train,1
1182,0.0,377.12596,377.37615,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,200,,,0,,False,4,train,1
1183,0.0,377.37615,377.62635,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,240,,,0,,False,1,train,1
1184,0.0,377.62635,377.87655,90.0,"[20.0, 20.0]",0.08,30.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,209,,,0,,False,4,train,2
1185,0.0,377.87655,378.12677,90.0,"[20.0, 20.0]",0.08,40.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,3,,,0,,False,5,test,2
1186,0.0,378.12677,378.37698,90.0,"[20.0, 20.0]",0.08,0.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,118,,,0,,False,4,train,2
1187,0.0,378.37698,378.6272,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,100,,,0,,False,6,train,0
1188,0.0,378.6272,378.87742,45.0,"[20.0, 20.0]",0.08,0.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,198,,,0,,False,3,train,1
1189,0.0,378.87742,379.12763,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,148,,,0,,False,4,train,0
1190,0.0,379.12763,379.37783,90.0,"[20.0, 20.0]",0.08,40.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,33,,,0,,False,4,train,2
1191,0.0,379.37783,379.62804,0.0,"[20.0, 20.0]",0.08,0.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,49,,,0,,False,3,train,0
1192,0.0,379.62804,379.87825,45.0,"[20.0, 20.0]",0.08,-30.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,20,,,0,,False,2,test,1
1193,0.0,379.87825,380.12846,0.0,"[20.0, 20.0]",0.08,0.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,121,,,0,,False,7,train,0
1194,0.0,380.12846,380.37867,0.0,"[20.0, 20.0]",0.08,20.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,125,,,0,,False,6,train,0
1195,0.0,380.37867,380.62889,90.0,"[20.0, 20.0]",0.08,40.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,3,,,0,,False,6,train,2
1196,0.0,380.62889,380.8791,0.0,"[20.0, 20.0]",0.08,10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,217,,,0,,False,3,train,0
1197,0.0,380.8791,381.1293,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,230,,,0,,False,5,test,1
1198,0.0,381.1293,381.37951,0.0,"[20.0, 20.0]",0.08,0.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,133,,,0,,False,6,train,0
1199,0.0,381.37951,381.62972,90.0,"[20.0, 20.0]",0.08,10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,29,,,0,,False,5,test,2
1200,0.0,381.62972,381.87992,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,75,,,0,,False,5,test,1
1201,0.0,381.87992,382.13013,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,134,,,0,,False,4,train,0
1202,0.0,382.13013,382.38034,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,160,,,0,,False,4,train,2
1203,0.0,382.38034,382.63055,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,184,,,0,,False,3,train,2
1204,0.0,382.63055,382.88076,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,22,,,0,,False,3,train,2
1205,0.0,382.88076,383.13097,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,148,,,0,,False,5,test,0
1206,0.0,383.13097,383.38118,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,137,,,0,,False,4,train,0
1207,0.0,383.38118,383.6314,0.0,"[20.0, 20.0]",0.08,30.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,166,,,0,,False,6,train,0
1208,0.0,383.6314,383.88161,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,234,,,0,,False,4,train,2
1209,0.0,383.88161,384.13182,45.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,204,,,0,,False,5,test,1
1210,0.0,384.13182,384.38202,90.0,"[20.0, 20.0]",0.08,10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,79,,,0,,False,2,test,2
1211,0.0,384.38202,384.63223,45.0,"[20.0, 20.0]",0.08,0.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,205,,,0,,False,6,train,1
1212,0.0,384.63223,384.88244,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,229,,,0,,False,2,test,0
1213,0.0,384.88244,385.13265,0.0,"[20.0, 20.0]",0.08,30.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,132,,,0,,False,5,test,0
1214,0.0,385.13265,385.38286,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,45,,,0,,False,8,test,2
1215,0.0,385.38286,385.63307,0.0,"[20.0, 20.0]",0.08,40.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,156,,,0,,False,6,train,0
1216,0.0,385.63307,385.88328,0.0,"[20.0, 20.0]",0.08,30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,80,,,0,,False,8,test,0
1217,0.0,385.88328,386.13349,90.0,"[20.0, 20.0]",0.08,0.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,118,,,0,,False,5,test,2
1218,0.0,386.13349,386.38369,45.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,195,,,0,,False,4,train,1
1219,0.0,386.38369,386.6339,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,57,,,0,,False,2,test,2
1220,0.0,386.6339,386.88411,45.0,"[20.0, 20.0]",0.08,10.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,208,,,0,,False,4,train,1
1221,0.0,386.88411,387.13432,0.0,"[20.0, 20.0]",0.08,20.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,110,,,0,,False,3,train,0
1222,0.0,387.13432,387.38453,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,84,,,0,,False,3,train,2
1223,0.0,387.38453,387.63474,45.0,"[20.0, 20.0]",0.08,10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,177,,,0,,False,4,train,1
1224,0.0,387.63474,387.88495,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,120,,,0,,False,4,train,0
1225,0.0,387.88495,388.13516,0.0,"[20.0, 20.0]",0.08,40.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,180,,,0,,False,3,train,0
1226,0.0,388.13516,388.38536,90.0,"[20.0, 20.0]",0.08,40.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,55,,,0,,False,3,train,2
1227,0.0,388.38536,388.63557,0.0,"[20.0, 20.0]",0.08,20.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,110,,,0,,False,4,train,0
1228,0.0,388.63557,388.88578,0.0,"[20.0, 20.0]",0.08,40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,196,,,0,,False,5,test,0
1229,0.0,388.88578,389.13598,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,52,,,0,,False,3,train,0
1230,0.0,389.13598,389.38618,45.0,"[20.0, 20.0]",0.08,-20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,139,,,0,,False,3,train,1
1231,0.0,389.38618,389.63638,0.0,"[20.0, 20.0]",0.08,40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,222,,,0,,False,2,test,0
1232,0.0,389.63638,389.88658,45.0,"[20.0, 20.0]",0.08,-20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,51,,,0,,False,4,train,1
1233,0.0,389.88658,390.1368,90.0,"[20.0, 20.0]",0.08,10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,29,,,0,,False,6,train,2
1234,0.0,390.1368,390.38701,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,47,,,0,,False,3,train,2
1235,0.0,390.38701,390.63723,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,229,,,0,,False,3,train,0
1236,0.0,390.63723,390.88745,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,218,,,0,,False,4,train,0
1237,0.0,390.88745,391.13765,90.0,"[20.0, 20.0]",0.08,40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,62,,,0,,False,5,test,2
1238,0.0,391.13765,391.38786,45.0,"[20.0, 20.0]",0.08,30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,154,,,0,,False,4,train,1
1239,0.0,391.38786,391.63807,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,61,,,0,,False,4,train,1
1240,0.0,391.63807,391.88827,45.0,"[20.0, 20.0]",0.08,40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,202,,,0,,False,4,train,1
1241,0.0,391.88827,392.13849,45.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,149,,,0,,False,4,train,1
1242,0.0,392.13849,392.3887,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,115,,,0,,False,4,train,2
1243,0.0,392.3887,392.63891,90.0,"[20.0, 20.0]",0.08,10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,29,,,0,,False,7,train,2
1244,0.0,392.63891,392.88913,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,2,,,0,,False,3,train,2
1245,0.0,392.88913,393.13934,45.0,"[20.0, 20.0]",0.08,30.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021469,92,,,0,,False,6,train,1
