stimulus_presentation_id,stimulus_block,start_time,stop_time,color,spatial_frequency,stimulus_name,contrast,phase,temporal_frequency,size,frame,y_position,x_position,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
563,0.0,229.89659,230.14678,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,0.0,0.25019878,16,,,0,,False,3,train,0
564,0.0,230.14678,230.39698,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,0.0,0.25019878,46,,,0,,False,2,test,0
565,0.0,230.39698,230.6472,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,90.0,0.25021872,31,,,0,,False,1,train,2
566,0.0,230.6472,230.89742,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,0.0,0.25021872,7,,,0,,False,1,train,0
567,0.0,230.89742,231.14764,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,90.0,0.25021872,230,,,0,,False,0,train,2
568,0.0,231.14764,231.39786,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,0.0,0.0,0.25021872,231,,,0,,False,0,train,0
569,0.0,231.39786,231.64806,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,90.0,0.25020628,182,,,0,,False,2,test,2
570,0.0,231.64806,231.89827,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,20.0,90.0,0.25020628,112,,,0,,False,2,test,2
571,0.0,231.89827,232.14848,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,45.0,0.25020628,93,,,0,,False,4,train,1
572,0.0,232.14848,232.39868,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,90.0,0.25020628,84,,,0,,False,1,train,2
573,0.0,232.39868,232.6489,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,0.0,0.25021372,44,,,0,,False,3,train,0
574,0.0,232.6489,232.89911,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,20.0,0.0,0.25021372,199,,,0,,False,1,train,0
575,0.0,232.89911,233.14932,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,0.0,0.25021372,220,,,0,,False,1,train,0
576,0.0,233.14932,233.39954,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,45.0,0.25021372,121,,,0,,False,3,train,1
577,0.0,233.39954,233.64974,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,45.0,0.25020628,52,,,0,,False,6,train,1
578,0.0,233.64974,233.89995,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,0.0,0.25020628,2,,,0,,False,2,test,0
579,0.0,233.89995,234.15016,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,90.0,0.25020628,138,,,0,,False,4,train,2
580,0.0,234.15016,234.40036,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,45.0,0.25020628,48,,,0,,False,1,train,1
581,0.0,234.40036,234.65057,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-40.0,0.0,0.25021122,145,,,0,,False,1,train,0
582,0.0,234.65057,234.90079,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,30.0,0.0,0.25021122,35,,,0,,False,2,test,0
583,0.0,234.90079,235.151,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,45.0,0.25021122,136,,,0,,False,3,train,1
584,0.0,235.151,235.40121,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,45.0,0.25021122,51,,,0,,False,3,train,1
585,0.0,235.40121,235.65141,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,90.0,0.25020378,230,,,0,,False,1,train,2
586,0.0,235.65141,235.90162,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,90.0,0.25020378,166,,,0,,False,5,test,2
587,0.0,235.90162,236.15182,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,40.0,45.0,0.25020378,200,,,0,,False,1,train,1
588,0.0,236.15182,236.40202,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,45.0,0.25020378,122,,,0,,False,6,train,1
589,0.0,236.40202,236.65224,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,10.0,90.0,0.25021622,72,,,0,,False,2,test,2
590,0.0,236.65224,236.90246,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,45.0,0.25021622,14,,,0,,False,4,train,1
591,0.0,236.90246,237.15267,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,90.0,0.25021622,8,,,0,,False,2,test,2
592,0.0,237.15267,237.40289,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,90.0,0.25021622,1,,,0,,False,5,test,2
593,0.0,237.40289,237.65309,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,90.0,0.25020378,144,,,0,,False,3,train,2
594,0.0,237.65309,237.9033,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,90.0,0.25020378,176,,,0,,False,2,test,2
595,0.0,237.9033,238.1535,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-10.0,0.0,0.25020378,204,,,0,,False,1,train,0
596,0.0,238.1535,238.4037,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,45.0,0.25020378,4,,,0,,False,3,train,1
597,0.0,238.4037,238.65391,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,0.0,0.25020872,135,,,0,,False,1,train,0
598,0.0,238.65391,238.90412,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,0.0,0.25020872,64,,,0,,False,2,test,0
599,0.0,238.90412,239.15433,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,45.0,0.25020872,108,,,0,,False,3,train,1
600,0.0,239.15433,239.40454,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,0.0,0.25020872,107,,,0,,False,3,train,0
601,0.0,239.40454,239.65475,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-20.0,90.0,0.25020878,142,,,0,,False,2,test,2
602,0.0,239.65475,239.90496,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,0.0,0.25020878,123,,,0,,False,4,train,0
603,0.0,239.90496,240.15516,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,0.0,0.0,0.25020878,208,,,0,,False,1,train,0
604,0.0,240.15516,240.40537,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25020878,77,,,0,,False,4,train,1
605,0.0,240.40537,240.65558,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,0.0,0.25020622,79,,,0,,False,5,test,0
606,0.0,240.65558,240.90579,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,90.0,0.25020622,198,,,0,,False,1,train,2
607,0.0,240.90579,241.15599,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,45.0,0.25020622,125,,,0,,False,2,test,1
608,0.0,241.15599,241.4062,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,45.0,0.25020622,63,,,0,,False,1,train,1
609,0.0,241.4062,241.65641,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-20.0,0.0,0.25021128,211,,,0,,False,2,test,0
610,0.0,241.65641,241.90662,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,0.0,0.25021128,207,,,0,,False,1,train,0
611,0.0,241.90662,242.15683,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,90.0,0.25021128,198,,,0,,False,2,test,2
612,0.0,242.15683,242.40704,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,90.0,0.25021128,232,,,0,,False,0,train,2
613,0.0,242.40704,242.65725,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,90.0,0.25020622,216,,,0,,False,1,train,2
614,0.0,242.65725,242.90746,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,90.0,0.25020622,69,,,0,,False,6,train,2
615,0.0,242.90746,243.15766,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,45.0,0.25020622,43,,,0,,False,5,test,1
616,0.0,243.15766,243.40787,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,0.0,0.25020622,82,,,0,,False,2,test,0
617,0.0,243.40787,243.65808,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,45.0,0.25020878,169,,,0,,False,1,train,1
618,0.0,243.65808,243.90829,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-40.0,45.0,0.25020878,47,,,0,,False,2,test,1
619,0.0,243.90829,244.15849,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,45.0,0.25020878,29,,,0,,False,4,train,1
620,0.0,244.15849,244.4087,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,45.0,0.25020878,98,,,0,,False,5,test,1
621,0.0,244.4087,244.65891,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,0.0,0.0,0.25021122,50,,,0,,False,2,test,0
622,0.0,244.65891,244.90913,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,0.0,0.25021122,135,,,0,,False,2,test,0
623,0.0,244.90913,245.15934,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-20.0,45.0,0.25021122,37,,,0,,False,2,test,1
624,0.0,245.15934,245.40955,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-10.0,45.0,0.25021122,97,,,0,,False,1,train,1
625,0.0,245.40955,245.65976,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-40.0,45.0,0.25020878,194,,,0,,False,1,train,1
626,0.0,245.65976,245.90997,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,90.0,0.25020878,18,,,0,,False,4,train,2
627,0.0,245.90997,246.16017,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,10.0,45.0,0.25020878,154,,,0,,False,3,train,1
628,0.0,246.16017,246.41038,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,90.0,0.25020878,146,,,0,,False,4,train,2
629,0.0,246.41038,246.66059,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,0.0,0.25021122,220,,,0,,False,2,test,0
630,0.0,246.66059,246.91081,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,45.0,0.25021122,122,,,0,,False,7,train,1
631,0.0,246.91081,247.16102,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,45.0,0.25021122,62,,,0,,False,2,test,1
632,0.0,247.16102,247.41123,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,0.0,0.25021122,115,,,0,,False,1,train,0
633,0.0,247.41123,247.66144,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,40.0,90.0,0.25020878,53,,,0,,False,2,test,2
634,0.0,247.66144,247.91165,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,90.0,0.25020878,160,,,0,,False,3,train,2
635,0.0,247.91165,248.16185,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,20.0,45.0,0.25020878,65,,,0,,False,2,test,1
636,0.0,248.16185,248.41206,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,30.0,90.0,0.25020878,171,,,0,,False,3,train,2
637,0.0,248.41206,248.66228,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,30.0,0.0,0.25021372,209,,,0,,False,2,test,0
638,0.0,248.66228,248.91249,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-40.0,0.0,0.25021372,145,,,0,,False,2,test,0
639,0.0,248.91249,249.1627,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,45.0,0.25021372,60,,,0,,False,4,train,1
640,0.0,249.1627,249.41292,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-20.0,0.0,0.25021372,233,,,0,,False,0,train,0
641,0.0,249.41292,249.66312,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,0.0,0.25020378,19,,,0,,False,3,train,0
642,0.0,249.66312,249.91333,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,45.0,0.25020378,102,,,0,,False,2,test,1
643,0.0,249.91333,250.16353,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,30.0,90.0,0.25020378,222,,,0,,False,1,train,2
644,0.0,250.16353,250.41373,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,45.0,0.25020378,63,,,0,,False,2,test,1
645,0.0,250.41373,250.66394,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,10.0,90.0,0.25020872,72,,,0,,False,3,train,2
646,0.0,250.66394,250.91415,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-10.0,0.0,0.25020872,193,,,0,,False,1,train,0
647,0.0,250.91415,251.16436,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,90.0,0.25020872,198,,,0,,False,3,train,2
648,0.0,251.16436,251.41457,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,45.0,0.25020872,234,,,0,,False,0,train,1
649,0.0,251.41457,251.66478,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,45.0,0.25020878,165,,,0,,False,2,test,1
650,0.0,251.66478,251.91499,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,90.0,0.25020878,177,,,0,,False,2,test,2
651,0.0,251.91499,252.16519,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,45.0,0.25020878,227,,,0,,False,1,train,1
652,0.0,252.16519,252.4154,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,90.0,0.25020878,105,,,0,,False,4,train,2
653,0.0,252.4154,252.66562,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,45.0,0.25021622,48,,,0,,False,2,test,1
654,0.0,252.66562,252.91584,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-40.0,90.0,0.25021622,235,,,0,,False,0,train,2
655,0.0,252.91584,253.16605,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,10.0,45.0,0.25021622,236,,,0,,False,0,train,1
656,0.0,253.16605,253.41627,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-10.0,90.0,0.25021622,218,,,0,,False,2,test,2
657,0.0,253.41627,253.66647,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,0.0,0.25020128,19,,,0,,False,4,train,0
658,0.0,253.66647,253.91667,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,45.0,0.25020128,80,,,0,,False,3,train,1
659,0.0,253.91667,254.16687,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,45.0,0.25020128,57,,,0,,False,3,train,1
660,0.0,254.16687,254.41707,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,45.0,0.25020128,120,,,0,,False,3,train,1
661,0.0,254.41707,254.66728,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,90.0,0.25021122,18,,,0,,False,5,test,2
662,0.0,254.66728,254.9175,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,90.0,0.25021122,182,,,0,,False,3,train,2
663,0.0,254.9175,255.16771,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,0.0,0.25021122,107,,,0,,False,4,train,0
664,0.0,255.16771,255.41792,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,45.0,0.25021122,136,,,0,,False,4,train,1
665,0.0,255.41792,255.66813,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,20.0,90.0,0.25020878,212,,,0,,False,1,train,2
666,0.0,255.66813,255.91834,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,0.0,45.0,0.25020878,192,,,0,,False,2,test,1
667,0.0,255.91834,256.16854,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-10.0,0.0,0.25020878,237,,,0,,False,0,train,0
668,0.0,256.16854,256.41875,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,0.0,0.25020878,45,,,0,,False,3,train,0
669,0.0,256.41875,256.66897,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,90.0,0.25021372,157,,,0,,False,4,train,2
670,0.0,256.66897,256.91918,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,0.0,0.25021372,150,,,0,,False,1,train,0
671,0.0,256.91918,257.16939,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,0.0,90.0,0.25021372,205,,,0,,False,2,test,2
672,0.0,257.16939,257.41961,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,90.0,0.25021372,216,,,0,,False,2,test,2
673,0.0,257.41961,257.66981,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,0.0,0.25020128,88,,,0,,False,4,train,0
674,0.0,257.66981,257.92001,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-10.0,90.0,0.25020128,224,,,0,,False,2,test,2
675,0.0,257.92001,258.17021,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,40.0,45.0,0.25020128,228,,,0,,False,1,train,1
676,0.0,258.17021,258.42041,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,0.0,45.0,0.25020128,217,,,0,,False,3,train,1
677,0.0,258.42041,258.67062,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25020622,21,,,0,,False,5,test,2
678,0.0,258.67062,258.92083,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,0.0,0.25020622,78,,,0,,False,2,test,0
679,0.0,258.92083,259.17103,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,45.0,0.25020622,27,,,0,,False,2,test,1
680,0.0,259.17103,259.42124,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,40.0,45.0,0.25020622,228,,,0,,False,2,test,1
681,0.0,259.42124,259.67145,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,0.0,45.0,0.25021378,192,,,0,,False,3,train,1
682,0.0,259.67145,259.92167,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,20.0,0.0,0.25021378,96,,,0,,False,2,test,0
683,0.0,259.92167,260.17188,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,0.0,0.25021378,42,,,0,,False,1,train,0
684,0.0,260.17188,260.42209,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25021378,77,,,0,,False,5,test,1
685,0.0,260.42209,260.6723,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,0.0,90.0,0.25020622,170,,,0,,False,4,train,2
686,0.0,260.6723,260.92251,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,0.0,90.0,0.25020622,155,,,0,,False,2,test,2
687,0.0,260.92251,261.17271,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,0.0,0.25020622,99,,,0,,False,1,train,0
688,0.0,261.17271,261.42292,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,45.0,0.25020622,121,,,0,,False,4,train,1
689,0.0,261.42292,261.67313,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,0.0,0.25021128,87,,,0,,False,3,train,0
690,0.0,261.67313,261.92334,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,45.0,0.25021128,27,,,0,,False,3,train,1
691,0.0,261.92334,262.17355,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-30.0,90.0,0.25021128,238,,,0,,False,0,train,2
692,0.0,262.17355,262.42376,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,45.0,0.25021128,22,,,0,,False,5,test,1
693,0.0,262.42376,262.67398,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,0.0,90.0,0.25022122,205,,,0,,False,3,train,2
694,0.0,262.67398,262.92421,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-20.0,90.0,0.25022122,239,,,0,,False,0,train,2
695,0.0,262.92421,263.17443,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,0.0,0.25022122,101,,,0,,False,3,train,0
696,0.0,263.17443,263.42465,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,45.0,0.25022122,6,,,0,,False,5,test,1
697,0.0,263.42465,263.67485,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,45.0,0.25019878,104,,,0,,False,4,train,1
698,0.0,263.67485,263.92505,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,45.0,0.25019878,86,,,0,,False,1,train,1
699,0.0,263.92505,264.17524,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,30.0,45.0,0.25019878,124,,,0,,False,1,train,1
700,0.0,264.17524,264.42544,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,45.0,0.25019878,114,,,0,,False,2,test,1
