stimulus_presentation_id,stimulus_block,start_time,stop_time,color,spatial_frequency,stimulus_name,contrast,phase,temporal_frequency,size,frame,y_position,x_position,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
139,0.0,123.80797,124.05817,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,0.0,45.0,0.25020878,61,,,0,,False,1,train,1
140,0.0,124.05817,124.30838,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,45.0,0.25020878,110,,,0,,False,0,train,1
141,0.0,124.30838,124.55859,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,90.0,0.25020872,111,,,0,,False,0,train,2
142,0.0,124.55859,124.8088,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,20.0,45.0,0.25020872,81,,,0,,False,1,train,1
143,0.0,124.8088,125.05901,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,0.0,0.25020872,78,,,0,,False,1,train,0
144,0.0,125.05901,125.30922,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,90.0,0.25020872,69,,,0,,False,1,train,2
145,0.0,125.30922,125.55942,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,20.0,90.0,0.25020628,112,,,0,,False,0,train,2
146,0.0,125.55942,125.80963,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,30.0,0.0,0.25020628,113,,,0,,False,0,train,0
147,0.0,125.80963,126.05984,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,45.0,0.25020628,114,,,0,,False,0,train,1
148,0.0,126.05984,126.31004,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,0.0,0.25020628,115,,,0,,False,0,train,0
149,0.0,126.31004,126.56026,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,0.0,0.25021622,116,,,0,,False,0,train,0
150,0.0,126.56026,126.81048,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,0.0,0.25021622,46,,,0,,False,1,train,0
151,0.0,126.81048,127.06069,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,45.0,0.25021622,117,,,0,,False,0,train,1
152,0.0,127.06069,127.31091,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,45.0,0.25021622,118,,,0,,False,0,train,1
153,0.0,127.31091,127.56111,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,0.0,0.25020128,83,,,0,,False,1,train,0
154,0.0,127.56111,127.81131,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,0.0,0.25020128,116,,,0,,False,1,train,0
155,0.0,127.81131,128.06151,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,0.0,0.25020128,119,,,0,,False,0,train,0
156,0.0,128.06151,128.31171,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,45.0,0.25020128,108,,,0,,False,1,train,1
157,0.0,128.31171,128.56193,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25021622,77,,,0,,False,1,train,1
158,0.0,128.56193,128.81215,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,45.0,0.25021622,120,,,0,,False,0,train,1
159,0.0,128.81215,129.06236,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,90.0,0.25021622,28,,,0,,False,1,train,2
160,0.0,129.06236,129.31258,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25021622,77,,,0,,False,2,test,1
161,0.0,129.31258,129.56278,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,45.0,0.25020378,121,,,0,,False,0,train,1
162,0.0,129.56278,129.81299,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,45.0,0.25020378,122,,,0,,False,0,train,1
163,0.0,129.81299,130.06319,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,0.0,0.25020378,82,,,0,,False,1,train,0
164,0.0,130.06319,130.31339,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,0.0,0.25020378,123,,,0,,False,0,train,0
165,0.0,130.31339,130.5636,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25021122,77,,,0,,False,3,train,1
166,0.0,130.5636,130.81382,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,30.0,45.0,0.25021122,124,,,0,,False,0,train,1
167,0.0,130.81382,131.06403,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,45.0,0.25021122,6,,,0,,False,2,test,1
168,0.0,131.06403,131.31424,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,0.0,0.25021122,40,,,0,,False,1,train,0
169,0.0,131.31424,131.56444,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,45.0,0.25020378,10,,,0,,False,2,test,1
170,0.0,131.56444,131.81465,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,90.0,0.25020378,70,,,0,,False,1,train,2
171,0.0,131.81465,132.06485,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,45.0,0.25020378,125,,,0,,False,0,train,1
172,0.0,132.06485,132.31505,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-20.0,90.0,0.25020378,94,,,0,,False,1,train,2
173,0.0,132.31505,132.56526,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,0.0,0.25021122,92,,,0,,False,1,train,0
174,0.0,132.56526,132.81548,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,90.0,0.25021122,126,,,0,,False,0,train,2
175,0.0,132.81548,133.06569,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,90.0,0.25021122,127,,,0,,False,0,train,2
176,0.0,133.06569,133.3159,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,0.0,0.25021122,128,,,0,,False,0,train,0
177,0.0,133.3159,133.56611,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,45.0,0.25020878,71,,,0,,False,3,train,1
178,0.0,133.56611,133.81632,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,45.0,0.25020878,122,,,0,,False,1,train,1
179,0.0,133.81632,134.06652,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-30.0,45.0,0.25020878,30,,,0,,False,1,train,1
180,0.0,134.06652,134.31673,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,0.0,0.25020878,119,,,0,,False,1,train,0
181,0.0,134.31673,134.56694,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,0.0,0.25021122,92,,,0,,False,2,test,0
182,0.0,134.56694,134.81716,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,0.0,0.25021122,19,,,0,,False,1,train,0
183,0.0,134.81716,135.06737,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,90.0,0.25021122,95,,,0,,False,1,train,2
184,0.0,135.06737,135.31758,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,45.0,0.25021122,43,,,0,,False,2,test,1
185,0.0,135.31758,135.56779,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,0.0,0.25020878,129,,,0,,False,0,train,0
186,0.0,135.56779,135.818,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,0.0,0.25020878,130,,,0,,False,0,train,0
187,0.0,135.818,136.0682,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,0.0,0.25020878,131,,,0,,False,0,train,0
188,0.0,136.0682,136.31841,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,0.0,0.25020878,132,,,0,,False,0,train,0
189,0.0,136.31841,136.56862,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,0.0,0.25021122,133,,,0,,False,0,train,0
190,0.0,136.56862,136.81884,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,90.0,0.25021122,73,,,0,,False,2,test,2
191,0.0,136.81884,137.06905,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,30.0,90.0,0.25021122,134,,,0,,False,0,train,2
192,0.0,137.06905,137.31926,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,0.0,0.25021122,135,,,0,,False,0,train,0
193,0.0,137.31926,137.56946,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,45.0,0.25020378,136,,,0,,False,0,train,1
194,0.0,137.56946,137.81967,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,0.0,0.25020378,107,,,0,,False,1,train,0
195,0.0,137.81967,138.06987,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-10.0,45.0,0.25020378,137,,,0,,False,0,train,1
196,0.0,138.06987,138.32007,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,90.0,0.25020378,138,,,0,,False,0,train,2
197,0.0,138.32007,138.57029,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,90.0,0.25021372,139,,,0,,False,0,train,2
198,0.0,138.57029,138.8205,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,40.0,0.0,0.25021372,140,,,0,,False,0,train,0
199,0.0,138.8205,139.07071,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,45.0,0.25021372,141,,,0,,False,0,train,1
200,0.0,139.07071,139.32093,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-20.0,90.0,0.25021372,142,,,0,,False,0,train,2
201,0.0,139.32093,139.57113,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,45.0,0.25020378,39,,,0,,False,1,train,1
202,0.0,139.57113,139.82134,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,45.0,0.25020378,55,,,0,,False,1,train,1
203,0.0,139.82134,140.07154,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,0.0,0.25020378,92,,,0,,False,3,train,0
204,0.0,140.07154,140.32174,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,45.0,0.25020378,143,,,0,,False,0,train,1
205,0.0,140.32174,140.57196,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,90.0,0.25021372,144,,,0,,False,0,train,2
206,0.0,140.57196,140.82217,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,45.0,0.25021372,102,,,0,,False,1,train,1
207,0.0,140.82217,141.07238,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-40.0,0.0,0.25021372,145,,,0,,False,0,train,0
208,0.0,141.07238,141.3226,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,90.0,0.25021372,146,,,0,,False,0,train,2
209,0.0,141.3226,141.57281,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,90.0,0.25020878,25,,,0,,False,2,test,2
210,0.0,141.57281,141.82302,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,0.0,45.0,0.25020878,147,,,0,,False,0,train,1
211,0.0,141.82302,142.07322,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,0.0,0.25020878,79,,,0,,False,1,train,0
212,0.0,142.07322,142.32343,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,0.0,0.25020878,119,,,0,,False,2,test,0
213,0.0,142.32343,142.57365,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,45.0,0.25021372,108,,,0,,False,2,test,1
214,0.0,142.57365,142.82386,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,0.0,0.25021372,107,,,0,,False,2,test,0
215,0.0,142.82386,143.07407,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,20.0,45.0,0.25021372,148,,,0,,False,0,train,1
216,0.0,143.07407,143.32429,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,40.0,0.0,0.25021372,149,,,0,,False,0,train,0
217,0.0,143.32429,143.57449,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,0.0,0.25020378,150,,,0,,False,0,train,0
218,0.0,143.57449,143.8247,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,0.0,0.25020378,151,,,0,,False,0,train,0
219,0.0,143.8247,144.0749,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,30.0,45.0,0.25020378,75,,,0,,False,2,test,1
220,0.0,144.0749,144.3251,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,90.0,0.25020378,152,,,0,,False,0,train,2
221,0.0,144.3251,144.57531,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-20.0,0.0,0.25020372,153,,,0,,False,0,train,0
222,0.0,144.57531,144.82551,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,0.0,0.0,0.25020372,50,,,0,,False,1,train,0
223,0.0,144.82551,145.07571,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,10.0,45.0,0.25020372,154,,,0,,False,0,train,1
224,0.0,145.07571,145.32592,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,0.0,90.0,0.25020372,155,,,0,,False,0,train,2
225,0.0,145.32592,145.57613,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,30.0,90.0,0.25021378,156,,,0,,False,0,train,2
226,0.0,145.57613,145.82635,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,45.0,0.25021378,117,,,0,,False,1,train,1
227,0.0,145.82635,146.07656,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,30.0,90.0,0.25021378,156,,,0,,False,1,train,2
228,0.0,146.07656,146.32677,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,90.0,0.25021378,157,,,0,,False,0,train,2
229,0.0,146.32677,146.57698,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-30.0,45.0,0.25021122,67,,,0,,False,1,train,1
230,0.0,146.57698,146.8272,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,0.0,0.25021122,158,,,0,,False,0,train,0
231,0.0,146.8272,147.07741,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,45.0,0.25021122,141,,,0,,False,1,train,1
232,0.0,147.07741,147.32762,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,0.0,0.25021122,79,,,0,,False,2,test,0
233,0.0,147.32762,147.57782,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-20.0,0.0,0.25020628,153,,,0,,False,1,train,0
234,0.0,147.57782,147.82803,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,90.0,0.25020628,159,,,0,,False,0,train,2
235,0.0,147.82803,148.07824,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,90.0,0.25020628,111,,,0,,False,1,train,2
236,0.0,148.07824,148.32844,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,45.0,0.25020628,117,,,0,,False,2,test,1
237,0.0,148.32844,148.57865,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,90.0,0.25021122,127,,,0,,False,1,train,2
238,0.0,148.57865,148.82887,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,90.0,0.25021122,160,,,0,,False,0,train,2
239,0.0,148.82887,149.07908,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-10.0,45.0,0.25021122,161,,,0,,False,0,train,1
240,0.0,149.07908,149.32929,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,0.0,0.25021122,162,,,0,,False,0,train,0
241,0.0,149.32929,149.57949,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,10.0,0.0,0.25020378,163,,,0,,False,0,train,0
242,0.0,149.57949,149.8297,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,0.0,0.25020378,131,,,0,,False,1,train,0
243,0.0,149.8297,150.0799,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,45.0,0.25020378,121,,,0,,False,1,train,1
244,0.0,150.0799,150.3301,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-40.0,0.0,0.25020378,164,,,0,,False,0,train,0
245,0.0,150.3301,150.58032,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,90.0,0.25021372,1,,,0,,False,1,train,2
246,0.0,150.58032,150.83053,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,0.0,0.25021372,88,,,0,,False,3,train,0
247,0.0,150.83053,151.08074,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,0.0,0.25021372,92,,,0,,False,4,train,0
248,0.0,151.08074,151.33096,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,0.0,0.25021372,162,,,0,,False,1,train,0
249,0.0,151.33096,151.58116,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,0.0,0.25020378,101,,,0,,False,1,train,0
250,0.0,151.58116,151.83137,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,45.0,0.25020378,165,,,0,,False,0,train,1
251,0.0,151.83137,152.08157,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,90.0,0.25020378,166,,,0,,False,0,train,2
252,0.0,152.08157,152.33177,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,45.0,0.25020378,55,,,0,,False,2,test,1
253,0.0,152.33177,152.58199,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,45.0,0.25021372,6,,,0,,False,3,train,1
254,0.0,152.58199,152.8322,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,45.0,0.25021372,14,,,0,,False,1,train,1
255,0.0,152.8322,153.08241,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,45.0,0.25021372,66,,,0,,False,1,train,1
256,0.0,153.08241,153.33263,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25021372,21,,,0,,False,2,test,2
257,0.0,153.33263,153.58284,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,90.0,0.25020878,127,,,0,,False,2,test,2
258,0.0,153.58284,153.83305,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,45.0,0.25020878,122,,,0,,False,2,test,1
259,0.0,153.83305,154.08325,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,45.0,0.25020878,125,,,0,,False,1,train,1
260,0.0,154.08325,154.33346,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,0.0,0.25020878,34,,,0,,False,2,test,0
261,0.0,154.33346,154.58368,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,0.0,0.25021872,87,,,0,,False,1,train,0
262,0.0,154.58368,154.8339,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,45.0,0.25021872,165,,,0,,False,1,train,1
263,0.0,154.8339,155.08412,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,45.0,0.25021872,43,,,0,,False,3,train,1
264,0.0,155.08412,155.33434,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25021872,21,,,0,,False,3,train,2
265,0.0,155.33434,155.58453,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,90.0,0.25019628,111,,,0,,False,2,test,2
266,0.0,155.58453,155.83473,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-10.0,45.0,0.25019628,167,,,0,,False,0,train,1
267,0.0,155.83473,156.08493,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,90.0,0.25019628,168,,,0,,False,0,train,2
268,0.0,156.08493,156.33512,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,45.0,0.25019628,169,,,0,,False,0,train,1
269,0.0,156.33512,156.58534,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,0.0,90.0,0.25022122,170,,,0,,False,0,train,2
270,0.0,156.58534,156.83557,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,30.0,90.0,0.25022122,171,,,0,,False,0,train,2
271,0.0,156.83557,157.08579,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,0.0,45.0,0.25022122,61,,,0,,False,2,test,1
272,0.0,157.08579,157.33601,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,20.0,90.0,0.25022122,172,,,0,,False,0,train,2
273,0.0,157.33601,157.58621,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,0.0,0.25019878,54,,,0,,False,1,train,0
274,0.0,157.58621,157.83641,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25019878,21,,,0,,False,4,train,2
275,0.0,157.83641,158.0866,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-40.0,0.0,0.25019878,173,,,0,,False,0,train,0
276,0.0,158.0866,158.3368,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,0.0,90.0,0.25019878,174,,,0,,False,0,train,2
