session_id,held_out_probe_id,held_out_area,staged_no_offset_error_deg,staged_error_deg,selected_offset_scale,joint_error_deg,joint_selected_offset_scale,conventional_no_translation_error_deg,staged_gain_vs_no_offset_deg,staged_gain_vs_joint_deg,staged_gain_vs_conventional_no_translation_deg
778240327,792607545,VISam,41.76424879303253,45.32680819066581,0.75,38.84923348540526,0.25,27.579444857359857,-3.5625593976332794,-6.477574705260551,-17.74736333330595
778240327,792607549,VISp,24.97382366879947,26.19384568322497,0.75,5.434307281141579,0.25,3.8585443561194346,-1.2200220144255027,-20.759538402083393,-22.335301327105537
778240327,792607553,VISl,3.4743041975768176,7.673129875793984,0.75,7.527564842674735,0.25,6.651707168673128,-4.198825678217167,-0.14556503311924907,-1.0214227071208564
778240327,792607557,VISal,33.053439185808486,33.280503993684334,0.75,28.410841867212437,0.25,28.014701056082483,-0.22706480787584837,-4.869662126471898,-5.265802937601851
778240327,792607559,VISrl,18.324153689106424,20.38882485798061,0.75,15.12336658594446,0.25,15.298003141872618,-2.0646711688741846,-5.265458272036149,-5.090821716107991
781842082,792586876,VISam,9.89216705109271,13.787291841882716,0.75,17.804268282646266,0.5,4.729051076057926,-3.895124790790007,4.01697644076355,-9.05824076582479
781842082,792586881,VISp,5.097334233394928,7.425553877436864,0.75,5.585447541397597,0.5,5.219395002055985,-2.328219644041936,-1.840106336039267,-2.206158875380879
781842082,792586883,VISal,16.198956379977393,18.536525287180048,0.75,17.973070436668173,0.5,15.31953005177158,-2.3375689072026553,-0.5634548505118744,-3.2169952354084685
781842082,792586887,VISal,36.70179890160331,40.29166906837776,0.75,37.65971122451465,0.5,33.533679669144995,-3.589870166774446,-2.6319578438631055,-6.757989399232763
781842082,792586891,VISrl,6.452713383564727,3.5476403181816614,0.75,3.50638044915642,0.5,2.742015543025229,2.9050730653830654,-0.04125986902524126,-0.8056247751564323
786091066,792623916,VISam,20.518563032144986,32.41030790312487,0.75,23.53753461207776,0.5,5.120988930453584,-11.891744870979881,-8.872773291047107,-27.289318972671282
786091066,792623921,VISp,25.041755875628333,33.19269968071307,0.75,13.768830336364111,0.5,17.56016121344424,-8.150943805084736,-19.423869344348958,-15.63253846726883
786091066,792623925,VISal,24.257853761192035,23.074800382294303,0.75,20.783886652517676,0.5,22.97066034455359,1.183053378897732,-2.2909137297766264,-0.1041400377407129
786091066,792623928,VISal,40.25084788964424,35.67803070450845,0.75,37.38477247699818,0.5,40.49744519762052,4.57281718513579,1.7067417724897282,4.81941449311207
786091066,792623931,VISrl,7.174635898697845,13.361037860716374,0.75,5.490471764046667,0.5,9.58985972873146,-6.186401962018529,-7.870566096669707,-3.7711781319849145
794812542,810758777,VISam,40.909221060248285,38.46685632031162,0.75,14.973539217034162,0.5,15.350541124431398,2.4423647399366644,-23.49331710327746,-23.116315195880222
794812542,810758781,VISp,27.520741504105064,28.92254936908637,0.75,2.5767104522743365,0.5,2.8385321776969623,-1.4018078649813042,-26.34583891681203,-26.084017191389407
794812542,810758783,VISl,8.54558153522106,26.34676867963758,0.75,19.758683122843493,0.5,5.740955360748668,-17.80118714441652,-6.588085556794088,-20.605813318888913
794812542,810758785,VISal,50.02479632402298,50.180971100081294,0.75,48.35147954155625,0.5,45.99047792397489,-0.15617477605831454,-1.8294915585250422,-4.190493176106401
794812542,810758787,VISrl,12.254667165495606,15.575178779810932,0.75,11.9393002340579,0.5,11.655066580528514,-3.3205116143153255,-3.635878545753032,-3.9201121992824177
798911424,800036196,VISam,30.27234530369456,21.254271625993464,0.5,22.6302636515052,0.25,26.57866252525448,9.018073677701096,1.375992025511735,5.324390899261015
798911424,800036198,VISam,47.70364716697988,40.57439967933482,0.5,44.19745727216199,0.25,47.70364716697988,7.12924748764506,3.6230575928271733,7.12924748764506
798911424,800036200,VISp,29.10984461753228,22.26217287242451,0.5,21.28621465618601,0.25,20.692716670610118,6.8476717451077675,-0.9759582162384994,-1.5694562018143934
798911424,800036202,VISl,2.2779204715993315,12.291793558890072,0.5,10.056166317699558,0.25,12.06689174457556,-10.01387308729074,-2.235627241190514,-0.22490181431451184
798911424,800036204,VISal,46.385406297464506,39.3778537820381,0.5,42.71022801175098,0.25,50.97434629871568,7.007552515426404,3.332374229712876,11.596492516677579
798911424,800036206,VISrl,14.704536808376194,6.081758784770907,0.5,4.685971621550826,0.25,9.159859153155498,8.622778023605287,-1.3957871632200805,3.0781003683845913
829720705,832129149,VISam,37.10937285580759,34.552779735967874,1.0,35.94145933843451,0.5,37.64386940187877,2.556593119839718,1.3886796024666381,3.091089665910893
829720705,832129154,VISp,21.801153131592105,15.74043613793533,1.0,23.052174066375443,0.5,24.12485141377167,6.060716993656776,7.311737928440113,8.38441527583634
829720705,832129157,VISl,43.36346776827985,37.01676591618521,1.0,30.380678080818623,0.5,42.52111807616155,6.34670185209464,-6.636087835366585,5.504352159976342
829720705,832129159,VISal,15.745186954585574,19.17749250257168,1.0,11.306642311883722,0.5,13.085137150124648,-3.4323055479861075,-7.870850190687959,-6.092355352447033
829720705,832129161,VISrl,10.51099460020048,23.15006402189213,1.0,6.957203210154376,0.5,8.279279292896678,-12.639069421691651,-16.192860811737756,-14.870784728995453
831882777,832810573,VISam,29.08974124360081,25.418510390115337,0.75,18.48326975016357,0.25,20.810519574569685,3.671230853485472,-6.935240639951768,-4.6079908155456515
831882777,832810578,VISp,23.719032782666265,28.73398839813692,0.75,2.1645133598944084,0.25,0.0217710590722936,-5.0149556154706545,-26.569475038242512,-28.712217339064626
831882777,832810582,VISal,41.28554363877592,30.88162538470004,0.75,41.05168073657342,0.25,42.29464217059579,10.40391825407588,10.170055351873376,11.413016785895753
847657808,848037568,VISam,54.50238935494182,62.12712666928448,0.75,45.95889760344489,0.5,31.416588975368416,-7.62473731434266,-16.16822906583959,-30.710537693916063
847657808,848037572,VISp,12.70370873770542,8.925164175260816,0.75,5.03820486962656,0.5,0.5510032916779073,3.778544562444603,-3.8869593056342566,-8.37416088358291
847657808,848037574,VISl,42.76106175125026,22.702722712211894,0.75,32.65550746766607,0.5,34.15514739580398,20.058339039038366,9.952784755454175,11.452424683592085
847657808,848037576,VISal,57.07065770607049,37.42457858639581,0.75,42.881827925760646,0.5,51.24267589871229,19.64607911967468,5.457249339364836,13.818097312316482
847657808,848037578,VISrl,21.351589671963207,9.025318697865073,0.75,10.639857986623989,0.5,14.636903720868466,12.326270974098135,1.614539288758916,5.611585023003393
