stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,spatial_frequency,x_position,y_position,phase,size,contrast,color,frame,orientation,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
657,0.0,258.97363,259.22384,4.0,0.08,30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021074,198,,,0,,False,2,test,1
658,0.0,259.22384,259.47406,4.0,0.08,-40.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021074,19,,,0,,False,2,test,0
659,0.0,259.47406,259.72427,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021074,168,,,0,,False,4,train,0
660,0.0,259.72427,259.97448,4.0,0.08,20.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021074,86,,,0,,False,4,train,2
661,0.0,259.97448,260.22469,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,230,,,0,,False,0,train,2
662,0.0,260.22469,260.47491,4.0,0.08,-40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,96,,,0,,False,1,train,2
663,0.0,260.47491,260.72512,4.0,0.08,-10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,26,,,0,,False,4,train,2
664,0.0,260.72512,260.97533,4.0,0.08,0.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,109,,,0,,False,5,test,1
665,0.0,260.97533,261.22554,4.0,0.08,-10.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020574,27,,,0,,False,4,train,1
666,0.0,261.22554,261.47575,4.0,0.08,-30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020574,225,,,0,,False,1,train,1
667,0.0,261.47575,261.72595,4.0,0.08,-10.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020574,104,,,0,,False,2,test,1
668,0.0,261.72595,261.97616,4.0,0.08,-10.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020574,162,,,0,,False,2,test,2
669,0.0,261.97616,262.22637,4.0,0.08,30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,179,,,0,,False,3,train,2
670,0.0,262.22637,262.47659,4.0,0.08,-30.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,125,,,0,,False,2,test,0
671,0.0,262.47659,262.7268,4.0,0.08,30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,95,,,0,,False,4,train,1
672,0.0,262.7268,262.97701,4.0,0.08,-30.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,32,,,0,,False,2,test,1
673,0.0,262.97701,263.22721,4.0,0.08,10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,72,,,0,,False,2,test,2
674,0.0,263.22721,263.47742,4.0,0.08,-40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,123,,,0,,False,7,train,2
675,0.0,263.47742,263.72762,4.0,0.08,0.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,5,,,0,,False,3,train,0
676,0.0,263.72762,263.97782,4.0,0.08,-30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,129,,,0,,False,3,train,1
677,0.0,263.97782,264.22804,4.0,0.08,-20.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,71,,,0,,False,2,test,0
678,0.0,264.22804,264.47827,4.0,0.08,40.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,229,,,0,,False,1,train,0
679,0.0,264.47827,264.72849,4.0,0.08,10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,157,,,0,,False,3,train,1
680,0.0,264.72849,264.97871,4.0,0.08,0.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,228,,,0,,False,1,train,1
681,0.0,264.97871,265.22891,4.0,0.08,-10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,200,,,0,,False,2,test,2
682,0.0,265.22891,265.47911,4.0,0.08,-20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,161,,,0,,False,2,test,1
683,0.0,265.47911,265.7293,4.0,0.08,-30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,210,,,0,,False,1,train,2
684,0.0,265.7293,265.9795,4.0,0.08,20.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019574,219,,,0,,False,2,test,0
685,0.0,265.9795,266.22971,4.0,0.08,20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,4,,,0,,False,4,train,1
686,0.0,266.22971,266.47993,4.0,0.08,20.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,201,,,0,,False,2,test,1
687,0.0,266.47993,266.73014,4.0,0.08,10.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,203,,,0,,False,3,train,2
688,0.0,266.73014,266.98035,4.0,0.08,10.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,80,,,0,,False,3,train,1
689,0.0,266.98035,267.23055,4.0,0.08,-30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,210,,,0,,False,2,test,2
690,0.0,267.23055,267.48076,4.0,0.08,-30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,102,,,0,,False,1,train,0
691,0.0,267.48076,267.73096,4.0,0.08,-20.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,37,,,0,,False,4,train,1
692,0.0,267.73096,267.98116,4.0,0.08,-10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,118,,,0,,False,1,train,2
693,0.0,267.98116,268.23137,4.0,0.08,-10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,83,,,0,,False,3,train,0
694,0.0,268.23137,268.48159,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,187,,,0,,False,1,train,0
695,0.0,268.48159,268.7318,4.0,0.08,40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,216,,,0,,False,1,train,0
696,0.0,268.7318,268.98201,4.0,0.08,30.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,56,,,0,,False,5,test,1
697,0.0,268.98201,269.23222,4.0,0.08,-40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,107,,,0,,False,2,test,1
698,0.0,269.23222,269.48242,4.0,0.08,-10.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,39,,,0,,False,1,train,2
699,0.0,269.48242,269.73262,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,53,,,0,,False,2,test,0
700,0.0,269.73262,269.98283,4.0,0.08,-30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,120,,,0,,False,3,train,0
701,0.0,269.98283,270.23305,4.0,0.08,-10.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,52,,,0,,False,7,train,1
702,0.0,270.23305,270.48328,4.0,0.08,20.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,22,,,0,,False,1,train,0
703,0.0,270.48328,270.7335,4.0,0.08,-40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,90,,,0,,False,1,train,1
704,0.0,270.7335,270.98372,4.0,0.08,-30.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022426,163,,,0,,False,2,test,2
705,0.0,270.98372,271.23392,4.0,0.08,-30.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,46,,,0,,False,3,train,0
706,0.0,271.23392,271.48411,4.0,0.08,0.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,7,,,0,,False,3,train,0
707,0.0,271.48411,271.7343,4.0,0.08,30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019324,95,,,0,,False,5,test,1
708,0.0,271.7343,271.9845,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019324,16,,,0,,False,3,train,1
709,0.0,271.9845,272.23472,4.0,0.08,-20.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022176,142,,,0,,False,3,train,1
710,0.0,272.23472,272.48494,4.0,0.08,40.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022176,34,,,0,,False,5,test,1
711,0.0,272.48494,272.73516,4.0,0.08,10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022176,231,,,0,,False,0,train,1
712,0.0,272.73516,272.98538,4.0,0.08,20.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022176,77,,,0,,False,4,train,2
713,0.0,272.98538,273.23558,4.0,0.08,10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,72,,,0,,False,3,train,2
714,0.0,273.23558,273.48579,4.0,0.08,40.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,134,,,0,,False,4,train,0
715,0.0,273.48579,273.73599,4.0,0.08,10.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,155,,,0,,False,3,train,2
716,0.0,273.73599,273.98619,4.0,0.08,40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,208,,,0,,False,2,test,1
717,0.0,273.98619,274.2364,4.0,0.08,40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,70,,,0,,False,2,test,1
718,0.0,274.2364,274.48662,4.0,0.08,-40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,90,,,0,,False,2,test,1
719,0.0,274.48662,274.73684,4.0,0.08,10.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,73,,,0,,False,2,test,2
720,0.0,274.73684,274.98705,4.0,0.08,30.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,56,,,0,,False,6,train,1
721,0.0,274.98705,275.23725,4.0,0.08,30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,106,,,0,,False,3,train,2
722,0.0,275.23725,275.48745,4.0,0.08,-40.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,130,,,0,,False,2,test,1
723,0.0,275.48745,275.73764,4.0,0.08,30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,33,,,0,,False,6,train,2
724,0.0,275.73764,275.98784,4.0,0.08,30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,179,,,0,,False,4,train,2
725,0.0,275.98784,276.23805,4.0,0.08,0.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,47,,,0,,False,3,train,1
726,0.0,276.23805,276.48827,4.0,0.08,40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,193,,,0,,False,2,test,2
727,0.0,276.48827,276.73849,4.0,0.08,10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,72,,,0,,False,4,train,2
728,0.0,276.73849,276.9887,4.0,0.08,10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,231,,,0,,False,1,train,1
729,0.0,276.9887,277.23891,4.0,0.08,40.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,152,,,0,,False,2,test,2
730,0.0,277.23891,277.48911,4.0,0.08,-10.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,81,,,0,,False,4,train,0
731,0.0,277.48911,277.73931,4.0,0.08,-10.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,27,,,0,,False,5,test,1
732,0.0,277.73931,277.98952,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,53,,,0,,False,3,train,0
733,0.0,277.98952,278.23974,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,168,,,0,,False,5,test,0
734,0.0,278.23974,278.48997,4.0,0.08,30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,6,,,0,,False,5,test,0
735,0.0,278.48997,278.74019,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022426,230,,,0,,False,1,train,2
736,0.0,278.74019,278.99041,4.0,0.08,10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022426,38,,,0,,False,4,train,2
737,0.0,278.99041,279.24061,4.0,0.08,-30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,24,,,0,,False,5,test,0
738,0.0,279.24061,279.4908,4.0,0.08,10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,30,,,0,,False,3,train,0
739,0.0,279.4908,279.74099,4.0,0.08,40.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,148,,,0,,False,3,train,0
740,0.0,279.74099,279.99119,4.0,0.08,0.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019324,169,,,0,,False,3,train,2
741,0.0,279.99119,280.2414,4.0,0.08,0.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,5,,,0,,False,4,train,0
742,0.0,280.2414,280.49162,4.0,0.08,30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,10,,,0,,False,4,train,0
743,0.0,280.49162,280.74183,4.0,0.08,40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,216,,,0,,False,2,test,0
744,0.0,280.74183,280.99204,4.0,0.08,40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,101,,,0,,False,1,train,1
745,0.0,280.99204,281.24225,4.0,0.08,10.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,111,,,0,,False,3,train,2
746,0.0,281.24225,281.49245,4.0,0.08,-40.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,130,,,0,,False,3,train,1
747,0.0,281.49245,281.74265,4.0,0.08,-30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,145,,,0,,False,2,test,2
748,0.0,281.74265,281.99286,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,221,,,0,,False,1,train,2
749,0.0,281.99286,282.24308,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021926,221,,,0,,False,2,test,2
750,0.0,282.24308,282.4933,4.0,0.08,10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021926,122,,,0,,False,2,test,2
751,0.0,282.4933,282.74351,4.0,0.08,10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021926,154,,,0,,False,1,train,0
752,0.0,282.74351,282.99373,4.0,0.08,40.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021926,148,,,0,,False,4,train,0
753,0.0,282.99373,283.24393,4.0,0.08,20.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,212,,,0,,False,2,test,0
754,0.0,283.24393,283.49414,4.0,0.08,20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,40,,,0,,False,4,train,1
755,0.0,283.49414,283.74434,4.0,0.08,-10.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,42,,,0,,False,3,train,0
756,0.0,283.74434,283.99454,4.0,0.08,-20.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,37,,,0,,False,5,test,1
757,0.0,283.99454,284.24475,4.0,0.08,10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021176,65,,,0,,False,4,train,2
758,0.0,284.24475,284.49496,4.0,0.08,-10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021176,118,,,0,,False,2,test,2
759,0.0,284.49496,284.74517,4.0,0.08,-20.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021176,37,,,0,,False,6,train,1
760,0.0,284.74517,284.99538,4.0,0.08,30.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021176,28,,,0,,False,4,train,0
761,0.0,284.99538,285.24559,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020574,221,,,0,,False,3,train,2
762,0.0,285.24559,285.4958,4.0,0.08,-40.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,191,,,0,,False,4,train,0
763,0.0,285.4958,285.746,4.0,0.08,-30.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020574,171,,,0,,False,4,train,2
764,0.0,285.746,285.99621,4.0,0.08,-20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,232,,,0,,False,0,train,0
765,0.0,285.99621,286.24642,4.0,0.08,-40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021176,113,,,0,,False,3,train,0
766,0.0,286.24642,286.49663,4.0,0.08,30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021176,160,,,0,,False,4,train,1
767,0.0,286.49663,286.74684,4.0,0.08,30.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021176,227,,,0,,False,2,test,1
768,0.0,286.74684,286.99705,4.0,0.08,10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021176,122,,,0,,False,3,train,2
769,0.0,286.99705,287.24726,4.0,0.08,40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,89,,,0,,False,2,test,0
770,0.0,287.24726,287.49747,4.0,0.08,-30.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020574,143,,,0,,False,2,test,2
771,0.0,287.49747,287.74767,4.0,0.08,0.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020574,92,,,0,,False,3,train,2
772,0.0,287.74767,287.99788,4.0,0.08,0.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,61,,,0,,False,2,test,0
773,0.0,287.99788,288.2481,4.0,0.08,20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,14,,,0,,False,2,test,0
774,0.0,288.2481,288.49833,4.0,0.08,-40.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,166,,,0,,False,4,train,1
775,0.0,288.49833,288.74855,4.0,0.08,-40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,173,,,0,,False,1,train,0
776,0.0,288.74855,288.99877,4.0,0.08,0.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,61,,,0,,False,3,train,0
777,0.0,288.99877,289.24897,4.0,0.08,20.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019324,82,,,0,,False,1,train,1
778,0.0,289.24897,289.49916,4.0,0.08,-30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019324,226,,,0,,False,1,train,2
779,0.0,289.49916,289.74935,4.0,0.08,-10.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019324,39,,,0,,False,2,test,2
780,0.0,289.74935,289.99955,4.0,0.08,30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,10,,,0,,False,5,test,0
781,0.0,289.99955,290.24976,4.0,0.08,-30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,226,,,0,,False,2,test,2
782,0.0,290.24976,290.49998,4.0,0.08,0.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,195,,,0,,False,2,test,1
783,0.0,290.49998,290.7502,4.0,0.08,40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,216,,,0,,False,3,train,0
784,0.0,290.7502,291.00041,4.0,0.08,-40.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,132,,,0,,False,4,train,0
785,0.0,291.00041,291.25061,4.0,0.08,20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,233,,,0,,False,0,train,2
786,0.0,291.25061,291.50082,4.0,0.08,-40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,113,,,0,,False,4,train,0
787,0.0,291.50082,291.75102,4.0,0.08,-20.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,215,,,0,,False,1,train,2
788,0.0,291.75102,292.00122,4.0,0.08,20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,139,,,0,,False,3,train,0
789,0.0,292.00122,292.25143,4.0,0.08,-40.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,94,,,0,,False,3,train,2
790,0.0,292.25143,292.50165,4.0,0.08,-20.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,29,,,0,,False,5,test,0
791,0.0,292.50165,292.75187,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,93,,,0,,False,3,train,1
792,0.0,292.75187,293.00208,4.0,0.08,-40.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,234,,,0,,False,0,train,2
793,0.0,293.00208,293.25228,4.0,0.08,-40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,96,,,0,,False,2,test,2
794,0.0,293.25228,293.50249,4.0,0.08,40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,70,,,0,,False,3,train,1
795,0.0,293.50249,293.75269,4.0,0.08,30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,84,,,0,,False,2,test,0
