session_id,cortical_group,estimand,system,cells,bandwidth_iqr_units,spearman_rho,mae_log2_octaves,constant_mae_log2_octaves,mae_gain_vs_constant_log2
798911424,V1,within_area_location,observed_rf,44,0.8,0.31670190274841437,0.9812466048121093,1.1275062653128676,0.14625966050075823
798911424,V1,total_group_map,ccf_anatomy,44,1.15,0.18136307597871543,1.0941641295609572,1.1275062653128676,0.03334213575191036
798911424,V1,total_group_map,registered_map,44,0.8,0.18136307597871543,1.1000909678261575,1.1275062653128676,0.027415297486710122
798911424,V1,total_group_map,observed_rf,44,0.8,0.31670190274841437,0.9812466048121093,1.1275062653128676,0.14625966050075823
829720705,V1,within_area_location,ccf_anatomy,25,0.2,-0.0963951359840549,0.8650012798950057,0.9607768916769804,0.09577561178197469
829720705,V1,within_area_location,registered_map,25,0.55,0.06592153332154134,0.904082896520326,0.9607768916769804,0.05669399515665441
829720705,V1,within_area_location,observed_rf,25,1.15,0.12076923076923077,0.9763162728097448,0.9607768916769804,-0.015539381132764318
829720705,V1,total_group_map,ccf_anatomy,25,0.2,-0.09830404091808796,0.8650012798950059,0.9607768916769803,0.09577561178197447
829720705,V1,total_group_map,registered_map,25,0.55,0.06592153332154134,0.9040828965203259,0.9607768916769803,0.05669399515665441
829720705,V1,total_group_map,observed_rf,25,1.15,0.12076923076923077,0.9763162728097448,0.9607768916769803,-0.01553938113276443
831882777,V1,within_area_location,ccf_anatomy,28,0.2,-0.1287318977450329,0.9909095192671716,0.8142365772736415,-0.17667294199353012
831882777,V1,within_area_location,registered_map,28,0.55,0.2689674969906858,0.8103724030895886,0.8142365772736415,0.0038641741840529376
831882777,V1,within_area_location,observed_rf,28,0.55,0.2846195949644226,0.8640818102540003,0.8142365772736415,-0.04984523298035881
831882777,V1,total_group_map,ccf_anatomy,28,0.2,-0.1287318977450329,0.9909095192671715,0.8142365772736415,-0.17667294199353
831882777,V1,total_group_map,registered_map,28,1.15,0.1287318977450329,0.817465147472992,0.8142365772736415,-0.0032285701993505223
831882777,V1,total_group_map,observed_rf,28,0.55,0.2846195949644226,0.8640818102540004,0.8142365772736415,-0.04984523298035892
847657808,V1,within_area_location,ccf_anatomy,32,0.8,0.41023780174293006,0.8998642101579113,0.9468113828710685,0.04694717271315718
847657808,V1,within_area_location,registered_map,32,0.8,0.41023780174293006,0.8996981475278276,0.9468113828710685,0.047113235343240856
847657808,V1,within_area_location,observed_rf,32,1.15,0.43804985337243396,0.894673231553681,0.9468113828710685,0.05213815131738753
847657808,V1,total_group_map,ccf_anatomy,32,0.8,0.41023780174293006,0.8998642101579113,0.9468113828710676,0.04694717271315629
847657808,V1,total_group_map,registered_map,32,0.8,0.41023780174293006,0.8996981475278276,0.9468113828710676,0.04711323534323997
847657808,V1,total_group_map,observed_rf,32,1.15,0.43804985337243396,0.894673231553681,0.9468113828710676,0.05213815131738664
715093703,HVA,within_area_location,ccf_anatomy,66,0.35,-0.18433800832818553,0.4599211611910662,0.4059593812756468,-0.053961779915419394
715093703,HVA,within_area_location,registered_map,66,0.55,-0.14921805250239314,0.4475498868414791,0.4059593812756468,-0.041590505565832325
715093703,HVA,within_area_location,observed_rf,66,0.55,0.1458735609468972,0.49256250419195363,0.4059593812756468,-0.08660312291630684
715093703,HVA,total_group_map,area_only,66,,0.34891894061136397,0.49819190746455977,0.5715215370992448,0.07332962963468503
715093703,HVA,total_group_map,ccf_anatomy,66,0.55,0.4617119366400595,0.5716525143880136,0.5715215370992448,-0.00013097728876876324
715093703,HVA,total_group_map,registered_map,66,0.8,0.447764323305118,0.5871195202651,0.5715215370992448,-0.015597983165855145
715093703,HVA,total_group_map,observed_rf,66,1.15,0.3859096127752845,0.620046892990886,0.5715215370992448,-0.0485253558916412
755434585,HVA,within_area_location,ccf_anatomy,44,0.2,0.0,0.7220033493604929,0.6966516766449313,-0.0253516727155616
755434585,HVA,within_area_location,registered_map,44,0.55,0.06907245628254463,0.6991644637883094,0.6966516766449313,-0.0025127871433781035
755434585,HVA,within_area_location,observed_rf,44,0.55,-0.039041578576462295,0.6754183390636163,0.6966516766449313,0.02123333758131507
755434585,HVA,total_group_map,area_only,44,,0.2014162386938205,0.8733817321119712,0.7344669914894499,-0.1389147406225213
755434585,HVA,total_group_map,ccf_anatomy,44,0.55,0.22885537300961467,0.8674285325470806,0.7344669914894499,-0.1329615410576307
755434585,HVA,total_group_map,registered_map,44,0.8,0.22885537300961467,0.8266839379187452,0.7344669914894499,-0.09221694642929523
755434585,HVA,total_group_map,observed_rf,44,0.55,-0.1219168428470754,0.7415336430653945,0.7344669914894499,-0.007066651575944549
756029989,HVA,within_area_location,ccf_anatomy,61,0.55,-0.02623575173027214,0.8188329282102332,0.8870830849560054,0.06825015674577217
756029989,HVA,within_area_location,registered_map,61,0.55,-0.0863769809990613,0.8267286810641971,0.8870830849560054,0.06035440389180835
756029989,HVA,within_area_location,observed_rf,61,0.55,-0.017557776744633265,0.8427435003071995,0.8870830849560054,0.04433958464880594
756029989,HVA,total_group_map,area_only,61,,0.23065786834901314,0.843814619861341,0.7541796986092884,-0.08963492125205264
756029989,HVA,total_group_map,ccf_anatomy,61,0.55,0.2864132287744697,0.8233932729525854,0.7541796986092884,-0.069213574343297
756029989,HVA,total_group_map,registered_map,61,1.15,0.28617142743018836,0.7510363022288117,0.7541796986092884,0.0031433963804766707
756029989,HVA,total_group_map,observed_rf,61,0.35,0.05044949762030671,0.7176780559608419,0.7541796986092884,0.036501642648446464
757216464,HVA,within_area_location,ccf_anatomy,61,0.2,-0.11087747420335206,1.0213539888299636,1.0282575075754874,0.006903518745523751
757216464,HVA,within_area_location,registered_map,61,0.35,-0.1831911704037253,1.0307244870681247,1.0282575075754874,-0.0024669794926373
757216464,HVA,within_area_location,observed_rf,61,0.55,0.09260140686702664,1.0858866824454054,1.0282575075754874,-0.05762917486991803
757216464,HVA,total_group_map,area_only,61,,0.06021195894003893,1.0864396309903568,0.9921426976458232,-0.0942969333445336
757216464,HVA,total_group_map,ccf_anatomy,61,0.55,0.05675822432858447,1.0277665126570998,0.9921426976458232,-0.03562381501127665
757216464,HVA,total_group_map,registered_map,61,0.55,0.05675822432858447,1.0283964503763143,0.9921426976458232,-0.03625375273049114
757216464,HVA,total_group_map,observed_rf,61,0.2,0.018614489687995766,1.1286124801333193,0.9921426976458232,-0.13646978248749608
768515987,HVA,within_area_location,ccf_anatomy,71,0.2,0.01143777175120266,0.7037013345437361,0.6767599827936142,-0.02694135175012191
768515987,HVA,within_area_location,registered_map,71,0.8,-0.07446291286706716,0.7021703466721256,0.6767599827936142,-0.025410363878511477
768515987,HVA,within_area_location,observed_rf,71,0.35,0.05295103957075788,0.7546135961915795,0.6767599827936142,-0.07785361339796537
768515987,HVA,total_group_map,area_only,71,,0.16388050870410795,0.7740279550817967,0.6922868894842384,-0.08174106559755823
768515987,HVA,total_group_map,ccf_anatomy,71,0.55,0.2169487028937795,0.7826751112656847,0.6922868894842384,-0.09038822178144623
768515987,HVA,total_group_map,registered_map,71,0.55,0.2169487028937795,0.7860836466892148,0.6922868894842384,-0.09379675720497638
768515987,HVA,total_group_map,observed_rf,71,0.35,0.017706237424547282,0.7406788820475884,0.6922868894842384,-0.04839199256334992
774875821,HVA,within_area_location,ccf_anatomy,113,0.2,-0.09981575699848477,0.6900567060174013,0.6646225571592073,-0.02543414885819406
774875821,HVA,within_area_location,registered_map,113,0.2,-0.061602958027564846,0.6953180108352623,0.6646225571592073,-0.030695453676055084
774875821,HVA,within_area_location,observed_rf,113,0.55,0.014355698613998888,0.7039535888105501,0.6646225571592073,-0.039331031651342885
774875821,HVA,total_group_map,area_only,113,,0.27585476267401676,0.7576486206268919,0.7579018441731638,0.0002532235462718857
774875821,HVA,total_group_map,ccf_anatomy,113,0.55,0.2068082104233781,0.7965894609453217,0.7579018441731638,-0.03868761677215793
774875821,HVA,total_group_map,registered_map,113,0.55,0.20690013771827054,0.7931424834782963,0.7579018441731638,-0.03524063930513255
774875821,HVA,total_group_map,observed_rf,113,0.35,-0.008608357176126158,0.7748161512224676,0.7579018441731638,-0.016914307049303856
778240327,HVA,within_area_location,ccf_anatomy,101,0.35,-0.13780590510598875,0.7627416877990844,0.68955294428409,-0.07318874351499438
778240327,HVA,within_area_location,registered_map,101,0.2,-0.10221716170188919,0.7577483844641713,0.68955294428409,-0.06819544018008128
778240327,HVA,within_area_location,observed_rf,101,0.55,0.21153174140943504,0.7654337591200958,0.68955294428409,-0.07588081483600584
778240327,HVA,total_group_map,area_only,101,,0.03950934941218859,0.7336987130245495,0.7860388921138597,0.05234017908931021
778240327,HVA,total_group_map,ccf_anatomy,101,0.55,0.13184726607122707,0.7580710367520451,0.7860388921138597,0.027967855361814564
778240327,HVA,total_group_map,registered_map,101,0.55,0.13184726607122707,0.7637849830804818,0.7860388921138597,0.022253909033377872
778240327,HVA,total_group_map,observed_rf,101,0.35,0.14993593476994757,0.7869604977567622,0.7860388921138597,-0.0009216056429025565
781842082,HVA,within_area_location,ccf_anatomy,74,0.35,-0.1520858500644568,0.7802922984433662,0.7539909770428572,-0.026301321400509003
781842082,HVA,within_area_location,registered_map,74,0.2,-0.11470128777747891,0.7655032869662379,0.7539909770428572,-0.011512309923380704
781842082,HVA,within_area_location,observed_rf,74,0.55,0.14212513883746758,0.724711555729765,0.7539909770428572,0.029279421313092246
781842082,HVA,total_group_map,area_only,74,,0.17386369589173206,0.7264849845339176,0.7700817783254497,0.04359679379153203
781842082,HVA,total_group_map,ccf_anatomy,74,0.55,0.14573165940632943,0.7218119381314148,0.7700817783254497,0.04826984019403491
781842082,HVA,total_group_map,registered_map,74,0.55,0.13989587591145253,0.7334496535949062,0.7700817783254497,0.03663212473054345
781842082,HVA,total_group_map,observed_rf,74,0.35,0.23850425768233982,0.713455796817333,0.7700817783254497,0.05662598150811671
786091066,HVA,within_area_location,ccf_anatomy,104,0.2,-0.09347674216236852,0.8517067636319375,0.8869503760459931,0.0352436124140556
786091066,HVA,within_area_location,registered_map,104,0.2,-0.06045231239323084,0.8526296411261289,0.8869503760459931,0.034320734919864204
786091066,HVA,within_area_location,observed_rf,104,0.35,0.1469117329348364,0.8735045943157796,0.8869503760459931,0.01344578173021349
786091066,HVA,total_group_map,area_only,104,,-0.1555494008383531,0.7714834711951519,0.8036731040164939,0.03218963282134202
786091066,HVA,total_group_map,ccf_anatomy,104,0.55,-0.12966455578582473,0.8541441323995927,0.8036731040164939,-0.050471028383098804
786091066,HVA,total_group_map,registered_map,104,0.35,-0.1206268764943012,0.7871645157538039,0.8036731040164939,0.016508588262690083
786091066,HVA,total_group_map,observed_rf,104,1.15,0.034524698602368516,0.8434202475297006,0.8036731040164939,-0.03974714351320663
794812542,HVA,within_area_location,ccf_anatomy,56,0.55,-0.08298294366598946,0.9612535745867392,0.9498007943147062,-0.011452780272033003
794812542,HVA,within_area_location,registered_map,56,0.55,-0.08687997994937682,0.9608125635230074,0.9498007943147062,-0.011011769208301159
794812542,HVA,within_area_location,observed_rf,56,1.15,-0.033219979840459324,0.9573494625932384,0.9498007943147062,-0.007548668278532178
794812542,HVA,total_group_map,area_only,56,,0.05597959157994054,0.8749249273703672,0.9360580419952669,0.061133114624899676
794812542,HVA,total_group_map,ccf_anatomy,56,0.35,0.11157639532272418,0.8924736861316147,0.9360580419952669,0.04358435586365217
794812542,HVA,total_group_map,registered_map,56,0.2,0.009913343947178311,0.8720708211133454,0.9360580419952669,0.06398722088192144
794812542,HVA,total_group_map,observed_rf,56,0.35,0.14265208475734792,0.8910238924877932,0.9360580419952669,0.04503414950747364
798911424,HVA,within_area_location,ccf_anatomy,91,0.55,-0.019391265608109703,0.6851298075783337,0.6175346250003901,-0.06759518257794361
798911424,HVA,within_area_location,registered_map,91,0.55,-0.005343547935540702,0.6842988091723451,0.6175346250003901,-0.06676418417195495
798911424,HVA,within_area_location,observed_rf,91,0.55,0.07155598025163243,0.6763013502520397,0.6175346250003901,-0.05876672525164961
798911424,HVA,total_group_map,area_only,91,,0.37341932229408714,0.6178358380845099,0.7014631416305033,0.08362730354599335
798911424,HVA,total_group_map,ccf_anatomy,91,0.55,0.3382282681345525,0.6726805895418136,0.7014631416305033,0.028782552088689628
798911424,HVA,total_group_map,registered_map,91,0.55,0.3264103469179468,0.6426777286375203,0.7014631416305033,0.05878541299298301
798911424,HVA,total_group_map,observed_rf,91,0.35,0.05970695970695972,0.7467006749908619,0.7014631416305033,-0.04523753336035863
829720705,HVA,within_area_location,ccf_anatomy,83,0.2,0.08431306870391019,0.7055425650220577,0.700465436406331,-0.005077128615726734
829720705,HVA,within_area_location,registered_map,83,0.55,0.10602116458036513,0.6490818594704205,0.700465436406331,0.05138357693591045
829720705,HVA,within_area_location,observed_rf,83,1.15,0.045233197598757394,0.647558917770414,0.700465436406331,0.052906518635917
829720705,HVA,total_group_map,area_only,83,,0.29396168199908496,0.8345004388519555,0.9774356850389072,0.14293524618695175
829720705,HVA,total_group_map,ccf_anatomy,83,0.55,0.29438689221748104,0.8728339035846988,0.9774356850389072,0.1046017814542084
829720705,HVA,total_group_map,registered_map,83,0.55,0.29438689221748104,0.8676014131552588,0.9774356850389072,0.10983427188364836
829720705,HVA,total_group_map,observed_rf,83,0.35,0.15062339952143064,1.0201094405782725,0.9774356850389072,-0.042673755539365255
831882777,HVA,within_area_location,ccf_anatomy,55,0.2,0.04438991291353752,0.7471195267690798,0.7979003040655233,0.05078077729644348
831882777,HVA,within_area_location,registered_map,55,0.8,-0.06084666111562949,0.7318393406848605,0.7979003040655233,0.06606096338066281
831882777,HVA,within_area_location,observed_rf,55,0.8,-0.11565656565656568,0.7548781463521392,0.7979003040655233,0.043022157713384024
831882777,HVA,total_group_map,area_only,55,,-0.10854532411359828,0.7804008725848604,0.7072911950825631,-0.07310967750229724
831882777,HVA,total_group_map,ccf_anatomy,55,0.55,-0.03612544945239923,0.8027185561408021,0.7072911950825631,-0.09542736105823901
831882777,HVA,total_group_map,registered_map,55,0.35,-0.039806564181814545,0.7919736715261444,0.7072911950825631,-0.08468247644358129
831882777,HVA,total_group_map,observed_rf,55,0.35,0.06984126984126984,0.7049787521898689,0.7072911950825631,0.0023124428926941665
847657808,HVA,within_area_location,ccf_anatomy,77,0.35,0.041256631705910846,0.7605535516862232,0.7592213220641106,-0.0013322296221125463
847657808,HVA,within_area_location,registered_map,77,0.35,0.006678893851689837,0.7600727886701819,0.7592213220641106,-0.0008514666060712717
847657808,HVA,within_area_location,observed_rf,77,0.35,0.05836422432808063,0.8165215265490973,0.7592213220641106,-0.05730020448498663
847657808,HVA,total_group_map,area_only,77,,0.1990166010603658,0.8169276321314948,0.767321819112361,-0.049605813019133804
847657808,HVA,total_group_map,ccf_anatomy,77,0.55,0.28051931419648285,0.8026215500295172,0.767321819112361,-0.035299730917156213
847657808,HVA,total_group_map,registered_map,77,0.55,0.27894166421271865,0.8082346690930662,0.767321819112361,-0.04091284998070521
847657808,HVA,total_group_map,observed_rf,77,0.35,-0.15345181134654817,0.7903421510372477,0.767321819112361,-0.023020331924886728
