stimulus_presentation_id,stimulus_block,start_time,stop_time,color,contrast,frame,y_position,size,phase,spatial_frequency,orientation,stimulus_name,x_position,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
937,0.0,322.30261,322.55282,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25021244,4,,,0,,False,1,train,1
938,0.0,322.55282,322.80303,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25021244,236,,,0,,False,2,test,1
939,0.0,322.80303,323.05324,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021244,20,,,0,,False,2,test,2
940,0.0,323.05324,323.30346,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021244,114,,,0,,False,7,train,2
941,0.0,323.30346,323.55367,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-40.0,4.0,0.25021006,201,,,0,,False,1,train,1
942,0.0,323.55367,323.80388,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021006,97,,,0,,False,3,train,0
943,0.0,323.80388,324.05409,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25021006,144,,,0,,False,4,train,1
944,0.0,324.05409,324.3043,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25021006,206,,,0,,False,3,train,1
945,0.0,324.3043,324.5545,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020494,175,,,0,,False,5,test,2
946,0.0,324.5545,324.80471,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25020494,53,,,0,,False,5,test,2
947,0.0,324.80471,325.05491,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25020494,91,,,0,,False,3,train,1
948,0.0,325.05491,325.30512,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25020494,20,,,0,,False,3,train,2
949,0.0,325.30512,325.55532,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25020506,22,,,0,,False,4,train,1
950,0.0,325.55532,325.80553,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25020506,241,,,0,,False,0,train,2
951,0.0,325.80553,326.05573,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020506,102,,,0,,False,3,train,2
952,0.0,326.05573,326.30594,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25020506,46,,,0,,False,3,train,0
953,0.0,326.30594,326.55615,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25021244,11,,,0,,False,3,train,2
954,0.0,326.55615,326.80636,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25021244,117,,,0,,False,3,train,0
955,0.0,326.80636,327.05657,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25021244,8,,,0,,False,1,train,0
956,0.0,327.05657,327.30679,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25021244,73,,,0,,False,4,train,1
957,0.0,327.30679,327.557,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25021256,56,,,0,,False,5,test,1
958,0.0,327.557,327.80721,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25021256,181,,,0,,False,5,test,1
959,0.0,327.80721,328.05742,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25021256,227,,,0,,False,1,train,0
960,0.0,328.05742,328.30764,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25021256,61,,,0,,False,3,train,0
961,0.0,328.30764,328.55784,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-40.0,4.0,0.25020744,77,,,0,,False,5,test,1
962,0.0,328.55784,328.80805,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25020744,176,,,0,,False,1,train,0
963,0.0,328.80805,329.05826,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25020744,143,,,0,,False,2,test,1
964,0.0,329.05826,329.30847,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25020744,52,,,0,,False,4,train,2
965,0.0,329.30847,329.55868,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25021006,70,,,0,,False,6,train,0
966,0.0,329.55868,329.80889,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25021006,149,,,0,,False,7,train,1
967,0.0,329.80889,330.0591,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021006,209,,,0,,False,3,train,2
968,0.0,330.0591,330.30931,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25021006,200,,,0,,False,3,train,2
969,0.0,330.30931,330.55951,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25020744,25,,,0,,False,4,train,2
970,0.0,330.55951,330.80972,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020744,220,,,0,,False,2,test,2
971,0.0,330.80972,331.05993,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25020744,200,,,0,,False,4,train,2
972,0.0,331.05993,331.31014,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25020744,155,,,0,,False,2,test,1
973,0.0,331.31014,331.56034,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020756,115,,,0,,False,3,train,1
974,0.0,331.56034,331.81055,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25020756,22,,,0,,False,5,test,1
975,0.0,331.81055,332.06076,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-30.0,4.0,0.25020756,145,,,0,,False,4,train,2
976,0.0,332.06076,332.31097,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25020756,184,,,0,,False,3,train,1
977,0.0,332.31097,332.56118,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25021244,179,,,0,,False,4,train,0
978,0.0,332.56118,332.81139,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25021244,45,,,0,,False,4,train,2
979,0.0,332.81139,333.0616,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021244,221,,,0,,False,1,train,0
980,0.0,333.0616,333.31182,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25021244,6,,,0,,False,2,test,2
981,0.0,333.31182,333.56202,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25020006,34,,,0,,False,3,train,2
982,0.0,333.56202,333.81222,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25020006,182,,,0,,False,3,train,1
983,0.0,333.81222,334.06242,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020006,38,,,0,,False,6,train,2
984,0.0,334.06242,334.31262,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25020006,206,,,0,,False,4,train,1
985,0.0,334.31262,334.56283,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021744,114,,,0,,False,8,test,2
986,0.0,334.56283,334.81305,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25021744,95,,,0,,False,5,test,2
987,0.0,334.81305,335.06327,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25021744,14,,,0,,False,5,test,2
988,0.0,335.06327,335.31349,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25021744,206,,,0,,False,5,test,1
989,0.0,335.31349,335.5637,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021506,230,,,0,,False,6,train,0
990,0.0,335.5637,335.81392,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25021506,100,,,0,,False,4,train,0
991,0.0,335.81392,336.06413,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25021506,103,,,0,,False,2,test,1
992,0.0,336.06413,336.31435,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25021506,86,,,0,,False,3,train,1
993,0.0,336.31435,336.56455,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25020244,123,,,0,,False,6,train,1
994,0.0,336.56455,336.81475,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020244,170,,,0,,False,6,train,0
995,0.0,336.81475,337.06495,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25020244,23,,,0,,False,4,train,1
996,0.0,337.06495,337.31516,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020244,183,,,0,,False,4,train,2
997,0.0,337.31516,337.56536,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020756,75,,,0,,False,6,train,0
998,0.0,337.56536,337.81557,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25020756,224,,,0,,False,5,test,0
999,0.0,337.81557,338.06578,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25020756,125,,,0,,False,5,test,1
1000,0.0,338.06578,338.31599,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25020756,190,,,0,,False,2,test,2
1001,0.0,338.31599,338.5662,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-30.0,4.0,0.25020994,127,,,0,,False,3,train,2
1002,0.0,338.5662,338.81641,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25020994,159,,,0,,False,4,train,1
1003,0.0,338.81641,339.06662,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020994,75,,,0,,False,7,train,0
1004,0.0,339.06662,339.31683,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020994,32,,,0,,False,3,train,0
1005,0.0,339.31683,339.56705,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25022006,94,,,0,,False,4,train,1
1006,0.0,339.56705,339.81727,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25022006,164,,,0,,False,8,test,0
1007,0.0,339.81727,340.06749,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25022006,46,,,0,,False,4,train,0
1008,0.0,340.06749,340.31771,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25022006,96,,,0,,False,6,train,0
1009,0.0,340.31771,340.5679,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25019744,109,,,0,,False,3,train,2
1010,0.0,340.5679,340.8181,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25019744,208,,,0,,False,3,train,1
1011,0.0,340.8181,341.0683,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25019744,7,,,0,,False,5,test,0
1012,0.0,341.0683,341.3185,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25019744,161,,,0,,False,5,test,2
1013,0.0,341.3185,341.56871,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-30.0,4.0,0.25021756,47,,,0,,False,6,train,2
1014,0.0,341.56871,341.81893,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021756,130,,,0,,False,2,test,0
1015,0.0,341.81893,342.06915,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021756,79,,,0,,False,6,train,0
1016,0.0,342.06915,342.31937,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25021756,242,,,0,,False,0,train,0
1017,0.0,342.31937,342.56957,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-40.0,4.0,0.25019994,201,,,0,,False,2,test,1
1018,0.0,342.56957,342.81977,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-30.0,4.0,0.25019994,145,,,0,,False,5,test,2
1019,0.0,342.81977,343.06997,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25019994,102,,,0,,False,4,train,2
1020,0.0,343.06997,343.32017,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25019994,49,,,0,,False,5,test,0
1021,0.0,343.32017,343.57038,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25021506,70,,,0,,False,7,train,0
1022,0.0,343.57038,343.8206,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021506,87,,,0,,False,5,test,2
1023,0.0,343.8206,344.07081,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021506,185,,,0,,False,3,train,2
1024,0.0,344.07081,344.32103,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25021506,140,,,0,,False,5,test,2
1025,0.0,344.32103,344.57123,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020494,183,,,0,,False,5,test,2
1026,0.0,344.57123,344.82144,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25020494,237,,,0,,False,1,train,0
1027,0.0,344.82144,345.07164,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25020494,49,,,0,,False,6,train,0
1028,0.0,345.07164,345.32185,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020494,180,,,0,,False,5,test,2
1029,0.0,345.32185,345.57206,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25021506,88,,,0,,False,2,test,2
1030,0.0,345.57206,345.82228,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25021506,193,,,0,,False,1,train,1
1031,0.0,345.82228,346.07249,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25021506,108,,,0,,False,4,train,0
1032,0.0,346.07249,346.32271,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25021506,37,,,0,,False,4,train,0
1033,0.0,346.32271,346.57291,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25019994,166,,,0,,False,2,test,0
1034,0.0,346.57291,346.82311,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25019994,120,,,0,,False,6,train,1
1035,0.0,346.82311,347.07331,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25019994,119,,,0,,False,5,test,2
1036,0.0,347.07331,347.32351,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25019994,49,,,0,,False,7,train,0
1037,0.0,347.32351,347.57372,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021256,223,,,0,,False,2,test,0
1038,0.0,347.57372,347.82393,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25021256,135,,,0,,False,6,train,2
1039,0.0,347.82393,348.07414,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021256,119,,,0,,False,6,train,2
1040,0.0,348.07414,348.32436,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25021256,118,,,0,,False,2,test,1
1041,0.0,348.32436,348.57456,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25020744,230,,,0,,False,7,train,0
1042,0.0,348.57456,348.82477,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25020744,94,,,0,,False,5,test,1
1043,0.0,348.82477,349.07498,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25020744,193,,,0,,False,2,test,1
1044,0.0,349.07498,349.32519,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25020744,203,,,0,,False,1,train,0
1045,0.0,349.32519,349.5754,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021006,130,,,0,,False,3,train,0
1046,0.0,349.5754,349.82561,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021006,192,,,0,,False,4,train,2
1047,0.0,349.82561,350.07582,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25021006,204,,,0,,False,3,train,0
1048,0.0,350.07582,350.32603,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25021006,5,,,0,,False,2,test,2
1049,0.0,350.32603,350.57623,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020494,220,,,0,,False,3,train,2
1050,0.0,350.57623,350.82644,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25020494,49,,,0,,False,8,test,0
1051,0.0,350.82644,351.07664,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25020494,104,,,0,,False,5,test,2
1052,0.0,351.07664,351.32685,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25020494,79,,,0,,False,7,train,0
1053,0.0,351.32685,351.57706,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25021506,233,,,0,,False,2,test,1
1054,0.0,351.57706,351.82728,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021506,122,,,0,,False,1,train,0
1055,0.0,351.82728,352.07749,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25021506,115,,,0,,False,4,train,1
1056,0.0,352.07749,352.32771,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25021506,4,,,0,,False,2,test,1
1057,0.0,352.32771,352.57791,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020494,192,,,0,,False,5,test,2
1058,0.0,352.57791,352.82812,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25020494,51,,,0,,False,3,train,0
1059,0.0,352.82812,353.07832,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020494,219,,,0,,False,4,train,1
1060,0.0,353.07832,353.32853,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-40.0,4.0,0.25020494,82,,,0,,False,6,train,1
1061,0.0,353.32853,353.57873,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020756,111,,,0,,False,3,train,0
1062,0.0,353.57873,353.82894,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25020756,143,,,0,,False,3,train,1
1063,0.0,353.82894,354.07915,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020756,67,,,0,,False,5,test,2
1064,0.0,354.07915,354.32936,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25020756,63,,,0,,False,5,test,0
1065,0.0,354.32936,354.57957,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25021244,168,,,0,,False,5,test,1
1066,0.0,354.57957,354.82978,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021244,39,,,0,,False,4,train,2
1067,0.0,354.82978,355.07999,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25021244,139,,,0,,False,7,train,0
1068,0.0,355.07999,355.33021,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25021244,156,,,0,,False,4,train,2
1069,0.0,355.33021,355.58042,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25021256,48,,,0,,False,4,train,1
1070,0.0,355.58042,355.83063,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-40.0,4.0,0.25021256,77,,,0,,False,6,train,1
1071,0.0,355.83063,356.08084,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25021256,163,,,0,,False,3,train,2
1072,0.0,356.08084,356.33106,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25021256,61,,,0,,False,4,train,0
1073,0.0,356.33106,356.58126,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25020244,33,,,0,,False,7,train,2
1074,0.0,356.58126,356.83146,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25020244,182,,,0,,False,4,train,1
1075,0.0,356.83146,357.08166,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25020244,214,,,0,,False,2,test,1
