stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,x_position,spatial_frequency,y_position,temporal_frequency,size,phase,color,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1551,0.0,466.64356,466.89377,gabors,30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,104,,,0,,False,3,train,2
1552,0.0,466.89377,467.14398,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,210,,,0,,False,3,train,0
1553,0.0,467.14398,467.39419,gabors,-10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,115,,,0,,False,8,test,2
1554,0.0,467.39419,467.6444,gabors,40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,213,,,0,,False,6,train,2
1555,0.0,467.6444,467.8946,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,195,,,0,,False,9,train,1
1556,0.0,467.8946,468.14481,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,48,,,0,,False,5,test,2
1557,0.0,468.14481,468.39502,gabors,0.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,212,,,0,,False,6,train,2
1558,0.0,468.39502,468.64524,gabors,-40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,34,,,0,,False,6,train,2
1559,0.0,468.64524,468.89546,gabors,30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,197,,,0,,False,4,train,0
1560,0.0,468.89546,469.14567,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,130,,,0,,False,5,test,2
1561,0.0,469.14567,469.39587,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,101,,,0,,False,8,test,2
1562,0.0,469.39587,469.64607,gabors,-10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,146,,,0,,False,7,train,1
1563,0.0,469.64607,469.89627,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,38,,,0,,False,4,train,1
1564,0.0,469.89627,470.14647,gabors,-20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,135,,,0,,False,7,train,0
1565,0.0,470.14647,470.3967,gabors,-10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25023206,173,,,0,,False,8,test,2
1566,0.0,470.3967,470.64693,gabors,20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25023206,52,,,0,,False,4,train,0
1567,0.0,470.64693,470.89716,gabors,30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25023206,155,,,0,,False,6,train,1
1568,0.0,470.89716,471.14739,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25023206,112,,,0,,False,7,train,1
1569,0.0,471.14739,471.39758,gabors,30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25018794,197,,,0,,False,5,test,0
1570,0.0,471.39758,471.64777,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25018794,103,,,0,,False,5,test,0
1571,0.0,471.64777,471.89796,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25018794,84,,,0,,False,8,test,2
1572,0.0,471.89796,472.14815,gabors,-20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25018794,8,,,0,,False,8,test,0
1573,0.0,472.14815,472.39837,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,38,,,0,,False,5,test,1
1574,0.0,472.39837,472.64859,gabors,-30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,224,,,0,,False,5,test,2
1575,0.0,472.64859,472.8988,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,84,,,0,,False,9,train,2
1576,0.0,472.8988,473.14902,gabors,-10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,6,,,0,,False,7,train,0
1577,0.0,473.14902,473.39922,gabors,-30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,121,,,0,,False,8,test,0
1578,0.0,473.39922,473.64942,gabors,10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,55,,,0,,False,6,train,1
1579,0.0,473.64942,473.89962,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,16,,,0,,False,4,train,0
1580,0.0,473.89962,474.14982,gabors,-10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,193,,,0,,False,5,test,2
1581,0.0,474.14982,474.40003,gabors,40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,114,,,0,,False,4,train,2
