stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,x_position,spatial_frequency,y_position,temporal_frequency,size,phase,color,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
568,0.0,220.6881,220.93831,gabors,-40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,96,,,0,,False,3,train,0
569,0.0,220.93831,221.18852,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,106,,,0,,False,4,train,0
570,0.0,221.18852,221.43873,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,82,,,0,,False,2,test,2
571,0.0,221.43873,221.68893,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,209,,,0,,False,2,test,2
572,0.0,221.68893,221.93914,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,84,,,0,,False,4,train,2
573,0.0,221.93914,222.18935,gabors,40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,225,,,0,,False,0,train,2
574,0.0,222.18935,222.43957,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,226,,,0,,False,0,train,2
575,0.0,222.43957,222.68978,gabors,-40.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,26,,,0,,False,4,train,0
576,0.0,222.68978,222.93999,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,227,,,0,,False,0,train,1
577,0.0,222.93999,223.1902,gabors,-40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,179,,,0,,False,1,train,0
578,0.0,223.1902,223.4404,gabors,10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,228,,,0,,False,0,train,2
579,0.0,223.4404,223.6906,gabors,-40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,72,,,0,,False,3,train,0
580,0.0,223.6906,223.94081,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,117,,,0,,False,3,train,0
581,0.0,223.94081,224.19103,gabors,10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,31,,,0,,False,3,train,0
582,0.0,224.19103,224.44125,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,229,,,0,,False,0,train,1
583,0.0,224.44125,224.69146,gabors,-10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,164,,,0,,False,2,test,0
584,0.0,224.69146,224.94168,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,163,,,0,,False,2,test,2
585,0.0,224.94168,225.19188,gabors,-30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,113,,,0,,False,2,test,0
586,0.0,225.19188,225.44208,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,230,,,0,,False,0,train,2
587,0.0,225.44208,225.69228,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,195,,,0,,False,2,test,1
588,0.0,225.69228,225.94248,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,103,,,0,,False,2,test,0
589,0.0,225.94248,226.1927,gabors,30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,177,,,0,,False,5,test,0
590,0.0,226.1927,226.44292,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,49,,,0,,False,2,test,1
591,0.0,226.44292,226.69313,gabors,10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,78,,,0,,False,2,test,0
592,0.0,226.69313,226.94335,gabors,-30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,39,,,0,,False,1,train,0
593,0.0,226.94335,227.19355,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,130,,,0,,False,3,train,2
594,0.0,227.19355,227.44375,gabors,20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,52,,,0,,False,1,train,0
595,0.0,227.44375,227.69395,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,14,,,0,,False,2,test,1
596,0.0,227.69395,227.94415,gabors,0.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,120,,,0,,False,2,test,2
597,0.0,227.94415,228.19436,gabors,0.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,219,,,0,,False,1,train,0
598,0.0,228.19436,228.44457,gabors,-20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,86,,,0,,False,2,test,2
599,0.0,228.44457,228.69478,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,109,,,0,,False,3,train,1
600,0.0,228.69478,228.94499,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,49,,,0,,False,3,train,1
601,0.0,228.94499,229.1952,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,92,,,0,,False,3,train,1
602,0.0,229.1952,229.44541,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,88,,,0,,False,4,train,0
603,0.0,229.44541,229.69561,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,129,,,0,,False,3,train,0
604,0.0,229.69561,229.94582,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,198,,,0,,False,1,train,2
605,0.0,229.94582,230.19603,gabors,40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,59,,,0,,False,3,train,0
606,0.0,230.19603,230.44624,gabors,0.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,67,,,0,,False,3,train,0
607,0.0,230.44624,230.69644,gabors,-30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,199,,,0,,False,1,train,0
608,0.0,230.69644,230.94665,gabors,30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020956,171,,,0,,False,2,test,2
609,0.0,230.94665,231.19686,gabors,0.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,192,,,0,,False,1,train,2
610,0.0,231.19686,231.44707,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,180,,,0,,False,2,test,0
611,0.0,231.44707,231.69728,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,163,,,0,,False,3,train,2
612,0.0,231.69728,231.94749,gabors,20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,201,,,0,,False,1,train,0
613,0.0,231.94749,232.1977,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,60,,,0,,False,3,train,1
614,0.0,232.1977,232.44791,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,40,,,0,,False,1,train,0
615,0.0,232.44791,232.69812,gabors,-40.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,26,,,0,,False,5,test,0
616,0.0,232.69812,232.94833,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,14,,,0,,False,3,train,1
617,0.0,232.94833,233.19854,gabors,40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,51,,,0,,False,4,train,2
618,0.0,233.19854,233.44874,gabors,30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,231,,,0,,False,0,train,2
619,0.0,233.44874,233.69894,gabors,-30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,43,,,0,,False,5,test,0
620,0.0,233.69894,233.94915,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,129,,,0,,False,4,train,0
621,0.0,233.94915,234.19937,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25022456,187,,,0,,False,2,test,0
622,0.0,234.19937,234.4496,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25022456,82,,,0,,False,3,train,2
623,0.0,234.4496,234.69982,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25022456,48,,,0,,False,3,train,2
624,0.0,234.69982,234.95004,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25022456,200,,,0,,False,1,train,2
625,0.0,234.95004,235.20024,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,44,,,0,,False,2,test,2
626,0.0,235.20024,235.45045,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,229,,,0,,False,1,train,1
627,0.0,235.45045,235.70065,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,15,,,0,,False,3,train,0
628,0.0,235.70065,235.95085,gabors,20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,74,,,0,,False,3,train,2
629,0.0,235.95085,236.20106,gabors,10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,185,,,0,,False,2,test,1
630,0.0,236.20106,236.45127,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,167,,,0,,False,3,train,1
631,0.0,236.45127,236.70148,gabors,10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,21,,,0,,False,3,train,0
632,0.0,236.70148,236.95169,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,198,,,0,,False,2,test,2
633,0.0,236.95169,237.2019,gabors,-10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,166,,,0,,False,1,train,1
634,0.0,237.2019,237.4521,gabors,-30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,153,,,0,,False,4,train,2
635,0.0,237.4521,237.7023,gabors,10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,23,,,0,,False,2,test,1
636,0.0,237.7023,237.95251,gabors,-10.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,178,,,0,,False,1,train,0
637,0.0,237.95251,238.20272,gabors,40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,133,,,0,,False,5,test,1
638,0.0,238.20272,238.45293,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,210,,,0,,False,1,train,0
639,0.0,238.45293,238.70313,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020956,209,,,0,,False,3,train,2
640,0.0,238.70313,238.95334,gabors,-30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,121,,,0,,False,2,test,0
641,0.0,238.95334,239.20355,gabors,10.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,1,,,0,,False,2,test,1
642,0.0,239.20355,239.45376,gabors,-10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,166,,,0,,False,2,test,1
643,0.0,239.45376,239.70397,gabors,20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,17,,,0,,False,6,train,2
644,0.0,239.70397,239.95418,gabors,40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,152,,,0,,False,2,test,1
645,0.0,239.95418,240.20439,gabors,-20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,54,,,0,,False,2,test,1
646,0.0,240.20439,240.45461,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,81,,,0,,False,3,train,0
647,0.0,240.45461,240.70482,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,227,,,0,,False,1,train,1
648,0.0,240.70482,240.95503,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,128,,,0,,False,2,test,2
649,0.0,240.95503,241.20524,gabors,10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,147,,,0,,False,2,test,0
650,0.0,241.20524,241.45544,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,111,,,0,,False,3,train,2
651,0.0,241.45544,241.70564,gabors,-10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,89,,,0,,False,4,train,1
652,0.0,241.70564,241.95585,gabors,0.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,67,,,0,,False,4,train,0
653,0.0,241.95585,242.20606,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,106,,,0,,False,5,test,0
654,0.0,242.20606,242.45628,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,232,,,0,,False,0,train,1
655,0.0,242.45628,242.70649,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,233,,,0,,False,0,train,1
656,0.0,242.70649,242.9567,gabors,-40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,96,,,0,,False,4,train,0
657,0.0,242.9567,243.20691,gabors,-10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,3,,,0,,False,3,train,1
658,0.0,243.20691,243.45711,gabors,-30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,140,,,0,,False,3,train,1
659,0.0,243.45711,243.70731,gabors,30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,231,,,0,,False,1,train,2
660,0.0,243.70731,243.95752,gabors,40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,59,,,0,,False,4,train,0
661,0.0,243.95752,244.20773,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,127,,,0,,False,5,test,1
662,0.0,244.20773,244.45794,gabors,-30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,220,,,0,,False,1,train,1
663,0.0,244.45794,244.70814,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020956,48,,,0,,False,4,train,2
664,0.0,244.70814,244.95835,gabors,-10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020956,218,,,0,,False,1,train,2
665,0.0,244.95835,245.20857,gabors,40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021294,225,,,0,,False,1,train,2
666,0.0,245.20857,245.45878,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021294,9,,,0,,False,2,test,0
667,0.0,245.45878,245.70899,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021294,80,,,0,,False,1,train,2
668,0.0,245.70899,245.95921,gabors,20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021294,201,,,0,,False,2,test,0
669,0.0,245.95921,246.20943,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,36,,,0,,False,3,train,2
670,0.0,246.20943,246.45965,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,200,,,0,,False,2,test,2
671,0.0,246.45965,246.70986,gabors,40.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,217,,,0,,False,1,train,2
672,0.0,246.70986,246.96008,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,134,,,0,,False,1,train,2
673,0.0,246.96008,247.21028,gabors,0.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,120,,,0,,False,3,train,2
674,0.0,247.21028,247.46048,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,41,,,0,,False,3,train,1
675,0.0,247.46048,247.71068,gabors,-20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,234,,,0,,False,0,train,1
676,0.0,247.71068,247.96088,gabors,40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,59,,,0,,False,5,test,0
677,0.0,247.96088,248.21109,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,172,,,0,,False,2,test,2
678,0.0,248.21109,248.4613,gabors,0.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,235,,,0,,False,0,train,0
679,0.0,248.4613,248.71151,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,117,,,0,,False,4,train,0
680,0.0,248.71151,248.96172,gabors,-20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,22,,,0,,False,3,train,2
681,0.0,248.96172,249.21193,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,106,,,0,,False,6,train,0
682,0.0,249.21193,249.46213,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,32,,,0,,False,3,train,0
683,0.0,249.46213,249.71233,gabors,0.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,212,,,0,,False,1,train,2
684,0.0,249.71233,249.96254,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,229,,,0,,False,2,test,1
685,0.0,249.96254,250.21275,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,40,,,0,,False,2,test,0
686,0.0,250.21275,250.46296,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,84,,,0,,False,5,test,2
687,0.0,250.46296,250.71317,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,154,,,0,,False,1,train,2
688,0.0,250.71317,250.96338,gabors,30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,197,,,0,,False,1,train,0
689,0.0,250.96338,251.21359,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,88,,,0,,False,5,test,0
690,0.0,251.21359,251.4638,gabors,0.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,67,,,0,,False,5,test,0
691,0.0,251.4638,251.714,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,40,,,0,,False,3,train,0
692,0.0,251.714,251.96421,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,9,,,0,,False,3,train,0
693,0.0,251.96421,252.21442,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,159,,,0,,False,2,test,1
694,0.0,252.21442,252.46464,gabors,-30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,108,,,0,,False,3,train,2
695,0.0,252.46464,252.71485,gabors,-10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,193,,,0,,False,1,train,2
696,0.0,252.71485,252.96506,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,233,,,0,,False,1,train,1
697,0.0,252.96506,253.21527,gabors,10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,100,,,0,,False,2,test,0
698,0.0,253.21527,253.46548,gabors,40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,11,,,0,,False,2,test,0
699,0.0,253.46548,253.71568,gabors,-20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,18,,,0,,False,6,train,1
700,0.0,253.71568,253.96589,gabors,40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,11,,,0,,False,3,train,0
701,0.0,253.96589,254.2161,gabors,0.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,120,,,0,,False,4,train,2
702,0.0,254.2161,254.46632,gabors,10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,161,,,0,,False,2,test,0
703,0.0,254.46632,254.71654,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,102,,,0,,False,2,test,1
704,0.0,254.71654,254.96675,gabors,10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,7,,,0,,False,3,train,1
705,0.0,254.96675,255.21695,gabors,0.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,194,,,0,,False,1,train,0
706,0.0,255.21695,255.46716,gabors,-30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,99,,,0,,False,2,test,1
