stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,stimulus_name,frame,phase,size,contrast,orientation,spatial_frequency,color,x_position,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2862,0.0,800.63565,800.88588,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,30.0,0.25022184,31,,,0,,False,14,test,2
2863,0.0,800.88588,801.1361,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,0.0,0.25022184,220,,,0,,False,10,train,2
2864,0.0,801.1361,801.38632,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,40.0,0.25022184,160,,,0,,False,10,train,1
2865,0.0,801.38632,801.63651,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,20.0,0.25019566,23,,,0,,False,11,test,2
2866,0.0,801.63651,801.88671,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-20.0,0.25019566,132,,,0,,False,10,train,1
2867,0.0,801.88671,802.13691,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-10.0,0.25019566,207,,,0,,False,12,train,2
2868,0.0,802.13691,802.3871,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,10.0,0.25019566,51,,,0,,False,11,test,1
2869,0.0,802.3871,802.63731,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,-20.0,0.25021184,202,,,0,,False,13,train,0
2870,0.0,802.63731,802.88753,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,20.0,0.25021184,243,,,0,,False,12,train,2
2871,0.0,802.88753,803.13774,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,10.0,0.25021184,159,,,0,,False,9,train,0
2872,0.0,803.13774,803.38795,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,20.0,0.25021184,45,,,0,,False,10,train,1
2873,0.0,803.38795,803.63815,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-30.0,0.25020316,180,,,0,,False,10,train,1
2874,0.0,803.63815,803.88836,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-20.0,0.25020316,224,,,0,,False,10,train,1
2875,0.0,803.88836,804.13856,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,20.0,0.25020316,184,,,0,,False,13,train,0
2876,0.0,804.13856,804.38876,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-40.0,0.25020316,174,,,0,,False,13,train,1
2877,0.0,804.38876,804.63898,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,-30.0,0.25021684,40,,,0,,False,11,test,0
2878,0.0,804.63898,804.8892,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,0.0,0.25021684,81,,,0,,False,12,train,0
2879,0.0,804.8892,805.13941,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,10.0,0.25021684,159,,,0,,False,10,train,0
2880,0.0,805.13941,805.38963,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,-40.0,0.25021684,109,,,0,,False,10,train,0
2881,0.0,805.38963,805.63983,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,0.0,0.25020316,60,,,0,,False,12,train,1
2882,0.0,805.63983,805.89004,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,0.0,0.25020316,195,,,0,,False,11,test,0
2883,0.0,805.89004,806.14024,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,10.0,0.25020316,135,,,0,,False,12,train,1
2884,0.0,806.14024,806.39044,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,10.0,0.25020316,146,,,0,,False,9,train,2
2885,0.0,806.39044,806.64066,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,30.0,0.25021434,37,,,0,,False,13,train,1
2886,0.0,806.64066,806.89087,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,-40.0,0.25021434,170,,,0,,False,13,train,0
2887,0.0,806.89087,807.14108,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,10.0,0.25021434,36,,,0,,False,11,test,0
2888,0.0,807.14108,807.3913,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-40.0,0.25021434,24,,,0,,False,11,test,2
2889,0.0,807.3913,807.6415,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,0.0,0.25020316,62,,,0,,False,11,test,1
2890,0.0,807.6415,807.89171,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,20.0,0.25020316,134,,,0,,False,11,test,1
2891,0.0,807.89171,808.14191,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,-20.0,0.25020316,20,,,0,,False,14,test,1
2892,0.0,808.14191,808.39211,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,10.0,0.25020316,36,,,0,,False,12,train,0
2893,0.0,808.39211,808.64233,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,20.0,0.25021434,10,,,0,,False,11,test,2
2894,0.0,808.64233,808.89254,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,0.0,0.25021434,120,,,0,,False,13,train,1
2895,0.0,808.89254,809.14275,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-10.0,0.25021434,186,,,0,,False,11,test,1
2896,0.0,809.14275,809.39297,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-30.0,0.25021434,8,,,0,,False,12,train,1
2897,0.0,809.39297,809.64317,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-10.0,0.25020066,103,,,0,,False,13,train,2
2898,0.0,809.64317,809.89337,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-30.0,0.25020066,128,,,0,,False,10,train,0
2899,0.0,809.89337,810.14357,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,40.0,0.25020066,2,,,0,,False,11,test,0
2900,0.0,810.14357,810.39377,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,20.0,0.25020066,71,,,0,,False,11,test,0
2901,0.0,810.39377,810.64399,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,30.0,0.25021684,179,,,0,,False,11,test,1
2902,0.0,810.64399,810.89421,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,30.0,0.25021684,179,,,0,,False,12,train,1
2903,0.0,810.89421,811.14442,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-10.0,0.25021684,181,,,0,,False,12,train,2
2904,0.0,811.14442,811.39464,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,-40.0,0.25021684,50,,,0,,False,12,train,2
2905,0.0,811.39464,811.64484,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-20.0,0.25020566,118,,,0,,False,9,train,0
2906,0.0,811.64484,811.89505,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,20.0,0.25020566,143,,,0,,False,11,test,1
2907,0.0,811.89505,812.14526,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,20.0,0.25020566,43,,,0,,False,8,test,2
2908,0.0,812.14526,812.39546,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,-30.0,0.25020566,241,,,0,,False,12,train,2
2909,0.0,812.39546,812.64567,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,30.0,0.25021184,169,,,0,,False,12,train,0
2910,0.0,812.64567,812.89589,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-40.0,0.25021184,125,,,0,,False,13,train,1
2911,0.0,812.89589,813.1461,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,40.0,0.25021184,185,,,0,,False,7,train,2
2912,0.0,813.1461,813.39631,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,-10.0,0.25021184,238,,,0,,False,11,test,2
2913,0.0,813.39631,813.64651,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,30.0,0.25020566,97,,,0,,False,12,train,2
2914,0.0,813.64651,813.89672,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,10.0,0.25020566,145,,,0,,False,6,train,2
2915,0.0,813.89672,814.14693,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-10.0,0.25020566,239,,,0,,False,12,train,0
2916,0.0,814.14693,814.39713,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-30.0,0.25020566,204,,,0,,False,11,test,0
2917,0.0,814.39713,814.64734,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,30.0,0.25020934,123,,,0,,False,10,train,1
2918,0.0,814.64734,814.89755,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,0.0,0.25020934,18,,,0,,False,12,train,2
2919,0.0,814.89755,815.14776,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,10.0,0.25020934,153,,,0,,False,13,train,2
2920,0.0,815.14776,815.39797,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-20.0,0.25020934,132,,,0,,False,11,test,1
2921,0.0,815.39797,815.64818,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,30.0,0.25021066,133,,,0,,False,10,train,0
2922,0.0,815.64818,815.89839,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,30.0,0.25021066,177,,,0,,False,10,train,1
2923,0.0,815.89839,816.1486,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,30.0,0.25021066,70,,,0,,False,12,train,2
2924,0.0,816.1486,816.39881,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,-10.0,0.25021066,32,,,0,,False,13,train,1
2925,0.0,816.39881,816.64902,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,30.0,0.25021184,229,,,0,,False,12,train,2
2926,0.0,816.64902,816.89924,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,40.0,0.25021184,102,,,0,,False,13,train,2
2927,0.0,816.89924,817.14945,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,-30.0,0.25021184,82,,,0,,False,11,test,1
2928,0.0,817.14945,817.39966,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,-40.0,0.25021184,234,,,0,,False,10,train,0
2929,0.0,817.39966,817.64986,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,-40.0,0.25020316,236,,,0,,False,12,train,2
2930,0.0,817.64986,817.90007,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,40.0,0.25020316,160,,,0,,False,11,test,1
2931,0.0,817.90007,818.15027,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,30.0,0.25020316,221,,,0,,False,11,test,1
2932,0.0,818.15027,818.40047,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-30.0,0.25020316,215,,,0,,False,13,train,2
2933,0.0,818.40047,818.65069,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,0.0,0.25021684,220,,,0,,False,11,test,2
2934,0.0,818.65069,818.90091,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,40.0,0.25021684,110,,,0,,False,9,train,1
2935,0.0,818.90091,819.15112,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,0.0,0.25021684,81,,,0,,False,13,train,0
2936,0.0,819.15112,819.40134,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,40.0,0.25021684,185,,,0,,False,8,test,2
2937,0.0,819.40134,819.65154,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,30.0,0.25019816,208,,,0,,False,12,train,1
2938,0.0,819.65154,819.90174,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,0.0,0.25019816,81,,,0,,False,14,test,0
2939,0.0,819.90174,820.15193,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,40.0,0.25019816,61,,,0,,False,12,train,0
2940,0.0,820.15193,820.40213,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,-10.0,0.25019816,168,,,0,,False,13,train,2
2941,0.0,820.40213,820.65236,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,30.0,0.25022434,171,,,0,,False,11,test,2
2942,0.0,820.65236,820.90258,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-20.0,0.25022434,29,,,0,,False,11,test,2
2943,0.0,820.90258,821.1528,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,10.0,0.25022434,42,,,0,,False,12,train,0
2944,0.0,821.1528,821.40303,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,30.0,0.25022434,140,,,0,,False,10,train,0
2945,0.0,821.40303,821.65323,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,0.0,0.25019816,55,,,0,,False,13,train,1
2946,0.0,821.65323,821.90343,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-40.0,0.25019816,28,,,0,,False,11,test,2
2947,0.0,821.90343,822.15362,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-30.0,0.25019816,11,,,0,,False,13,train,2
2948,0.0,822.15362,822.40382,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-30.0,0.25019816,176,,,0,,False,10,train,0
2949,0.0,822.40382,822.65404,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,40.0,0.25021434,90,,,0,,False,10,train,2
2950,0.0,822.65404,822.90425,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-20.0,0.25021434,118,,,0,,False,10,train,0
2951,0.0,822.90425,823.15446,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,30.0,0.25021434,208,,,0,,False,13,train,1
2952,0.0,823.15446,823.40468,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-20.0,0.25021434,15,,,0,,False,12,train,2
2953,0.0,823.40468,823.65488,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-10.0,0.25020566,115,,,0,,False,10,train,0
2954,0.0,823.65488,823.90509,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-30.0,0.25020566,13,,,0,,False,9,train,1
2955,0.0,823.90509,824.1553,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,40.0,0.25020566,185,,,0,,False,9,train,2
2956,0.0,824.1553,824.4055,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-10.0,0.25020566,73,,,0,,False,13,train,0
2957,0.0,824.4055,824.65572,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,-40.0,0.25021434,87,,,0,,False,12,train,2
2958,0.0,824.65572,824.90593,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,-10.0,0.25021434,227,,,0,,False,9,train,0
2959,0.0,824.90593,825.15614,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-20.0,0.25021434,156,,,0,,False,11,test,0
2960,0.0,825.15614,825.40636,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-40.0,0.25021434,30,,,0,,False,13,train,0
2961,0.0,825.40636,825.65656,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-30.0,0.25020066,210,,,0,,False,11,test,2
2962,0.0,825.65656,825.90676,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,40.0,0.25020066,203,,,0,,False,11,test,0
2963,0.0,825.90676,826.15696,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,10.0,0.25020066,148,,,0,,False,12,train,0
2964,0.0,826.15696,826.40716,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,20.0,0.25020066,43,,,0,,False,9,train,2
2965,0.0,826.40716,826.65738,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,-10.0,0.25021434,163,,,0,,False,13,train,0
2966,0.0,826.65738,826.90759,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,20.0,0.25021434,243,,,0,,False,13,train,2
2967,0.0,826.90759,827.1578,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,10.0,0.25021434,188,,,0,,False,12,train,1
2968,0.0,827.1578,827.40802,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,40.0,0.25021434,66,,,0,,False,14,test,0
2969,0.0,827.40802,827.65823,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,20.0,0.25020816,182,,,0,,False,12,train,1
2970,0.0,827.65823,827.90844,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-40.0,0.25020816,129,,,0,,False,12,train,1
2971,0.0,827.90844,828.15864,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,20.0,0.25020816,143,,,0,,False,12,train,1
2972,0.0,828.15864,828.40885,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,-20.0,0.25020816,137,,,0,,False,10,train,0
2973,0.0,828.40885,828.65906,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,10.0,0.25020684,159,,,0,,False,11,test,0
2974,0.0,828.65906,828.90927,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-20.0,0.25020684,156,,,0,,False,12,train,0
2975,0.0,828.90927,829.15947,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-10.0,0.25020684,84,,,0,,False,12,train,2
2976,0.0,829.15947,829.40968,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,10.0,0.25020684,19,,,0,,False,12,train,1
2977,0.0,829.40968,829.65989,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,-40.0,0.25020816,44,,,0,,False,10,train,2
2978,0.0,829.65989,829.9101,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,30.0,0.25020816,49,,,0,,False,14,test,0
2979,0.0,829.9101,830.1603,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-40.0,0.25020816,1,,,0,,False,12,train,0
2980,0.0,830.1603,830.41051,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,-20.0,0.25020816,222,,,0,,False,10,train,0
2981,0.0,830.41051,830.66072,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,30.0,0.25021184,139,,,0,,False,10,train,2
2982,0.0,830.66072,830.91094,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,-30.0,0.25021184,223,,,0,,False,11,test,2
2983,0.0,830.91094,831.16115,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,20.0,0.25021184,45,,,0,,False,11,test,1
2984,0.0,831.16115,831.41136,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-20.0,0.25021184,118,,,0,,False,11,test,0
2985,0.0,831.41136,831.66156,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,-10.0,0.25020566,47,,,0,,False,12,train,1
2986,0.0,831.66156,831.91177,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,20.0,0.25020566,22,,,0,,False,13,train,2
2987,0.0,831.91177,832.16198,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,30.0,0.25020566,167,,,0,,False,14,test,0
2988,0.0,832.16198,832.41218,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,10.0,0.25020566,51,,,0,,False,12,train,1
2989,0.0,832.41218,832.6624,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,30.0,0.25021434,78,,,0,,False,10,train,2
2990,0.0,832.6624,832.91261,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-40.0,0.25021434,242,,,0,,False,10,train,2
2991,0.0,832.91261,833.16282,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,-10.0,0.25021434,77,,,0,,False,12,train,2
2992,0.0,833.16282,833.41304,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-40.0,0.25021434,242,,,0,,False,11,test,2
2993,0.0,833.41304,833.66324,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,20.0,0.25020316,71,,,0,,False,12,train,0
2994,0.0,833.66324,833.91345,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-10.0,0.25020316,39,,,0,,False,11,test,0
2995,0.0,833.91345,834.16365,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,-10.0,0.25020316,77,,,0,,False,13,train,2
2996,0.0,834.16365,834.41385,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,10.0,0.25020316,159,,,0,,False,12,train,0
2997,0.0,834.41385,834.66406,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,-30.0,0.25020934,112,,,0,,False,12,train,2
2998,0.0,834.66406,834.91427,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,20.0,0.25020934,89,,,0,,False,11,test,1
2999,0.0,834.91427,835.16448,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-30.0,0.25020934,176,,,0,,False,11,test,0
