stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,size,phase,x_position,contrast,orientation,y_position,color,frame,stimulus_name,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
318,0.0,163.70996,163.96018,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25021634,177,,,0,,False,0,train,2
319,0.0,163.96018,164.21039,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021634,178,,,0,,False,0,train,0
320,0.0,164.21039,164.46061,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25021634,162,,,0,,False,1,train,1
321,0.0,164.46061,164.71081,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25020116,67,,,0,,False,2,test,2
322,0.0,164.71081,164.96101,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25020116,179,,,0,,False,0,train,1
323,0.0,164.96101,165.21121,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25020116,180,,,0,,False,0,train,2
324,0.0,165.21121,165.46141,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25020116,174,,,0,,False,1,train,0
325,0.0,165.46141,165.71164,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25022384,171,,,0,,False,1,train,2
326,0.0,165.71164,165.96186,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25022384,181,,,0,,False,0,train,1
327,0.0,165.96186,166.21208,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25022384,50,,,0,,False,1,train,0
328,0.0,166.21208,166.46231,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25022384,36,,,0,,False,2,test,2
329,0.0,166.46231,166.7125,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25019366,117,,,0,,False,1,train,2
330,0.0,166.7125,166.9627,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25019366,182,,,0,,False,0,train,1
331,0.0,166.9627,167.21289,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25019366,183,,,0,,False,0,train,1
332,0.0,167.21289,167.46308,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25019366,74,,,0,,False,1,train,0
333,0.0,167.46308,167.71331,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25022384,184,,,0,,False,0,train,0
334,0.0,167.71331,167.96353,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25022384,26,,,0,,False,3,train,2
335,0.0,167.96353,168.21375,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022384,62,,,0,,False,2,test,0
336,0.0,168.21375,168.46398,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25022384,83,,,0,,False,2,test,1
337,0.0,168.46398,168.71417,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25019616,26,,,0,,False,4,train,2
338,0.0,168.71417,168.96437,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019616,93,,,0,,False,1,train,2
339,0.0,168.96437,169.21457,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25019616,180,,,0,,False,1,train,2
340,0.0,169.21457,169.46476,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019616,185,,,0,,False,0,train,0
341,0.0,169.46476,169.71499,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022634,54,,,0,,False,2,test,1
342,0.0,169.71499,169.96522,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022634,186,,,0,,False,0,train,0
343,0.0,169.96522,170.21544,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25022634,187,,,0,,False,0,train,2
344,0.0,170.21544,170.46567,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25022634,140,,,0,,False,1,train,2
345,0.0,170.46567,170.71586,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019116,70,,,0,,False,2,test,1
346,0.0,170.71586,170.96605,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25019116,156,,,0,,False,1,train,2
347,0.0,170.96605,171.21624,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019116,18,,,0,,False,1,train,1
348,0.0,171.21624,171.46643,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25019116,37,,,0,,False,2,test,2
349,0.0,171.46643,171.71665,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25021884,55,,,0,,False,1,train,2
350,0.0,171.71665,171.96687,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021884,4,,,0,,False,1,train,0
351,0.0,171.96687,172.21709,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25021884,34,,,0,,False,3,train,0
352,0.0,172.21709,172.46731,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25021884,28,,,0,,False,2,test,0
353,0.0,172.46731,172.71751,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25019866,157,,,0,,False,1,train,2
354,0.0,172.71751,172.96771,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019866,42,,,0,,False,2,test,0
355,0.0,172.96771,173.2179,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25019866,188,,,0,,False,0,train,2
356,0.0,173.2179,173.4681,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019866,69,,,0,,False,4,train,0
357,0.0,173.4681,173.71833,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022384,14,,,0,,False,3,train,0
358,0.0,173.71833,173.96855,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25022384,96,,,0,,False,1,train,1
359,0.0,173.96855,174.21877,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25022384,189,,,0,,False,0,train,2
360,0.0,174.21877,174.469,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25022384,78,,,0,,False,2,test,0
361,0.0,174.469,174.71919,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019366,190,,,0,,False,0,train,0
362,0.0,174.71919,174.96939,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019366,46,,,0,,False,1,train,0
363,0.0,174.96939,175.21958,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25019366,191,,,0,,False,0,train,1
364,0.0,175.21958,175.46977,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019366,160,,,0,,False,1,train,1
365,0.0,175.46977,175.71999,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022134,190,,,0,,False,1,train,0
366,0.0,175.71999,175.97022,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25022134,174,,,0,,False,2,test,0
367,0.0,175.97022,176.22044,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25022134,89,,,0,,False,4,train,2
368,0.0,176.22044,176.47066,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25022134,191,,,0,,False,1,train,1
369,0.0,176.47066,176.72085,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25019616,144,,,0,,False,2,test,1
370,0.0,176.72085,176.97105,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019616,6,,,0,,False,3,train,0
371,0.0,176.97105,177.22125,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25019616,192,,,0,,False,0,train,0
372,0.0,177.22125,177.47144,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25019616,105,,,0,,False,2,test,1
373,0.0,177.47144,177.72166,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25022134,48,,,0,,False,1,train,2
374,0.0,177.72166,177.97189,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25022134,15,,,0,,False,1,train,0
375,0.0,177.97189,178.22211,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022134,155,,,0,,False,1,train,0
376,0.0,178.22211,178.47233,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25022134,119,,,0,,False,1,train,1
377,0.0,178.47233,178.72252,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019616,9,,,0,,False,2,test,0
378,0.0,178.72252,178.97272,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019616,46,,,0,,False,2,test,0
379,0.0,178.97272,179.22292,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25019616,131,,,0,,False,1,train,1
380,0.0,179.22292,179.47311,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25019616,132,,,0,,False,2,test,2
381,0.0,179.47311,179.72334,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25022384,193,,,0,,False,0,train,1
382,0.0,179.72334,179.97356,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25022384,58,,,0,,False,1,train,1
383,0.0,179.97356,180.22378,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25022384,70,,,0,,False,3,train,1
384,0.0,180.22378,180.47401,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25022384,194,,,0,,False,0,train,0
385,0.0,180.47401,180.7242,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25019616,75,,,0,,False,4,train,2
386,0.0,180.7242,180.9744,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25019616,195,,,0,,False,0,train,2
387,0.0,180.9744,181.2246,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25019616,105,,,0,,False,3,train,1
388,0.0,181.2246,181.47479,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25019616,5,,,0,,False,1,train,2
389,0.0,181.47479,181.72501,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25021884,45,,,0,,False,3,train,0
390,0.0,181.72501,181.97523,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25021884,8,,,0,,False,1,train,1
391,0.0,181.97523,182.22545,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25021884,83,,,0,,False,3,train,1
392,0.0,182.22545,182.47567,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25021884,111,,,0,,False,2,test,2
393,0.0,182.47567,182.72587,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019866,72,,,0,,False,2,test,1
394,0.0,182.72587,182.97607,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25019866,13,,,0,,False,1,train,1
395,0.0,182.97607,183.22626,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019866,66,,,0,,False,3,train,0
396,0.0,183.22626,183.47646,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25019866,78,,,0,,False,3,train,0
397,0.0,183.47646,183.72669,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25022384,11,,,0,,False,1,train,1
398,0.0,183.72669,183.97691,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25022384,196,,,0,,False,0,train,1
399,0.0,183.97691,184.22713,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022384,197,,,0,,False,0,train,1
400,0.0,184.22713,184.47736,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022384,46,,,0,,False,3,train,0
401,0.0,184.47736,184.72755,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019366,198,,,0,,False,0,train,2
402,0.0,184.72755,184.97775,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019366,42,,,0,,False,3,train,0
403,0.0,184.97775,185.22794,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019366,96,,,0,,False,2,test,1
404,0.0,185.22794,185.47813,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25019366,4,,,0,,False,2,test,0
405,0.0,185.47813,185.72834,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25021134,74,,,0,,False,2,test,0
406,0.0,185.72834,185.97856,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25021134,59,,,0,,False,2,test,2
407,0.0,185.97856,186.22877,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25021134,199,,,0,,False,0,train,2
408,0.0,186.22877,186.47898,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25021134,122,,,0,,False,1,train,0
409,0.0,186.47898,186.72918,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25020616,182,,,0,,False,1,train,1
410,0.0,186.72918,186.97939,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25020616,114,,,0,,False,1,train,0
411,0.0,186.97939,187.2296,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25020616,116,,,0,,False,3,train,0
412,0.0,187.2296,187.4798,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25020616,96,,,0,,False,3,train,1
413,0.0,187.4798,187.73002,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25022134,107,,,0,,False,3,train,1
414,0.0,187.73002,187.98025,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25022134,174,,,0,,False,3,train,0
415,0.0,187.98025,188.23047,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25022134,96,,,0,,False,4,train,1
416,0.0,188.23047,188.48069,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25022134,148,,,0,,False,2,test,0
417,0.0,188.48069,188.73088,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019616,166,,,0,,False,1,train,1
418,0.0,188.73088,188.98108,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019616,165,,,0,,False,1,train,1
419,0.0,188.98108,189.23128,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019616,168,,,0,,False,2,test,0
420,0.0,189.23128,189.48147,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25019616,40,,,0,,False,1,train,2
421,0.0,189.48147,189.7317,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25023134,192,,,0,,False,1,train,0
422,0.0,189.7317,189.98194,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25023134,167,,,0,,False,2,test,0
423,0.0,189.98194,190.23217,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25023134,168,,,0,,False,3,train,0
424,0.0,190.23217,190.4824,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25023134,47,,,0,,False,3,train,0
425,0.0,190.4824,190.73259,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25018866,169,,,0,,False,1,train,1
426,0.0,190.73259,190.98278,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25018866,106,,,0,,False,2,test,2
427,0.0,190.98278,191.23296,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25018866,200,,,0,,False,0,train,0
428,0.0,191.23296,191.48315,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25018866,158,,,0,,False,1,train,2
429,0.0,191.48315,191.73337,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25021884,159,,,0,,False,1,train,1
430,0.0,191.73337,191.98359,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25021884,201,,,0,,False,0,train,1
431,0.0,191.98359,192.23381,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25021884,108,,,0,,False,1,train,1
432,0.0,192.23381,192.48403,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25021884,131,,,0,,False,2,test,1
433,0.0,192.48403,192.73422,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019616,34,,,0,,False,4,train,0
434,0.0,192.73422,192.98442,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25019616,141,,,0,,False,2,test,0
435,0.0,192.98442,193.23462,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25019616,146,,,0,,False,1,train,1
436,0.0,193.23462,193.48481,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019616,202,,,0,,False,0,train,2
437,0.0,193.48481,193.73504,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25022634,85,,,0,,False,1,train,2
438,0.0,193.73504,193.98527,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25022634,104,,,0,,False,2,test,2
439,0.0,193.98527,194.23549,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022634,16,,,0,,False,2,test,0
440,0.0,194.23549,194.48572,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25022634,5,,,0,,False,2,test,2
441,0.0,194.48572,194.73591,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019366,203,,,0,,False,0,train,0
442,0.0,194.73591,194.98611,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25019366,27,,,0,,False,1,train,1
443,0.0,194.98611,195.2363,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019366,15,,,0,,False,2,test,0
444,0.0,195.2363,195.48649,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25019366,184,,,0,,False,1,train,0
445,0.0,195.48649,195.73671,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022134,203,,,0,,False,1,train,0
446,0.0,195.73671,195.98694,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25022134,43,,,0,,False,3,train,1
447,0.0,195.98694,196.23716,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25022134,32,,,0,,False,1,train,1
448,0.0,196.23716,196.48738,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25022134,53,,,0,,False,2,test,2
449,0.0,196.48738,196.73757,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25019366,97,,,0,,False,1,train,0
450,0.0,196.73757,196.98777,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25019366,132,,,0,,False,3,train,2
451,0.0,196.98777,197.23796,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019366,204,,,0,,False,0,train,0
452,0.0,197.23796,197.48815,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019366,205,,,0,,False,0,train,1
453,0.0,197.48815,197.73838,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25022384,131,,,0,,False,3,train,1
454,0.0,197.73838,197.9886,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25022384,76,,,0,,False,1,train,2
455,0.0,197.9886,198.23882,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022384,190,,,0,,False,2,test,0
456,0.0,198.23882,198.48905,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25022384,76,,,0,,False,2,test,2
457,0.0,198.48905,198.73924,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25019616,157,,,0,,False,2,test,2
