stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,size,phase,x_position,contrast,orientation,y_position,color,frame,stimulus_name,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2562,0.0,725.17894,725.42915,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25020616,240,,,0,,False,10,train,0
2563,0.0,725.42915,725.67936,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25020616,233,,,0,,False,11,test,2
2564,0.0,725.67936,725.92956,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25020616,13,,,0,,False,9,train,1
2565,0.0,725.92956,726.17978,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25021384,115,,,0,,False,10,train,0
2566,0.0,726.17978,726.42999,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25021384,187,,,0,,False,12,train,2
2567,0.0,726.42999,726.6802,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25021384,22,,,0,,False,13,train,2
2568,0.0,726.6802,726.93042,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25021384,87,,,0,,False,9,train,0
2569,0.0,726.93042,727.18062,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25020116,142,,,0,,False,11,test,2
2570,0.0,727.18062,727.43082,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25020116,65,,,0,,False,11,test,2
2571,0.0,727.43082,727.68102,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25020116,50,,,0,,False,8,test,0
2572,0.0,727.68102,727.93122,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25020116,214,,,0,,False,11,test,2
2573,0.0,727.93122,728.18144,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25021884,207,,,0,,False,8,test,0
2574,0.0,728.18144,728.43166,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25021884,20,,,0,,False,9,train,2
2575,0.0,728.43166,728.68188,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021884,184,,,0,,False,11,test,0
2576,0.0,728.68188,728.9321,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25021884,232,,,0,,False,10,train,1
2577,0.0,728.9321,729.1823,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25020116,192,,,0,,False,9,train,0
2578,0.0,729.1823,729.4325,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25020116,55,,,0,,False,10,train,2
2579,0.0,729.4325,729.6827,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25020116,90,,,0,,False,9,train,0
2580,0.0,729.6827,729.9329,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25020116,151,,,0,,False,10,train,0
2581,0.0,729.9329,730.18312,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25021634,176,,,0,,False,8,test,1
2582,0.0,730.18312,730.43334,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25021634,220,,,0,,False,11,test,2
2583,0.0,730.43334,730.68355,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25021634,212,,,0,,False,10,train,0
2584,0.0,730.68355,730.93377,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25021634,195,,,0,,False,8,test,2
2585,0.0,730.93377,731.18397,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25020116,167,,,0,,False,9,train,0
2586,0.0,731.18397,731.43417,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25020116,211,,,0,,False,8,test,2
2587,0.0,731.43417,731.68437,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25020116,98,,,0,,False,11,test,2
2588,0.0,731.68437,731.93457,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25020116,95,,,0,,False,10,train,1
2589,0.0,731.93457,732.18479,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021884,116,,,0,,False,12,train,0
2590,0.0,732.18479,732.43501,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25021884,196,,,0,,False,9,train,1
2591,0.0,732.43501,732.68523,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25021884,38,,,0,,False,11,test,0
2592,0.0,732.68523,732.93545,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25021884,123,,,0,,False,8,test,0
2593,0.0,732.93545,733.18565,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25019866,229,,,0,,False,9,train,1
2594,0.0,733.18565,733.43585,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019866,50,,,0,,False,9,train,0
2595,0.0,733.43585,733.68604,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019866,154,,,0,,False,9,train,1
2596,0.0,733.68604,733.93624,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019866,200,,,0,,False,10,train,0
2597,0.0,733.93624,734.18646,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25021884,213,,,0,,False,7,train,2
2598,0.0,734.18646,734.43668,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25021884,215,,,0,,False,12,train,2
2599,0.0,734.43668,734.6869,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25021884,92,,,0,,False,11,test,0
2600,0.0,734.6869,734.93712,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25021884,54,,,0,,False,12,train,1
2601,0.0,734.93712,735.18731,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25019616,23,,,0,,False,14,test,1
2602,0.0,735.18731,735.43751,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019616,133,,,0,,False,9,train,0
2603,0.0,735.43751,735.68771,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25019616,231,,,0,,False,10,train,2
2604,0.0,735.68771,735.9379,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25019616,219,,,0,,False,8,test,0
2605,0.0,735.9379,736.18812,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25022134,25,,,0,,False,8,test,1
2606,0.0,736.18812,736.43835,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25022134,189,,,0,,False,7,train,2
2607,0.0,736.43835,736.68857,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25022134,161,,,0,,False,10,train,1
2608,0.0,736.68857,736.93879,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25022134,19,,,0,,False,10,train,2
2609,0.0,736.93879,737.18899,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25020116,176,,,0,,False,9,train,1
2610,0.0,737.18899,737.43919,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25020116,47,,,0,,False,11,test,0
2611,0.0,737.43919,737.68939,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25020116,86,,,0,,False,7,train,1
2612,0.0,737.68939,737.93959,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25020116,228,,,0,,False,12,train,0
2613,0.0,737.93959,738.18981,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25021884,231,,,0,,False,11,test,2
2614,0.0,738.18981,738.44003,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25021884,30,,,0,,False,12,train,1
2615,0.0,738.44003,738.69025,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25021884,21,,,0,,False,11,test,2
2616,0.0,738.69025,738.94047,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25021884,167,,,0,,False,10,train,0
2617,0.0,738.94047,739.19067,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019866,227,,,0,,False,7,train,2
2618,0.0,739.19067,739.44087,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25019866,134,,,0,,False,9,train,1
2619,0.0,739.44087,739.69106,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25019866,177,,,0,,False,9,train,2
2620,0.0,739.69106,739.94126,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019866,224,,,0,,False,12,train,0
2621,0.0,739.94126,740.19148,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25022134,139,,,0,,False,11,test,2
2622,0.0,740.19148,740.44171,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022134,9,,,0,,False,10,train,0
2623,0.0,740.44171,740.69193,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25022134,69,,,0,,False,12,train,0
2624,0.0,740.69193,740.94215,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25022134,16,,,0,,False,9,train,0
2625,0.0,740.94215,741.19234,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-20.0,null,null,gabors,4.0,0.25019616,86,,,0,,False,8,test,1
2626,0.0,741.19234,741.44254,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25019616,29,,,0,,False,9,train,1
2627,0.0,741.44254,741.69274,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25019616,20,,,0,,False,10,train,2
2628,0.0,741.69274,741.94293,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25019616,20,,,0,,False,11,test,2
2629,0.0,741.94293,742.19315,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021884,178,,,0,,False,10,train,0
2630,0.0,742.19315,742.44337,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25021884,30,,,0,,False,13,train,1
2631,0.0,742.44337,742.69359,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25021884,26,,,0,,False,13,train,2
2632,0.0,742.69359,742.94381,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25021884,236,,,0,,False,9,train,1
2633,0.0,742.94381,743.19401,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019866,50,,,0,,False,10,train,0
2634,0.0,743.19401,743.44421,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25019866,151,,,0,,False,11,test,0
2635,0.0,743.44421,743.6944,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25019866,174,,,0,,False,9,train,0
2636,0.0,743.6944,743.9446,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25019866,97,,,0,,False,12,train,0
2637,0.0,743.9446,744.19482,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25021884,176,,,0,,False,10,train,1
2638,0.0,744.19482,744.44504,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25021884,162,,,0,,False,10,train,1
2639,0.0,744.44504,744.69526,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25021884,203,,,0,,False,8,test,0
2640,0.0,744.69526,744.94548,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,30.0,null,null,gabors,4.0,0.25021884,180,,,0,,False,10,train,2
2641,0.0,744.94548,745.19568,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25020366,216,,,0,,False,13,train,0
2642,0.0,745.19568,745.44589,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25020366,137,,,0,,False,11,test,2
2643,0.0,745.44589,745.69609,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25020366,8,,,0,,False,10,train,1
2644,0.0,745.69609,745.94629,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25020366,110,,,0,,False,11,test,0
2645,0.0,745.94629,746.19651,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25021634,224,,,0,,False,13,train,0
2646,0.0,746.19651,746.44673,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25021634,137,,,0,,False,12,train,2
2647,0.0,746.44673,746.69694,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25021634,93,,,0,,False,11,test,2
2648,0.0,746.69694,746.94716,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25021634,149,,,0,,False,10,train,1
2649,0.0,746.94716,747.19736,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25019866,44,,,0,,False,7,train,1
2650,0.0,747.19736,747.44756,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-40.0,null,null,gabors,4.0,0.25019866,155,,,0,,False,10,train,0
2651,0.0,747.44756,747.69775,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25019866,205,,,0,,False,13,train,1
2652,0.0,747.69775,747.94795,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25019866,87,,,0,,False,10,train,0
2653,0.0,747.94795,748.19817,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25021384,13,,,0,,False,10,train,1
2654,0.0,748.19817,748.44838,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,20.0,null,null,gabors,4.0,0.25021384,28,,,0,,False,12,train,0
2655,0.0,748.44838,748.69859,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25021384,201,,,0,,False,11,test,1
2656,0.0,748.69859,748.94881,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25021384,6,,,0,,False,12,train,0
2657,0.0,748.94881,749.19901,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25020366,164,,,0,,False,8,test,2
2658,0.0,749.19901,749.44922,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25020366,129,,,0,,False,9,train,1
2659,0.0,749.44922,749.69942,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,-40.0,null,null,gabors,4.0,0.25020366,242,,,0,,False,9,train,2
2660,0.0,749.69942,749.94962,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25020366,204,,,0,,False,8,test,0
2661,0.0,749.94962,750.19983,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25020884,183,,,0,,False,10,train,1
2662,0.0,750.19983,750.45004,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,-40.0,null,null,gabors,4.0,0.25020884,119,,,0,,False,10,train,1
2663,0.0,750.45004,750.70025,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25020884,41,,,0,,False,8,test,0
2664,0.0,750.70025,750.95046,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25020884,96,,,0,,False,9,train,1
2665,0.0,750.95046,751.20067,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,-30.0,null,null,gabors,4.0,0.25020866,82,,,0,,False,10,train,0
2666,0.0,751.20067,751.45088,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25020866,124,,,0,,False,9,train,1
2667,0.0,751.45088,751.70108,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25020866,12,,,0,,False,13,train,2
2668,0.0,751.70108,751.95129,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,90.0,40.0,null,null,gabors,4.0,0.25020866,40,,,0,,False,11,test,2
2669,0.0,751.95129,752.2015,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,-10.0,null,null,gabors,4.0,0.25021134,231,,,0,,False,12,train,2
2670,0.0,752.2015,752.45172,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25021134,192,,,0,,False,10,train,0
2671,0.0,752.45172,752.70193,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25021134,196,,,0,,False,10,train,1
2672,0.0,752.70193,752.95214,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,0.0,30.0,null,null,gabors,4.0,0.25021134,128,,,0,,False,13,train,0
2673,0.0,752.95214,753.20234,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-20.0,null,null,gabors,4.0,0.25020616,212,,,0,,False,11,test,0
2674,0.0,753.20234,753.45255,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,30.0,null,null,gabors,4.0,0.25020616,84,,,0,,False,11,test,1
2675,0.0,753.45255,753.70276,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.0,0.8,45.0,20.0,null,null,gabors,4.0,0.25020616,134,,,0,,False,10,train,1
2676,0.0,753.70276,753.95296,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25020616,170,,,0,,False,10,train,1
2677,0.0,753.95296,754.20318,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25022134,172,,,0,,False,11,test,0
2678,0.0,754.20318,754.45341,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25022134,73,,,0,,False,12,train,1
2679,0.0,754.45341,754.70363,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25022134,166,,,0,,False,9,train,1
2680,0.0,754.70363,754.95385,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25022134,71,,,0,,False,8,test,2
2681,0.0,754.95385,755.20405,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,0.0,null,null,gabors,4.0,0.25019866,48,,,0,,False,10,train,2
2682,0.0,755.20405,755.45425,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,40.0,null,null,gabors,4.0,0.25019866,110,,,0,,False,12,train,0
2683,0.0,755.45425,755.70444,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25019866,3,,,0,,False,9,train,1
2684,0.0,755.70444,755.95464,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25019866,17,,,0,,False,10,train,2
2685,0.0,755.95464,756.20485,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25021134,39,,,0,,False,8,test,2
2686,0.0,756.20485,756.45507,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,90.0,10.0,null,null,gabors,4.0,0.25021134,213,,,0,,False,8,test,2
2687,0.0,756.45507,756.70528,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,-20.0,null,null,gabors,4.0,0.25021134,198,,,0,,False,9,train,2
2688,0.0,756.70528,756.95549,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25021134,131,,,0,,False,9,train,1
2689,0.0,756.95549,757.20569,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-30.0,0.8,45.0,40.0,null,null,gabors,4.0,0.25020616,229,,,0,,False,10,train,1
2690,0.0,757.20569,757.4559,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,0.0,-10.0,null,null,gabors,4.0,0.25020616,46,,,0,,False,12,train,0
2691,0.0,757.4559,757.70611,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",20.0,0.8,90.0,-30.0,null,null,gabors,4.0,0.25020616,104,,,0,,False,10,train,2
2692,0.0,757.70611,757.95631,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-40.0,0.8,0.0,10.0,null,null,gabors,4.0,0.25020616,172,,,0,,False,12,train,0
2693,0.0,757.95631,758.20653,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,0.0,null,null,gabors,4.0,0.25021634,32,,,0,,False,11,test,1
2694,0.0,758.20653,758.45675,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,45.0,-30.0,null,null,gabors,4.0,0.25021634,8,,,0,,False,11,test,1
2695,0.0,758.45675,758.70696,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",30.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25021634,195,,,0,,False,9,train,2
2696,0.0,758.70696,758.95718,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",10.0,0.8,45.0,10.0,null,null,gabors,4.0,0.25021634,58,,,0,,False,11,test,1
2697,0.0,758.95718,759.20738,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-10.0,0.8,0.0,0.0,null,null,gabors,4.0,0.25020116,151,,,0,,False,12,train,0
2698,0.0,759.20738,759.45758,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",-20.0,0.8,45.0,-10.0,null,null,gabors,4.0,0.25020116,124,,,0,,False,10,train,1
2699,0.0,759.45758,759.70778,0.08,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",40.0,0.8,90.0,20.0,null,null,gabors,4.0,0.25020116,67,,,0,,False,8,test,2
