stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,frame,temporal_frequency,size,Dir,x_position,spatial_frequency,coherence,stimulus_name,Speed,phase,color,contrast,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2096,0.0,592.54249,592.7927,20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,205,,,0,,False,10,train,0
2097,0.0,592.7927,593.0429,10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,31,,,0,,False,10,train,0
2098,0.0,593.0429,593.29311,20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,91,,,0,,False,9,train,0
2099,0.0,593.29311,593.54331,40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,113,,,0,,False,10,train,0
2100,0.0,593.54331,593.79351,20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,19,,,0,,False,9,train,0
2101,0.0,593.79351,594.04372,-20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,79,,,0,,False,6,train,1
2102,0.0,594.04372,594.29394,-30.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,118,,,0,,False,9,train,1
2103,0.0,594.29394,594.54415,-10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,216,,,0,,False,9,train,1
2104,0.0,594.54415,594.79436,10.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,189,,,0,,False,6,train,1
2105,0.0,594.79436,595.04457,10.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,137,,,0,,False,8,test,0
2106,0.0,595.04457,595.29478,10.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,123,,,0,,False,8,test,2
2107,0.0,595.29478,595.54498,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020618,141,,,0,,False,7,train,1
2108,0.0,595.54498,595.79519,40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,26,,,0,,False,10,train,0
2109,0.0,595.79519,596.0454,20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021632,171,,,0,,False,9,train,2
2110,0.0,596.0454,596.29562,20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,42,,,0,,False,9,train,0
2111,0.0,596.29562,596.54584,-30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,135,,,0,,False,8,test,0
2112,0.0,596.54584,596.79605,30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021632,156,,,0,,False,11,test,1
2113,0.0,596.79605,597.04625,-40.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,155,,,0,,False,7,train,1
2114,0.0,597.04625,597.29646,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,131,,,0,,False,8,test,1
2115,0.0,597.29646,597.54666,-30.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,85,,,0,,False,12,train,0
2116,0.0,597.54666,597.79686,-20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020118,242,,,0,,False,8,test,2
2117,0.0,597.79686,598.04708,10.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021882,222,,,0,,False,9,train,1
2118,0.0,598.04708,598.2973,-30.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021882,214,,,0,,False,8,test,2
2119,0.0,598.2973,598.54751,20.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021882,92,,,0,,False,10,train,2
2120,0.0,598.54751,598.79773,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021882,196,,,0,,False,9,train,2
2121,0.0,598.79773,599.04793,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019868,59,,,0,,False,11,test,0
2122,0.0,599.04793,599.29813,40.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019868,163,,,0,,False,6,train,2
2123,0.0,599.29813,599.54833,40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019868,185,,,0,,False,8,test,2
2124,0.0,599.54833,599.79853,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019868,196,,,0,,False,10,train,2
2125,0.0,599.79853,600.04875,-20.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021882,115,,,0,,False,9,train,1
2126,0.0,600.04875,600.29897,-10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021882,159,,,0,,False,8,test,1
2127,0.0,600.29897,600.54918,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021882,73,,,0,,False,9,train,0
2128,0.0,600.54918,600.7994,-10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021882,77,,,0,,False,9,train,2
2129,0.0,600.7994,601.0496,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020118,196,,,0,,False,11,test,2
2130,0.0,601.0496,601.29981,-40.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,104,,,0,,False,10,train,1
2131,0.0,601.29981,601.55001,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,57,,,0,,False,6,train,0
2132,0.0,601.55001,601.80021,40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,11,,,0,,False,12,train,0
2133,0.0,601.80021,602.05042,-40.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021632,67,,,0,,False,9,train,1
2134,0.0,602.05042,602.30064,20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021632,232,,,0,,False,7,train,2
2135,0.0,602.30064,602.55086,40.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,234,,,0,,False,9,train,0
2136,0.0,602.55086,602.80107,30.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,211,,,0,,False,10,train,0
2137,0.0,602.80107,603.05128,-30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020368,13,,,0,,False,12,train,2
2138,0.0,603.05128,603.30148,20.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020368,218,,,0,,False,8,test,1
2139,0.0,603.30148,603.55168,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,14,,,0,,False,6,train,0
2140,0.0,603.55168,603.80189,-40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,90,,,0,,False,6,train,0
2141,0.0,603.80189,604.05209,20.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020132,15,,,0,,False,10,train,2
2142,0.0,604.05209,604.30229,-20.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020132,141,,,0,,False,8,test,1
2143,0.0,604.30229,604.55249,-40.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020132,104,,,0,,False,11,test,1
2144,0.0,604.55249,604.80269,40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020132,11,,,0,,False,13,train,0
2145,0.0,604.80269,605.05291,-40.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021618,204,,,0,,False,11,test,2
2146,0.0,605.05291,605.30313,0.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021618,228,,,0,,False,9,train,1
2147,0.0,605.30313,605.55334,10.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021618,70,,,0,,False,7,train,2
2148,0.0,605.55334,605.80356,10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021618,239,,,0,,False,7,train,0
2149,0.0,605.80356,606.05378,-40.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,132,,,0,,False,8,test,2
2150,0.0,606.05378,606.304,-30.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,117,,,0,,False,10,train,1
2151,0.0,606.304,606.55422,40.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25022132,20,,,0,,False,9,train,0
2152,0.0,606.55422,606.80444,-10.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,173,,,0,,False,9,train,2
2153,0.0,606.80444,607.05464,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,56,,,0,,False,8,test,2
2154,0.0,607.05464,607.30484,0.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019618,93,,,0,,False,7,train,0
2155,0.0,607.30484,607.55503,10.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,2,,,0,,False,9,train,1
2156,0.0,607.55503,607.80523,-20.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019618,89,,,0,,False,8,test,0
2157,0.0,607.80523,608.05544,0.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021132,131,,,0,,False,9,train,1
2158,0.0,608.05544,608.30565,40.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021132,120,,,0,,False,8,test,0
2159,0.0,608.30565,608.55586,-30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021132,87,,,0,,False,9,train,2
2160,0.0,608.55586,608.80607,-10.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021132,34,,,0,,False,7,train,0
2161,0.0,608.80607,609.05628,30.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020868,227,,,0,,False,7,train,1
2162,0.0,609.05628,609.30649,-20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020868,82,,,0,,False,8,test,0
2163,0.0,609.30649,609.5567,-30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020868,52,,,0,,False,7,train,1
2164,0.0,609.5567,609.80691,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020868,225,,,0,,False,7,train,2
2165,0.0,609.80691,610.05712,30.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,68,,,0,,False,11,test,2
2166,0.0,610.05712,610.30734,-40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,54,,,0,,False,8,test,2
2167,0.0,610.30734,610.55755,30.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021382,50,,,0,,False,9,train,0
2168,0.0,610.55755,610.80776,-20.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,210,,,0,,False,8,test,1
2169,0.0,610.80776,611.05797,20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020368,143,,,0,,False,10,train,0
2170,0.0,611.05797,611.30817,0.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020368,225,,,0,,False,8,test,2
2171,0.0,611.30817,611.55837,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020368,177,,,0,,False,7,train,2
2172,0.0,611.55837,611.80858,30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020368,164,,,0,,False,8,test,1
2173,0.0,611.80858,612.05879,-20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,154,,,0,,False,8,test,2
2174,0.0,612.05879,612.30901,-40.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,132,,,0,,False,9,train,2
2175,0.0,612.30901,612.55922,20.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,232,,,0,,False,8,test,2
2176,0.0,612.55922,612.80943,40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,58,,,0,,False,10,train,1
2177,0.0,612.80943,613.05964,40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,185,,,0,,False,9,train,2
2178,0.0,613.05964,613.30985,-10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,80,,,0,,False,10,train,2
2179,0.0,613.30985,613.56005,10.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,33,,,0,,False,9,train,2
2180,0.0,613.56005,613.81026,-10.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020618,200,,,0,,False,10,train,1
2181,0.0,613.81026,614.06046,-10.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020382,103,,,0,,False,6,train,2
2182,0.0,614.06046,614.31067,40.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020382,145,,,0,,False,11,test,1
2183,0.0,614.31067,614.56087,30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020382,21,,,0,,False,6,train,2
2184,0.0,614.56087,614.81107,-20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020382,138,,,0,,False,9,train,1
2185,0.0,614.81107,615.06129,40.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021368,1,,,0,,False,8,test,2
2186,0.0,615.06129,615.3115,0.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021368,40,,,0,,False,6,train,1
2187,0.0,615.3115,615.56171,30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021368,78,,,0,,False,8,test,0
2188,0.0,615.56171,615.81193,-40.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021368,160,,,0,,False,9,train,0
2189,0.0,615.81193,616.06214,30.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,168,,,0,,False,6,train,2
2190,0.0,616.06214,616.31236,20.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,15,,,0,,False,11,test,2
2191,0.0,616.31236,616.56257,-40.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021382,198,,,0,,False,6,train,2
2192,0.0,616.56257,616.81278,-30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021382,170,,,0,,False,8,test,1
2193,0.0,616.81278,617.06298,-30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020118,135,,,0,,False,9,train,0
2194,0.0,617.06298,617.31319,-40.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020118,54,,,0,,False,9,train,2
2195,0.0,617.31319,617.56339,40.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,243,,,0,,False,9,train,1
2196,0.0,617.56339,617.81359,40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25020118,236,,,0,,False,6,train,1
2197,0.0,617.81359,618.0638,-30.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021632,162,,,0,,False,9,train,0
2198,0.0,618.0638,618.31402,10.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021632,152,,,0,,False,6,train,1
2199,0.0,618.31402,618.56424,30.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021632,21,,,0,,False,7,train,2
2200,0.0,618.56424,618.81445,10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021632,96,,,0,,False,12,train,2
2201,0.0,618.81445,619.06466,10.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,4,,,0,,False,7,train,2
2202,0.0,619.06466,619.31487,30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,78,,,0,,False,9,train,0
2203,0.0,619.31487,619.56507,40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,113,,,0,,False,11,test,0
2204,0.0,619.56507,619.81528,20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25020618,213,,,0,,False,8,test,2
2205,0.0,619.81528,620.06549,-30.0,null,4.0,"[20.0, 20.0]",null,20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021132,147,,,0,,False,9,train,2
2206,0.0,620.06549,620.3157,30.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25021132,223,,,0,,False,7,train,1
2207,0.0,620.3157,620.56591,-20.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021132,154,,,0,,False,9,train,2
2208,0.0,620.56591,620.81612,0.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021132,235,,,0,,False,7,train,2
2209,0.0,620.81612,621.06633,-20.0,null,4.0,"[20.0, 20.0]",null,0.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,150,,,0,,False,7,train,0
2210,0.0,621.06633,621.31654,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,207,,,0,,False,7,train,0
2211,0.0,621.31654,621.56674,-40.0,null,4.0,"[20.0, 20.0]",null,-30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,199,,,0,,False,10,train,0
2212,0.0,621.56674,621.81695,-40.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25020618,5,,,0,,False,8,test,0
2213,0.0,621.81695,622.06717,-30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021882,16,,,0,,False,9,train,0
2214,0.0,622.06717,622.31739,0.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021882,177,,,0,,False,8,test,2
2215,0.0,622.31739,622.5676,40.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25021882,201,,,0,,False,11,test,0
2216,0.0,622.5676,622.81782,-20.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25021882,41,,,0,,False,4,train,2
2217,0.0,622.81782,623.06802,10.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25019618,189,,,0,,False,7,train,1
2218,0.0,623.06802,623.31822,-30.0,null,4.0,"[20.0, 20.0]",null,-10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,87,,,0,,False,10,train,2
2219,0.0,623.31822,623.56841,-30.0,null,4.0,"[20.0, 20.0]",null,-20.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25019618,149,,,0,,False,9,train,2
2220,0.0,623.56841,623.81861,-20.0,null,4.0,"[20.0, 20.0]",null,-40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,0.0,0.25019618,36,,,0,,False,7,train,0
2221,0.0,623.81861,624.06883,0.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,9,,,0,,False,10,train,1
2222,0.0,624.06883,624.31905,10.0,null,4.0,"[20.0, 20.0]",null,30.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,202,,,0,,False,6,train,1
2223,0.0,624.31905,624.56927,30.0,null,4.0,"[20.0, 20.0]",null,10.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,45.0,0.25022132,81,,,0,,False,8,test,1
2224,0.0,624.56927,624.81949,40.0,null,4.0,"[20.0, 20.0]",null,40.0,0.08,null,gabors,null,"[3644.93333333, 3644.93333333]",null,0.8,90.0,0.25022132,8,,,0,,False,10,train,2
