stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,size,x_position,spatial_frequency,color,temporal_frequency,contrast,stimulus_name,orientation,phase,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2703,0.0,760.924,761.17422,-20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,190,,,0,,False,11,test,2
2704,0.0,761.17422,761.42444,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,3,,,0,,False,12,train,1
2705,0.0,761.42444,761.67464,0.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,48,,,0,,False,12,train,1
2706,0.0,761.67464,761.92484,20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,138,,,0,,False,12,train,2
2707,0.0,761.92484,762.17504,20.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,93,,,0,,False,11,test,2
2708,0.0,762.17504,762.42524,0.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502001,116,,,0,,False,12,train,0
2709,0.0,762.42524,762.67547,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,165,,,0,,False,12,train,0
2710,0.0,762.67547,762.92569,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,83,,,0,,False,9,train,2
2711,0.0,762.92569,763.17592,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,187,,,0,,False,7,train,1
2712,0.0,763.17592,763.42614,-20.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,128,,,0,,False,13,train,2
2713,0.0,763.42614,763.67633,20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,23,,,0,,False,12,train,1
2714,0.0,763.67633,763.92652,-10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,108,,,0,,False,10,train,2
2715,0.0,763.92652,764.17671,-30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,178,,,0,,False,10,train,2
2716,0.0,764.17671,764.4269,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,174,,,0,,False,5,test,2
2717,0.0,764.4269,764.67712,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502149,40,,,0,,False,10,train,2
2718,0.0,764.67712,764.92733,20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502149,84,,,0,,False,11,test,2
2719,0.0,764.92733,765.17755,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502149,101,,,0,,False,13,train,2
2720,0.0,765.17755,765.42776,40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502149,110,,,0,,False,11,test,0
2721,0.0,765.42776,765.67797,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502051,174,,,0,,False,6,train,2
2722,0.0,765.67797,765.92817,40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502051,68,,,0,,False,11,test,0
2723,0.0,765.92817,766.17838,-20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502051,112,,,0,,False,9,train,2
2724,0.0,766.17838,766.42858,-20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502051,118,,,0,,False,14,test,1
2725,0.0,766.42858,766.67881,-10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,163,,,0,,False,12,train,2
2726,0.0,766.67881,766.92903,20.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,1,,,0,,False,12,train,0
2727,0.0,766.92903,767.17926,10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,159,,,0,,False,7,train,0
2728,0.0,767.17926,767.42948,-30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,226,,,0,,False,13,train,2
2729,0.0,767.42948,767.67967,-40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,224,,,0,,False,11,test,1
2730,0.0,767.67967,767.92986,40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,13,,,0,,False,8,test,2
2731,0.0,767.92986,768.18005,30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,90,,,0,,False,11,test,0
2732,0.0,768.18005,768.43024,20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,150,,,0,,False,9,train,2
2733,0.0,768.43024,768.68046,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,174,,,0,,False,7,train,2
2734,0.0,768.68046,768.93068,0.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,81,,,0,,False,12,train,2
2735,0.0,768.93068,769.1809,30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,7,,,0,,False,11,test,2
2736,0.0,769.1809,769.43112,-10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,108,,,0,,False,11,test,2
2737,0.0,769.43112,769.68132,-10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,214,,,0,,False,9,train,1
2738,0.0,769.68132,769.93152,-20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,112,,,0,,False,10,train,2
2739,0.0,769.93152,770.18172,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,199,,,0,,False,9,train,1
2740,0.0,770.18172,770.43192,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502001,20,,,0,,False,9,train,0
2741,0.0,770.43192,770.68215,0.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,231,,,0,,False,13,train,0
2742,0.0,770.68215,770.93237,40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,24,,,0,,False,12,train,2
2743,0.0,770.93237,771.18259,-40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,45,,,0,,False,9,train,0
2744,0.0,771.18259,771.43281,20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502224,172,,,0,,False,9,train,1
2745,0.0,771.43281,771.68301,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,91,,,0,,False,12,train,1
2746,0.0,771.68301,771.9332,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,139,,,0,,False,9,train,1
2747,0.0,771.9332,772.1834,-40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501951,103,,,0,,False,11,test,2
2748,0.0,772.1834,772.43359,20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,31,,,0,,False,10,train,0
2749,0.0,772.43359,772.68382,-20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,152,,,0,,False,10,train,0
2750,0.0,772.68382,772.93404,30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,155,,,0,,False,13,train,2
2751,0.0,772.93404,773.18427,-10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,15,,,0,,False,10,train,1
2752,0.0,773.18427,773.43449,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,141,,,0,,False,10,train,0
2753,0.0,773.43449,773.68469,0.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,236,,,0,,False,8,test,1
2754,0.0,773.68469,773.93488,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501926,27,,,0,,False,12,train,0
2755,0.0,773.93488,774.18507,-20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,78,,,0,,False,14,test,1
2756,0.0,774.18507,774.43526,-30.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,3,,,0,,False,13,train,1
2757,0.0,774.43526,774.68547,-20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502099,98,,,0,,False,11,test,2
2758,0.0,774.68547,774.93568,-10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502099,122,,,0,,False,8,test,2
2759,0.0,774.93568,775.18589,10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502099,160,,,0,,False,10,train,2
2760,0.0,775.18589,775.4361,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502099,141,,,0,,False,11,test,0
2761,0.0,775.4361,775.68631,30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502101,220,,,0,,False,12,train,2
2762,0.0,775.68631,775.93652,10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502101,159,,,0,,False,8,test,0
2763,0.0,775.93652,776.18673,-20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502101,124,,,0,,False,10,train,1
2764,0.0,776.18673,776.43694,-10.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502101,83,,,0,,False,10,train,2
2765,0.0,776.43694,776.68716,20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,150,,,0,,False,10,train,2
2766,0.0,776.68716,776.93738,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502174,10,,,0,,False,10,train,1
2767,0.0,776.93738,777.1876,20.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502174,67,,,0,,False,8,test,0
2768,0.0,777.1876,777.43781,-30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,189,,,0,,False,11,test,2
2769,0.0,777.43781,777.68801,20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,65,,,0,,False,14,test,2
2770,0.0,777.68801,777.93821,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,4,,,0,,False,10,train,2
2771,0.0,777.93821,778.18841,-40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,224,,,0,,False,12,train,1
2772,0.0,778.18841,778.43861,10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,167,,,0,,False,11,test,2
2773,0.0,778.43861,778.68883,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502149,137,,,0,,False,7,train,0
2774,0.0,778.68883,778.93904,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502149,32,,,0,,False,9,train,1
2775,0.0,778.93904,779.18926,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502149,137,,,0,,False,8,test,0
2776,0.0,779.18926,779.43947,30.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502149,7,,,0,,False,12,train,2
2777,0.0,779.43947,779.68968,40.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502051,13,,,0,,False,9,train,2
2778,0.0,779.68968,779.93988,10.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502051,161,,,0,,False,11,test,1
2779,0.0,779.93988,780.19009,0.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502051,236,,,0,,False,9,train,1
2780,0.0,780.19009,780.44029,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502051,199,,,0,,False,10,train,1
2781,0.0,780.44029,780.69051,-20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502174,201,,,0,,False,9,train,0
2782,0.0,780.69051,780.94073,-20.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502174,98,,,0,,False,12,train,2
2783,0.0,780.94073,781.19095,-30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502174,211,,,0,,False,9,train,1
2784,0.0,781.19095,781.44116,0.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502174,169,,,0,,False,9,train,0
2785,0.0,781.44116,781.69136,10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502001,79,,,0,,False,13,train,1
2786,0.0,781.69136,781.94156,20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,84,,,0,,False,12,train,2
2787,0.0,781.94156,782.19176,-20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,190,,,0,,False,12,train,2
2788,0.0,782.19176,782.44196,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502001,157,,,0,,False,14,test,2
2789,0.0,782.44196,782.69218,-10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,210,,,0,,False,11,test,0
2790,0.0,782.69218,782.9424,-20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,146,,,0,,False,11,test,2
2791,0.0,782.9424,783.19262,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,137,,,0,,False,9,train,0
2792,0.0,783.19262,783.44284,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,32,,,0,,False,10,train,1
2793,0.0,783.44284,783.69304,-20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,171,,,0,,False,11,test,2
2794,0.0,783.69304,783.94324,10.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501976,76,,,0,,False,13,train,1
2795,0.0,783.94324,784.19344,30.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501976,18,,,0,,False,11,test,0
2796,0.0,784.19344,784.44363,30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501976,193,,,0,,False,12,train,1
2797,0.0,784.44363,784.69385,0.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,11,,,0,,False,8,test,0
2798,0.0,784.69385,784.94407,30.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,217,,,0,,False,10,train,1
2799,0.0,784.94407,785.19429,-30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502199,113,,,0,,False,10,train,2
2800,0.0,785.19429,785.44451,-10.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,222,,,0,,False,10,train,1
2801,0.0,785.44451,785.69471,-40.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501976,240,,,0,,False,8,test,1
2802,0.0,785.69471,785.94491,10.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501976,51,,,0,,False,12,train,0
2803,0.0,785.94491,786.19511,20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,150,,,0,,False,11,test,2
2804,0.0,786.19511,786.4453,10.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501976,167,,,0,,False,12,train,2
2805,0.0,786.4453,786.69553,40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,115,,,0,,False,8,test,0
2806,0.0,786.69553,786.94575,30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502224,30,,,0,,False,10,train,2
2807,0.0,786.94575,787.19597,-30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,136,,,0,,False,10,train,0
2808,0.0,787.19597,787.44619,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502224,73,,,0,,False,11,test,0
2809,0.0,787.44619,787.69639,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,99,,,0,,False,11,test,1
2810,0.0,787.69639,787.94658,-10.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,57,,,0,,False,11,test,0
2811,0.0,787.94658,788.19678,20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501951,47,,,0,,False,9,train,0
2812,0.0,788.19678,788.44697,20.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501951,186,,,0,,False,10,train,1
2813,0.0,788.44697,788.69721,0.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502324,239,,,0,,False,13,train,0
2814,0.0,788.69721,788.94744,20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502324,154,,,0,,False,10,train,1
2815,0.0,788.94744,789.19767,10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502324,162,,,0,,False,7,train,2
2816,0.0,789.19767,789.4479,40.0,"[20.0, 20.0]",-40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502324,95,,,0,,False,11,test,2
2817,0.0,789.4479,789.69809,-40.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,212,,,0,,False,10,train,1
2818,0.0,789.69809,789.94828,10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,39,,,0,,False,12,train,0
2819,0.0,789.94828,790.19847,-40.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,100,,,0,,False,11,test,1
2820,0.0,790.19847,790.44866,-30.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,189,,,0,,False,12,train,2
2821,0.0,790.44866,790.69889,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,187,,,0,,False,8,test,1
2822,0.0,790.69889,790.94911,-30.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,75,,,0,,False,9,train,1
2823,0.0,790.94911,791.19934,30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,73,,,0,,False,12,train,0
2824,0.0,791.19934,791.44956,-30.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,139,,,0,,False,10,train,1
2825,0.0,791.44956,791.69976,-10.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,15,,,0,,False,11,test,1
2826,0.0,791.69976,791.94995,20.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501926,135,,,0,,False,11,test,2
2827,0.0,791.94995,792.20014,20.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501926,20,,,0,,False,10,train,0
2828,0.0,792.20014,792.45033,-20.0,"[20.0, 20.0]",30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501926,124,,,0,,False,11,test,1
2829,0.0,792.45033,792.70056,-20.0,"[20.0, 20.0]",-30.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502249,207,,,0,,False,10,train,1
2830,0.0,792.70056,792.95078,0.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,169,,,0,,False,10,train,0
2831,0.0,792.95078,793.20101,-10.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502249,36,,,0,,False,11,test,0
2832,0.0,793.20101,793.45123,0.0,"[20.0, 20.0]",0.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2502249,2,,,0,,False,13,train,2
2833,0.0,793.45123,793.70142,40.0,"[20.0, 20.0]",-10.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,215,,,0,,False,11,test,1
2834,0.0,793.70142,793.95161,-30.0,"[20.0, 20.0]",-20.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2501901,72,,,0,,False,12,train,0
2835,0.0,793.95161,794.2018,0.0,"[20.0, 20.0]",10.0,0.08,null,4.0,0.8,gabors,90.0,"[3644.93333333, 3644.93333333]",null,0.2501901,158,,,0,,False,11,test,2
2836,0.0,794.2018,794.45199,40.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2501901,88,,,0,,False,10,train,1
2837,0.0,794.45199,794.70221,0.0,"[20.0, 20.0]",40.0,0.08,null,4.0,0.8,gabors,0.0,"[3644.93333333, 3644.93333333]",null,0.2502199,141,,,0,,False,12,train,0
2838,0.0,794.70221,794.95243,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,58,,,0,,False,10,train,1
2839,0.0,794.95243,795.20265,-10.0,"[20.0, 20.0]",20.0,0.08,null,4.0,0.8,gabors,45.0,"[3644.93333333, 3644.93333333]",null,0.2502199,58,,,0,,False,11,test,1
