ecephys_session_id,held_probe,n_train_cells,n_held_cells,baseline_held_error_deg,candidate_held_error_deg,chosen_dtheta_deg,chosen_dscale,improvement_deg
761418226,768908591,290,38,13.484959097623644,51.63145977457203,14.0,1.55,-38.146500676948385
762602078,768909178,172,56,28.83966518085532,19.552714051224626,-18.0,1.5,9.286951129630694
762602078,768909182,123,105,19.57335191918056,28.654602967773187,26.0,1.55,-9.081251048592627
762602078,768909188,161,67,32.20550915687087,21.095528070218105,-4.0,1.6,11.109981086652763
763673393,773463013,204,64,22.667754323415885,22.28075121171342,18.0,1.6,0.38700311170246593
763673393,773463015,243,25,35.54540348061811,42.57271109616543,16.0,0.8,-7.027307615547315
763673393,773463017,164,104,10.260448691088236,33.026701829568744,10.0,1.55,-22.766253138480508
763673393,773463019,232,36,59.282868422821025,52.41225354483858,0.0,1.2000000000000002,6.870614877982447
763673393,773463026,229,39,22.93528872538226,34.88530406161284,-20.0,1.6,-11.950015336230582
766640955,773592315,257,60,30.582990798320047,28.48561235184647,6.0,1.3,2.097378446473577
766640955,773592320,242,75,22.492020783905613,31.170953181887043,0.0,1.6,-8.67893239798143
766640955,773592324,255,62,42.67517625425625,36.142148800159724,2.0,1.6,6.533027454096526
766640955,773592328,237,80,50.64580216063486,44.985568406986744,-20.0,1.6,5.660233753648114
766640955,773592330,277,40,14.916132796711993,41.222375899911924,22.0,1.6,-26.306243103199932
767871931,773462985,325,47,30.260013494948623,24.135662843910342,2.0,1.15,6.124350651038281
767871931,773462990,310,62,66.04045247279261,64.83784864795004,2.0,1.0,1.2026038248425692
767871931,773462993,229,143,17.160757137122346,42.26761520382289,20.0,1.6,-25.106858066700546
767871931,773462997,295,77,29.57953955337977,23.855922270326673,6.0,1.15,5.723617283053098
767871931,773462999,329,43,12.60309003996313,51.7073006466403,22.0,1.55,-39.10421060667717
768515987,773549842,317,56,23.416358082332252,52.577471863366746,30.0,1.6,-29.161113781034494
768515987,773549848,271,102,14.027486424366682,17.104180558391334,8.0,1.35,-3.0766941340246525
768515987,773549850,294,79,17.43711583391858,15.809060533668417,8.0,1.2000000000000002,1.6280553002501623
768515987,773549852,291,82,33.83928252868762,27.88045571421665,10.0,1.05,5.958826814470967
768515987,773549856,319,54,19.05267288594868,35.85714466041292,24.0,1.4,-16.80447177446424
771160300,773621937,276,102,22.51624357788571,15.629155381196917,12.0,1.6,6.887088196688794
771160300,773621939,308,70,22.819972580626292,62.16444795724432,20.0,1.55,-39.34447537661803
771160300,773621942,239,139,13.425957045811279,17.444115384166793,-10.0,1.6,-4.018158338355514
771990200,773654726,212,40,36.97352712097629,55.842963706918795,-2.0,1.6,-18.869436585942502
771990200,773654728,156,96,22.02715708964788,33.115293812335295,6.0,1.6,-11.088136722687416
771990200,773654732,219,33,44.035531883435596,39.32649945373296,-8.0,1.6,4.7090324297026385
771990200,773654734,223,29,18.769438211674053,22.67153815835698,-10.0,1.6,-3.9020999466829274
773418906,792676154,300,25,29.431196616194264,14.732214711031792,22.0,1.55,14.698981905162471
773418906,792676158,226,99,24.038445847867003,16.401574658563696,20.0,1.55,7.6368711893033066
773418906,792676164,290,35,28.022929695340565,23.986677119136804,20.0,1.5,4.036252576203761
774875821,792602650,390,60,49.80361529610582,45.404200380663916,-6.0,1.4,4.399414915441902
774875821,792602654,316,134,17.53056644669192,33.57702125082008,10.0,1.4,-16.04645480412816
774875821,792602656,370,80,23.3125680200434,11.326939946611809,-6.0,1.4,11.985628073431592
774875821,792602660,384,66,15.655226536552334,9.125623957418416,-4.0,1.4,6.529602579133918
778240327,792607545,386,69,37.50953052711971,33.70597184193715,2.0,1.55,3.8035586851825585
778240327,792607547,406,49,37.06506305868679,47.15262621712079,-4.0,1.55,-10.087563158434001
778240327,792607549,326,129,16.846215301353812,26.278135636553372,14.0,1.6,-9.43192033519956
778240327,792607559,434,21,17.9913574959853,36.18832533190171,30.0,1.5,-18.196967835916407
778998620,792626841,289,56,30.733839229223783,30.242066041684083,10.0,1.55,0.49177318753969956
778998620,792626844,285,60,39.78251849074162,36.99145089612959,-8.0,1.6,2.7910675946120307
778998620,792626847,222,123,23.263906862247914,33.200340359117114,-12.0,1.6,-9.9364334968692
779839471,792645493,221,42,46.384923691503566,70.58859883608244,-30.0,1.55,-24.203675144578874
779839471,792645497,117,146,29.77813031920181,46.24004604425163,18.0,1.4500000000000002,-16.461915725049817
781842082,792586876,313,68,40.07159290663461,46.67819195355415,30.0,1.6,-6.606599046919534
781842082,792586881,276,105,49.120240085741166,46.16251236951362,30.0,1.6,2.957727716227545
781842082,792586891,332,49,20.76241206815522,22.851415018548867,14.0,1.25,-2.0890029503936454
786091066,792623916,473,103,40.110425525724985,21.156616758274435,18.0,1.1,18.95380876745055
786091066,792623919,501,75,63.267823316932294,39.04943181003208,2.0,1.5,24.21839150690021
786091066,792623921,441,135,20.0747109345088,36.091009458613286,-2.0,1.6,-16.016298524104485
786091066,792623925,490,86,46.40145018324657,30.341495767997635,14.0,1.2000000000000002,16.05995441524893
786091066,792623928,464,112,61.43060098140598,39.77384555132459,8.0,1.3,21.65675543008139
786091066,792623931,511,65,20.047570040041023,43.062832280780924,20.0,1.5,-23.0152622407399
787025148,792586836,152,63,43.356854051451265,50.00533949484576,2.0,1.6,-6.648485443394492
787025148,792586842,110,105,31.405841886354736,46.408230268220606,4.0,1.6,-15.00238838186587
787025148,792586848,179,36,42.46521536158325,40.347234408900015,0.0,1.05,2.117980952683233
787025148,792586852,204,11,12.341555023796452,42.064749221722444,14.0,1.2000000000000002,-29.72319419792599
789848216,805002031,156,24,16.391398377534593,20.99857884758744,-28.0,1.2000000000000002,-4.607180470052846
789848216,805002033,120,60,20.09641041889024,21.981762973244724,-26.0,1.2000000000000002,-1.8853525543544833
791319847,805008604,223,126,13.169447927838402,42.18919839728461,16.0,1.55,-29.019750469446212
793224716,805124806,127,126,14.486969982055673,66.39414362967977,28.0,1.3,-51.907173647624106
794812542,810758777,309,74,40.93496149749859,37.47181075645249,-6.0,1.6,3.4631507410460998
794812542,810758779,339,44,75.9829935087759,58.733499144432365,-6.0,1.5,17.24949436434354
794812542,810758781,272,111,25.231379483795568,33.1430927427611,2.0,1.4500000000000002,-7.911713258965531
794812542,810758783,301,82,40.640829634648895,30.883091443614845,20.0,1.1,9.75773819103405
794812542,810758785,342,41,44.59570979604582,31.770757989764316,10.0,1.3,12.8249518062815
794812542,810758787,352,31,24.401734068592372,34.481132064571234,28.0,1.2000000000000002,-10.079397995978862
797828357,805579738,318,22,37.017048556381,22.92825959791388,14.0,1.6,14.08878895846712
797828357,805579741,224,116,28.06996007676657,18.482399632607212,-28.0,1.55,9.587560444159358
797828357,805579753,322,18,34.713374405145956,39.65836447631676,2.0,1.4500000000000002,-4.944990071170807
798911424,800036196,404,74,33.93726807992496,47.13530615107728,12.0,1.6,-13.198038071152318
798911424,800036198,423,55,56.90553339565339,57.845176982603675,22.0,1.5,-0.9396435869502824
798911424,800036200,352,126,21.57021286923491,49.36181743066858,28.0,1.6,-27.79160456143367
798911424,800036202,395,83,23.577905513291412,43.829470419496545,-12.0,1.35,-20.251564906205132
798911424,800036204,378,100,33.31283385511476,25.296462149635865,4.0,1.1,8.016371705478896
798911424,800036206,438,40,16.736181078859868,15.364758195377313,10.0,1.15,1.3714228834825555
799864342,805579698,280,47,30.475122511071444,38.77064659369643,16.0,1.6,-8.29552408262499
799864342,805579703,200,127,55.7458528678967,24.631701728549004,-2.0,1.6,31.114151139347697
799864342,805579706,279,48,41.836447659831975,21.26111995310319,-2.0,1.6,20.575327706728785
799864342,805579710,253,74,75.48712378993639,85.68779034059895,22.0,1.6,-10.200666550662561
816200189,836943713,255,67,20.827436488820773,23.576098201288836,14.0,1.6,-2.7486617124680635
816200189,836943715,238,84,19.099454941979836,16.107050759209358,8.0,1.5,2.9924041827704784
816200189,836943717,229,93,7.865281656910537,8.968863972688851,8.0,1.05,-1.103582315778314
816200189,836943719,244,78,25.692487796931495,38.8750988741842,20.0,0.8,-13.182611077252702
829720705,832129149,325,73,41.117312390737105,44.506030132462115,-2.0,1.55,-3.38871774172501
829720705,832129154,335,63,34.31459869442776,24.298643118314576,24.0,1.55,10.015955576113182
829720705,832129157,296,102,39.046923235093075,70.26785127955459,-4.0,1.55,-31.220928044461516
829720705,832129159,321,77,27.19782970524235,11.403244110433878,24.0,1.5,15.79458559480847
829720705,832129161,315,83,24.167772970175125,24.130092307532433,24.0,1.5,0.03768066264269265
831882777,832810573,232,78,29.52786789381497,44.66876455137399,10.0,1.5,-15.140896657559018
831882777,832810576,241,69,44.53820335374739,36.155858257798904,16.0,1.6,8.382345095948487
831882777,832810578,233,77,27.466430541166435,42.35428768752193,14.0,1.6,-14.887857146355497
835479236,837761712,180,91,57.088684405882795,70.96055184468517,-14.0,1.55,-13.871867438802376
839068429,841435557,281,48,45.892918186769094,42.754567153644736,4.0,0.95,3.1383510331243585
839068429,841435559,265,64,15.379720680499478,14.087926668235848,-4.0,1.6,1.2917940122636296
839068429,868929135,264,65,42.01201077696073,39.24067298176137,4.0,0.95,2.771337795199358
839068429,868929138,217,112,20.146241825461995,31.06535090215405,22.0,1.05,-10.919109076692056
839068429,868929142,289,40,20.17575744584222,13.715554065335793,-4.0,1.6,6.460203380506426
840012044,841431754,336,49,23.715235283522897,19.95923674136838,24.0,1.5,3.7559985421545186
840012044,841431758,326,59,20.813198205649144,20.82707973279985,24.0,1.55,-0.013881527150704898
840012044,868297127,305,80,31.04255978318176,21.526880322344134,18.0,1.6,9.515679460837625
840012044,868297129,305,80,7.996282273695374,31.07445296941667,10.0,1.55,-23.078170695721294
840012044,868297131,312,73,14.956622535668487,18.360037541642004,14.0,1.0,-3.4034150059735175
840012044,868297133,341,44,30.887487333806035,39.417584350920414,24.0,1.55,-8.530097017114379
847657808,848037568,356,58,49.01792148822245,37.876504650551766,30.0,1.2000000000000002,11.141416837670683
847657808,848037570,370,44,25.571439307996346,18.683270391768993,18.0,1.35,6.888168916227354
847657808,848037572,332,82,31.42403207708528,26.089033418500676,20.0,1.3,5.3349986585846025
847657808,848037574,297,117,44.284002451258885,25.586446926223342,6.0,1.15,18.697555525035543
847657808,848037576,349,65,51.667419081379556,46.89875103847625,30.0,1.2000000000000002,4.7686680429033075
847657808,848037578,366,48,31.318791622940992,47.045839848890566,18.0,1.35,-15.727048225949574
