ecephys_session_id,held_probe,n_train_cells,n_held_cells,baseline_held_error_deg,candidate_held_error_deg,chosen_dtheta_deg,chosen_dscale,improvement_deg
759883607,769322789,220,78,17.71695097523037,39.79386212377042,-50.0,1.8,-22.076911148540045
759883607,769322793,207,91,11.40174769103013,28.80852051884499,5.0,1.9000000000000001,-17.406772827814862
760345702,810753197,272,55,35.65489134457952,40.79378336797117,-55.0,1.7000000000000002,-5.138892023391655
760345702,810753199,236,91,11.765423581138121,19.766800372402418,0.0,1.6,-8.001376791264297
761418226,768908585,272,56,12.272154691495556,37.82756701226465,-30.0,1.9000000000000001,-25.555412320769094
762602078,768909182,123,105,19.57335191918056,13.895147097860374,10.0,2.1,5.678204821320186
762602078,768909188,161,67,32.20550915687087,43.32262729745723,-55.0,1.8,-11.117118140586363
763673393,773463013,204,64,22.667754323415885,24.466473082073612,-55.0,1.8,-1.7987187586577278
763673393,773463017,164,104,10.260448691088236,32.08117757834599,-45.0,1.9000000000000001,-21.82072888725775
763673393,773463026,229,39,22.93528872538226,44.537295835435955,-40.0,1.8,-21.602007110053695
766640955,773592320,242,75,22.492020783905613,14.412162978518898,20.0,1.9000000000000001,8.079857805386714
766640955,773592330,277,40,14.916132796711993,55.15980184532846,-60.0,1.8,-40.24366904861647
767871931,773462990,310,62,66.04045247279261,72.90636669886953,-35.0,2.1,-6.865914226076924
767871931,773462993,229,143,17.160757137122346,51.09854270687209,40.0,2.2,-33.93778556974974
768515987,773549842,317,56,23.416358082332252,28.645733635529602,-15.0,1.8,-5.22937555319735
768515987,773549848,271,102,14.027486424366682,60.80719615896097,40.0,2.4,-46.77970973459429
771160300,773621942,239,139,13.425957045811279,50.742541317043234,5.0,2.1,-37.31658427123195
771990200,773654728,156,96,22.02715708964788,22.60122334746616,30.0,1.9000000000000001,-0.5740662578182807
773418906,792676158,226,99,24.038445847867003,47.088341363558904,-55.0,2.1,-23.0498955156919
774875821,792602654,316,134,17.53056644669192,27.820454815591248,-60.0,2.6,-10.289888368899327
778240327,792607545,386,69,37.50953052711971,45.60084360590219,0.0,1.8,-8.091313078782484
778240327,792607549,326,129,16.846215301353812,22.533539088623503,-30.0,2.0,-5.6873237872696905
778998620,792626844,285,60,39.78251849074162,43.62519062355078,-10.0,1.8,-3.842672132809156
778998620,792626847,222,123,23.263906862247914,48.084804342029685,5.0,2.1,-24.82089747978177
779839471,792645493,221,42,46.384923691503566,63.32337269677569,-60.0,1.6,-16.938449005272126
779839471,792645497,117,146,29.77813031920181,45.437311893638665,20.0,1.3,-15.659181574436854
781842082,792586876,313,68,40.07159290663461,38.905323981965125,-35.0,1.7000000000000002,1.1662689246694882
781842082,792586881,276,105,49.120240085741166,47.757906163852724,35.0,1.5000000000000002,1.3623339218884425
786091066,792623921,441,135,20.0747109345088,76.44813048533005,0.0,2.1,-56.373419550821254
787025148,792586842,110,105,31.405841886354736,51.67275580520423,25.0,2.0,-20.266913918849497
789848216,805002031,156,24,16.391398377534593,24.425141486073947,-20.0,1.2,-8.033743108539355
791319847,805008602,324,25,31.363169521968484,47.88457533880451,-55.0,1.6,-16.521405816836026
791319847,805008604,223,126,13.169447927838402,42.55494859642957,15.0,1.6,-29.385500668591167
793224716,805124806,127,126,14.486969982055673,19.32978599303184,0.0,1.4000000000000001,-4.842816010976168
793224716,805124815,211,42,27.5675661731335,41.38073904472458,55.0,1.3,-13.813172871591078
794812542,810758781,272,111,25.231379483795568,78.75178584841242,60.0,1.9000000000000001,-53.52040636461686
797828357,805579738,318,22,37.017048556381,22.002438026683187,15.0,1.6,15.014610529697812
797828357,805579741,224,116,28.06996007676657,18.800523246293757,-25.0,1.6,9.269436830472813
797828357,805579753,322,18,34.713374405145956,49.9764148801842,0.0,1.5000000000000002,-15.263040475038245
798911424,800036200,352,126,21.57021286923491,77.62443188514726,-40.0,2.2,-56.05421901591235
799864342,805579698,280,47,30.475122511071444,62.627663038770024,55.0,1.6,-32.15254052769858
799864342,805579703,200,127,55.7458528678967,65.36950209914409,-60.0,1.7000000000000002,-9.623649231247384
799864342,805579710,253,74,75.48712378993639,49.14329613119459,60.0,1.5000000000000002,26.3438276587418
816200189,836943713,255,67,20.827436488820773,44.070800370308284,35.0,3.0,-23.24336388148751
816200189,836943715,238,84,19.099454941979836,80.33754151109451,-45.0,2.6,-61.23808656911468
816200189,836943717,229,93,7.865281656910537,44.60409142675699,35.0,3.0,-36.73880976984645
829720705,832129154,335,63,34.31459869442776,9.883353390909058,-40.0,1.8,24.4312453035187
831882777,832810573,232,78,29.52786789381497,35.02804058809455,-25.0,1.8,-5.500172694279577
831882777,832810576,241,69,44.53820335374739,54.014906231796004,-15.0,1.7000000000000002,-9.476702878048613
831882777,832810578,233,77,27.466430541166435,23.678644077017193,45.0,1.7000000000000002,3.7877864641492422
835479236,837761710,209,62,67.7823254534548,55.917478805473266,-60.0,1.5000000000000002,11.864846647981537
839068429,868929138,217,112,20.146241825461995,65.91001739243245,-35.0,2.4,-45.76377556697045
840012044,868297129,305,80,7.996282273695374,56.294490892541404,-35.0,1.8,-48.29820861884603
847657808,848037570,370,44,25.571439307996346,84.41977742987471,-50.0,1.9000000000000001,-58.84833812187837
847657808,848037572,332,82,31.42403207708528,87.33828219071168,-60.0,2.3,-55.9142501136264
