stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,phase,temporal_frequency,contrast,color,Speed,y_position,frame,coherence,stimulus_name,x_position,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1104,0.0,344.94725,345.19746,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021052,146,,,0,,False,3,train,2
1105,0.0,345.19746,345.44767,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,0.0,null,0.25020948,34,,,0,,False,4,train,2
1106,0.0,345.44767,345.69788,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25020948,67,,,0,,False,8,test,0
1107,0.0,345.69788,345.94809,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,20.0,null,0.25020948,182,,,0,,False,4,train,0
1108,0.0,345.94809,346.1983,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020948,200,,,0,,False,2,test,1
1109,0.0,346.1983,346.44852,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25021802,84,,,0,,False,3,train,1
1110,0.0,346.44852,346.69873,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25021802,31,,,0,,False,7,train,0
1111,0.0,346.69873,346.94895,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25021802,159,,,0,,False,6,train,1
1112,0.0,346.94895,347.19917,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021802,146,,,0,,False,4,train,2
1113,0.0,347.19917,347.44937,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25019698,239,,,0,,False,3,train,0
1114,0.0,347.44937,347.69956,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-10.0,null,0.25019698,55,,,0,,False,8,test,1
1115,0.0,347.69956,347.94976,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-40.0,null,0.25019698,165,,,0,,False,10,train,2
1116,0.0,347.94976,348.19996,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25019698,98,,,0,,False,5,test,2
1117,0.0,348.19996,348.45017,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25021552,70,,,0,,False,3,train,0
1118,0.0,348.45017,348.70039,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,10.0,null,0.25021552,198,,,0,,False,3,train,1
1119,0.0,348.70039,348.95061,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25021552,241,,,0,,False,2,test,0
1120,0.0,348.95061,349.20082,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25021552,122,,,0,,False,7,train,2
1121,0.0,349.20082,349.45103,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25020698,129,,,0,,False,5,test,2
1122,0.0,349.45103,349.70123,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25020698,61,,,0,,False,6,train,1
1123,0.0,349.70123,349.95144,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25020698,230,,,0,,False,5,test,1
1124,0.0,349.95144,350.20165,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020698,74,,,0,,False,3,train,2
1125,0.0,350.20165,350.45186,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25021052,49,,,0,,False,3,train,2
1126,0.0,350.45186,350.70207,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25021052,35,,,0,,False,5,test,0
1127,0.0,350.70207,350.95228,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25021052,56,,,0,,False,6,train,2
1128,0.0,350.95228,351.20249,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25021052,132,,,0,,False,7,train,0
1129,0.0,351.20249,351.45269,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,10.0,null,0.25020198,198,,,0,,False,4,train,1
1130,0.0,351.45269,351.70289,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25020198,239,,,0,,False,4,train,0
1131,0.0,351.70289,351.9531,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-40.0,null,0.25020198,40,,,0,,False,6,train,0
1132,0.0,351.9531,352.2033,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25020198,6,,,0,,False,3,train,1
1133,0.0,352.2033,352.45352,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-20.0,null,0.25021802,212,,,0,,False,3,train,0
1134,0.0,352.45352,352.70373,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-20.0,null,0.25021802,138,,,0,,False,5,test,1
1135,0.0,352.70373,352.95395,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25021802,211,,,0,,False,2,test,2
1136,0.0,352.95395,353.20417,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021802,123,,,0,,False,5,test,1
1137,0.0,353.20417,353.45438,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25020448,222,,,0,,False,2,test,2
1138,0.0,353.45438,353.70458,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-30.0,null,0.25020448,108,,,0,,False,4,train,2
1139,0.0,353.70458,353.95478,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25020448,89,,,0,,False,2,test,2
1140,0.0,353.95478,354.20499,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25020448,86,,,0,,False,5,test,1
1141,0.0,354.20499,354.4552,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25021052,135,,,0,,False,12,train,0
1142,0.0,354.4552,354.70541,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25021052,41,,,0,,False,5,test,0
1143,0.0,354.70541,354.95562,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25021052,235,,,0,,False,3,train,1
1144,0.0,354.95562,355.20583,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25021052,125,,,0,,False,7,train,0
1145,0.0,355.20583,355.45604,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25020698,229,,,0,,False,3,train,2
1146,0.0,355.45604,355.70624,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020698,33,,,0,,False,5,test,0
1147,0.0,355.70624,355.95645,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25020698,156,,,0,,False,4,train,2
1148,0.0,355.95645,356.20666,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25020698,142,,,0,,False,3,train,0
1149,0.0,356.20666,356.45686,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25020302,129,,,0,,False,6,train,2
1150,0.0,356.45686,356.70706,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25020302,229,,,0,,False,4,train,2
1151,0.0,356.70706,356.95727,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020302,56,,,0,,False,7,train,2
1152,0.0,356.95727,357.20747,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25020302,234,,,0,,False,2,test,1
1153,0.0,357.20747,357.45768,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25021198,33,,,0,,False,6,train,0
1154,0.0,357.45768,357.70789,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25021198,148,,,0,,False,4,train,0
1155,0.0,357.70789,357.95811,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25021198,147,,,0,,False,5,test,0
1156,0.0,357.95811,358.20832,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,0.0,null,0.25021198,11,,,0,,False,5,test,1
1157,0.0,358.20832,358.45853,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25021302,159,,,0,,False,7,train,1
1158,0.0,358.45853,358.70874,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021302,32,,,0,,False,5,test,1
1159,0.0,358.70874,358.95896,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021302,50,,,0,,False,5,test,2
1160,0.0,358.95896,359.20917,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25021302,218,,,0,,False,5,test,1
1161,0.0,359.20917,359.45938,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-30.0,null,0.25020948,108,,,0,,False,5,test,2
1162,0.0,359.45938,359.70959,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25020948,14,,,0,,False,6,train,2
1163,0.0,359.70959,359.9598,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020948,1,,,0,,False,4,train,2
1164,0.0,359.9598,360.21001,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,30.0,null,0.25020948,181,,,0,,False,7,train,2
1165,0.0,360.21001,360.46021,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25020052,121,,,0,,False,4,train,1
1166,0.0,360.46021,360.71041,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25020052,203,,,0,,False,4,train,2
1167,0.0,360.71041,360.96061,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25020052,136,,,0,,False,7,train,0
1168,0.0,360.96061,361.21081,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25020052,54,,,0,,False,4,train,2
1169,0.0,361.21081,361.46103,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25021448,217,,,0,,False,3,train,2
1170,0.0,361.46103,361.71124,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25021448,183,,,0,,False,2,test,2
1171,0.0,361.71124,361.96145,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25021448,49,,,0,,False,4,train,2
1172,0.0,361.96145,362.21167,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25021448,145,,,0,,False,4,train,1
1173,0.0,362.21167,362.46188,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021302,50,,,0,,False,6,train,2
1174,0.0,362.46188,362.71209,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25021302,57,,,0,,False,6,train,2
1175,0.0,362.71209,362.96231,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25021302,1,,,0,,False,5,test,2
1176,0.0,362.96231,363.21252,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25021302,6,,,0,,False,4,train,1
1177,0.0,363.21252,363.46273,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020698,218,,,0,,False,6,train,1
1178,0.0,363.46273,363.71293,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020698,122,,,0,,False,8,test,2
1179,0.0,363.71293,363.96314,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25020698,38,,,0,,False,5,test,2
1180,0.0,363.96314,364.21335,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25020698,130,,,0,,False,4,train,0
1181,0.0,364.21335,364.46355,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25020302,107,,,0,,False,4,train,1
1182,0.0,364.46355,364.71375,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25020302,201,,,0,,False,3,train,1
1183,0.0,364.71375,364.96396,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25020302,130,,,0,,False,5,test,0
1184,0.0,364.96396,365.21416,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25020302,157,,,0,,False,3,train,1
1185,0.0,365.21416,365.46437,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25021198,119,,,0,,False,2,test,0
1186,0.0,365.46437,365.71458,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25021198,185,,,0,,False,5,test,1
1187,0.0,365.71458,365.9648,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,10.0,null,0.25021198,43,,,0,,False,5,test,2
1188,0.0,365.9648,366.21501,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25021198,81,,,0,,False,8,test,2
1189,0.0,366.21501,366.46521,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020552,171,,,0,,False,4,train,0
1190,0.0,366.46521,366.71542,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020552,76,,,0,,False,4,train,1
1191,0.0,366.71542,366.96563,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25020552,203,,,0,,False,5,test,2
1192,0.0,366.96563,367.21583,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25020552,89,,,0,,False,3,train,2
1193,0.0,367.21583,367.46605,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-30.0,null,0.25021448,209,,,0,,False,4,train,1
1194,0.0,367.46605,367.71626,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25021448,142,,,0,,False,4,train,0
1195,0.0,367.71626,367.96647,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25021448,4,,,0,,False,2,test,0
1196,0.0,367.96647,368.21669,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25021448,177,,,0,,False,6,train,1
1197,0.0,368.21669,368.4669,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021052,216,,,0,,False,3,train,2
1198,0.0,368.4669,368.71711,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-40.0,null,0.25021052,58,,,0,,False,4,train,2
1199,0.0,368.71711,368.96732,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25021052,159,,,0,,False,8,test,1
1200,0.0,368.96732,369.21753,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25021052,223,,,0,,False,5,test,0
1201,0.0,369.21753,369.46774,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25020698,95,,,0,,False,7,train,0
1202,0.0,369.46774,369.71794,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25020698,188,,,0,,False,5,test,1
1203,0.0,369.71794,369.96815,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25020698,164,,,0,,False,3,train,2
1204,0.0,369.96815,370.21836,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-10.0,null,0.25020698,62,,,0,,False,7,train,1
1205,0.0,370.21836,370.46857,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25020802,21,,,0,,False,6,train,1
1206,0.0,370.46857,370.71877,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25020802,128,,,0,,False,6,train,2
1207,0.0,370.71877,370.96898,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25020802,21,,,0,,False,7,train,1
1208,0.0,370.96898,371.21919,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25020802,150,,,0,,False,3,train,0
1209,0.0,371.21919,371.4694,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25020948,20,,,0,,False,5,test,2
1210,0.0,371.4694,371.71961,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25020948,213,,,0,,False,2,test,0
1211,0.0,371.71961,371.96982,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25020948,243,,,0,,False,2,test,0
1212,0.0,371.96982,372.22003,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25020948,35,,,0,,False,6,train,0
1213,0.0,372.22003,372.47024,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25021302,104,,,0,,False,6,train,0
1214,0.0,372.47024,372.72045,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25021302,227,,,0,,False,6,train,1
1215,0.0,372.72045,372.97067,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25021302,241,,,0,,False,3,train,0
1216,0.0,372.97067,373.22088,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25021302,148,,,0,,False,5,test,0
1217,0.0,373.22088,373.47109,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25020948,201,,,0,,False,4,train,1
1218,0.0,373.47109,373.7213,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25020948,137,,,0,,False,6,train,1
1219,0.0,373.7213,373.97151,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,40.0,null,0.25020948,174,,,0,,False,6,train,2
1220,0.0,373.97151,374.22172,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25020948,12,,,0,,False,4,train,0
1221,0.0,374.22172,374.47192,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020302,99,,,0,,False,2,test,1
1222,0.0,374.47192,374.72212,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020302,196,,,0,,False,6,train,0
1223,0.0,374.72212,374.97233,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,40.0,null,0.25020302,93,,,0,,False,4,train,2
1224,0.0,374.97233,375.22253,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020302,197,,,0,,False,7,train,2
1225,0.0,375.22253,375.47274,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25020948,13,,,0,,False,3,train,2
1226,0.0,375.47274,375.72295,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25020948,167,,,0,,False,3,train,2
1227,0.0,375.72295,375.97316,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-30.0,null,0.25020948,232,,,0,,False,5,test,2
1228,0.0,375.97316,376.22337,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25020948,84,,,0,,False,4,train,1
1229,0.0,376.22337,376.47359,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25021802,120,,,0,,False,5,test,2
1230,0.0,376.47359,376.7238,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-30.0,null,0.25021802,170,,,0,,False,4,train,2
1231,0.0,376.7238,376.97402,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25021802,131,,,0,,False,2,test,0
1232,0.0,376.97402,377.22424,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25021802,191,,,0,,False,3,train,0
