stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,phase,temporal_frequency,contrast,color,Speed,y_position,frame,coherence,stimulus_name,x_position,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1732,0.0,502.07855,502.32876,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25020698,116,,,0,,False,4,train,2
1733,0.0,502.32876,502.57897,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25020802,146,,,0,,False,6,train,2
1734,0.0,502.57897,502.82917,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25020802,242,,,0,,False,3,train,1
1735,0.0,502.82917,503.07938,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25020802,168,,,0,,False,5,test,1
1736,0.0,503.07938,503.32959,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,30.0,null,0.25020802,19,,,0,,False,9,train,2
1737,0.0,503.32959,503.5798,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,10.0,null,0.25020948,198,,,0,,False,6,train,1
1738,0.0,503.5798,503.83001,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,30.0,null,0.25020948,65,,,0,,False,5,test,1
1739,0.0,503.83001,504.08022,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020948,71,,,0,,False,7,train,0
1740,0.0,504.08022,504.33043,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020948,71,,,0,,False,8,test,0
1741,0.0,504.33043,504.58064,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25021552,94,,,0,,False,11,test,2
1742,0.0,504.58064,504.83086,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25021552,224,,,0,,False,6,train,1
1743,0.0,504.83086,505.08108,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25021552,110,,,0,,False,8,test,1
1744,0.0,505.08108,505.33129,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,40.0,null,0.25021552,152,,,0,,False,4,train,1
1745,0.0,505.33129,505.5815,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020448,90,,,0,,False,4,train,0
1746,0.0,505.5815,505.8317,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25020448,16,,,0,,False,8,test,2
1747,0.0,505.8317,506.0819,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25020448,83,,,0,,False,5,test,1
1748,0.0,506.0819,506.33211,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25020448,110,,,0,,False,9,train,1
1749,0.0,506.33211,506.58232,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25020802,80,,,0,,False,9,train,2
1750,0.0,506.58232,506.83252,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25020802,38,,,0,,False,11,test,2
1751,0.0,506.83252,507.08273,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25020802,154,,,0,,False,10,train,0
1752,0.0,507.08273,507.33294,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020802,214,,,0,,False,7,train,2
1753,0.0,507.33294,507.58315,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25020948,75,,,0,,False,8,test,1
1754,0.0,507.58315,507.83336,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25020948,160,,,0,,False,7,train,0
1755,0.0,507.83336,508.08357,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25020948,115,,,0,,False,10,train,0
1756,0.0,508.08357,508.33378,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25020948,156,,,0,,False,9,train,2
1757,0.0,508.33378,508.58399,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25021052,107,,,0,,False,9,train,1
1758,0.0,508.58399,508.8342,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25021052,134,,,0,,False,4,train,2
1759,0.0,508.8342,509.08441,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021052,123,,,0,,False,7,train,1
1760,0.0,509.08441,509.33462,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25021052,141,,,0,,False,8,test,1
1761,0.0,509.33462,509.58483,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020698,18,,,0,,False,6,train,1
1762,0.0,509.58483,509.83503,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-10.0,null,0.25020698,179,,,0,,False,7,train,0
1763,0.0,509.83503,510.08524,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020698,197,,,0,,False,11,test,2
1764,0.0,510.08524,510.33545,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25020698,136,,,0,,False,9,train,0
1765,0.0,510.33545,510.58567,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25021802,100,,,0,,False,6,train,1
1766,0.0,510.58567,510.83588,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25021802,218,,,0,,False,8,test,1
1767,0.0,510.83588,511.0861,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25021802,220,,,0,,False,7,train,1
1768,0.0,511.0861,511.33632,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-30.0,null,0.25021802,91,,,0,,False,6,train,0
1769,0.0,511.33632,511.58652,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25020198,31,,,0,,False,8,test,0
1770,0.0,511.58652,511.83672,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25020198,186,,,0,,False,5,test,2
1771,0.0,511.83672,512.08693,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020198,68,,,0,,False,10,train,0
1772,0.0,512.08693,512.33713,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25020198,21,,,0,,False,11,test,1
1773,0.0,512.33713,512.58734,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25021552,148,,,0,,False,6,train,0
1774,0.0,512.58734,512.83756,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25021552,12,,,0,,False,5,test,0
1775,0.0,512.83756,513.08778,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25021552,184,,,0,,False,7,train,1
1776,0.0,513.08778,513.33799,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25021552,142,,,0,,False,11,test,0
1777,0.0,513.33799,513.58819,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25019948,188,,,0,,False,8,test,1
1778,0.0,513.58819,513.83839,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25019948,9,,,0,,False,8,test,2
1779,0.0,513.83839,514.08859,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25019948,159,,,0,,False,10,train,1
1780,0.0,514.08859,514.33879,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25019948,23,,,0,,False,8,test,2
1781,0.0,514.33879,514.589,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25021552,16,,,0,,False,9,train,2
1782,0.0,514.589,514.83922,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25021552,116,,,0,,False,5,test,2
1783,0.0,514.83922,515.08944,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25021552,45,,,0,,False,5,test,1
1784,0.0,515.08944,515.33965,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25021552,228,,,0,,False,8,test,2
1785,0.0,515.33965,515.58986,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-30.0,null,0.25020698,78,,,0,,False,8,test,0
1786,0.0,515.58986,515.84006,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25020698,97,,,0,,False,8,test,2
1787,0.0,515.84006,516.09027,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25020698,153,,,0,,False,7,train,0
1788,0.0,516.09027,516.34048,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020698,200,,,0,,False,6,train,1
1789,0.0,516.34048,516.59069,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020802,155,,,0,,False,9,train,1
1790,0.0,516.59069,516.84089,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25020802,88,,,0,,False,7,train,1
1791,0.0,516.84089,517.0911,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,10.0,null,0.25020802,161,,,0,,False,7,train,2
1792,0.0,517.0911,517.34131,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25020802,130,,,0,,False,7,train,0
1793,0.0,517.34131,517.59152,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020698,71,,,0,,False,9,train,0
1794,0.0,517.59152,517.84172,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25020698,159,,,0,,False,11,test,1
1795,0.0,517.84172,518.09193,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25020698,205,,,0,,False,5,test,1
1796,0.0,518.09193,518.34214,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25020698,54,,,0,,False,8,test,2
1797,0.0,518.34214,518.59235,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,10.0,null,0.25021552,161,,,0,,False,8,test,2
1798,0.0,518.59235,518.84257,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25021552,7,,,0,,False,8,test,0
1799,0.0,518.84257,519.09279,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25021552,214,,,0,,False,8,test,2
1800,0.0,519.09279,519.343,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021552,121,,,0,,False,7,train,1
1801,0.0,519.343,519.5932,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25020198,178,,,0,,False,4,train,1
1802,0.0,519.5932,519.8434,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25020198,238,,,0,,False,6,train,0
1803,0.0,519.8434,520.09361,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020198,37,,,0,,False,3,train,0
1804,0.0,520.09361,520.34381,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-30.0,null,0.25020198,173,,,0,,False,8,test,1
1805,0.0,520.34381,520.59403,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-20.0,null,0.25022052,201,,,0,,False,6,train,1
1806,0.0,520.59403,520.84425,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25022052,134,,,0,,False,5,test,2
1807,0.0,520.84425,521.09447,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25022052,37,,,0,,False,4,train,0
1808,0.0,521.09447,521.34469,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25022052,81,,,0,,False,12,train,2
1809,0.0,521.34469,521.59489,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25019948,149,,,0,,False,8,test,1
1810,0.0,521.59489,521.84509,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-40.0,null,0.25019948,40,,,0,,False,9,train,0
1811,0.0,521.84509,522.09529,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25019948,141,,,0,,False,9,train,1
1812,0.0,522.09529,522.34549,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25019948,68,,,0,,False,11,test,0
1813,0.0,522.34549,522.59571,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-20.0,null,0.25021802,189,,,0,,False,6,train,2
1814,0.0,522.59571,522.84592,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25021802,41,,,0,,False,7,train,0
1815,0.0,522.84592,523.09614,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25021802,117,,,0,,False,6,train,0
1816,0.0,523.09614,523.34636,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25021802,129,,,0,,False,7,train,2
1817,0.0,523.34636,523.59656,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25019698,215,,,0,,False,7,train,1
1818,0.0,523.59656,523.84675,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,40.0,null,0.25019698,106,,,0,,False,7,train,0
1819,0.0,523.84675,524.09695,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,10.0,null,0.25019698,60,,,0,,False,8,test,0
1820,0.0,524.09695,524.34715,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25019698,211,,,0,,False,7,train,2
1821,0.0,524.34715,524.59737,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-20.0,null,0.25022052,138,,,0,,False,7,train,1
1822,0.0,524.59737,524.84759,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25022052,203,,,0,,False,8,test,2
1823,0.0,524.84759,525.09781,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,10.0,null,0.25022052,240,,,0,,False,3,train,0
1824,0.0,525.09781,525.34803,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25022052,220,,,0,,False,8,test,1
1825,0.0,525.34803,525.59823,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25019948,239,,,0,,False,6,train,0
1826,0.0,525.59823,525.84843,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25019948,157,,,0,,False,7,train,1
1827,0.0,525.84843,526.09863,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25019948,111,,,0,,False,8,test,2
1828,0.0,526.09863,526.34883,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25019948,160,,,0,,False,8,test,0
1829,0.0,526.34883,526.59904,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25020802,121,,,0,,False,8,test,1
1830,0.0,526.59904,526.84924,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,20.0,null,0.25020802,77,,,0,,False,6,train,2
1831,0.0,526.84924,527.09945,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25020802,131,,,0,,False,5,test,0
1832,0.0,527.09945,527.34966,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-10.0,null,0.25020802,24,,,0,,False,9,train,0
1833,0.0,527.34966,527.59987,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-40.0,null,0.25021198,52,,,0,,False,5,test,1
1834,0.0,527.59987,527.85008,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25021198,176,,,0,,False,7,train,2
1835,0.0,527.85008,528.1003,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25021198,74,,,0,,False,8,test,2
1836,0.0,528.1003,528.35051,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,10.0,null,0.25021198,5,,,0,,False,4,train,0
1837,0.0,528.35051,528.60072,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25021052,243,,,0,,False,4,train,0
1838,0.0,528.60072,528.85093,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25021052,110,,,0,,False,10,train,1
1839,0.0,528.85093,529.10114,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25021052,53,,,0,,False,7,train,1
1840,0.0,529.10114,529.35135,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25021052,71,,,0,,False,10,train,0
1841,0.0,529.35135,529.60156,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,10.0,null,0.25020948,175,,,0,,False,5,test,1
1842,0.0,529.60156,529.85177,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25020948,83,,,0,,False,6,train,1
1843,0.0,529.85177,530.10198,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25020948,147,,,0,,False,7,train,0
1844,0.0,530.10198,530.35219,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,30.0,null,0.25020948,82,,,0,,False,8,test,1
1845,0.0,530.35219,530.6024,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25021052,193,,,0,,False,5,test,0
1846,0.0,530.6024,530.85261,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021052,216,,,0,,False,5,test,2
1847,0.0,530.85261,531.10282,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25021052,69,,,0,,False,5,test,0
1848,0.0,531.10282,531.35303,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25021052,205,,,0,,False,6,train,1
1849,0.0,531.35303,531.60324,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020448,3,,,0,,False,9,train,1
1850,0.0,531.60324,531.85344,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-20.0,null,0.25020448,128,,,0,,False,9,train,2
1851,0.0,531.85344,532.10364,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-40.0,null,0.25020448,22,,,0,,False,7,train,0
1852,0.0,532.10364,532.35385,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25020448,235,,,0,,False,7,train,1
1853,0.0,532.35385,532.60407,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25022052,54,,,0,,False,9,train,2
1854,0.0,532.60407,532.85429,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25022052,193,,,0,,False,6,train,0
1855,0.0,532.85429,533.10451,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25022052,239,,,0,,False,7,train,0
1856,0.0,533.10451,533.35473,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25022052,41,,,0,,False,8,test,0
1857,0.0,533.35473,533.60493,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-30.0,null,0.25019448,202,,,0,,False,4,train,0
1858,0.0,533.60493,533.85512,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25019448,134,,,0,,False,6,train,2
1859,0.0,533.85512,534.10531,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25019448,218,,,0,,False,9,train,1
1860,0.0,534.10531,534.35551,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25019448,70,,,0,,False,5,test,0
