stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,stimulus_name,x_position,temporal_frequency,color,size,spatial_frequency,phase,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1713,0.0,519.88676,520.13696,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,13,,,0,,False,9,train,1
1714,0.0,520.13696,520.38716,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,81,,,0,,False,8,test,2
1715,0.0,520.38716,520.63736,-40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,216,,,0,,False,4,train,2
1716,0.0,520.63736,520.88757,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,144,,,0,,False,8,test,0
1717,0.0,520.88757,521.13778,-40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,238,,,0,,False,6,train,0
1718,0.0,521.13778,521.38799,-10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,125,,,0,,False,3,train,1
1719,0.0,521.38799,521.6382,10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,213,,,0,,False,5,test,1
1720,0.0,521.6382,521.88842,-20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,12,,,0,,False,6,train,1
1721,0.0,521.88842,522.13862,30.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,200,,,0,,False,5,test,0
1722,0.0,522.13862,522.38883,-20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020756,66,,,0,,False,9,train,2
1723,0.0,522.38883,522.63904,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,207,,,0,,False,5,test,0
1724,0.0,522.63904,522.88925,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020756,158,,,0,,False,6,train,1
1725,0.0,522.88925,523.13946,10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,130,,,0,,False,7,train,0
1726,0.0,523.13946,523.38968,-10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,202,,,0,,False,7,train,1
1727,0.0,523.38968,523.6399,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,27,,,0,,False,4,train,1
1728,0.0,523.6399,523.89012,20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,95,,,0,,False,6,train,1
1729,0.0,523.89012,524.14031,0.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25019506,208,,,0,,False,6,train,0
1730,0.0,524.14031,524.39051,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019506,75,,,0,,False,9,train,2
1731,0.0,524.39051,524.6407,10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25019506,4,,,0,,False,7,train,0
1732,0.0,524.6407,524.8909,10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25019506,4,,,0,,False,8,test,0
1733,0.0,524.8909,525.14111,20.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,124,,,0,,False,11,test,1
1734,0.0,525.14111,525.39133,20.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,39,,,0,,False,10,train,2
1735,0.0,525.39133,525.64155,-10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,142,,,0,,False,8,test,0
1736,0.0,525.64155,525.89177,40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,194,,,0,,False,6,train,0
1737,0.0,525.89177,526.14197,10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,31,,,0,,False,10,train,2
1738,0.0,526.14197,526.39217,-30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,53,,,0,,False,8,test,2
1739,0.0,526.39217,526.64237,0.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,237,,,0,,False,6,train,0
1740,0.0,526.64237,526.89257,-40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,140,,,0,,False,4,train,2
1741,0.0,526.89257,527.14278,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,161,,,0,,False,8,test,0
1742,0.0,527.14278,527.393,30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,166,,,0,,False,8,test,0
1743,0.0,527.393,527.64321,-30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,5,,,0,,False,8,test,1
1744,0.0,527.64321,527.89343,0.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,190,,,0,,False,3,train,2
1745,0.0,527.89343,528.14363,30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,82,,,0,,False,8,test,1
1746,0.0,528.14363,528.39384,-20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,239,,,0,,False,4,train,1
1747,0.0,528.39384,528.64404,40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,32,,,0,,False,9,train,1
1748,0.0,528.64404,528.89425,0.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020506,233,,,0,,False,5,test,2
1749,0.0,528.89425,529.14446,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,67,,,0,,False,6,train,0
1750,0.0,529.14446,529.39468,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,9,,,0,,False,8,test,0
1751,0.0,529.39468,529.6449,-20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,77,,,0,,False,8,test,1
1752,0.0,529.6449,529.89512,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,133,,,0,,False,6,train,1
1753,0.0,529.89512,530.14532,0.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,65,,,0,,False,6,train,2
1754,0.0,530.14532,530.39552,30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,148,,,0,,False,9,train,1
1755,0.0,530.39552,530.64572,-30.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020006,221,,,0,,False,4,train,0
1756,0.0,530.64572,530.89592,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,113,,,0,,False,6,train,2
1757,0.0,530.89592,531.14613,40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,102,,,0,,False,8,test,2
1758,0.0,531.14613,531.39635,-20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,201,,,0,,False,6,train,2
1759,0.0,531.39635,531.64656,30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,109,,,0,,False,5,test,1
1760,0.0,531.64656,531.89678,40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,195,,,0,,False,8,test,2
1761,0.0,531.89678,532.14698,40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,225,,,0,,False,7,train,0
1762,0.0,532.14698,532.39718,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,43,,,0,,False,12,train,1
1763,0.0,532.39718,532.64738,-30.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,53,,,0,,False,9,train,2
1764,0.0,532.64738,532.89759,20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,46,,,0,,False,5,test,0
1765,0.0,532.89759,533.1478,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,81,,,0,,False,9,train,2
1766,0.0,533.1478,533.39802,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,106,,,0,,False,8,test,2
1767,0.0,533.39802,533.64824,20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,100,,,0,,False,7,train,1
1768,0.0,533.64824,533.89846,-20.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,103,,,0,,False,8,test,1
1769,0.0,533.89846,534.14866,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,13,,,0,,False,10,train,1
1770,0.0,534.14866,534.39886,-10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,191,,,0,,False,7,train,1
1771,0.0,534.39886,534.64906,-30.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,131,,,0,,False,7,train,2
1772,0.0,534.64906,534.89927,40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,194,,,0,,False,7,train,0
1773,0.0,534.89927,535.14948,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,159,,,0,,False,6,train,1
1774,0.0,535.14948,535.39969,-40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,127,,,0,,False,8,test,0
1775,0.0,535.39969,535.6499,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,106,,,0,,False,9,train,2
1776,0.0,535.6499,535.90012,-30.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,203,,,0,,False,6,train,0
1777,0.0,535.90012,536.15032,10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,213,,,0,,False,6,train,1
1778,0.0,536.15032,536.40052,-30.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,162,,,0,,False,5,test,2
1779,0.0,536.40052,536.65072,-20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,76,,,0,,False,5,test,0
1780,0.0,536.65072,536.90093,-10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,170,,,0,,False,5,test,2
1781,0.0,536.90093,537.15114,10.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,26,,,0,,False,9,train,2
1782,0.0,537.15114,537.40136,40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,83,,,0,,False,7,train,1
1783,0.0,537.40136,537.65157,-40.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,188,,,0,,False,6,train,0
1784,0.0,537.65157,537.90179,30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021494,226,,,0,,False,5,test,0
1785,0.0,537.90179,538.15199,-30.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,163,,,0,,False,10,train,1
1786,0.0,538.15199,538.4022,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,240,,,0,,False,4,train,0
1787,0.0,538.4022,538.6524,10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020506,117,,,0,,False,7,train,1
1788,0.0,538.6524,538.90261,0.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020506,94,,,0,,False,9,train,0
1789,0.0,538.90261,539.15282,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,68,,,0,,False,8,test,2
1790,0.0,539.15282,539.40304,-40.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,196,,,0,,False,6,train,1
1791,0.0,539.40304,539.65326,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,27,,,0,,False,5,test,1
1792,0.0,539.65326,539.90348,20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,79,,,0,,False,8,test,2
1793,0.0,539.90348,540.15368,-40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020256,116,,,0,,False,7,train,2
1794,0.0,540.15368,540.40388,-20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,157,,,0,,False,7,train,0
1795,0.0,540.40388,540.65408,0.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,23,,,0,,False,7,train,1
1796,0.0,540.65408,540.90429,40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,144,,,0,,False,9,train,0
1797,0.0,540.90429,541.1545,40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021494,210,,,0,,False,7,train,1
1798,0.0,541.1545,541.40472,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,89,,,0,,False,5,test,2
1799,0.0,541.40472,541.65493,-20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,84,,,0,,False,9,train,2
1800,0.0,541.65493,541.90515,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021494,33,,,0,,False,6,train,2
1801,0.0,541.90515,542.15535,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020256,220,,,0,,False,7,train,0
1802,0.0,542.15535,542.40555,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,13,,,0,,False,11,test,1
1803,0.0,542.40555,542.65575,-30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,242,,,0,,False,4,train,1
1804,0.0,542.65575,542.90596,-40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020256,114,,,0,,False,8,test,1
1805,0.0,542.90596,543.15617,30.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021244,226,,,0,,False,6,train,0
1806,0.0,543.15617,543.40638,30.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021244,27,,,0,,False,6,train,1
1807,0.0,543.40638,543.65659,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,89,,,0,,False,6,train,2
1808,0.0,543.65659,543.90681,-10.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021244,33,,,0,,False,7,train,2
1809,0.0,543.90681,544.15702,40.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,193,,,0,,False,9,train,2
1810,0.0,544.15702,544.40723,-40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,238,,,0,,False,7,train,0
1811,0.0,544.40723,544.65744,-20.0,gabors,-10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,137,,,0,,False,8,test,0
1812,0.0,544.65744,544.90765,-20.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,42,,,0,,False,6,train,2
1813,0.0,544.90765,545.15786,0.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,174,,,0,,False,3,train,1
1814,0.0,545.15786,545.40807,10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,50,,,0,,False,9,train,1
1815,0.0,545.40807,545.65828,10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,219,,,0,,False,8,test,1
1816,0.0,545.65828,545.90849,-20.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,12,,,0,,False,7,train,1
1817,0.0,545.90849,546.15869,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,220,,,0,,False,8,test,0
1818,0.0,546.15869,546.4089,-30.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,135,,,0,,False,7,train,0
1819,0.0,546.4089,546.65911,-10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,177,,,0,,False,8,test,0
1820,0.0,546.65911,546.90932,-40.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,67,,,0,,False,7,train,0
1821,0.0,546.90932,547.15952,-20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020744,224,,,0,,False,5,test,0
1822,0.0,547.15952,547.40973,-40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020744,20,,,0,,False,5,test,2
1823,0.0,547.40973,547.65994,-10.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020744,123,,,0,,False,8,test,0
1824,0.0,547.65994,547.91015,20.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020744,122,,,0,,False,9,train,1
1825,0.0,547.91015,548.16035,20.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,240,,,0,,False,5,test,0
1826,0.0,548.16035,548.41056,0.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020756,34,,,0,,False,10,train,2
1827,0.0,548.41056,548.66077,0.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020756,35,,,0,,False,3,train,1
1828,0.0,548.66077,548.91098,-10.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020756,177,,,0,,False,9,train,0
1829,0.0,548.91098,549.16119,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,113,,,0,,False,7,train,2
1830,0.0,549.16119,549.41141,20.0,gabors,10.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021744,156,,,0,,False,5,test,1
1831,0.0,549.41141,549.66163,-10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021744,241,,,0,,False,4,train,2
1832,0.0,549.66163,549.91185,40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021744,104,,,0,,False,8,test,0
1833,0.0,549.91185,550.16205,0.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,23,,,0,,False,8,test,1
1834,0.0,550.16205,550.41225,40.0,gabors,-20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,133,,,0,,False,7,train,1
1835,0.0,550.41225,550.66245,-40.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020006,8,,,0,,False,9,train,1
1836,0.0,550.66245,550.91265,-10.0,gabors,20.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020006,113,,,0,,False,8,test,2
1837,0.0,550.91265,551.16286,-10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25020994,51,,,0,,False,7,train,1
1838,0.0,551.16286,551.41307,10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25020994,130,,,0,,False,8,test,0
1839,0.0,551.41307,551.66328,10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,126,,,0,,False,6,train,2
1840,0.0,551.66328,551.91349,-10.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25020994,241,,,0,,False,5,test,2
1841,0.0,551.91349,552.1637,-30.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021006,203,,,0,,False,7,train,0
1842,0.0,552.1637,552.41391,-10.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,105,,,0,,False,5,test,2
1843,0.0,552.41391,552.66412,0.0,gabors,0.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021006,47,,,0,,False,6,train,2
1844,0.0,552.66412,552.91433,10.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021006,158,,,0,,False,7,train,1
1845,0.0,552.91433,553.16455,-20.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,201,,,0,,False,7,train,2
1846,0.0,553.16455,553.41477,-40.0,gabors,30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",0.0,0.8,null,0.25021994,145,,,0,,False,7,train,0
1847,0.0,553.41477,553.66499,40.0,gabors,-30.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25021994,106,,,0,,False,10,train,2
1848,0.0,553.66499,553.91521,10.0,gabors,40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",45.0,0.8,null,0.25021994,117,,,0,,False,8,test,1
1849,0.0,553.91521,554.1654,-40.0,gabors,-40.0,4.0,null,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",90.0,0.8,null,0.25019506,87,,,0,,False,10,train,2
