site,probe,unit_id,inferred_row,inferred_col,predicted_azimuth_deg,predicted_elevation_deg,observed_azimuth_deg,observed_elevation_deg,log2_rf_area,delta_azimuth_deg,delta_elevation_deg,fit_residual_deg
site2,A,2000558,199.81055883670496,223.41150162888067,20.5948765867972,-3.4452058315223244,19.317586469726564,-12.218950218963622,8.38999142454458,22.29641779911315,-10.472828609721615,28.499724571460803
site2,A,2000562,197.3881551322875,224.2240307735426,19.460904004607972,-2.9234959826875118,19.222056469726564,-9.102466218963624,9.005334060256365,22.29641779911315,-10.472828609721615,27.637272129663803
site2,A,2000565,196.84041653737157,224.40775472146004,19.24740565503008,-2.8051717446757864,51.14990846972656,-8.642460218963622,9.757535841968554,22.29641779911315,-10.472828609721615,56.599849072202794
site2,A,2000566,194.40536126214755,225.22452748991896,18.203477054022738,-2.2666162876722433,35.75304646972656,-20.745550218963622,7.718091564298867,22.29641779911315,-10.472828609721615,49.25349988939426
site2,A,2000572,194.3056371157906,225.25797723043652,18.153914598410278,-2.244554254085887,28.957436469726563,-22.00893021896362,10.017661835562059,22.29641779911315,-10.472828609721615,44.83184745995016
site2,A,2000577,194.45373491523117,225.20830186951866,18.227572012674383,-2.2773305325539717,37.05801646972656,-29.863590218963623,8.355900095363701,22.29641779911315,-10.472828609721615,56.0349266169798
site2,A,2000578,194.5504822213984,225.17585062871802,18.275866718448285,-2.2987835436594297,72.84978646972657,-15.053130218963622,10.26549366225248,22.29641779911315,-10.472828609721615,80.30286711464562
site2,A,2000580,195.07812714503342,224.99886655388997,18.534969211965738,-2.4159760110523343,25.722176469726563,-8.792238218963622,7.793436082040983,22.29641779911315,-10.472828609721615,33.958445310042805
site2,A,2000581,192.32008470922042,225.92397654163716,17.01039610866093,-1.812399716453256,40.743758469726565,-1.5120442189636225,8.82817053026655,22.29641779911315,-10.472828609721615,47.140427138640476
site2,A,2000582,194.98584509915085,225.02982004511517,18.494921904196264,-2.395726695776659,29.277236469726564,-2.389102918963623,10.286918274600362,22.29641779911315,-10.472828609721615,34.69501374053783
site2,A,2000583,193.31286091250553,225.59097688603686,17.610012207746273,-2.025783304687009,25.911096469726562,-14.671080218963622,8.775296049485446,22.29641779911315,-10.472828609721615,38.34911811400564
site2,A,2000598,192.37590046277842,225.9052546719445,17.04500334118474,-1.8242297687882165,31.965996469726562,-22.318740218963626,8.632006286625451,22.29641779911315,-10.472828609721615,48.41602797223824
site2,A,2000600,189.75479267569443,226.78443367271234,15.40122095610018,-1.348038809036243,30.35959646972656,-21.056920218963626,8.556209752140301,22.29641779911315,-10.472828609721615,47.94637884642721
site2,A,2000602,190.6188205407724,226.4946191298698,15.931607980048007,-1.4928042465342282,34.08799646972656,-4.434801218963623,9.47116386918372,22.29641779911315,-10.472828609721615,42.61909292838175
site2,A,2000613,188.41298196015993,227.23450742012415,14.66843535030007,-1.1532053491311711,41.751207469726566,-8.923575218963624,10.497978630295275,22.29641779911315,-10.472828609721615,52.64141608824378
