group,model,azimuth_deg,elevation_deg,halfmax_area_deg2,effective_local_units
HVA,allen,88.75,33.75,,2.073242
HVA,allen,90,33.75,,1.9685495
HVA,allen,10,35,33604.429,21.626848
HVA,allen,11.25,35,33660.674,21.544256
HVA,allen,12.5,35,33724.657,21.437561
HVA,allen,13.75,35,33801.766,21.30685
HVA,allen,15,35,33898.167,21.152109
HVA,allen,16.25,35,34020.828,20.973041
HVA,allen,17.5,35,34177.529,20.76885
HVA,allen,18.75,35,34376.842,20.538039
HVA,allen,20,35,34628.07,20.278223
HVA,allen,21.25,35,34941.121,19.986018
HVA,allen,22.5,35,35326.298,19.657068
HVA,allen,23.75,35,35793.965,19.286256
HVA,allen,25,35,36354.043,18.868167
HVA,allen,26.25,35,37015.289,18.397822
HVA,allen,27.5,35,37784.292,17.87163
HVA,allen,28.75,35,38664.131,17.288439
HVA,allen,30,35,39652.669,16.650444
HVA,allen,31.25,35,40740.499,15.963673
HVA,allen,32.5,35,41908.652,15.237808
HVA,allen,33.75,35,43126.344,14.48523
HVA,allen,35,35,44349.187,13.71943
HVA,allen,36.25,35,45518.524,12.953111
HVA,allen,37.5,35,46562.619,12.196434
HVA,allen,38.75,35,47400.39,11.455853
HVA,allen,40,35,47947.991,10.733788
HVA,allen,41.25,35,48127.876,10.02926
HVA,allen,42.5,35,47879.091,9.3393407
HVA,allen,43.75,35,47166.8,8.6610849
HVA,allen,45,35,45988.771,7.9934278
HVA,allen,46.25,35,44377.051,7.3384575
HVA,allen,47.5,35,42394.241,6.701616
HVA,allen,48.75,35,40125.206,6.0907686
HVA,allen,50,35,37666.213,5.51453
HVA,allen,51.25,35,35113.904,4.980501
HVA,allen,52.5,35,32556.157,4.493994
HVA,allen,53.75,35,30066.005,4.0575094
HVA,allen,55,35,27698.87,3.6708913
HVA,allen,56.25,35,25492.582,3.3319001
HVA,allen,57.5,35,23469.323,3.0369259
HVA,allen,58.75,35,,2.7816478
HVA,allen,60,35,,2.5615473
HVA,allen,61.25,35,,2.3722573
HVA,allen,62.5,35,,2.20977
HVA,allen,63.75,35,,2.0705414
HVA,allen,65,35,,1.9515279
HVA,allen,66.25,35,,1.8501824
HVA,allen,67.5,35,,1.7644318
HVA,allen,68.75,35,,1.692648
HVA,allen,70,35,,1.6336218
HVA,allen,71.25,35,,1.5865434
HVA,allen,72.5,35,,1.5509931
HVA,allen,73.75,35,,1.5269399
HVA,allen,75,35,,1.5147473
HVA,allen,76.25,35,,1.5151747
HVA,allen,77.5,35,,1.5293569
HVA,allen,78.75,35,,1.5587195
HVA,allen,80,35,,1.6047561
HVA,allen,81.25,35,,1.6685362
HVA,allen,82.5,35,,1.7497548
HVA,allen,83.75,35,,1.8451534
HVA,allen,85,35,,1.9464435
HVA,allen,86.25,35,,2.0387411
HVA,allen,87.5,35,,2.1018097
HVA,allen,88.75,35,,2.1163196
HVA,allen,90,35,,2.0733417
HVA,allen,10,36.25,35958.977,20.336916
HVA,allen,11.25,36.25,35973.335,20.251694
HVA,allen,12.5,36.25,35999.125,20.14661
HVA,allen,13.75,36.25,36042.557,20.022168
HVA,allen,15,36.25,36110.64,19.878684
HVA,allen,16.25,36.25,36211.204,19.716094
HVA,allen,17.5,36.25,36352.907,19.533741
HVA,allen,18.75,36.25,36545.205,19.330161
HVA,allen,20,36.25,36798.283,19.1029
HVA,allen,21.25,36.25,37122.924,18.848402
HVA,allen,22.5,36.25,37530.279,18.562029
HVA,allen,23.75,36.25,38031.508,18.238268
HVA,allen,25,36.25,38637.248,17.871172
HVA,allen,26.25,36.25,39356.84,17.455084
HVA,allen,27.5,36.25,40197.254,16.985585
HVA,allen,28.75,36.25,41161.656,16.460551
HVA,allen,30,36.25,42247.582,15.881103
HVA,allen,31.25,36.25,43444.728,15.25217
HVA,allen,32.5,36.25,44732.491,14.582411
HVA,allen,33.75,36.25,46077.516,13.883388
HVA,allen,35,36.25,47431.743,13.168085
HVA,allen,36.25,36.25,48731.608,12.449098
HVA,allen,37.5,36.25,49899.209,11.736897
HVA,allen,38.75,36.25,50846.176,11.0386
HVA,allen,40,36.25,51480.617,10.357512
HVA,allen,41.25,36.25,51716.789,9.6935361
HVA,allen,42.5,36.25,51486.248,9.0443648
HVA,allen,43.75,36.25,50748.351,8.4071649
HVA,allen,45,36.25,49497.686,7.7803441
HVA,allen,46.25,36.25,47766.419,7.1648787
HVA,allen,47.5,36.25,45620.776,6.5647785
HVA,allen,48.75,36.25,43152.391,5.986539
HVA,allen,50,36.25,40466.594,5.4378171
HVA,allen,51.25,36.25,37670.214,4.9258514
HVA,allen,52.5,36.25,34861.24,4.4561689
HVA,allen,53.75,36.25,32121.74,4.0318983
HVA,allen,55,36.25,29514.42,3.6537146
HVA,allen,56.25,36.25,27082.355,3.3202321
HVA,allen,57.5,36.25,24850.962,3.0286024
HVA,allen,58.75,36.25,,2.7751219
HVA,allen,60,36.25,,2.555736
HVA,allen,61.25,36.25,,2.3664042
HVA,allen,62.5,36.25,,2.2033323
HVA,allen,63.75,36.25,,2.0631016
HVA,allen,65,36.25,,1.9427257
HVA,allen,66.25,36.25,,1.8396611
HVA,allen,67.5,36.25,,1.7517952
HVA,allen,68.75,36.25,,1.6774215
HVA,allen,70,36.25,,1.615216
HVA,allen,71.25,36.25,,1.5642158
HVA,allen,72.5,36.25,,1.5238072
HVA,allen,73.75,36.25,,1.4937216
HVA,allen,75,36.25,,1.4740414
HVA,allen,76.25,36.25,,1.4652115
HVA,allen,77.5,36.25,,1.468049
HVA,allen,78.75,36.25,,1.4837356
HVA,allen,80,36.25,,1.5137563
HVA,allen,81.25,36.25,,1.5597177
HVA,allen,82.5,36.25,,1.6229283
HVA,allen,83.75,36.25,,1.7035594
HVA,allen,85,36.25,,1.7991984
HVA,allen,86.25,36.25,,1.9028224
HVA,allen,87.5,36.25,,2.0009742
HVA,allen,88.75,36.25,,2.074203
HVA,allen,90,36.25,,2.1022589
HVA,allen,10,37.5,38434.923,19.118825
HVA,allen,11.25,37.5,38405.012,19.036634
HVA,allen,12.5,37.5,38390.889,18.93901
HVA,allen,13.75,37.5,38399.519,18.826695
HVA,allen,15,37.5,38438.678,18.700169
HVA,allen,16.25,37.5,38516.974,18.559449
HVA,allen,17.5,37.5,38643.842,18.403882
HVA,allen,18.75,37.5,38829.522,18.231929
HVA,allen,20,37.5,39084.978,18.040986
HVA,allen,21.25,37.5,39421.763,17.827262
HVA,allen,22.5,37.5,39851.775,17.585787
HVA,allen,23.75,37.5,40386.883,17.310589
HVA,allen,25,37.5,41038.36,16.995111
HVA,allen,26.25,37.5,41816.071,16.632907
HVA,allen,27.5,37.5,42727.334,16.218572
HVA,allen,28.75,37.5,43775.403,15.748828
HVA,allen,30,37.5,44957.53,15.223536
HVA,allen,31.25,37.5,46262.616,14.646368
HVA,allen,32.5,37.5,47668.586,14.024889
HVA,allen,33.75,37.5,49139.768,13.369889
HVA,allen,35,37.5,50624.756,12.694037
HVA,allen,36.25,37.5,52055.481,12.010141
HVA,allen,37.5,37.5,53348.322,11.329418
HVA,allen,38.75,37.5,54408.054,10.66017
HVA,allen,40,37.5,55135.07,10.007161
HVA,allen,41.25,37.5,55435.569,9.3717842
HVA,allen,42.5,37.5,55233.449,8.7529585
HVA,allen,43.75,37.5,54481.745,8.1485184
HVA,allen,45,37.5,53171.002,7.55676
HVA,allen,46.25,37.5,51332.396,6.9777264
HVA,allen,47.5,37.5,49034.579,6.4138619
HVA,allen,48.75,37.5,46374.885,5.8698485
HVA,allen,50,37.5,43466.929,5.3517242
HVA,allen,51.25,37.5,40427.365,4.8656407
HVA,allen,52.5,37.5,37364.355,4.4167008
HVA,allen,53.75,37.5,34369.422,4.0082019
HVA,allen,55,37.5,31513.225,3.6413936
HVA,allen,56.25,37.5,28844.874,3.3156597
HVA,allen,57.5,37.5,26393.815,3.0289474
HVA,allen,58.75,37.5,,2.7782685
HVA,allen,60,37.5,,2.5601555
HVA,allen,61.25,37.5,,2.3710168
HVA,allen,62.5,37.5,,2.2073818
HVA,allen,63.75,37.5,,2.0660494
HVA,allen,65,37.5,,1.9441663
HVA,allen,66.25,37.5,,1.839256
HVA,allen,67.5,37.5,,1.7492195
HVA,allen,68.75,37.5,,1.6723204
HVA,allen,70,37.5,,1.6071655
HVA,allen,71.25,37.5,,1.5526857
HVA,allen,72.5,37.5,,1.5081229
HVA,allen,73.75,37.5,,1.473023
HVA,allen,75,37.5,,1.4472387
HVA,allen,76.25,37.5,,1.43094
HVA,allen,77.5,37.5,,1.4246308
HVA,allen,78.75,37.5,,1.4291662
HVA,allen,80,37.5,,1.4457545
HVA,allen,81.25,37.5,,1.4759153
HVA,allen,82.5,37.5,,1.5213339
HVA,allen,83.75,37.5,,1.5835049
HVA,allen,85,37.5,,1.6629963
HVA,allen,86.25,37.5,,1.7581333
HVA,allen,87.5,37.5,,1.8630559
HVA,allen,88.75,37.5,,1.9657236
HVA,allen,90,37.5,,2.0476758
HVA,allen,10,38.75,41081.594,17.951659
HVA,allen,11.25,38.75,41005.325,17.877784
HVA,allen,12.5,38.75,40949.639,17.792775
HVA,allen,13.75,38.75,40922.177,17.697466
HVA,allen,15,38.75,40931.396,17.592368
HVA,allen,16.25,38.75,40986.584,17.477477
HVA,allen,17.5,38.75,41097.859,17.352073
HVA,allen,18.75,38.75,41276.144,17.214513
HVA,allen,20,38.75,41533.089,17.062037
HVA,allen,21.25,38.75,41880.924,16.890646
HVA,allen,22.5,38.75,42332.212,16.69507
HVA,allen,23.75,38.75,42899.457,16.468914
HVA,allen,25,38.75,43594.513,16.205026
HVA,allen,26.25,38.75,44427.73,15.896144
HVA,allen,27.5,38.75,45406.761,15.535808
HVA,allen,28.75,38.75,46534.973,15.119461
HVA,allen,30,38.75,47809.398,14.645541
HVA,allen,31.25,38.75,49218.27,14.116309
HVA,allen,32.5,38.75,50738.245,13.538116
HVA,allen,33.75,38.75,52331.614,12.920946
HVA,allen,35,38.75,53944.008,12.277227
HVA,allen,36.25,38.75,55503.317,11.620175
HVA,allen,37.5,38.75,56920.722,10.962034
HVA,allen,38.75,38.75,58094.668,10.312635
HVA,allen,40,38.75,58918.272,9.6785761
HVA,allen,41.25,38.75,59289.915,9.0631254
HVA,allen,42.5,38.75,59125.778,8.466815
HVA,allen,43.75,38.75,58372.116,7.888526
HVA,allen,45,38.75,57014.582,7.3267859
HVA,allen,46.25,38.75,55082.178,6.7809541
HVA,allen,47.5,38.75,52644.651,6.2519925
HVA,allen,48.75,38.75,49803.748,5.7426327
HVA,allen,50,38.75,46680.354,5.256943
HVA,allen,51.25,38.75,43400.343,4.7994962
HVA,allen,52.5,38.75,40081.921,4.3744501
HVA,allen,53.75,38.75,36826.363,3.9848263
HVA,allen,55,38.75,33712.904,3.6321399
HVA,allen,56.25,38.75,30797.494,3.3163819
HVA,allen,57.5,38.75,28114.464,3.036253
HVA,allen,58.75,38.75,,2.7895201
HVA,allen,60,38.75,,2.5733859
HVA,allen,61.25,38.75,,2.3848068
HVA,allen,62.5,38.75,,2.2207321
HVA,allen,63.75,38.75,,2.0782651
HVA,allen,65,38.75,,1.9547593
HVA,allen,66.25,38.75,,1.8478667
HVA,allen,67.5,38.75,,1.7555535
HVA,allen,68.75,38.75,,1.6760988
HVA,allen,70,38.75,,1.6080818
HVA,allen,71.25,38.75,,1.5503688
HVA,allen,72.5,38.75,,1.5021001
HVA,allen,73.75,38.75,,1.4626833
HVA,allen,75,38.75,,1.4317922
HVA,allen,76.25,38.75,,1.409374
HVA,allen,77.5,38.75,,1.3956644
HVA,allen,78.75,38.75,,1.3912082
HVA,allen,80,38.75,,1.3968816
HVA,allen,81.25,38.75,,1.4139032
HVA,allen,82.5,38.75,,1.4438076
HVA,allen,83.75,38.75,,1.4883309
HVA,allen,85,38.75,,1.5491101
HVA,allen,86.25,38.75,,1.6270405
HVA,allen,87.5,38.75,,1.7210888
HVA,allen,88.75,38.75,,1.8264543
HVA,allen,90,38.75,,1.9324795
HVA,allen,10,40,43959.644,16.818113
HVA,allen,11.25,40,43834.048,16.757338
HVA,allen,12.5,40,43734.037,16.689321
HVA,allen,13.75,40,43667.848,16.614874
HVA,allen,15,40,43644.531,16.534459
HVA,allen,16.25,40,43673.966,16.448007
HVA,allen,17.5,40,43766.871,16.354726
HVA,allen,18.75,40,43934.768,16.252891
HVA,allen,20,40,44189.912,16.139654
HVA,allen,21.25,40,44545.139,16.010891
HVA,allen,22.5,40,45013.614,15.861141
HVA,allen,23.75,40,45608.422,15.68369
HVA,allen,25,40,46341.959,15.470878
HVA,allen,26.25,40,47225.04,15.214677
HVA,allen,27.5,40,48265.662,14.907563
HVA,allen,28.75,40,49467.341,14.543624
HVA,allen,30,40,50826.982,14.11974
HVA,allen,31.25,40,52332.298,13.636584
HVA,allen,32.5,40,53958.905,13.099125
HVA,allen,33.75,40,55667.38,12.516421
HVA,allen,35,40,57400.811,11.900638
HVA,allen,36.25,40,59083.571,11.265472
HVA,allen,37.5,40,60622.237,10.624363
HVA,allen,38.75,40,61909.539,9.9888921
HVA,allen,40,40,62831.857,9.3677242
HVA,allen,41.25,40,63280.106,8.7662305
HVA,allen,42.5,40,63162.788,8.1867794
HVA,allen,43.75,40,62419.01,7.6295319
HVA,allen,45,40,61028.703,7.093503
HVA,allen,46.25,40,59017.487,6.5776313
HVA,allen,47.5,40,56454.738,6.0816105
HVA,allen,48.75,40,53445.141,5.6063142
HVA,allen,50,40,50115.585,5.153756
HVA,allen,51.25,40,46600.307,4.7266697
HVA,allen,52.5,40,43027.193,4.3278949
HVA,allen,53.75,40,39507.404,3.9597815
HVA,allen,55,40,36129.281,3.6237737
HVA,allen,56.25,40,32956.402,3.3202375
HVA,allen,57.5,40,30028.889,3.0485071
HVA,allen,58.75,40,,2.8070764
HVA,allen,60,40,,2.5938521
HVA,allen,61.25,40,,2.4064061
HVA,allen,62.5,40,,2.2421879
HVA,allen,63.75,40,,2.0986845
HVA,allen,65,40,,1.9735279
HVA,allen,66.25,40,,1.8645599
HVA,allen,67.5,40,,1.7698649
HVA,allen,68.75,40,,1.687782
HVA,allen,70,40,,1.6169036
HVA,allen,71.25,40,,1.556069
HVA,allen,72.5,40,,1.5043558
HVA,allen,73.75,40,,1.4610739
HVA,allen,75,40,,1.4257633
HVA,allen,76.25,40,,1.3981986
HVA,allen,77.5,40,,1.3783996
HVA,allen,78.75,40,,1.3666496
HVA,allen,80,40,,1.3635192
HVA,allen,81.25,40,,1.369893
HVA,allen,82.5,40,,1.3869865
HVA,allen,83.75,40,,1.4163342
HVA,allen,85,40,,1.4597003
HVA,allen,86.25,40,,1.5188275
HVA,allen,87.5,40,,1.5948798
HVA,allen,88.75,40,,1.6873776
HVA,allen,90,40,,1.7924787
HVA,allen,10,41.25,47137.361,15.707456
HVA,allen,11.25,41.25,46957.329,15.663798
HVA,allen,12.5,41.25,46807.896,15.616163
HVA,allen,13.75,41.25,46697.819,15.565278
HVA,allen,15,41.25,46636.669,15.511529
HVA,allen,16.25,41.25,46634.848,15.454784
HVA,allen,17.5,41.25,46703.603,15.394217
HVA,allen,18.75,41.25,46854.991,15.328097
HVA,allen,20,41.25,47101.813,15.25359
HVA,allen,21.25,41.25,47457.458,15.166579
HVA,allen,22.5,41.25,47935.644,15.061559
HVA,allen,23.75,41.25,48550.003,14.931656
HVA,allen,25,41.25,49313.448,14.768847
HVA,allen,26.25,41.25,50237.255,14.564451
HVA,allen,27.5,41.25,51329.784,14.309932
HVA,allen,28.75,41.25,52594.756,13.998002
HVA,allen,30,41.25,54029.05,13.623875
HVA,allen,31.25,41.25,55620.029,13.186455
HVA,allen,32.5,41.25,57342.52,12.689115
HVA,allen,33.75,41.25,59155.74,12.139796
HVA,allen,35,41.25,61000.7,11.550271
HVA,allen,36.25,41.25,62798.83,10.934693
HVA,allen,37.5,41.25,64452.768,10.307755
HVA,allen,38.75,41.25,65850.218,9.6829083
HVA,allen,40,41.25,66871.462,9.0710171
HVA,allen,41.25,41.25,67400.408,8.4796757
HVA,allen,42.5,41.25,67338.021,7.9131985
HVA,allen,43.75,41.25,66615.977,7.3731521
HVA,allen,45,41.25,65207.716,6.8592176
HVA,allen,46.25,41.25,63134.242,6.3701559
HVA,allen,47.5,41.25,60463.016,5.9046713
HVA,allen,48.75,41.25,57300.005,5.4620194
HVA,allen,50,41.25,53776.604,5.0422792
HVA,allen,51.25,41.25,50034.279,4.6462951
HVA,allen,52.5,41.25,46209.982,4.2753763
HVA,allen,53.75,41.25,42424.678,3.9308888
HVA,allen,55,41.25,38776.206,3.613876
HVA,allen,56.25,41.25,35336.502,3.3247999
HVA,allen,57.5,41.25,32152.398,3.0634364
HVA,allen,58.75,41.25,,2.8289064
HVA,allen,60,41.25,,2.6197968
HVA,allen,61.25,41.25,,2.4343226
HVA,allen,62.5,41.25,,2.27049
HVA,allen,63.75,41.25,,2.126237
HVA,allen,65,41.25,,1.999542
HVA,allen,66.25,41.25,,1.8884988
HVA,allen,67.5,41.25,,1.7913644
HVA,allen,68.75,41.25,,1.706585
HVA,allen,70,41.25,,1.632807
HVA,allen,71.25,41.25,,1.56888
HVA,allen,72.5,41.25,,1.5138546
HVA,allen,73.75,41.25,,1.4669793
HVA,allen,75,41.25,,1.4276999
HVA,allen,76.25,41.25,,1.395662
HVA,allen,77.5,41.25,,1.3707186
HVA,allen,78.75,41.25,,1.3529441
HVA,allen,80,41.25,,1.342655
HVA,allen,81.25,41.25,,1.340436
HVA,allen,82.5,41.25,,1.3471695
HVA,allen,83.75,41.25,,1.3640584
HVA,allen,85,41.25,,1.3926246
HVA,allen,86.25,41.25,,1.4346423
HVA,allen,87.5,41.25,,1.4919299
HVA,allen,88.75,41.25,,1.565869
HVA,allen,90,41.25,,1.6564555
HVA,allen,10,42.5,50686.497,14.617078
HVA,allen,11.25,42.5,50443.591,14.593438
HVA,allen,12.5,42.5,50236.178,14.568333
HVA,allen,13.75,42.5,50073.481,14.542394
HVA,allen,15,42.5,49965.535,14.515935
HVA,allen,16.25,42.5,49923.214,14.488804
HVA,allen,17.5,42.5,49958.241,14.460203
HVA,allen,18.75,42.5,50083.163,14.428491
HVA,allen,20,42.5,50311.282,14.390968
HVA,allen,21.25,42.5,50656.5,14.343673
HVA,allen,22.5,42.5,51133.059,14.28123
HVA,allen,23.75,42.5,51755.11,14.19679
HVA,allen,25,42.5,52536.072,14.082154
HVA,allen,26.25,42.5,53487.686,13.928155
HVA,allen,27.5,42.5,54618.701,13.725368
HVA,allen,28.75,42.5,55933.11,13.465166
HVA,allen,30,42.5,57427.883,13.141038
HVA,allen,31.25,42.5,59090.22,12.749956
HVA,allen,32.5,42.5,60894.43,12.293465
HVA,allen,33.75,42.5,62798.752,11.778128
HVA,allen,35,42.5,64742.622,11.215109
HVA,allen,36.25,42.5,66645.152,10.618879
HVA,allen,37.5,42.5,68405.76,10.005347
HVA,allen,38.75,42.5,69907.889,9.3898577
HVA,allen,40,42.5,71026.444,8.785527
HVA,allen,41.25,42.5,71638.879,8.2022179
HVA,allen,42.5,42.5,71638.871,7.646226
HVA,allen,43.75,42.5,70950.477,7.1205784
HVA,allen,45,42.5,69539.945,6.6257391
HVA,allen,46.25,42.5,67422.451,6.1605012
HVA,allen,47.5,42.5,64661.935,5.7228713
HVA,allen,48.75,42.5,61363.857,5.3108056
HVA,allen,50,42.5,57662.394,4.9227059
HVA,allen,51.25,42.5,53704.846,4.5576467
HVA,allen,52.5,42.5,49636.328,4.215354
HVA,allen,53.75,42.5,45587.282,3.8960092
HVA,allen,55,42.5,41665.253,3.5999701
HVA,allen,56.25,42.5,37951.165,3.3275006
HVA,allen,57.5,42.5,34499.446,3.0785734
HVA,allen,58.75,42.5,,2.8527687
HVA,allen,60,42.5,,2.6492661
HVA,allen,61.25,42.5,,2.466902
HVA,allen,62.5,42.5,,2.3042625
HVA,allen,63.75,42.5,,2.1597856
HVA,allen,65,42.5,,2.0318554
HVA,allen,66.25,42.5,,1.9188782
HVA,allen,67.5,42.5,,1.8193395
HVA,allen,68.75,42.5,,1.7318424
HVA,allen,70,42.5,,1.6551308
HVA,allen,71.25,42.5,,1.5881032
HVA,allen,72.5,42.5,,1.5298179
HVA,allen,73.75,42.5,,1.4794967
HVA,allen,75,42.5,,1.4365259
HVA,allen,76.25,42.5,,1.40046
HVA,allen,77.5,42.5,,1.3710277
HVA,allen,78.75,42.5,,1.3481427
HVA,allen,80,42.5,,1.3319199
HVA,allen,81.25,42.5,,1.3226973
HVA,allen,82.5,42.5,,1.3210646
HVA,allen,83.75,42.5,,1.3278943
HVA,allen,85,42.5,,1.3443687
HVA,allen,86.25,42.5,,1.3719879
HVA,allen,87.5,42.5,,1.4125214
HVA,allen,88.75,42.5,,1.4678385
HVA,allen,90,42.5,,1.5394944
HVA,allen,10,43.75,54677.98,13.552142
HVA,allen,11.25,43.75,54359.419,13.55001
HVA,allen,12.5,43.75,54081.087,13.548161
HVA,allen,13.75,43.75,53852.636,13.547139
HVA,allen,15,43.75,53684.528,13.547223
HVA,allen,16.25,43.75,53588.071,13.548289
HVA,allen,17.5,43.75,53575.429,13.549642
HVA,allen,18.75,43.75,53659.606,13.549821
HVA,allen,20,43.75,53854.374,13.546377
HVA,allen,21.25,43.75,54174.12,13.535649
HVA,allen,22.5,43.75,54633.582,13.512556
HVA,allen,23.75,43.75,55247.417,13.47047
HVA,allen,25,43.75,56029.537,13.401229
HVA,allen,26.25,43.75,56992.158,13.295391
HVA,allen,27.5,43.75,58144.456,13.142822
HVA,allen,28.75,43.75,59490.766,12.933672
HVA,allen,30,43.75,61028.277,12.659719
HVA,allen,31.25,43.75,62744.222,12.315894
HVA,allen,32.5,43.75,64612.687,11.90168
HVA,allen,33.75,43.75,66591.339,11.42197
HVA,allen,35,43.75,68618.571,10.887019
HVA,allen,36.25,43.75,70611.837,10.311383
HVA,allen,37.5,43.75,72468.1,9.7120389
HVA,allen,38.75,43.75,74067.366,9.1061596
HVA,allen,40,43.75,75279.955,8.5090952
HVA,allen,41.25,43.75,75977.506,7.9329663
HVA,allen,42.5,43.75,76046.755,7.3860392
HVA,allen,43.75,43.75,75404.05,6.8728126
HVA,allen,45,43.75,74007.833,6.3946069
HVA,allen,46.25,43.75,71866.293,5.9504179
HVA,allen,47.5,43.75,69038.226,5.5378293
HVA,allen,48.75,43.75,65626.692,5.1538369
HVA,allen,50,43.75,61766.747,4.7954971
HVA,allen,51.25,43.75,57609.87,4.4603537
HVA,allen,52.5,43.75,53308.15,4.1466381
HVA,allen,53.75,43.75,49000.899,3.8532713
HVA,allen,55,43.75,44805.344,3.5797207
HVA,allen,56.25,43.75,40811.869,3.3257823
HVA,allen,57.5,43.75,37083.322,3.0913554
HVA,allen,58.75,43.75,,2.876259
HVA,allen,60,43.75,,2.6801153
HVA,allen,61.25,43.75,,2.5023037
HVA,allen,62.5,43.75,,2.3419703
HVA,allen,63.75,43.75,,2.1980735
HVA,allen,65,43.75,,2.069447
HVA,allen,66.25,43.75,,1.9548637
HVA,allen,67.5,43.75,,1.8530929
HVA,allen,68.75,43.75,,1.7629465
HVA,allen,70,43.75,,1.6833127
HVA,allen,71.25,43.75,,1.6131795
HVA,allen,72.5,43.75,,1.5516502
HVA,allen,73.75,43.75,,1.4979531
HVA,allen,75,43.75,,1.451448
HVA,allen,76.25,43.75,,1.4116322
HVA,allen,77.5,43.75,,1.378147
HVA,allen,78.75,43.75,,1.3507864
HVA,allen,80,43.75,,1.3295107
HVA,allen,81.25,43.75,,1.3144636
HVA,allen,82.5,43.75,,1.3059961
HVA,allen,83.75,43.75,,1.3046956
HVA,allen,85,43.75,,1.3114185
HVA,allen,86.25,43.75,,1.3273211
HVA,allen,87.5,43.75,,1.3538741
HVA,allen,88.75,43.75,,1.3928312
HVA,allen,90,43.75,,1.4460911
HVA,allen,10,45,59177.703,12.523471
HVA,allen,11.25,45,58765.606,12.542821
HVA,allen,12.5,45,58398.376,12.56351
HVA,allen,13.75,45,58086.069,12.586027
HVA,allen,15,45,57839.551,12.610654
HVA,allen,16.25,45,57670.537,12.637341
HVA,allen,17.5,45,57591.61,12.665555
HVA,allen,18.75,45,57616.205,12.694089
HVA,allen,20,45,57758.537,12.720838
HVA,allen,21.25,45,58033.456,12.742555
HVA,allen,22.5,45,58456.173,12.754606
HVA,allen,23.75,45,59041.831,12.750762
HVA,allen,25,45,59804.836,12.723113
HVA,allen,26.25,45,60757.887,12.66218
HVA,allen,27.5,45,61910.622,12.557357
HVA,allen,28.75,45,63267.798,12.397764
HVA,allen,30,45,64826.954,12.173569
HVA,allen,31.25,45,66575.567,11.877629
HVA,allen,32.5,45,68487.806,11.507191
HVA,allen,33.75,45,70521.189,11.065176
HVA,allen,35,45,72613.621,10.560581
HVA,allen,36.25,45,74681.58,10.007717
HVA,allen,37.5,45,76620.376,9.4243833
HVA,allen,38.75,45,78307.443,8.8294271
HVA,allen,40,45,79609.356,8.2403427
HVA,allen,41.25,45,80392.651,7.6714533
HVA,allen,42.5,45,80537.559,7.1329567
HVA,allen,43.75,45,79952.738,6.6308098
HVA,allen,45,45,78588.309,6.1672337
HVA,allen,46.25,45,76444.393,5.7415615
HVA,allen,47.5,45,73573.055,5.3511913
HVA,allen,48.75,45,70073.013,4.9924801
HVA,allen,50,45,66078.153,4.6614896
HVA,allen,51.25,45,61742.253,4.3545406
HVA,allen,52.5,45,57222.902,4.0685663
HVA,allen,53.75,45,52667.375,3.801273
HVA,allen,55,45,48202.289,3.5511361
HVA,allen,56.25,45,43927.756,3.317275
HVA,allen,57.5,45,39915.737,3.0992584
HVA,allen,58.75,45,,2.8968944
HVA,allen,60,45,,2.7100463
HVA,allen,61.25,45,,2.5385003
HVA,allen,62.5,45,,2.3818913
HVA,allen,63.75,45,,2.23968
HVA,allen,65,45,,2.1111682
HVA,allen,66.25,45,,1.9955356
HVA,allen,67.5,45,,1.8918854
HVA,allen,68.75,45,,1.7992902
HVA,allen,70,45,,1.7168312
HVA,allen,71.25,45,,1.6436306
HVA,allen,72.5,45,,1.5788757
HVA,allen,73.75,45,,1.5218368
HVA,allen,75,45,,1.4718797
HVA,allen,76.25,45,,1.4284765
HVA,allen,77.5,45,,1.3912134
HVA,allen,78.75,45,,1.3598008
HVA,allen,80,45,,1.3340842
HVA,allen,81.25,45,,1.314059
HVA,allen,82.5,45,,1.2998889
HVA,allen,83.75,45,,1.2919309
HVA,allen,85,45,,1.2907644
HVA,allen,86.25,45,,1.2972257
HVA,allen,87.5,45,,1.3124404
HVA,allen,88.75,45,,1.3378446
HVA,allen,90,45,,1.3751666
HVA,allen,10,46.25,64242.478,11.544391
HVA,allen,11.25,46.25,63713.417,11.583811
HVA,allen,12.5,46.25,63233.913,11.625077
HVA,allen,13.75,46.25,62814.41,11.668647
HVA,allen,15,46.25,62466.162,11.714833
HVA,allen,16.25,46.25,62201.274,11.763696
HVA,allen,17.5,46.25,62032.727,11.814899
HVA,allen,18.75,46.25,61974.36,11.867534
HVA,allen,20,46.25,62040.81,11.919899
HVA,allen,21.25,46.25,62247.362,11.96924
HVA,allen,22.5,46.25,62609.68,12.011477
HVA,allen,23.75,46.25,63143.375,12.040933
HVA,allen,25,46.25,63863.335,12.050145
HVA,allen,26.25,46.25,64782.753,12.029841
HVA,allen,27.5,46.25,65911.77,11.969209
HVA,allen,28.75,46.25,67255.641,11.856606
HVA,allen,30,46.25,68812.394,11.680784
HVA,allen,31.25,46.25,70569.962,11.4326
HVA,allen,32.5,46.25,72502.913,11.10697
HVA,allen,33.75,46.25,74569.045,10.704584
HVA,allen,35,46.25,76706.339,10.232811
HVA,allen,36.25,46.25,78830.996,9.7053247
HVA,allen,37.5,46.25,80837.487,9.1404084
HVA,allen,38.75,46.25,82601.556,8.5583398
