stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,stimulus_name,Speed,temporal_frequency,phase,orientation,y_position,x_position,size,Dir,color,coherence,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2889,0.0,797.86834,798.11855,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,140,,,0,,False,12,train,1
2890,0.0,798.11855,798.36876,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,44,,,0,,False,11,test,0
2891,0.0,798.36876,798.61897,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,152,,,0,,False,12,train,2
2892,0.0,798.61897,798.86918,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,213,,,0,,False,14,test,0
2893,0.0,798.86918,799.11939,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,200,,,0,,False,10,train,0
2894,0.0,799.11939,799.3696,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,243,,,0,,False,10,train,1
2895,0.0,799.3696,799.61982,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,239,,,0,,False,7,train,0
2896,0.0,799.61982,799.87003,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,174,,,0,,False,12,train,1
2897,0.0,799.87003,800.12024,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,234,,,0,,False,12,train,0
2898,0.0,800.12024,800.37044,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,7,,,0,,False,12,train,1
2899,0.0,800.37044,800.62065,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,142,,,0,,False,12,train,1
2900,0.0,800.62065,800.87086,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,59,,,0,,False,10,train,2
2901,0.0,800.87086,801.12107,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,155,,,0,,False,10,train,1
2902,0.0,801.12107,801.37127,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,33,,,0,,False,11,test,0
2903,0.0,801.37127,801.62148,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,153,,,0,,False,11,test,0
2904,0.0,801.62148,801.87169,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,133,,,0,,False,12,train,2
2905,0.0,801.87169,802.1219,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,92,,,0,,False,12,train,2
2906,0.0,802.1219,802.3721,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,8,,,0,,False,12,train,2
2907,0.0,802.3721,802.62231,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,190,,,0,,False,11,test,1
2908,0.0,802.62231,802.87252,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,207,,,0,,False,14,test,2
2909,0.0,802.87252,803.12272,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,1,,,0,,False,13,train,2
2910,0.0,803.12272,803.37292,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,85,,,0,,False,9,train,1
2911,0.0,803.37292,803.62313,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,80,,,0,,False,13,train,2
2912,0.0,803.62313,803.87333,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,54,,,0,,False,11,test,1
2913,0.0,803.87333,804.12355,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,164,,,0,,False,11,test,0
2914,0.0,804.12355,804.37376,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,42,,,0,,False,12,train,0
2915,0.0,804.37376,804.62398,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,110,,,0,,False,9,train,1
2916,0.0,804.62398,804.8742,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,74,,,0,,False,13,train,1
2917,0.0,804.8742,805.12441,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,27,,,0,,False,13,train,1
2918,0.0,805.12441,805.37461,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,131,,,0,,False,12,train,1
2919,0.0,805.37461,805.62482,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,232,,,0,,False,11,test,1
2920,0.0,805.62482,805.87503,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,30,,,0,,False,11,test,2
2921,0.0,805.87503,806.12524,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,136,,,0,,False,13,train,0
2922,0.0,806.12524,806.37545,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,152,,,0,,False,13,train,2
2923,0.0,806.37545,806.62566,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,120,,,0,,False,13,train,1
2924,0.0,806.62566,806.87587,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,202,,,0,,False,9,train,2
2925,0.0,806.87587,807.12608,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,83,,,0,,False,11,test,2
2926,0.0,807.12608,807.37628,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,175,,,0,,False,10,train,1
2927,0.0,807.37628,807.62649,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,166,,,0,,False,13,train,2
2928,0.0,807.62649,807.8767,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,201,,,0,,False,10,train,0
2929,0.0,807.8767,808.12691,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,174,,,0,,False,13,train,1
2930,0.0,808.12691,808.37711,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,203,,,0,,False,12,train,1
2931,0.0,808.37711,808.62732,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,75,,,0,,False,9,train,0
2932,0.0,808.62732,808.87753,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,163,,,0,,False,11,test,2
2933,0.0,808.87753,809.12773,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,177,,,0,,False,11,test,1
2934,0.0,809.12773,809.37794,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,200,,,0,,False,11,test,0
2935,0.0,809.37794,809.62815,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,39,,,0,,False,11,test,0
2936,0.0,809.62815,809.87835,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020618,203,,,0,,False,13,train,1
2937,0.0,809.87835,810.12857,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,14,,,0,,False,10,train,0
2938,0.0,810.12857,810.37878,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,184,,,0,,False,10,train,2
2939,0.0,810.37878,810.62899,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,170,,,0,,False,10,train,2
2940,0.0,810.62899,810.87921,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,134,,,0,,False,14,test,0
2941,0.0,810.87921,811.12942,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,182,,,0,,False,13,train,0
2942,0.0,811.12942,811.37963,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,121,,,0,,False,13,train,2
2943,0.0,811.37963,811.62985,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,142,,,0,,False,13,train,1
2944,0.0,811.62985,811.88006,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,6,,,0,,False,9,train,0
2945,0.0,811.88006,812.13027,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,93,,,0,,False,10,train,2
2946,0.0,812.13027,812.38047,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,236,,,0,,False,11,test,1
2947,0.0,812.38047,812.63068,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,241,,,0,,False,12,train,0
2948,0.0,812.63068,812.88089,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,206,,,0,,False,12,train,0
2949,0.0,812.88089,813.1311,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,67,,,0,,False,11,test,2
2950,0.0,813.1311,813.3813,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,205,,,0,,False,12,train,1
2951,0.0,813.3813,813.63151,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,5,,,0,,False,10,train,2
2952,0.0,813.63151,813.88172,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,153,,,0,,False,12,train,0
2953,0.0,813.88172,814.13193,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,35,,,0,,False,12,train,2
2954,0.0,814.13193,814.38214,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,71,,,0,,False,14,test,0
2955,0.0,814.38214,814.63235,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,11,,,0,,False,11,test,2
2956,0.0,814.63235,814.88256,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,77,,,0,,False,13,train,2
2957,0.0,814.88256,815.13277,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,44,,,0,,False,12,train,0
2958,0.0,815.13277,815.38298,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,39,,,0,,False,12,train,0
2959,0.0,815.38298,815.63319,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,193,,,0,,False,9,train,2
2960,0.0,815.63319,815.8834,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,121,,,0,,False,14,test,2
2961,0.0,815.8834,816.13361,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,113,,,0,,False,9,train,2
2962,0.0,816.13361,816.38381,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,171,,,0,,False,10,train,0
2963,0.0,816.38381,816.63402,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,70,,,0,,False,14,test,0
2964,0.0,816.63402,816.88423,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,18,,,0,,False,10,train,1
2965,0.0,816.88423,817.13444,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,171,,,0,,False,11,test,0
2966,0.0,817.13444,817.38464,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,52,,,0,,False,10,train,1
2967,0.0,817.38464,817.63485,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,99,,,0,,False,10,train,1
2968,0.0,817.63485,817.88506,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,82,,,0,,False,13,train,1
2969,0.0,817.88506,818.13527,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,164,,,0,,False,12,train,0
2970,0.0,818.13527,818.38548,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,60,,,0,,False,13,train,0
2971,0.0,818.38548,818.6357,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,137,,,0,,False,12,train,0
2972,0.0,818.6357,818.88591,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,229,,,0,,False,11,test,1
2973,0.0,818.88591,819.13612,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,237,,,0,,False,10,train,2
2974,0.0,819.13612,819.38632,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,73,,,0,,False,12,train,2
2975,0.0,819.38632,819.63653,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,38,,,0,,False,10,train,2
2976,0.0,819.63653,819.88674,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,239,,,0,,False,8,test,0
2977,0.0,819.88674,820.13695,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,54,,,0,,False,12,train,1
2978,0.0,820.13695,820.38716,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,24,,,0,,False,11,test,0
2979,0.0,820.38716,820.63737,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,29,,,0,,False,11,test,0
2980,0.0,820.63737,820.88758,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,14,,,0,,False,11,test,0
2981,0.0,820.88758,821.13779,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,23,,,0,,False,13,train,1
2982,0.0,821.13779,821.388,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,97,,,0,,False,11,test,0
2983,0.0,821.388,821.63822,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,16,,,0,,False,11,test,2
2984,0.0,821.63822,821.88843,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,23,,,0,,False,14,test,1
2985,0.0,821.88843,822.13863,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,112,,,0,,False,12,train,1
2986,0.0,822.13863,822.38883,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,176,,,0,,False,13,train,2
2987,0.0,822.38883,822.63904,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,167,,,0,,False,10,train,2
2988,0.0,822.63904,822.88924,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,79,,,0,,False,13,train,0
2989,0.0,822.88924,823.13946,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,231,,,0,,False,11,test,1
2990,0.0,823.13946,823.38968,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,120,,,0,,False,14,test,1
2991,0.0,823.38968,823.6399,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,146,,,0,,False,11,test,0
2992,0.0,823.6399,823.89012,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,240,,,0,,False,12,train,2
2993,0.0,823.89012,824.14032,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,123,,,0,,False,11,test,2
2994,0.0,824.14032,824.39051,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,98,,,0,,False,10,train,2
2995,0.0,824.39051,824.64071,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,109,,,0,,False,12,train,1
2996,0.0,824.64071,824.89091,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,218,,,0,,False,12,train,1
2997,0.0,824.89091,825.14112,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,59,,,0,,False,11,test,2
2998,0.0,825.14112,825.39133,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,85,,,0,,False,10,train,1
2999,0.0,825.39133,825.64154,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,183,,,0,,False,13,train,2
3000,0.0,825.64154,825.89175,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,200,,,0,,False,12,train,0
3001,0.0,825.89175,826.14196,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,126,,,0,,False,11,test,1
3002,0.0,826.14196,826.39217,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,202,,,0,,False,10,train,2
3003,0.0,826.39217,826.64239,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,49,,,0,,False,13,train,1
3004,0.0,826.64239,826.8926,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,88,,,0,,False,10,train,0
3005,0.0,826.8926,827.1428,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020118,87,,,0,,False,12,train,0
3006,0.0,827.1428,827.393,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020118,155,,,0,,False,11,test,1
3007,0.0,827.393,827.6432,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020118,172,,,0,,False,11,test,1
3008,0.0,827.6432,827.8934,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020118,74,,,0,,False,14,test,1
3009,0.0,827.8934,828.14362,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,125,,,0,,False,10,train,0
3010,0.0,828.14362,828.39383,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,234,,,0,,False,13,train,0
3011,0.0,828.39383,828.64405,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,189,,,0,,False,9,train,1
3012,0.0,828.64405,828.89427,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021632,62,,,0,,False,10,train,1
3013,0.0,828.89427,829.14448,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,87,,,0,,False,13,train,0
3014,0.0,829.14448,829.39468,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,148,,,0,,False,14,test,1
3015,0.0,829.39468,829.64489,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,118,,,0,,False,9,train,2
3016,0.0,829.64489,829.8951,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,139,,,0,,False,12,train,2
3017,0.0,829.8951,830.14531,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020882,233,,,0,,False,10,train,2
