ecephys_session_id,v1_units,selected_shank_bandwidth_um,cross_fitted_mse,cross_fitted_units,shank_prediction_variance_explained,raw_trace_vs_shank_spearman,ccf_units,ccf_pc_vs_probe_vertical_rho,ccf_pc_vs_raw_trace_rho
762602078,108,120.0,0.2170773578855486,108,0.11390700269846132,-0.3640559277051108,108,0.9996757906094318,-0.3652292683733687
763673393,104,180.0,0.23354885832053573,103,0.005676743838772369,-0.3765816133140277,103,0.9995245312722912,-0.37521049182791416
766640955,76,40.0,0.46307028114577875,76,0.1200821670448986,-0.29068382083444877,76,0.9996166693906577,-0.29066814684154835
767871931,143,60.0,0.1141264692840786,142,0.12304868688228399,-0.3637102864031977,142,0.9993851778853782,-0.3629037024620149
768515987,104,60.0,0.14215261039009192,101,0.006392643573317258,-0.08609184527828184,101,0.9993876247140244,-0.09130694519898545
771160300,141,80.0,0.10285053307473122,141,0.0059100926903183915,-0.2776892457301673,141,0.9996658119070434,-0.2748150422205526
771990200,97,40.0,0.030429675405515822,97,0.11263978296761246,-0.3694716079565144,97,0.9994438218549264,-0.3683123818104623
773418906,99,40.0,0.16448136268665586,98,0.03073801950887889,-0.19926531465771855,98,0.9991347117784608,-0.19229251387419075
774875821,136,120.0,0.1304114155453219,136,0.0983415693762002,-0.5132931757101872,136,0.9996131749593802,-0.5120446206693843
778240327,130,120.0,0.03847733244715308,129,0.04877947354271761,-0.39639305578244727,129,0.9996167762350058,-0.39361855330375217
778998620,123,80.0,0.30950281981111893,123,0.06029126674062546,-0.21894146406298762,123,0.9995529009161561,-0.2168757318326938
779839471,147,120.0,0.1539470994693382,146,0.08572859377191322,-0.4560505872069802,146,0.9995580630596046,-0.45377180170934106
781842082,105,80.0,0.0975270584068585,105,0.046371639794937525,-0.4230666082428806,105,0.999301993902758,-0.42072815511942674
786091066,135,180.0,0.06409958910036674,135,0.007727360338724121,-0.4075021424734657,135,0.9995728920503434,-0.40111971780541195
787025148,106,40.0,0.14759712689257473,105,0.020607218116173276,-0.4579800987461262,105,0.9992579310825973,-0.4660821282276249
789848216,25,60.0,0.009520497956679424,23,0.44712438251240894,-0.6798729431180661,25,0.9999999999999999,-0.52909539446298
791319847,127,60.0,0.2389171612254516,127,0.015416171684089264,-0.12354648103311193,127,0.999570442622178,-0.12426410901320521
793224716,127,40.0,0.0427558213046763,127,0.053750936340607014,-0.22221905451201668,127,0.9995014910970291,-0.22365264858567827
794812542,113,250.0,0.21556586293512287,109,-0.01267204275762368,-0.1272186115617972,109,0.9995847045829364,-0.12095770704777763
797828357,117,40.0,0.07953548882909892,117,0.030454022035800832,0.07110551077971876,117,0.999690659890029,0.07051385746807383
798911424,127,180.0,0.11391710658917899,126,-0.011456874681650575,-0.12827465743656763,126,0.999468531472987,-0.1284885527606965
799864342,127,120.0,0.27664851538797836,126,0.019334353854573827,-0.2312156095231184,126,0.9996247468785656,-0.22818831276986606
816200189,93,250.0,0.21419284336145714,93,-0.01419903497031938,-0.05388637806655291,93,0.9996750851881928,-0.056921712546603574
821695405,40,40.0,0.25715168114705395,36,-0.19015095490415468,0.09662673458953829,0,,
829720705,66,80.0,0.29023902146813907,64,0.03333856753039133,-0.3197884757330303,66,0.9992996502619141,-0.28673181065300374
831882777,77,120.0,0.15766612536748076,77,0.03858258201895792,-0.3124434094592489,77,0.999440713999922,-0.306311547040121
835479236,74,40.0,0.04908125622586786,67,0.13987205494743304,-0.4350683186003599,71,0.9989672944230819,-0.5270124655555402
839068429,112,120.0,0.15476613390346855,111,0.04270882524714714,-0.2632922666976744,111,0.9995256875068044,-0.2634043964903283
840012044,80,40.0,0.24104967906220218,78,0.35049761177898064,-0.44512391362164455,80,0.9991834119675285,-0.44893696845124553
847657808,82,400.0,0.030478770887574176,82,-0.022326089072007393,-0.2760714450225518,82,0.9994606447354198,-0.2780675561259677
