stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,coherence,Speed,phase,contrast,Dir,temporal_frequency,y_position,color,frame,size,orientation,stimulus_name,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
131,0.0,109.72978,109.98,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,66,,,0,,False,1,train,2
132,0.0,109.98,110.23021,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,103,,,0,,False,0,train,0
133,0.0,110.23021,110.48041,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25019986,45,,,0,,False,1,train,1
134,0.0,110.48041,110.73061,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25019986,104,,,0,,False,0,train,1
135,0.0,110.73061,110.98081,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25019986,105,,,0,,False,0,train,2
136,0.0,110.98081,111.23101,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25019986,37,,,0,,False,1,train,1
137,0.0,111.23101,111.48123,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021764,18,,,0,,False,1,train,1
138,0.0,111.48123,111.73144,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021764,99,,,0,,False,1,train,1
139,0.0,111.73144,111.98166,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021764,16,,,0,,False,2,test,0
140,0.0,111.98166,112.23188,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021764,6,,,0,,False,1,train,2
141,0.0,112.23188,112.48209,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,14,,,0,,False,2,test,1
142,0.0,112.48209,112.7323,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,25,,,0,,False,1,train,0
143,0.0,112.7323,112.98252,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,106,,,0,,False,0,train,1
144,0.0,112.98252,113.23273,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,20,,,0,,False,1,train,1
145,0.0,113.23273,113.48293,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,21,,,0,,False,1,train,0
146,0.0,113.48293,113.73314,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,107,,,0,,False,0,train,2
147,0.0,113.73314,113.98334,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,108,,,0,,False,0,train,2
148,0.0,113.98334,114.23355,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,76,,,0,,False,1,train,2
149,0.0,114.23355,114.48376,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,72,,,0,,False,1,train,1
150,0.0,114.48376,114.73397,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,109,,,0,,False,0,train,0
151,0.0,114.73397,114.98419,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,77,,,0,,False,1,train,1
152,0.0,114.98419,115.2344,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,110,,,0,,False,0,train,1
153,0.0,115.2344,115.4846,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,104,,,0,,False,1,train,1
154,0.0,115.4846,115.73481,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,111,,,0,,False,0,train,2
155,0.0,115.73481,115.98501,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,22,,,0,,False,1,train,2
156,0.0,115.98501,116.23522,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,112,,,0,,False,0,train,0
157,0.0,116.23522,116.48543,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,81,,,0,,False,1,train,1
158,0.0,116.48543,116.73563,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,113,,,0,,False,0,train,0
159,0.0,116.73563,116.98584,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,114,,,0,,False,0,train,1
160,0.0,116.98584,117.23605,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,115,,,0,,False,0,train,0
161,0.0,117.23605,117.48626,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,116,,,0,,False,0,train,0
162,0.0,117.48626,117.73647,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,117,,,0,,False,0,train,2
163,0.0,117.73647,117.98668,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,57,,,0,,False,1,train,1
164,0.0,117.98668,118.23689,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,118,,,0,,False,0,train,1
165,0.0,118.23689,118.48711,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021986,74,,,0,,False,2,test,2
166,0.0,118.48711,118.73733,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021986,119,,,0,,False,0,train,1
167,0.0,118.73733,118.98755,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021986,62,,,0,,False,1,train,0
168,0.0,118.98755,119.23777,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021986,44,,,0,,False,2,test,0
169,0.0,119.23777,119.48797,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25019764,67,,,0,,False,1,train,2
170,0.0,119.48797,119.73816,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25019764,13,,,0,,False,1,train,2
171,0.0,119.73816,119.98836,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25019764,120,,,0,,False,0,train,1
172,0.0,119.98836,120.23856,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25019764,24,,,0,,False,1,train,1
173,0.0,120.23856,120.48877,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,116,,,0,,False,1,train,0
174,0.0,120.48877,120.73899,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,59,,,0,,False,2,test,0
175,0.0,120.73899,120.9892,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,101,,,0,,False,1,train,2
176,0.0,120.9892,121.23942,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,43,,,0,,False,2,test,2
177,0.0,121.23942,121.48962,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,121,,,0,,False,0,train,1
178,0.0,121.48962,121.73983,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,122,,,0,,False,0,train,1
179,0.0,121.73983,121.99003,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,103,,,0,,False,1,train,0
180,0.0,121.99003,122.24024,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,123,,,0,,False,0,train,1
181,0.0,122.24024,122.49045,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,124,,,0,,False,0,train,1
182,0.0,122.49045,122.74067,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,4,,,0,,False,1,train,2
183,0.0,122.74067,122.99088,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,125,,,0,,False,0,train,0
184,0.0,122.99088,123.2411,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,65,,,0,,False,2,test,0
185,0.0,123.2411,123.4913,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,125,,,0,,False,1,train,0
186,0.0,123.4913,123.7415,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,17,,,0,,False,2,test,1
187,0.0,123.7415,123.99171,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,126,,,0,,False,0,train,1
188,0.0,123.99171,124.24191,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,127,,,0,,False,0,train,2
189,0.0,124.24191,124.49212,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,50,,,0,,False,3,train,2
190,0.0,124.49212,124.74233,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,58,,,0,,False,1,train,0
191,0.0,124.74233,124.99254,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,127,,,0,,False,1,train,2
192,0.0,124.99254,125.24275,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,128,,,0,,False,0,train,2
193,0.0,125.24275,125.49296,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,129,,,0,,False,0,train,2
194,0.0,125.49296,125.74316,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020764,130,,,0,,False,0,train,1
195,0.0,125.74316,125.99337,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,131,,,0,,False,0,train,2
196,0.0,125.99337,126.24358,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,6,,,0,,False,2,test,2
197,0.0,126.24358,126.49379,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,132,,,0,,False,0,train,1
198,0.0,126.49379,126.744,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,60,,,0,,False,2,test,2
199,0.0,126.744,126.99422,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,97,,,0,,False,1,train,1
200,0.0,126.99422,127.24443,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,133,,,0,,False,0,train,1
201,0.0,127.24443,127.49463,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,8,,,0,,False,1,train,2
202,0.0,127.49463,127.74483,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,133,,,0,,False,1,train,1
203,0.0,127.74483,127.99504,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,134,,,0,,False,0,train,0
204,0.0,127.99504,128.24524,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,10,,,0,,False,1,train,0
205,0.0,128.24524,128.49546,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,135,,,0,,False,0,train,0
206,0.0,128.49546,128.74567,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,136,,,0,,False,0,train,0
207,0.0,128.74567,128.99589,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,137,,,0,,False,0,train,0
208,0.0,128.99589,129.24611,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,138,,,0,,False,0,train,0
209,0.0,129.24611,129.49631,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,139,,,0,,False,0,train,2
210,0.0,129.49631,129.74651,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,133,,,0,,False,2,test,1
211,0.0,129.74651,129.99672,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,27,,,0,,False,1,train,1
212,0.0,129.99672,130.24692,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,120,,,0,,False,1,train,1
213,0.0,130.24692,130.49713,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,140,,,0,,False,0,train,0
214,0.0,130.49713,130.74734,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,119,,,0,,False,1,train,1
215,0.0,130.74734,130.99756,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,141,,,0,,False,0,train,0
216,0.0,130.99756,131.24777,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,34,,,0,,False,1,train,2
217,0.0,131.24777,131.49797,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,110,,,0,,False,1,train,1
218,0.0,131.49797,131.74818,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,142,,,0,,False,0,train,1
219,0.0,131.74818,131.99838,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,100,,,0,,False,1,train,2
220,0.0,131.99838,132.24859,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,85,,,0,,False,2,test,1
221,0.0,132.24859,132.4988,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,143,,,0,,False,0,train,1
222,0.0,132.4988,132.749,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,125,,,0,,False,2,test,0
223,0.0,132.749,132.99921,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,28,,,0,,False,1,train,2
224,0.0,132.99921,133.24942,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,115,,,0,,False,1,train,0
225,0.0,133.24942,133.49963,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,144,,,0,,False,0,train,2
226,0.0,133.49963,133.74984,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,121,,,0,,False,1,train,1
227,0.0,133.74984,134.00006,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,145,,,0,,False,0,train,1
228,0.0,134.00006,134.25027,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,146,,,0,,False,0,train,1
229,0.0,134.25027,134.50048,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,26,,,0,,False,2,test,0
230,0.0,134.50048,134.7507,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,25,,,0,,False,2,test,0
231,0.0,134.7507,135.00091,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,57,,,0,,False,2,test,1
232,0.0,135.00091,135.25113,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,110,,,0,,False,2,test,1
233,0.0,135.25113,135.50133,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,147,,,0,,False,0,train,0
234,0.0,135.50133,135.75153,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,104,,,0,,False,2,test,1
235,0.0,135.75153,136.00174,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,45,,,0,,False,2,test,1
236,0.0,136.00174,136.25194,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,58,,,0,,False,2,test,0
237,0.0,136.25194,136.50214,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,148,,,0,,False,0,train,0
238,0.0,136.50214,136.75235,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,21,,,0,,False,2,test,0
239,0.0,136.75235,137.00255,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,47,,,0,,False,2,test,1
240,0.0,137.00255,137.25276,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,149,,,0,,False,0,train,0
241,0.0,137.25276,137.50297,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,26,,,0,,False,3,train,0
242,0.0,137.50297,137.75318,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,150,,,0,,False,0,train,1
243,0.0,137.75318,138.0034,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,28,,,0,,False,2,test,2
244,0.0,138.0034,138.25361,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,30,,,0,,False,2,test,0
245,0.0,138.25361,138.50382,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,120,,,0,,False,2,test,1
246,0.0,138.50382,138.75403,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,151,,,0,,False,0,train,1
247,0.0,138.75403,139.00425,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,152,,,0,,False,0,train,0
248,0.0,139.00425,139.25446,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,76,,,0,,False,2,test,2
249,0.0,139.25446,139.50466,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,153,,,0,,False,0,train,0
250,0.0,139.50466,139.75486,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,154,,,0,,False,0,train,2
251,0.0,139.75486,140.00507,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,155,,,0,,False,0,train,1
252,0.0,140.00507,140.25527,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,156,,,0,,False,0,train,1
253,0.0,140.25527,140.50549,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,157,,,0,,False,0,train,2
254,0.0,140.50549,140.7557,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,103,,,0,,False,2,test,0
255,0.0,140.7557,141.00592,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,30,,,0,,False,3,train,0
256,0.0,141.00592,141.25614,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,75,,,0,,False,1,train,2
257,0.0,141.25614,141.50634,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,158,,,0,,False,0,train,2
258,0.0,141.50634,141.75654,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,138,,,0,,False,1,train,0
259,0.0,141.75654,142.00675,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,132,,,0,,False,1,train,1
260,0.0,142.00675,142.25695,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,106,,,0,,False,1,train,1
