stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,coherence,Speed,phase,contrast,Dir,temporal_frequency,y_position,color,frame,size,orientation,stimulus_name,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
433,0.0,185.29291,185.54312,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,131,,,0,,False,1,train,2
434,0.0,185.54312,185.79332,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020764,82,,,0,,False,1,train,1
435,0.0,185.79332,186.04353,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,30,,,0,,False,4,train,0
436,0.0,186.04353,186.29374,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020764,37,,,0,,False,3,train,1
437,0.0,186.29374,186.54395,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,204,,,0,,False,0,train,2
438,0.0,186.54395,186.79416,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,155,,,0,,False,2,test,1
439,0.0,186.79416,187.04438,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,126,,,0,,False,2,test,1
440,0.0,187.04438,187.29459,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,86,,,0,,False,1,train,1
441,0.0,187.29459,187.5448,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,127,,,0,,False,3,train,2
442,0.0,187.5448,187.795,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020764,149,,,0,,False,1,train,0
443,0.0,187.795,188.04521,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,40,,,0,,False,2,test,2
444,0.0,188.04521,188.29542,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020764,74,,,0,,False,5,test,2
445,0.0,188.29542,188.54562,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,104,,,0,,False,4,train,1
446,0.0,188.54562,188.79583,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,135,,,0,,False,2,test,0
447,0.0,188.79583,189.04603,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,156,,,0,,False,2,test,1
448,0.0,189.04603,189.29624,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020486,150,,,0,,False,1,train,1
449,0.0,189.29624,189.54645,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,124,,,0,,False,1,train,1
450,0.0,189.54645,189.79666,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,205,,,0,,False,0,train,1
451,0.0,189.79666,190.04688,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,130,,,0,,False,2,test,1
452,0.0,190.04688,190.29709,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,131,,,0,,False,2,test,2
453,0.0,190.29709,190.5473,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,206,,,0,,False,0,train,0
454,0.0,190.5473,190.7975,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,207,,,0,,False,0,train,1
455,0.0,190.7975,191.04771,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,96,,,0,,False,1,train,1
456,0.0,191.04771,191.29792,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,34,,,0,,False,2,test,2
457,0.0,191.29792,191.54813,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,179,,,0,,False,2,test,2
458,0.0,191.54813,191.79834,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,125,,,0,,False,5,test,0
459,0.0,191.79834,192.04855,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,49,,,0,,False,2,test,2
460,0.0,192.04855,192.29876,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,208,,,0,,False,0,train,2
461,0.0,192.29876,192.54897,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,143,,,0,,False,1,train,1
462,0.0,192.54897,192.79918,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,22,,,0,,False,2,test,2
463,0.0,192.79918,193.0494,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,177,,,0,,False,2,test,2
464,0.0,193.0494,193.29961,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,194,,,0,,False,4,train,2
465,0.0,193.29961,193.54981,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,105,,,0,,False,1,train,2
466,0.0,193.54981,193.80002,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,16,,,0,,False,3,train,0
467,0.0,193.80002,194.05022,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020514,60,,,0,,False,3,train,2
468,0.0,194.05022,194.30043,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,138,,,0,,False,2,test,0
469,0.0,194.30043,194.55065,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,157,,,0,,False,2,test,2
470,0.0,194.55065,194.80086,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,153,,,0,,False,1,train,0
471,0.0,194.80086,195.05108,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,189,,,0,,False,1,train,1
472,0.0,195.05108,195.3013,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,209,,,0,,False,0,train,0
473,0.0,195.3013,195.5515,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,210,,,0,,False,0,train,0
474,0.0,195.5515,195.8017,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,152,,,0,,False,2,test,0
475,0.0,195.8017,196.05191,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,200,,,0,,False,1,train,1
476,0.0,196.05191,196.30211,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,160,,,0,,False,2,test,0
477,0.0,196.30211,196.55231,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020486,193,,,0,,False,1,train,2
478,0.0,196.55231,196.80252,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,211,,,0,,False,0,train,0
479,0.0,196.80252,197.05272,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020486,212,,,0,,False,0,train,2
480,0.0,197.05272,197.30293,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020486,141,,,0,,False,1,train,0
481,0.0,197.30293,197.55314,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,136,,,0,,False,1,train,0
482,0.0,197.55314,197.80335,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021264,176,,,0,,False,2,test,2
483,0.0,197.80335,198.05357,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021264,141,,,0,,False,2,test,0
484,0.0,198.05357,198.30378,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021264,130,,,0,,False,3,train,1
485,0.0,198.30378,198.554,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,127,,,0,,False,4,train,2
486,0.0,198.554,198.80421,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,17,,,0,,False,4,train,1
487,0.0,198.80421,199.05443,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,47,,,0,,False,4,train,1
488,0.0,199.05443,199.30465,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,213,,,0,,False,0,train,1
489,0.0,199.30465,199.55485,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,214,,,0,,False,0,train,0
490,0.0,199.55485,199.80505,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,215,,,0,,False,0,train,0
491,0.0,199.80505,200.05525,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020014,212,,,0,,False,1,train,2
492,0.0,200.05525,200.30545,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020014,6,,,0,,False,4,train,2
493,0.0,200.30545,200.55566,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021486,124,,,0,,False,2,test,1
494,0.0,200.55566,200.80588,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021486,160,,,0,,False,3,train,0
495,0.0,200.80588,201.05609,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,208,,,0,,False,1,train,2
496,0.0,201.05609,201.30631,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021486,173,,,0,,False,1,train,2
497,0.0,201.30631,201.55651,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,160,,,0,,False,4,train,0
498,0.0,201.55651,201.80672,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,216,,,0,,False,0,train,0
499,0.0,201.80672,202.05692,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,9,,,0,,False,1,train,0
500,0.0,202.05692,202.30713,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,99,,,0,,False,2,test,1
501,0.0,202.30713,202.55735,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,163,,,0,,False,2,test,0
502,0.0,202.55735,202.80756,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,126,,,0,,False,3,train,1
503,0.0,202.80756,203.05778,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,145,,,0,,False,2,test,1
504,0.0,203.05778,203.308,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,32,,,0,,False,2,test,1
505,0.0,203.308,203.5582,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020014,151,,,0,,False,5,test,1
506,0.0,203.5582,203.8084,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,203,,,0,,False,1,train,0
507,0.0,203.8084,204.0586,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020014,197,,,0,,False,1,train,0
508,0.0,204.0586,204.3088,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020014,217,,,0,,False,0,train,1
509,0.0,204.3088,204.55901,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,133,,,0,,False,3,train,1
510,0.0,204.55901,204.80921,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,198,,,0,,False,1,train,2
511,0.0,204.80921,205.05942,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,218,,,0,,False,0,train,2
512,0.0,205.05942,205.30963,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020736,139,,,0,,False,1,train,2
513,0.0,205.30963,205.55984,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,132,,,0,,False,3,train,1
514,0.0,205.55984,205.81005,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,41,,,0,,False,2,test,0
515,0.0,205.81005,206.06026,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,219,,,0,,False,0,train,2
516,0.0,206.06026,206.31047,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,63,,,0,,False,2,test,0
517,0.0,206.31047,206.56068,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,197,,,0,,False,2,test,0
518,0.0,206.56068,206.81089,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020986,195,,,0,,False,1,train,0
519,0.0,206.81089,207.0611,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,4,,,0,,False,2,test,2
520,0.0,207.0611,207.31131,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020986,28,,,0,,False,3,train,2
521,0.0,207.31131,207.56152,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,184,,,0,,False,1,train,1
522,0.0,207.56152,207.81173,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,174,,,0,,False,2,test,2
523,0.0,207.81173,208.06194,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,220,,,0,,False,0,train,0
524,0.0,208.06194,208.31215,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,111,,,0,,False,1,train,2
525,0.0,208.31215,208.56236,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,35,,,0,,False,1,train,2
526,0.0,208.56236,208.81257,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,91,,,0,,False,1,train,2
527,0.0,208.81257,209.06279,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,100,,,0,,False,4,train,2
528,0.0,209.06279,209.313,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,184,,,0,,False,2,test,1
529,0.0,209.313,209.5632,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,189,,,0,,False,2,test,1
530,0.0,209.5632,209.8134,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,6,,,0,,False,5,test,2
531,0.0,209.8134,210.06361,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,188,,,0,,False,1,train,2
532,0.0,210.06361,210.31381,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,40,,,0,,False,3,train,2
533,0.0,210.31381,210.56402,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,164,,,0,,False,2,test,0
534,0.0,210.56402,210.81422,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,147,,,0,,False,1,train,0
535,0.0,210.81422,211.06443,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020736,122,,,0,,False,1,train,1
536,0.0,211.06443,211.31464,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020736,163,,,0,,False,3,train,0
537,0.0,211.31464,211.56485,-40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021014,160,,,0,,False,5,test,0
538,0.0,211.56485,211.81506,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,111,,,0,,False,2,test,2
539,0.0,211.81506,212.06527,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021014,5,,,0,,False,1,train,1
540,0.0,212.06527,212.31548,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021014,221,,,0,,False,0,train,2
541,0.0,212.31548,212.5657,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021736,172,,,0,,False,1,train,2
542,0.0,212.5657,212.81591,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021736,132,,,0,,False,4,train,1
543,0.0,212.81591,213.06613,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,134,,,0,,False,5,test,0
544,0.0,213.06613,213.31635,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,0.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021736,222,,,0,,False,0,train,0
545,0.0,213.31635,213.56655,-30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,37,,,0,,False,4,train,1
546,0.0,213.56655,213.81675,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020264,223,,,0,,False,0,train,2
547,0.0,213.81675,214.06696,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020264,138,,,0,,False,3,train,0
548,0.0,214.06696,214.31716,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020264,175,,,0,,False,1,train,1
549,0.0,214.31716,214.56737,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,140,,,0,,False,1,train,0
550,0.0,214.56737,214.81758,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021236,74,,,0,,False,6,train,2
551,0.0,214.81758,215.0678,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021236,52,,,0,,False,2,test,0
552,0.0,215.0678,215.31801,-10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25021236,12,,,0,,False,2,test,1
553,0.0,215.31801,215.56821,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,30.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,95,,,0,,False,1,train,0
554,0.0,215.56821,215.81842,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,87,,,0,,False,1,train,1
555,0.0,215.81842,216.06862,40.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-40.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25020514,195,,,0,,False,2,test,0
556,0.0,216.06862,216.31883,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020514,156,,,0,,False,3,train,1
557,0.0,216.31883,216.56903,-20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-20.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020236,50,,,0,,False,5,test,2
558,0.0,216.56903,216.81923,20.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020236,60,,,0,,False,4,train,2
559,0.0,216.81923,217.06944,10.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,10.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25020236,107,,,0,,False,1,train,2
560,0.0,217.06944,217.31964,30.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,20.0,null,null,"[20.0, 20.0]",45.0,gabors,0.08,0.25020236,224,,,0,,False,0,train,1
561,0.0,217.31964,217.56986,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-30.0,null,null,"[20.0, 20.0]",90.0,gabors,0.08,0.25021764,117,,,0,,False,1,train,2
562,0.0,217.56986,217.82007,0.0,null,null,"[3644.93333333, 3644.93333333]",0.8,null,4.0,-10.0,null,null,"[20.0, 20.0]",0.0,gabors,0.08,0.25021764,71,,,0,,False,1,train,0
