ecephys_unit_id,ecephys_session_id,ecephys_probe_id,specimen_id,cohort,area,azimuth_rf,elevation_rf,area_rf,p_value_rf,v1_azimuth_median_deg,v1_elevation_median_deg,relative_azimuth_deg,relative_elevation_deg,inside_v1_convex_hull,inside_v1_robust_box,distance_to_nearest_grid_edge_deg,log2_rf_area_deg2,rf_eccentricity_deg,session_standardized_log2_rf_area
951795995,754312389,756781557,719828690,Brain Observatory 1.1,V1,42,4,500,0,45,5,-3,-1,True,True,32,8.96578,42.19,0.55034
951795912,754312389,756781557,719828690,Brain Observatory 1.1,V1,35,5,400,0,45,5,-10,0,True,True,25,8.64386,35.3553,0
951795927,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951797520,754312389,756781557,719828690,Brain Observatory 1.1,V1,35,5,400,0,45,5,-10,0,True,True,25,8.64386,35.3553,0
951797539,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951797553,754312389,756781557,719828690,Brain Observatory 1.1,V1,40,5,200,0,45,5,-5,0,True,True,30,7.64386,40.3113,-1.70951
951795943,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,2,1000,0,45,5,0,-3,True,True,32,9.96578,45.0444,2.25985
951795956,754312389,756781557,719828690,Brain Observatory 1.1,V1,56.667,3.333,300,0,45,5,11.667,-1.667,True,True,33.333,8.22882,56.7649,-0.709511
951795967,754312389,756781557,719828690,Brain Observatory 1.1,V1,53.333,-3.333,300,0,45,5,8.333,-8.333,True,True,26.667,8.22882,53.437,-0.709511
951797567,754312389,756781557,719828690,Brain Observatory 1.1,V1,46.667,3.333,300,0,45,5,1.667,-1.667,True,True,33.333,8.22882,46.7859,-0.709511
951797580,754312389,756781557,719828690,Brain Observatory 1.1,V1,35,15,400,0.008,45,5,-10,10,True,True,25,8.64386,38.0789,0
951796033,754312389,756781557,719828690,Brain Observatory 1.1,V1,42,6,500,0,45,5,-3,1,True,True,32,8.96578,42.4264,0.55034
951796059,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796050,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796066,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796073,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,5,200,0,45,5,5,0,True,True,35,7.64386,50.2494,-1.70951
951796093,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,10,500,0,45,5,5,5,True,True,40,8.96578,50.9902,0.55034
951796110,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796117,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,2.5,400,0.001,45,5,5,-2.5,True,True,32.5,8.64386,50.0625,0
951796132,754312389,756781557,719828690,Brain Observatory 1.1,V1,35,5,400,0,45,5,-10,0,True,True,25,8.64386,35.3553,0
951796142,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951797595,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951797613,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,0,200,0,45,5,0,-5,True,True,30,7.64386,45,-1.70951
951796282,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,5,600,0,45,5,5,0,True,True,35,9.22882,50.2494,1
951796292,754312389,756781557,719828690,Brain Observatory 1.1,V1,46.667,6.667,300,0,45,5,1.667,1.667,True,True,36.667,8.22882,47.1408,-0.709511
951797633,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796156,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796165,754312389,756781557,719828690,Brain Observatory 1.1,V1,36.667,3.333,300,0,45,5,-8.333,-1.667,True,True,26.667,8.22882,36.8182,-0.709511
951796240,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796258,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796266,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,10,200,0,45,5,0,5,True,True,35,7.64386,46.0977,-1.70951
951796274,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796352,754312389,756781557,719828690,Brain Observatory 1.1,V1,60,0,700,0,45,5,15,-5,True,True,30,9.45121,60,1.38018
951796364,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796376,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796409,754312389,756781557,719828690,Brain Observatory 1.1,V1,53,7,1000,0,45,5,8,2,True,True,37,9.96578,53.4603,2.25985
951796473,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,7.5,400,0,45,5,5,2.5,True,True,37.5,8.64386,50.5594,0
951797692,754312389,756781557,719828690,Brain Observatory 1.1,V1,52,16,500,0,45,5,7,11,True,True,34,8.96578,54.4059,0.55034
951796308,754312389,756781557,719828690,Brain Observatory 1.1,V1,46.667,3.333,300,0,45,5,1.667,-1.667,True,True,33.333,8.22882,46.7859,-0.709511
951797647,754312389,756781557,719828690,Brain Observatory 1.1,V1,60,5,200,0,45,5,15,0,True,True,30,7.64386,60.208,-1.70951
951796423,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796432,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796446,754312389,756781557,719828690,Brain Observatory 1.1,V1,46.667,16.667,300,0,45,5,1.667,11.667,True,True,33.333,8.22882,49.554,-0.709511
951796483,754312389,756781557,719828690,Brain Observatory 1.1,V1,32.857,5.714,700,0,45,5,-12.143,0.714,True,True,22.857,9.45121,33.3501,1.38018
951796494,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,0,200,0,45,5,0,-5,True,True,30,7.64386,45,-1.70951
951796507,754312389,756781557,719828690,Brain Observatory 1.1,V1,46,2,500,0,45,5,1,-3,True,True,32,8.96578,46.0435,0.55034
951796519,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,5,600,0,45,5,5,0,True,True,35,9.22882,50.2494,1
951796530,754312389,756781557,719828690,Brain Observatory 1.1,V1,48.333,1.667,600,0,45,5,3.333,-3.333,True,True,31.667,9.22882,48.3617,1
951796542,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951797730,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,10,300,0,45,5,5,5,True,True,40,8.22882,50.9902,-0.709511
951796572,754312389,756781557,719828690,Brain Observatory 1.1,V1,52,6,500,0,45,5,7,1,True,True,36,8.96578,52.345,0.55034
951796585,754312389,756781557,719828690,Brain Observatory 1.1,V1,70,15,200,0,45,5,25,10,True,True,20,7.64386,71.5891,-1.70951
951796648,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796711,754312389,756781557,719828690,Brain Observatory 1.1,V1,66,2,500,0,45,5,21,-3,True,True,24,8.96578,66.0303,0.55034
951796617,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796629,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796684,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796671,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,5,600,0,45,5,5,0,True,True,35,9.22882,50.2494,1
951796696,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,0,900,0.009,45,5,5,-5,True,True,30,9.81378,50,2
951796724,754312389,756781557,719828690,Brain Observatory 1.1,V1,40,2.5,400,0,45,5,-5,-2.5,True,True,30,8.64386,40.078,0
951797754,754312389,756781557,719828690,Brain Observatory 1.1,V1,46.667,3.333,300,0,45,5,1.667,-1.667,True,True,33.333,8.22882,46.7859,-0.709511
951797764,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,5,400,0,45,5,0,0,True,True,35,8.64386,45.2769,0
951796760,754312389,756781557,719828690,Brain Observatory 1.1,V1,54,2,500,0,45,5,9,-3,True,True,32,8.96578,54.037,0.55034
951797811,754312389,756781557,719828690,Brain Observatory 1.1,V1,35,5,400,0,45,5,-10,0,True,True,25,8.64386,35.3553,0
951796791,754312389,756781557,719828690,Brain Observatory 1.1,V1,60,0,500,0,45,5,15,-5,True,True,30,8.96578,60,0.55034
951797788,754312389,756781557,719828690,Brain Observatory 1.1,V1,48.333,8.333,600,0,45,5,3.333,3.333,True,True,38.333,9.22882,49.0461,1
951796881,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,-5,400,0,45,5,0,-10,True,True,25,8.64386,45.2769,0
951796889,754312389,756781557,719828690,Brain Observatory 1.1,V1,45,-5,400,0,45,5,0,-10,True,True,25,8.64386,45.2769,0
951797823,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796906,754312389,756781557,719828690,Brain Observatory 1.1,V1,53.846,-1.538,1300,0.001,45,5,8.846,-6.538,True,True,28.462,10.3443,53.868,2.90692
951796917,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796928,754312389,756781557,719828690,Brain Observatory 1.1,V1,33.333,13.333,300,0,45,5,-11.667,8.333,True,True,23.333,8.22882,35.9007,-0.709511
951796939,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,5,600,0,45,5,5,0,True,True,35,9.22882,50.2494,1
951796949,754312389,756781557,719828690,Brain Observatory 1.1,V1,46.667,-3.333,300,0.009,45,5,1.667,-8.333,True,True,26.667,8.22882,46.7859,-0.709511
951797835,754312389,756781557,719828690,Brain Observatory 1.1,V1,50,-5,200,0,45,5,5,-10,True,True,25,7.64386,50.2494,-1.70951
951797849,754312389,756781557,719828690,Brain Observatory 1.1,V1,55,5,400,0,45,5,10,0,True,True,35,8.64386,55.2268,0
951796971,754312389,756781557,719828690,Brain Observatory 1.1,V1,48.333,1.667,600,0,45,5,3.333,-3.333,True,True,31.667,9.22882,48.3617,1
951798053,754312389,756781557,719828690,Brain Observatory 1.1,V1,35.714,11.429,700,0,45,5,-9.286,6.429,True,True,25.714,9.45121,37.4982,1.38018
951800831,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951800847,757216464,769322749,733457989,Brain Observatory 1.1,V1,43.333,6.667,300,0,50,15,-6.667,-8.333,True,True,33.333,8.22882,43.8429,-0.709511
951800886,757216464,769322749,733457989,Brain Observatory 1.1,V1,46,12,500,0,50,15,-4,-3,True,True,36,8.96578,47.5395,0.55034
951801009,757216464,769322749,733457989,Brain Observatory 1.1,V1,45.714,18.571,1400,0,50,15,-4.286,3.571,True,True,31.429,10.4512,49.3422,3
951801086,757216464,769322749,733457989,Brain Observatory 1.1,V1,36.667,13.333,300,0,50,15,-13.333,-1.667,True,True,26.667,8.22882,39.0159,-0.709511
951801101,757216464,769322749,733457989,Brain Observatory 1.1,V1,42,26,500,0,50,15,-8,11,True,True,24,8.96578,49.3964,0.55034
951801108,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801124,757216464,769322749,733457989,Brain Observatory 1.1,V1,48,14,500,0,50,15,-2,-1,True,True,36,8.96578,50,0.55034
951801130,757216464,769322749,733457989,Brain Observatory 1.1,V1,41.25,21.25,800,0,50,15,-8.75,6.25,True,True,28.75,9.64386,46.4018,1.70951
951801172,757216464,769322749,733457989,Brain Observatory 1.1,V1,48,16,500,0,50,15,-2,1,True,True,34,8.96578,50.5964,0.55034
951801206,757216464,769322749,733457989,Brain Observatory 1.1,V1,58.333,18.333,600,0,50,15,8.333,3.333,True,True,31.667,9.22882,61.146,1
951801214,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801221,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801264,757216464,769322749,733457989,Brain Observatory 1.1,V1,46.25,17.5,800,0,50,15,-3.75,2.5,True,True,32.5,9.64386,49.4501,1.70951
951801271,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951802931,757216464,769322749,733457989,Brain Observatory 1.1,V1,36.667,16.667,300,0,50,15,-13.333,1.667,True,True,26.667,8.22882,40.2773,-0.709511
951801293,757216464,769322749,733457989,Brain Observatory 1.1,V1,35,15,400,0,50,15,-15,0,True,True,25,8.64386,38.0789,0
951801309,757216464,769322749,733457989,Brain Observatory 1.1,V1,60.667,26.667,1500,0.001,50,15,10.667,11.667,True,True,23.333,10.5507,66.2693,3
951801318,757216464,769322749,733457989,Brain Observatory 1.1,V1,46,18,500,0,50,15,-4,3,True,True,32,8.96578,49.3964,0.55034
951801331,757216464,769322749,733457989,Brain Observatory 1.1,V1,46.667,13.333,300,0,50,15,-3.333,-1.667,True,True,36.667,8.22882,48.5343,-0.709511
951801339,757216464,769322749,733457989,Brain Observatory 1.1,V1,35,15,400,0,50,15,-15,0,True,True,25,8.64386,38.0789,0
951801346,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951801356,757216464,769322749,733457989,Brain Observatory 1.1,V1,51.667,13.333,600,0,50,15,1.667,-1.667,True,True,36.667,9.22882,53.3596,1
951801369,757216464,769322749,733457989,Brain Observatory 1.1,V1,41.579,15.263,1900,0,50,15,-8.421,0.263,True,True,31.579,10.8918,44.2919,3
951801448,757216464,769322749,733457989,Brain Observatory 1.1,V1,51.818,-0.909,1100,0,50,15,1.818,-15.909,True,True,29.091,10.1033,51.826,2.49491
951801433,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801456,757216464,769322749,733457989,Brain Observatory 1.1,V1,42.143,17.857,1400,0,50,15,-7.857,2.857,True,True,32.143,10.4512,45.7701,3
951801470,757216464,769322749,733457989,Brain Observatory 1.1,V1,36,21.5,2000,0,50,15,-14,6.5,True,True,26,10.9658,41.9315,3
951801476,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951801492,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,20,600,0,50,15,5,5,True,True,30,9.22882,58.5235,1
951801508,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802726,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951801525,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801566,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,15,200,0,50,15,0,0,True,True,35,7.64386,52.2015,-1.70951
951801581,757216464,769322749,733457989,Brain Observatory 1.1,V1,38,14,1500,0,50,15,-12,-1,True,True,28,10.5507,40.4969,3
951801591,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801597,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,10,800,0,50,15,5,-5,True,True,35,9.64386,55.9017,1.70951
951801559,757216464,769322749,733457989,Brain Observatory 1.1,V1,40,11.538,1300,0,50,15,-10,-3.462,True,True,30,10.3443,41.6308,2.90692
951801604,757216464,769322749,733457989,Brain Observatory 1.1,V1,48,14,500,0,50,15,-2,-1,True,True,36,8.96578,50,0.55034
951801633,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,15,600,0,50,15,0,0,True,True,35,9.22882,52.2015,1
951801619,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,20,200,0,50,15,-5,5,True,True,30,7.64386,49.2443,-1.70951
951801627,757216464,769322749,733457989,Brain Observatory 1.1,V1,46,16.667,1500,0,50,15,-4,1.667,True,True,33.333,10.5507,48.9264,3
951801638,757216464,769322749,733457989,Brain Observatory 1.1,V1,65,30,600,0,50,15,15,15,True,True,20,9.22882,71.5891,1
951801714,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,10,700,0,50,15,0,-5,True,True,40,9.45121,50.9902,1.38018
951802752,757216464,769322749,733457989,Brain Observatory 1.1,V1,58,6,500,0,50,15,8,-9,True,True,32,8.96578,58.3095,0.55034
951802759,757216464,769322749,733457989,Brain Observatory 1.1,V1,40,20,100,0.009,50,15,-10,5,True,True,30,6.64386,44.7214,-3
951801657,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801667,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,15,600,0,50,15,0,0,True,True,35,9.22882,52.2015,1
951801672,757216464,769322749,733457989,Brain Observatory 1.1,V1,62,4,500,0,50,15,12,-11,True,True,28,8.96578,62.1289,0.55034
951801678,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,12.857,700,0,50,15,0,-2.143,True,True,37.143,9.45121,51.6266,1.38018
951801683,757216464,769322749,733457989,Brain Observatory 1.1,V1,42,14,500,0,50,15,-8,-1,True,True,32,8.96578,44.2719,0.55034
951801696,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801702,757216464,769322749,733457989,Brain Observatory 1.1,V1,43.333,6.667,300,0,50,15,-6.667,-8.333,True,True,33.333,8.22882,43.8429,-0.709511
951801720,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,10,200,0,50,15,5,-5,True,True,35,7.64386,55.9017,-1.70951
951801733,757216464,769322749,733457989,Brain Observatory 1.1,V1,65.833,12.5,1200,0,50,15,15.833,-2.5,True,True,24.167,10.2288,67.0092,2.70951
951801741,757216464,769322749,733457989,Brain Observatory 1.1,V1,58.333,21.667,600,0,50,15,8.333,6.667,True,True,28.333,9.22882,62.227,1
951802765,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,10,300,0,50,15,0,-5,True,True,40,8.22882,50.9902,-0.709511
951801761,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801768,757216464,769322749,733457989,Brain Observatory 1.1,V1,48.333,11.667,600,0,50,15,-1.667,-3.333,True,True,38.333,9.22882,49.7212,1
951802771,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801775,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951801789,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,20,200,0,50,15,5,5,True,True,30,7.64386,58.5235,-1.70951
951801795,757216464,769322749,733457989,Brain Observatory 1.1,V1,53.333,13.333,300,0,50,15,3.333,-1.667,True,True,36.667,8.22882,54.9743,-0.709511
951801861,757216464,769322749,733457989,Brain Observatory 1.1,V1,41.667,19.167,1200,0,50,15,-8.333,4.167,True,True,30.833,10.2288,45.8641,2.70951
951801870,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,10,200,0.006,50,15,5,-5,True,True,35,7.64386,55.9017,-1.70951
951801885,757216464,769322749,733457989,Brain Observatory 1.1,V1,53.333,23.333,300,0.002,50,15,3.333,8.333,True,True,26.667,8.22882,58.2137,-0.709511
951801892,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802792,757216464,769322749,733457989,Brain Observatory 1.1,V1,56,22,500,0,50,15,6,7,True,True,28,8.96578,60.1664,0.55034
951801832,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801838,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951801854,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951801907,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802825,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,12.5,400,0.001,50,15,0,-2.5,True,True,37.5,8.64386,51.5388,0
951802830,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,10,200,0,50,15,5,-5,True,True,35,7.64386,55.9017,-1.70951
951801922,757216464,769322749,733457989,Brain Observatory 1.1,V1,46.667,16.667,300,0,50,15,-3.333,1.667,True,True,33.333,8.22882,49.554,-0.709511
951801957,757216464,769322749,733457989,Brain Observatory 1.1,V1,52.5,10,400,0,50,15,2.5,-5,True,True,37.5,8.64386,53.4439,0
951802836,757216464,769322749,733457989,Brain Observatory 1.1,V1,34.615,10.769,1300,0,50,15,-15.385,-4.231,True,True,24.615,10.3443,36.2515,2.90692
951802878,757216464,769322749,733457989,Brain Observatory 1.1,V1,46.667,13.333,300,0,50,15,-3.333,-1.667,True,True,36.667,8.22882,48.5343,-0.709511
951801961,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951801967,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,25,400,0,50,15,5,10,True,True,25,8.64386,60.4152,0
951801991,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,15,600,0,50,15,0,0,True,True,35,9.22882,52.2015,1
951801998,757216464,769322749,733457989,Brain Observatory 1.1,V1,46.667,16.667,300,0,50,15,-3.333,1.667,True,True,33.333,8.22882,49.554,-0.709511
951802020,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802082,757216464,769322749,733457989,Brain Observatory 1.1,V1,50.909,26.364,1100,0,50,15,0.909,11.364,True,True,23.636,10.1033,57.3305,2.49491
951802005,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,10,100,0,50,15,0,-5,True,True,40,6.64386,50.9902,-3
951802010,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,10,100,0,50,15,0,-5,True,True,40,6.64386,50.9902,-3
951802030,757216464,769322749,733457989,Brain Observatory 1.1,V1,32.857,20,700,0,50,15,-17.143,5,True,True,22.857,9.45121,38.4653,1.38018
951802043,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,20,100,0.005,50,15,0,5,True,True,30,6.64386,53.8516,-3
951802070,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802100,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802107,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802112,757216464,769322749,733457989,Brain Observatory 1.1,V1,53.333,13.333,300,0,50,15,3.333,-1.667,True,True,36.667,8.22882,54.9743,-0.709511
951802119,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0.002,50,15,-5,0,True,True,35,8.64386,47.4342,0
951802076,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802131,757216464,769322749,733457989,Brain Observatory 1.1,V1,53.333,16.667,300,0,50,15,3.333,1.667,True,True,33.333,8.22882,55.8766,-0.709511
951802170,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,5,400,0,50,15,5,-10,True,True,35,8.64386,55.2268,0
951802177,757216464,769322749,733457989,Brain Observatory 1.1,V1,56.667,13.333,300,0,50,15,6.667,-1.667,True,True,33.333,8.22882,58.2144,-0.709511
951802183,757216464,769322749,733457989,Brain Observatory 1.1,V1,52,14,500,0,50,15,2,-1,True,True,36,8.96578,53.8516,0.55034
951802154,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,10,200,0,50,15,5,-5,True,True,35,7.64386,55.9017,-1.70951
951802205,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,17.5,400,0,50,15,0,2.5,True,True,32.5,8.64386,52.9741,0
951802191,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,10,200,0,50,15,5,-5,True,True,35,7.64386,55.9017,-1.70951
951802236,757216464,769322749,733457989,Brain Observatory 1.1,V1,53.333,13.333,300,0,50,15,3.333,-1.667,True,True,36.667,8.22882,54.9743,-0.709511
951802271,757216464,769322749,733457989,Brain Observatory 1.1,V1,45,15,400,0,50,15,-5,0,True,True,35,8.64386,47.4342,0
951802283,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802290,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,15,600,0,50,15,0,0,True,True,35,9.22882,52.2015,1
951802198,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802213,757216464,769322749,733457989,Brain Observatory 1.1,V1,60,10,100,0,50,15,10,-5,True,True,30,6.64386,60.8276,-3
951802220,757216464,769322749,733457989,Brain Observatory 1.1,V1,52.857,10,700,0,50,15,2.857,-5,True,True,37.143,9.45121,53.7946,1.38018
951802243,757216464,769322749,733457989,Brain Observatory 1.1,V1,60,15,200,0,50,15,10,0,True,True,30,7.64386,61.8466,-1.70951
951802250,757216464,769322749,733457989,Brain Observatory 1.1,V1,52.5,10,400,0,50,15,2.5,-5,True,True,37.5,8.64386,53.4439,0
951802309,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802317,757216464,769322749,733457989,Brain Observatory 1.1,V1,70,10,500,0,50,15,20,-5,True,True,20,8.96578,70.7107,0.55034
951802331,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,15,400,0,50,15,5,0,True,True,35,8.64386,57.0088,0
951802352,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,7.143,700,0,50,15,0,-7.857,True,True,37.143,9.45121,50.5076,1.38018
951802359,757216464,769322749,733457989,Brain Observatory 1.1,V1,60,10,300,0,50,15,10,-5,True,True,30,8.22882,60.8276,-0.709511
951802371,757216464,769322749,733457989,Brain Observatory 1.1,V1,50,10,100,0,50,15,0,-5,True,True,40,6.64386,50.9902,-3
951802379,757216464,769322749,733457989,Brain Observatory 1.1,V1,53.333,6.667,300,0,50,15,3.333,-8.333,True,True,36.667,8.22882,53.7481,-0.709511
951802937,757216464,769322749,733457989,Brain Observatory 1.1,V1,55,20,200,0,50,15,5,5,True,True,30,7.64386,58.5235,-1.70951
951802421,757216464,769322749,733457989,Brain Observatory 1.1,V1,52,14,500,0,50,15,2,-1,True,True,36,8.96578,53.8516,0.55034
