stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,x_position,frame,size,temporal_frequency,color,spatial_frequency,stimulus_name,y_position,contrast,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3115,0.0,863.77063,864.02083,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25019796,198,,,0,,False,14,test,2
3116,0.0,864.02083,864.27103,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25019796,206,,,0,,False,13,train,0
3117,0.0,864.27103,864.52125,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021704,38,,,0,,False,10,train,1
3118,0.0,864.52125,864.77146,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021704,237,,,0,,False,14,test,2
3119,0.0,864.77146,865.02168,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021704,173,,,0,,False,10,train,0
3120,0.0,865.02168,865.2719,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25021704,232,,,0,,False,13,train,0
3121,0.0,865.2719,865.5221,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25020046,60,,,0,,False,13,train,1
3122,0.0,865.5221,865.7723,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020046,62,,,0,,False,13,train,1
3123,0.0,865.7723,866.0225,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020046,35,,,0,,False,12,train,1
3124,0.0,866.0225,866.2727,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020046,155,,,0,,False,14,test,2
3125,0.0,866.2727,866.52291,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020704,117,,,0,,False,11,test,0
3126,0.0,866.52291,866.77311,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020704,52,,,0,,False,13,train,0
3127,0.0,866.77311,867.02332,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020704,34,,,0,,False,13,train,0
3128,0.0,867.02332,867.27353,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,90.0,0.25020704,180,,,0,,False,13,train,2
3129,0.0,867.27353,867.52374,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021046,195,,,0,,False,9,train,0
3130,0.0,867.52374,867.77395,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021046,85,,,0,,False,12,train,0
3131,0.0,867.77395,868.02416,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021046,213,,,0,,False,10,train,0
3132,0.0,868.02416,868.27437,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021046,225,,,0,,False,12,train,2
3133,0.0,868.27437,868.52458,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020954,53,,,0,,False,12,train,2
3134,0.0,868.52458,868.77479,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020954,195,,,0,,False,10,train,0
3135,0.0,868.77479,869.025,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020954,28,,,0,,False,10,train,2
3136,0.0,869.025,869.27521,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020954,205,,,0,,False,11,test,2
3137,0.0,869.27521,869.52542,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25021046,239,,,0,,False,13,train,1
3138,0.0,869.52542,869.77563,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021046,8,,,0,,False,12,train,2
3139,0.0,869.77563,870.02584,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021046,37,,,0,,False,13,train,2
3140,0.0,870.02584,870.27605,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021046,86,,,0,,False,13,train,2
3141,0.0,870.27605,870.52626,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020954,7,,,0,,False,13,train,1
3142,0.0,870.52626,870.77647,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020954,35,,,0,,False,13,train,1
3143,0.0,870.77647,871.02668,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020954,20,,,0,,False,13,train,0
3144,0.0,871.02668,871.27689,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020954,66,,,0,,False,13,train,0
3145,0.0,871.27689,871.5271,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,90.0,0.25020796,150,,,0,,False,14,test,2
3146,0.0,871.5271,871.7773,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25020796,55,,,0,,False,12,train,1
3147,0.0,871.7773,872.02751,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25020796,15,,,0,,False,11,test,0
3148,0.0,872.02751,872.27772,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,45.0,0.25020796,44,,,0,,False,13,train,1
3149,0.0,872.27772,872.52794,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25021454,178,,,0,,False,8,test,0
3150,0.0,872.52794,872.77815,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021454,38,,,0,,False,11,test,1
3151,0.0,872.77815,873.02836,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021454,187,,,0,,False,12,train,0
3152,0.0,873.02836,873.27858,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25021454,43,,,0,,False,11,test,1
3153,0.0,873.27858,873.52878,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25020546,40,,,0,,False,11,test,1
3154,0.0,873.52878,873.77899,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020546,42,,,0,,False,11,test,2
3155,0.0,873.77899,874.0292,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020546,138,,,0,,False,12,train,0
3156,0.0,874.0292,874.2794,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25020546,214,,,0,,False,9,train,1
3157,0.0,874.2794,874.52961,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25021204,81,,,0,,False,11,test,0
3158,0.0,874.52961,874.77982,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021204,148,,,0,,False,12,train,0
3159,0.0,874.77982,875.03004,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021204,33,,,0,,False,12,train,2
3160,0.0,875.03004,875.28025,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021204,214,,,0,,False,10,train,1
3161,0.0,875.28025,875.53045,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020546,195,,,0,,False,11,test,0
3162,0.0,875.53045,875.78066,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25020546,56,,,0,,False,13,train,2
3163,0.0,875.78066,876.03087,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25020546,5,,,0,,False,14,test,2
3164,0.0,876.03087,876.28107,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020546,104,,,0,,False,12,train,0
3165,0.0,876.28107,876.53128,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021204,177,,,0,,False,11,test,2
3166,0.0,876.53128,876.78149,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25021204,99,,,0,,False,11,test,0
3167,0.0,876.78149,877.03171,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021204,223,,,0,,False,10,train,2
3168,0.0,877.03171,877.28192,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25021204,78,,,0,,False,13,train,0
3169,0.0,877.28192,877.53213,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25020796,240,,,0,,False,11,test,1
3170,0.0,877.53213,877.78233,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020796,32,,,0,,False,12,train,2
3171,0.0,877.78233,878.03254,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020796,115,,,0,,False,12,train,0
3172,0.0,878.03254,878.28275,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25020796,106,,,0,,False,12,train,2
3173,0.0,878.28275,878.53297,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25021704,203,,,0,,False,12,train,1
3174,0.0,878.53297,878.78318,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25021704,105,,,0,,False,9,train,2
3175,0.0,878.78318,879.0334,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021704,160,,,0,,False,11,test,2
3176,0.0,879.0334,879.28362,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021704,89,,,0,,False,12,train,1
3177,0.0,879.28362,879.53382,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25019796,164,,,0,,False,12,train,1
3178,0.0,879.53382,879.78401,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,45.0,0.25019796,164,,,0,,False,13,train,1
3179,0.0,879.78401,880.03421,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25019796,26,,,0,,False,11,test,0
3180,0.0,880.03421,880.28441,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25019796,206,,,0,,False,14,test,0
3181,0.0,880.28441,880.53463,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25022204,1,,,0,,False,9,train,0
3182,0.0,880.53463,880.78485,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25022204,26,,,0,,False,12,train,0
3183,0.0,880.78485,881.03508,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,0.0,0.25022204,101,,,0,,False,12,train,0
3184,0.0,881.03508,881.2853,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25022204,192,,,0,,False,12,train,0
3185,0.0,881.2853,881.53549,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25019546,37,,,0,,False,14,test,2
3186,0.0,881.53549,881.78569,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25019546,11,,,0,,False,14,test,0
3187,0.0,881.78569,882.03589,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25019546,121,,,0,,False,12,train,1
3188,0.0,882.03589,882.28608,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25019546,214,,,0,,False,11,test,1
3189,0.0,882.28608,882.5363,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021954,18,,,0,,False,11,test,0
3190,0.0,882.5363,882.78652,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25021954,183,,,0,,False,14,test,2
3191,0.0,882.78652,883.03674,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021954,167,,,0,,False,14,test,2
3192,0.0,883.03674,883.28696,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25021954,199,,,0,,False,10,train,1
3193,0.0,883.28696,883.53716,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25020046,145,,,0,,False,14,test,0
3194,0.0,883.53716,883.78736,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020046,121,,,0,,False,13,train,1
3195,0.0,883.78736,884.03756,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,45.0,0.25020046,203,,,0,,False,13,train,1
3196,0.0,884.03756,884.28776,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020046,138,,,0,,False,13,train,0
3197,0.0,884.28776,884.53798,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25021954,161,,,0,,False,13,train,2
3198,0.0,884.53798,884.7882,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25021954,140,,,0,,False,13,train,0
3199,0.0,884.7882,885.03842,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25021954,158,,,0,,False,13,train,1
3200,0.0,885.03842,885.28864,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25021954,187,,,0,,False,13,train,0
3201,0.0,885.28864,885.53884,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25019796,27,,,0,,False,13,train,2
3202,0.0,885.53884,885.78903,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25019796,17,,,0,,False,13,train,0
3203,0.0,885.78903,886.03923,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25019796,63,,,0,,False,12,train,0
3204,0.0,886.03923,886.28943,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25019796,219,,,0,,False,13,train,1
3205,0.0,886.28943,886.53965,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021704,184,,,0,,False,13,train,0
3206,0.0,886.53965,886.78986,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021704,209,,,0,,False,14,test,0
3207,0.0,886.78986,887.04008,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021704,171,,,0,,False,11,test,1
3208,0.0,887.04008,887.2903,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25021704,238,,,0,,False,12,train,2
3209,0.0,887.2903,887.5405,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020296,41,,,0,,False,13,train,2
3210,0.0,887.5405,887.7907,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25020296,154,,,0,,False,12,train,1
3211,0.0,887.7907,888.04091,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020296,105,,,0,,False,10,train,2
3212,0.0,888.04091,888.29111,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,0.0,0.25020296,189,,,0,,False,13,train,0
3213,0.0,888.29111,888.54133,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25021454,199,,,0,,False,11,test,1
3214,0.0,888.54133,888.79154,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,45.0,0.25021454,90,,,0,,False,13,train,1
3215,0.0,888.79154,889.04175,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021454,14,,,0,,False,14,test,2
3216,0.0,889.04175,889.29197,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021454,242,,,0,,False,12,train,2
3217,0.0,889.29197,889.54217,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,0.0,0.25020046,72,,,0,,False,13,train,0
3218,0.0,889.54217,889.79237,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25020046,235,,,0,,False,11,test,2
3219,0.0,889.79237,890.04257,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020046,178,,,0,,False,9,train,0
3220,0.0,890.04257,890.29277,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25020046,48,,,0,,False,10,train,2
3221,0.0,890.29277,890.54299,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25022204,40,,,0,,False,12,train,1
3222,0.0,890.54299,890.79321,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25022204,108,,,0,,False,9,train,0
3223,0.0,890.79321,891.04344,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25022204,4,,,0,,False,11,test,1
3224,0.0,891.04344,891.29366,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25022204,213,,,0,,False,11,test,0
3225,0.0,891.29366,891.54386,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25019796,226,,,0,,False,12,train,2
3226,0.0,891.54386,891.79405,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25019796,115,,,0,,False,13,train,0
3227,0.0,891.79405,892.04425,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25019796,71,,,0,,False,14,test,1
3228,0.0,892.04425,892.29445,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,45.0,0.25019796,191,,,0,,False,14,test,1
3229,0.0,892.29445,892.54467,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25021704,216,,,0,,False,13,train,2
3230,0.0,892.54467,892.79488,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,90.0,0.25021704,223,,,0,,False,11,test,2
3231,0.0,892.79488,893.0451,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,90.0,0.25021704,48,,,0,,False,11,test,2
3232,0.0,893.0451,893.29532,"[3644.93333333, 3644.93333333]",30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,10.0,0.8,90.0,0.25021704,225,,,0,,False,13,train,2
3233,0.0,893.29532,893.54552,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,0.0,0.25020296,104,,,0,,False,13,train,0
3234,0.0,893.54552,893.79572,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020296,190,,,0,,False,10,train,2
3235,0.0,893.79572,894.04593,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,40.0,0.8,90.0,0.25020296,172,,,0,,False,14,test,2
3236,0.0,894.04593,894.29613,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25020296,65,,,0,,False,11,test,2
3237,0.0,894.29613,894.54634,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,0.0,0.25020954,81,,,0,,False,12,train,0
3238,0.0,894.54634,894.79655,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,45.0,0.25020954,119,,,0,,False,13,train,1
3239,0.0,894.79655,895.04676,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020954,42,,,0,,False,12,train,2
3240,0.0,895.04676,895.29697,"[3644.93333333, 3644.93333333]",10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-30.0,0.8,45.0,0.25020954,211,,,0,,False,13,train,1
3241,0.0,895.29697,895.54718,"[3644.93333333, 3644.93333333]",0.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020796,205,,,0,,False,12,train,2
3242,0.0,895.54718,895.79738,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,20.0,0.8,45.0,0.25020796,158,,,0,,False,14,test,1
3243,0.0,895.79738,896.04759,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-10.0,0.8,90.0,0.25020796,193,,,0,,False,13,train,2
3244,0.0,896.04759,896.2978,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,30.0,0.8,0.0,0.25020796,79,,,0,,False,14,test,0
3245,0.0,896.2978,896.54802,"[3644.93333333, 3644.93333333]",-40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,90.0,0.25021704,190,,,0,,False,11,test,2
3246,0.0,896.54802,896.79823,"[3644.93333333, 3644.93333333]",-20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,0.0,0.25021704,184,,,0,,False,14,test,0
3247,0.0,896.79823,897.04845,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,0.0,0.25021704,130,,,0,,False,12,train,0
3248,0.0,897.04845,897.29867,"[3644.93333333, 3644.93333333]",40.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,45.0,0.25021704,55,,,0,,False,13,train,1
3249,0.0,897.29867,897.54887,"[3644.93333333, 3644.93333333]",-10.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-40.0,0.8,90.0,0.25020296,123,,,0,,False,13,train,2
3250,0.0,897.54887,897.79907,"[3644.93333333, 3644.93333333]",20.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,0.0,0.8,0.0,0.25020296,231,,,0,,False,13,train,0
3251,0.0,897.79907,898.04928,"[3644.93333333, 3644.93333333]",-30.0,null,"[20.0, 20.0]",4.0,null,0.08,gabors,-20.0,0.8,90.0,0.25020296,174,,,0,,False,12,train,2
