stimulus_presentation_id,stimulus_block,start_time,stop_time,x_position,color,coherence,y_position,stimulus_name,Speed,orientation,spatial_frequency,size,Dir,temporal_frequency,frame,phase,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
433,0.0,183.60657,183.85678,-40.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,82,,,0,,False,3,train,2
434,0.0,183.85678,184.10698,-30.0,null,null,40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,17,,,0,,False,1,train,2
435,0.0,184.10698,184.35718,30.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,141,,,0,,False,2,test,2
436,0.0,184.35718,184.60739,10.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,194,,,0,,False,1,train,2
437,0.0,184.60739,184.8576,0.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,109,,,0,,False,2,test,0
438,0.0,184.8576,185.10781,20.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,143,,,0,,False,2,test,1
439,0.0,185.10781,185.35803,-20.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,164,,,0,,False,2,test,1
440,0.0,185.35803,185.60824,-30.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,31,,,0,,False,1,train,2
441,0.0,185.60824,185.85845,-20.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,40,,,0,,False,2,test,0
442,0.0,185.85845,186.10865,0.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,115,,,0,,False,1,train,1
443,0.0,186.10865,186.35885,10.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,149,,,0,,False,1,train,2
444,0.0,186.35885,186.60906,40.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,89,,,0,,False,2,test,0
445,0.0,186.60906,186.85927,40.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,190,,,0,,False,1,train,1
446,0.0,186.85927,187.10948,30.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,205,,,0,,False,0,train,0
447,0.0,187.10948,187.3597,0.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,104,,,0,,False,1,train,0
448,0.0,187.3597,187.60991,30.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,30,,,0,,False,2,test,0
449,0.0,187.60991,187.86012,-40.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,60,,,0,,False,2,test,1
450,0.0,187.86012,188.11032,-30.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,122,,,0,,False,4,train,1
451,0.0,188.11032,188.36053,40.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,63,,,0,,False,2,test,0
452,0.0,188.36053,188.61074,-10.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,206,,,0,,False,0,train,0
453,0.0,188.61074,188.86094,-30.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,127,,,0,,False,2,test,1
454,0.0,188.86094,189.11115,30.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,150,,,0,,False,1,train,0
455,0.0,189.11115,189.36136,20.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,207,,,0,,False,0,train,1
456,0.0,189.36136,189.61156,40.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020712,89,,,0,,False,3,train,0
457,0.0,189.61156,189.86177,-10.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,192,,,0,,False,1,train,2
458,0.0,189.86177,190.11198,30.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,205,,,0,,False,1,train,0
459,0.0,190.11198,190.36219,-40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,208,,,0,,False,0,train,2
460,0.0,190.36219,190.6124,30.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,209,,,0,,False,0,train,0
461,0.0,190.6124,190.86261,10.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,202,,,0,,False,1,train,0
462,0.0,190.86261,191.11282,40.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,190,,,0,,False,2,test,1
463,0.0,191.11282,191.36304,-10.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,107,,,0,,False,2,test,0
464,0.0,191.36304,191.61325,40.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,63,,,0,,False,3,train,0
465,0.0,191.61325,191.86346,10.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,3,,,0,,False,5,test,1
466,0.0,191.86346,192.11366,-40.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,91,,,0,,False,3,train,2
467,0.0,192.11366,192.36387,-30.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,16,,,0,,False,2,test,1
468,0.0,192.36387,192.61408,-30.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,175,,,0,,False,1,train,2
469,0.0,192.61408,192.86429,0.0,null,null,-10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,189,,,0,,False,1,train,1
470,0.0,192.86429,193.11451,-30.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,210,,,0,,False,0,train,0
471,0.0,193.11451,193.36473,40.0,null,null,0.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,211,,,0,,False,0,train,0
472,0.0,193.36473,193.61494,-40.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021712,5,,,0,,False,4,train,0
473,0.0,193.61494,193.86514,0.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020038,58,,,0,,False,5,test,0
474,0.0,193.86514,194.11534,20.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020038,169,,,0,,False,2,test,1
475,0.0,194.11534,194.36555,0.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020038,104,,,0,,False,2,test,0
476,0.0,194.36555,194.61575,-10.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020038,96,,,0,,False,2,test,1
477,0.0,194.61575,194.86596,-40.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,212,,,0,,False,0,train,1
478,0.0,194.86596,195.11617,-20.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,164,,,0,,False,3,train,1
479,0.0,195.11617,195.36638,-10.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,196,,,0,,False,1,train,2
480,0.0,195.36638,195.61659,10.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,194,,,0,,False,2,test,2
481,0.0,195.61659,195.8668,40.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,84,,,0,,False,2,test,2
482,0.0,195.8668,196.117,-20.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,27,,,0,,False,3,train,2
483,0.0,196.117,196.36721,-20.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,67,,,0,,False,3,train,1
484,0.0,196.36721,196.61742,-10.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,120,,,0,,False,3,train,2
485,0.0,196.61742,196.86763,10.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,106,,,0,,False,2,test,1
486,0.0,196.86763,197.11784,40.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,213,,,0,,False,0,train,2
487,0.0,197.11784,197.36806,-20.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,88,,,0,,False,2,test,1
488,0.0,197.36806,197.61827,-30.0,null,null,-20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,176,,,0,,False,1,train,1
489,0.0,197.61827,197.86848,20.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,214,,,0,,False,0,train,2
490,0.0,197.86848,198.11868,20.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,147,,,0,,False,1,train,2
491,0.0,198.11868,198.36889,-30.0,null,null,-30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,122,,,0,,False,5,test,1
492,0.0,198.36889,198.6191,40.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,177,,,0,,False,2,test,2
493,0.0,198.6191,198.8693,20.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020212,161,,,0,,False,1,train,1
494,0.0,198.8693,199.1195,-40.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020212,181,,,0,,False,1,train,0
495,0.0,199.1195,199.3697,0.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020212,35,,,0,,False,2,test,1
496,0.0,199.3697,199.6199,10.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020212,101,,,0,,False,1,train,1
497,0.0,199.6199,199.87012,-20.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,124,,,0,,False,2,test,2
498,0.0,199.87012,200.12033,40.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,84,,,0,,False,3,train,2
499,0.0,200.12033,200.37054,-30.0,null,null,40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,17,,,0,,False,2,test,2
500,0.0,200.37054,200.62076,10.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021288,215,,,0,,False,0,train,0
501,0.0,200.62076,200.87097,0.0,null,null,-20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,125,,,0,,False,4,train,0
502,0.0,200.87097,201.12118,-40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,208,,,0,,False,1,train,2
503,0.0,201.12118,201.3714,-40.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,82,,,0,,False,4,train,2
504,0.0,201.3714,201.62161,20.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,143,,,0,,False,3,train,1
505,0.0,201.62161,201.87182,-40.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,151,,,0,,False,4,train,0
506,0.0,201.87182,202.12202,40.0,null,null,0.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,146,,,0,,False,2,test,2
507,0.0,202.12202,202.37222,10.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,216,,,0,,False,0,train,2
508,0.0,202.37222,202.62243,0.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020288,167,,,0,,False,2,test,1
509,0.0,202.62243,202.87264,40.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,94,,,0,,False,1,train,2
510,0.0,202.87264,203.12285,-10.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,25,,,0,,False,1,train,2
511,0.0,203.12285,203.37307,0.0,null,null,-10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,189,,,0,,False,2,test,1
512,0.0,203.37307,203.62328,-10.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021462,38,,,0,,False,3,train,0
513,0.0,203.62328,203.87349,10.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,18,,,0,,False,2,test,0
514,0.0,203.87349,204.12369,10.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,217,,,0,,False,0,train,2
515,0.0,204.12369,204.3739,30.0,null,null,-10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,19,,,0,,False,4,train,0
516,0.0,204.3739,204.62411,0.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,43,,,0,,False,3,train,2
517,0.0,204.62411,204.87432,-10.0,null,null,-40.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,196,,,0,,False,2,test,2
518,0.0,204.87432,205.12453,0.0,null,null,-30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,117,,,0,,False,4,train,0
519,0.0,205.12453,205.37474,-10.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,206,,,0,,False,1,train,0
520,0.0,205.37474,205.62495,30.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,98,,,0,,False,2,test,1
521,0.0,205.62495,205.87516,10.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,44,,,0,,False,3,train,0
522,0.0,205.87516,206.12537,-20.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,1,,,0,,False,1,train,1
523,0.0,206.12537,206.37558,-30.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,210,,,0,,False,1,train,0
524,0.0,206.37558,206.62579,10.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,188,,,0,,False,1,train,2
525,0.0,206.62579,206.876,40.0,null,null,40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,190,,,0,,False,3,train,1
526,0.0,206.876,207.1262,40.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,63,,,0,,False,4,train,0
527,0.0,207.1262,207.37641,-40.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,193,,,0,,False,1,train,2
528,0.0,207.37641,207.62662,-40.0,null,null,-10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,91,,,0,,False,4,train,2
529,0.0,207.62662,207.87683,20.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,4,,,0,,False,4,train,0
530,0.0,207.87683,208.12704,-30.0,null,null,10.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,138,,,0,,False,1,train,2
531,0.0,208.12704,208.37725,30.0,null,null,20.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,205,,,0,,False,2,test,0
532,0.0,208.37725,208.62746,10.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,217,,,0,,False,1,train,2
533,0.0,208.62746,208.87767,30.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,218,,,0,,False,0,train,0
534,0.0,208.87767,209.12788,-20.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,126,,,0,,False,4,train,0
535,0.0,209.12788,209.37809,20.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,73,,,0,,False,3,train,0
536,0.0,209.37809,209.6283,-10.0,null,null,0.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,65,,,0,,False,2,test,0
537,0.0,209.6283,209.87851,10.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,217,,,0,,False,2,test,2
538,0.0,209.87851,210.12871,-30.0,null,null,-20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,176,,,0,,False,2,test,1
539,0.0,210.12871,210.37892,-10.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,107,,,0,,False,3,train,0
540,0.0,210.37892,210.62913,20.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,45,,,0,,False,1,train,0
541,0.0,210.62913,210.87934,-10.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,219,,,0,,False,0,train,0
542,0.0,210.87934,211.12955,40.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,195,,,0,,False,1,train,0
543,0.0,211.12955,211.37976,0.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,220,,,0,,False,0,train,0
544,0.0,211.37976,211.62997,-40.0,null,null,30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,200,,,0,,False,1,train,2
545,0.0,211.62997,211.88018,-40.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,212,,,0,,False,1,train,1
546,0.0,211.88018,212.13038,0.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,109,,,0,,False,3,train,0
547,0.0,212.13038,212.38059,10.0,null,null,40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,18,,,0,,False,3,train,0
548,0.0,212.38059,212.6308,30.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,98,,,0,,False,3,train,1
549,0.0,212.6308,212.88101,-20.0,null,null,10.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,164,,,0,,False,4,train,1
550,0.0,212.88101,213.13122,-10.0,null,null,-40.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,221,,,0,,False,0,train,1
551,0.0,213.13122,213.38143,0.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,43,,,0,,False,4,train,2
552,0.0,213.38143,213.63164,-40.0,null,null,30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25021212,151,,,0,,False,5,test,0
553,0.0,213.63164,213.88185,-10.0,null,null,-30.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,54,,,0,,False,2,test,0
554,0.0,213.88185,214.13205,-30.0,null,null,-40.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,210,,,0,,False,2,test,0
555,0.0,214.13205,214.38226,-30.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,173,,,0,,False,2,test,0
556,0.0,214.38226,214.63247,-30.0,null,null,20.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020538,171,,,0,,False,1,train,1
557,0.0,214.63247,214.88268,0.0,null,null,-20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,43,,,0,,False,5,test,2
558,0.0,214.88268,215.13288,40.0,null,null,10.0,gabors,null,0.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,33,,,0,,False,2,test,0
559,0.0,215.13288,215.38309,40.0,null,null,-30.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,201,,,0,,False,1,train,2
560,0.0,215.38309,215.6333,-20.0,null,null,0.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020962,1,,,0,,False,2,test,1
561,0.0,215.6333,215.88351,-30.0,null,null,30.0,gabors,null,45.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,140,,,0,,False,3,train,1
562,0.0,215.88351,216.13372,40.0,null,null,20.0,gabors,null,90.0,0.08,"[20.0, 20.0]",null,4.0,null,"[3644.93333333, 3644.93333333]",0.8,0.25020788,94,,,0,,False,2,test,2
