stimulus_presentation_id,stimulus_block,start_time,stop_time,y_position,size,stimulus_name,x_position,contrast,spatial_frequency,color,frame,phase,temporal_frequency,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
672,0.0,256.9461,257.19632,-40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,197,,,0,,False,3,train,2
673,0.0,257.19632,257.44652,40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,190,,,0,,False,3,train,0
674,0.0,257.44652,257.69672,-20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,213,,,0,,False,2,test,0
675,0.0,257.69672,257.94692,30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,120,,,0,,False,2,test,1
676,0.0,257.94692,258.19712,20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,212,,,0,,False,2,test,1
677,0.0,258.19712,258.44734,10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021943,6,,,0,,False,6,train,0
678,0.0,258.44734,258.69756,30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021943,72,,,0,,False,5,test,0
679,0.0,258.69756,258.94778,20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021943,49,,,0,,False,5,test,1
680,0.0,258.94778,259.198,-10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021943,144,,,0,,False,2,test,0
681,0.0,259.198,259.44821,10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020807,51,,,0,,False,3,train,1
682,0.0,259.44821,259.69842,-40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020807,11,,,0,,False,4,train,1
683,0.0,259.69842,259.94862,-20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020807,230,,,0,,False,1,train,1
684,0.0,259.94862,260.19883,30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020807,202,,,0,,False,3,train,1
685,0.0,260.19883,260.44904,-10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,181,,,0,,False,1,train,2
686,0.0,260.44904,260.69926,10.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,218,,,0,,False,2,test,2
687,0.0,260.69926,260.94947,-40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,103,,,0,,False,2,test,0
688,0.0,260.94947,261.19968,10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,54,,,0,,False,5,test,0
689,0.0,261.19968,261.44988,-20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,161,,,0,,False,2,test,0
690,0.0,261.44988,261.70008,30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020057,226,,,0,,False,1,train,2
691,0.0,261.70008,261.95028,-20.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,43,,,0,,False,4,train,0
692,0.0,261.95028,262.20048,-10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020057,69,,,0,,False,3,train,2
693,0.0,262.20048,262.4507,-20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25022193,133,,,0,,False,3,train,0
694,0.0,262.4507,262.70093,-20.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25022193,116,,,0,,False,4,train,0
695,0.0,262.70093,262.95115,20.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25022193,236,,,0,,False,0,train,0
696,0.0,262.95115,263.20137,-10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25022193,237,,,0,,False,0,train,2
697,0.0,263.20137,263.45157,0.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25019807,27,,,0,,False,2,test,0
698,0.0,263.45157,263.70177,-20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25019807,32,,,0,,False,2,test,1
699,0.0,263.70177,263.95196,20.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25019807,203,,,0,,False,1,train,0
700,0.0,263.95196,264.20216,10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25019807,90,,,0,,False,3,train,2
701,0.0,264.20216,264.45237,30.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,223,,,0,,False,3,train,1
702,0.0,264.45237,264.70258,0.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020693,38,,,0,,False,3,train,2
703,0.0,264.70258,264.95278,40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,37,,,0,,False,5,test,1
704,0.0,264.95278,265.20299,-40.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,176,,,0,,False,2,test,1
705,0.0,265.20299,265.4532,-10.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,75,,,0,,False,2,test,0
706,0.0,265.4532,265.70341,40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,118,,,0,,False,4,train,1
707,0.0,265.70341,265.95362,-10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,14,,,0,,False,3,train,1
708,0.0,265.95362,266.20383,-10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021057,237,,,0,,False,1,train,2
709,0.0,266.20383,266.45403,-40.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020193,24,,,0,,False,2,test,1
710,0.0,266.45403,266.70424,10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020193,148,,,0,,False,3,train,2
711,0.0,266.70424,266.95444,0.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020193,182,,,0,,False,2,test,1
712,0.0,266.95444,267.20464,10.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020193,149,,,0,,False,4,train,1
713,0.0,267.20464,267.45486,-10.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25022057,145,,,0,,False,3,train,1
714,0.0,267.45486,267.70508,10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25022057,90,,,0,,False,4,train,2
715,0.0,267.70508,267.9553,40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25022057,101,,,0,,False,5,test,2
716,0.0,267.9553,268.20552,-40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25022057,125,,,0,,False,2,test,2
717,0.0,268.20552,268.45574,-30.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,83,,,0,,False,3,train,1
718,0.0,268.45574,268.70595,-40.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,46,,,0,,False,2,test,0
719,0.0,268.70595,268.95616,10.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,192,,,0,,False,1,train,0
720,0.0,268.95616,269.20638,-30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,106,,,0,,False,2,test,1
721,0.0,269.20638,269.45658,-10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020057,69,,,0,,False,4,train,2
722,0.0,269.45658,269.70678,40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,162,,,0,,False,1,train,1
723,0.0,269.70678,269.95698,20.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020057,225,,,0,,False,2,test,2
724,0.0,269.95698,270.20718,20.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,140,,,0,,False,2,test,1
725,0.0,270.20718,270.45739,-30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,211,,,0,,False,2,test,0
726,0.0,270.45739,270.7076,20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,18,,,0,,False,3,train,1
727,0.0,270.7076,270.9578,20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,44,,,0,,False,1,train,0
728,0.0,270.9578,271.20801,-40.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,103,,,0,,False,3,train,0
729,0.0,271.20801,271.45822,-30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021307,117,,,0,,False,4,train,2
730,0.0,271.45822,271.70844,-40.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021307,24,,,0,,False,3,train,1
731,0.0,271.70844,271.95865,-20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021307,121,,,0,,False,3,train,2
732,0.0,271.95865,272.20886,30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021307,202,,,0,,False,4,train,1
733,0.0,272.20886,272.45907,-30.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020943,227,,,0,,False,1,train,0
734,0.0,272.45907,272.70928,-40.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020943,147,,,0,,False,3,train,2
735,0.0,272.70928,272.95949,-10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020943,79,,,0,,False,2,test,0
736,0.0,272.95949,273.2097,-30.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020943,143,,,0,,False,1,train,2
737,0.0,273.2097,273.4599,-10.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020557,123,,,0,,False,4,train,1
738,0.0,273.4599,273.71011,-30.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,31,,,0,,False,3,train,2
739,0.0,273.71011,273.96032,-20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020557,121,,,0,,False,4,train,2
740,0.0,273.96032,274.21052,40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,134,,,0,,False,3,train,0
741,0.0,274.21052,274.46074,-30.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,107,,,0,,False,3,train,1
742,0.0,274.46074,274.71096,-10.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021693,171,,,0,,False,1,train,0
743,0.0,274.71096,274.96117,30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,202,,,0,,False,5,test,1
744,0.0,274.96117,275.21139,20.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,76,,,0,,False,1,train,1
745,0.0,275.21139,275.46159,0.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,85,,,0,,False,3,train,1
746,0.0,275.46159,275.7118,30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,72,,,0,,False,6,train,0
747,0.0,275.7118,275.962,10.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,109,,,0,,False,1,train,0
748,0.0,275.962,276.2122,10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,60,,,0,,False,2,test,0
749,0.0,276.2122,276.46242,0.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021693,74,,,0,,False,5,test,0
750,0.0,276.46242,276.71264,0.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021693,222,,,0,,False,2,test,2
751,0.0,276.71264,276.96285,-20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,230,,,0,,False,2,test,1
752,0.0,276.96285,277.21307,30.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,110,,,0,,False,3,train,1
753,0.0,277.21307,277.46327,0.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,42,,,0,,False,1,train,1
754,0.0,277.46327,277.71347,20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020057,13,,,0,,False,4,train,0
755,0.0,277.71347,277.96367,-40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,64,,,0,,False,2,test,1
756,0.0,277.96367,278.21387,-10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020057,217,,,0,,False,2,test,1
757,0.0,278.21387,278.46408,-20.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020943,58,,,0,,False,5,test,0
758,0.0,278.46408,278.71429,20.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020943,206,,,0,,False,2,test,1
759,0.0,278.71429,278.9645,-40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020943,9,,,0,,False,2,test,0
760,0.0,278.9645,279.21471,10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020943,61,,,0,,False,5,test,2
761,0.0,279.21471,279.46492,0.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,166,,,0,,False,1,train,0
762,0.0,279.46492,279.71513,-40.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,88,,,0,,False,1,train,0
763,0.0,279.71513,279.96534,20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021057,93,,,0,,False,2,test,2
764,0.0,279.96534,280.21555,20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,188,,,0,,False,3,train,0
765,0.0,280.21555,280.46577,10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021443,156,,,0,,False,5,test,0
766,0.0,280.46577,280.71598,-30.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,143,,,0,,False,2,test,2
767,0.0,280.71598,280.96619,-10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021443,69,,,0,,False,5,test,2
768,0.0,280.96619,281.21641,-30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021443,238,,,0,,False,0,train,1
769,0.0,281.21641,281.46661,-20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020307,50,,,0,,False,4,train,2
770,0.0,281.46661,281.71682,30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,239,,,0,,False,0,train,0
771,0.0,281.71682,281.96702,-20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020307,230,,,0,,False,3,train,1
772,0.0,281.96702,282.21722,-20.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020307,167,,,0,,False,2,test,0
773,0.0,282.21722,282.46743,40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,104,,,0,,False,2,test,0
774,0.0,282.46743,282.71765,30.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021193,52,,,0,,False,2,test,0
775,0.0,282.71765,282.96786,-10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,14,,,0,,False,4,train,1
776,0.0,282.96786,283.21807,40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,162,,,0,,False,2,test,1
777,0.0,283.21807,283.46828,-10.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020807,75,,,0,,False,3,train,0
778,0.0,283.46828,283.71849,40.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020807,87,,,0,,False,2,test,2
779,0.0,283.71849,283.96869,-30.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020807,231,,,0,,False,1,train,0
780,0.0,283.96869,284.2189,-10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020807,152,,,0,,False,5,test,2
781,0.0,284.2189,284.46911,0.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020693,166,,,0,,False,2,test,0
782,0.0,284.46911,284.71932,-10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,86,,,0,,False,2,test,1
783,0.0,284.71932,284.96952,-30.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,107,,,0,,False,4,train,1
784,0.0,284.96952,285.21973,-10.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020693,217,,,0,,False,3,train,1
785,0.0,285.21973,285.46994,40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,190,,,0,,False,4,train,0
786,0.0,285.46994,285.72015,-40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,9,,,0,,False,3,train,0
787,0.0,285.72015,285.97036,10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021057,100,,,0,,False,2,test,1
788,0.0,285.97036,286.22057,20.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021057,188,,,0,,False,4,train,0
789,0.0,286.22057,286.47078,40.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,194,,,0,,False,4,train,2
790,0.0,286.47078,286.721,40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,36,,,0,,False,2,test,2
791,0.0,286.721,286.97121,-30.0,"[20.0, 20.0]",gabors,-20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021193,23,,,0,,False,3,train,2
792,0.0,286.97121,287.22142,40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021193,37,,,0,,False,6,train,1
793,0.0,287.22142,287.47162,-40.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,114,,,0,,False,4,train,0
794,0.0,287.47162,287.72183,10.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,229,,,0,,False,1,train,0
795,0.0,287.72183,287.97204,40.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,190,,,0,,False,5,test,0
796,0.0,287.97204,288.22224,10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020557,39,,,0,,False,1,train,0
797,0.0,288.22224,288.47244,40.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020193,29,,,0,,False,3,train,0
798,0.0,288.47244,288.72265,10.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25020193,113,,,0,,False,5,test,1
799,0.0,288.72265,288.97285,30.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25020193,65,,,0,,False,4,train,0
800,0.0,288.97285,289.22305,10.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25020193,90,,,0,,False,5,test,2
801,0.0,289.22305,289.47326,20.0,"[20.0, 20.0]",gabors,30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021557,225,,,0,,False,3,train,2
802,0.0,289.47326,289.72348,-30.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021557,71,,,0,,False,7,train,0
803,0.0,289.72348,289.9737,0.0,"[20.0, 20.0]",gabors,20.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021557,184,,,0,,False,1,train,2
804,0.0,289.9737,290.22391,10.0,"[20.0, 20.0]",gabors,-10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021557,78,,,0,,False,2,test,2
805,0.0,290.22391,290.47413,20.0,"[20.0, 20.0]",gabors,10.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,177,,,0,,False,2,test,1
806,0.0,290.47413,290.72435,30.0,"[20.0, 20.0]",gabors,0.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,0.0,0.25021693,151,,,0,,False,2,test,0
807,0.0,290.72435,290.97456,20.0,"[20.0, 20.0]",gabors,-30.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,45.0,0.25021693,219,,,0,,False,1,train,1
808,0.0,290.97456,291.22478,20.0,"[20.0, 20.0]",gabors,-40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25021693,98,,,0,,False,1,train,2
809,0.0,291.22478,291.47498,10.0,"[20.0, 20.0]",gabors,40.0,0.8,0.08,null,null,"[3644.93333333, 3644.93333333]",4.0,90.0,0.25019807,186,,,0,,False,3,train,2
