ecephys_session_id,group,preference,model,weighted_correlation,weighted_rmse_octaves,shared_grid_points,coverage_fraction
719161530,V1,sf,interior_v1_rf_size_translation,-0.0616463,0.248293,324,1
719161530,V1,tf,interior_v1_rf_size_translation,0.182933,0.189254,353,1
719161530,HVA pooled,sf,interior_v1_rf_size_translation,0.203199,0.2266,655,1
719161530,HVA pooled,tf,interior_v1_rf_size_translation,0.39674,0.506717,769,1
721123822,V1,sf,interior_v1_rf_size_translation,-0.227713,0.159036,310,1
721123822,V1,tf,interior_v1_rf_size_translation,0.609013,0.124089,400,1
721123822,HVA pooled,sf,interior_v1_rf_size_translation,0.51399,0.231993,1397,1
721123822,HVA pooled,tf,interior_v1_rf_size_translation,0.447074,0.445748,1408,1
744228101,V1,sf,interior_v1_rf_size_translation,-0.158064,0.196929,311,0.996795
744228101,V1,tf,interior_v1_rf_size_translation,0.0373152,0.579608,382,1
744228101,HVA pooled,sf,interior_v1_rf_size_translation,0.235184,0.270963,423,1
744228101,HVA pooled,tf,interior_v1_rf_size_translation,0.36871,0.460683,612,1
750749662,V1,sf,interior_v1_rf_size_translation,-0.0756874,1.02995,213,0.674051
750749662,V1,tf,interior_v1_rf_size_translation,0.648933,0.2959,243,0.686441
750749662,HVA pooled,sf,interior_v1_rf_size_translation,-0.112982,0.143248,575,0.99481
750749662,HVA pooled,tf,interior_v1_rf_size_translation,-0.29264,0.64018,642,0.993808
751348571,V1,sf,interior_v1_rf_size_translation,-0.730678,0.762269,367,1
751348571,V1,tf,interior_v1_rf_size_translation,0.675423,0.305639,425,1
751348571,HVA pooled,sf,interior_v1_rf_size_translation,-0.494333,0.310044,1153,1
751348571,HVA pooled,tf,interior_v1_rf_size_translation,-0.46837,0.562622,1287,1
754312389,V1,sf,interior_v1_rf_size_translation,0.730807,0.18337,387,1
754312389,V1,tf,interior_v1_rf_size_translation,0.525443,0.102596,397,1
754312389,HVA pooled,sf,interior_v1_rf_size_translation,0.367334,0.243681,599,1
754312389,HVA pooled,tf,interior_v1_rf_size_translation,0.514843,0.388058,867,1
754829445,V1,sf,interior_v1_rf_size_translation,-0.536895,0.398521,607,0.966561
754829445,V1,tf,interior_v1_rf_size_translation,0.495303,0.397954,638,0.974046
754829445,HVA pooled,sf,interior_v1_rf_size_translation,-0.286151,0.807742,60,1
754829445,HVA pooled,tf,interior_v1_rf_size_translation,-0.469857,0.218266,268,1
755434585,V1,sf,interior_v1_rf_size_translation,-0.536275,0.218799,511,1
755434585,V1,tf,interior_v1_rf_size_translation,0.631516,0.0625141,502,1
755434585,HVA pooled,sf,interior_v1_rf_size_translation,0.277046,0.274485,1485,1
755434585,HVA pooled,tf,interior_v1_rf_size_translation,0.363822,0.251406,1501,1
756029989,V1,sf,interior_v1_rf_size_translation,-0.286299,0.155391,259,0.811912
756029989,V1,tf,interior_v1_rf_size_translation,-0.137931,0.178905,303,0.888563
756029989,HVA pooled,sf,interior_v1_rf_size_translation,-0.379706,0.393752,928,1
756029989,HVA pooled,tf,interior_v1_rf_size_translation,-0.218295,0.421071,930,1
757216464,V1,sf,interior_v1_rf_size_translation,-0.57112,0.37752,536,1
757216464,V1,tf,interior_v1_rf_size_translation,0.601719,0.171422,551,1
757216464,HVA pooled,sf,interior_v1_rf_size_translation,-0.340265,0.279631,1118,1
757216464,HVA pooled,tf,interior_v1_rf_size_translation,-0.503815,0.526145,1250,1
757970808,V1,sf,interior_v1_rf_size_translation,0.739025,0.218624,339,0.95493
757970808,V1,tf,interior_v1_rf_size_translation,0.160726,0.0878471,337,0.946629
757970808,HVA pooled,sf,interior_v1_rf_size_translation,0.07387,0.218972,880,1
757970808,HVA pooled,tf,interior_v1_rf_size_translation,0.683788,0.470516,1026,1
758798717,V1,sf,interior_v1_rf_size_translation,0.370569,0.124349,367,1
758798717,V1,tf,interior_v1_rf_size_translation,0.651251,0.143277,387,1
758798717,HVA pooled,sf,interior_v1_rf_size_translation,-0.00138993,0.236924,945,1
758798717,HVA pooled,tf,interior_v1_rf_size_translation,0.781275,0.304391,1032,1
759883607,V1,sf,interior_v1_rf_size_translation,-0.189511,0.454428,431,1
759883607,V1,tf,interior_v1_rf_size_translation,0.270736,0.186927,453,1
759883607,HVA pooled,sf,interior_v1_rf_size_translation,0.273165,0.344135,974,1
759883607,HVA pooled,tf,interior_v1_rf_size_translation,0.0708359,0.565949,1027,1
760345702,V1,sf,interior_v1_rf_size_translation,-0.227875,0.274419,449,1
760345702,V1,tf,interior_v1_rf_size_translation,0.509396,0.123609,472,1
760345702,HVA pooled,sf,interior_v1_rf_size_translation,0.516742,0.187528,1238,1
760345702,HVA pooled,tf,interior_v1_rf_size_translation,0.666655,0.496242,1180,1
761418226,V1,sf,interior_v1_rf_size_translation,0.241937,0.220577,288,0.99654
761418226,V1,tf,interior_v1_rf_size_translation,-0.43987,0.137387,300,0.996678
761418226,HVA pooled,sf,interior_v1_rf_size_translation,-0.0500779,0.243039,868,1
761418226,HVA pooled,tf,interior_v1_rf_size_translation,0.612833,0.28511,898,1
762602078,V1,sf,interior_v1_rf_size_translation,0.662369,0.477286,552,1
762602078,V1,tf,interior_v1_rf_size_translation,0.745059,0.0866281,569,1
762602078,HVA pooled,sf,interior_v1_rf_size_translation,0.7651,0.250184,360,1
762602078,HVA pooled,tf,interior_v1_rf_size_translation,0.44616,0.0943482,329,1
763673393,V1,sf,interior_v1_rf_size_translation,-0.696248,0.197532,219,1
763673393,V1,tf,interior_v1_rf_size_translation,-0.700551,0.128409,228,1
763673393,HVA pooled,sf,interior_v1_rf_size_translation,0.37383,0.210153,572,1
763673393,HVA pooled,tf,interior_v1_rf_size_translation,0.487448,0.316714,627,1
773418906,V1,sf,interior_v1_rf_size_translation,0.172762,0.583739,420,1
773418906,V1,tf,interior_v1_rf_size_translation,-0.753039,0.156155,409,1
773418906,HVA pooled,sf,interior_v1_rf_size_translation,0.00424286,0.233539,899,1
773418906,HVA pooled,tf,interior_v1_rf_size_translation,0.219159,0.309677,1055,1
791319847,V1,sf,interior_v1_rf_size_translation,-0.0318808,0.453111,526,0.972274
791319847,V1,tf,interior_v1_rf_size_translation,0.0357263,0.141004,550,0.985663
791319847,HVA pooled,sf,interior_v1_rf_size_translation,-0.280436,0.327696,1164,1
791319847,HVA pooled,tf,interior_v1_rf_size_translation,-0.368746,0.640371,1153,1
797828357,V1,sf,interior_v1_rf_size_translation,0.350474,0.108315,458,1
797828357,V1,tf,interior_v1_rf_size_translation,-0.501731,0.371472,516,1
797828357,HVA pooled,sf,interior_v1_rf_size_translation,0.298195,0.296292,309,1
797828357,HVA pooled,tf,interior_v1_rf_size_translation,-0.0229477,0.305666,731,1
798911424,V1,sf,interior_v1_rf_size_translation,0.227907,0.131264,519,1
798911424,V1,tf,interior_v1_rf_size_translation,0.333667,0.224176,544,1
798911424,HVA pooled,sf,interior_v1_rf_size_translation,0.4033,0.313481,1510,1
798911424,HVA pooled,tf,interior_v1_rf_size_translation,0.447013,0.272329,1580,1
799864342,V1,sf,interior_v1_rf_size_translation,0.345313,0.310479,449,0.995565
799864342,V1,tf,interior_v1_rf_size_translation,-0.157567,0.103033,447,0.997768
799864342,HVA pooled,sf,interior_v1_rf_size_translation,0.0837788,0.282337,868,1
799864342,HVA pooled,tf,interior_v1_rf_size_translation,0.729111,0.597312,937,1
