caliper_deg,outcome,area,session_pairs,equal_session_mean_difference,mean_absolute_smd_before,mean_absolute_smd_after,mean_hva_discarded_fraction,mean_match_distance_deg
15.0,log10_f1_f0,AM,43,-0.09773891063044934,0.6888161727977751,0.1464659125786785,0.033724001958108166,4.501199465464495
15.0,log10_f1_f0,LM,31,-0.03649506269196031,1.0582601105914333,0.23924705167928634,0.07292091378101956,5.323437266653113
15.0,log10_f1_f0,PM,26,-0.02347981176591683,1.0613688932421868,0.30117699100242573,0.0311655732295541,5.026608871646166
15.0,log10_f1_f0,RL,29,-0.04150793258055387,1.3535699716356437,0.40608599159017467,0.06316497094605934,5.865655695932831
15.0,log10_mod_idx,AL,35,-0.18038501338496904,0.8589303879945245,0.2415004040239788,0.05172615950200898,5.703187102939442
15.0,log10_mod_idx,AM,43,-0.4001373623253692,0.6888161727977751,0.1464659125786785,0.033724001958108166,4.501199465464495
15.0,log10_mod_idx,LM,31,-0.24272634880750749,1.0582601105914333,0.23924705167928634,0.07292091378101956,5.323437266653113
15.0,log10_mod_idx,PM,26,-0.3183531035274644,1.0613688932421868,0.30117699100242573,0.0311655732295541,5.026608871646166
15.0,log10_mod_idx,RL,29,-0.20081615264543667,1.3535699716356437,0.40608599159017467,0.06316497094605934,5.865655695932831
15.0,rf_area_deg2,AL,35,336.348300664873,0.8589303879945245,0.2415004040239788,0.05172615950200898,5.703187102939442
15.0,rf_area_deg2,AM,43,346.92395840243717,0.6888161727977751,0.1464659125786785,0.033724001958108166,4.501199465464495
15.0,rf_area_deg2,LM,31,97.6644434645837,1.0582601105914333,0.23924705167928634,0.07292091378101956,5.323437266653113
15.0,rf_area_deg2,PM,26,169.8536078274204,1.0613688932421868,0.30117699100242573,0.0311655732295541,5.026608871646166
15.0,rf_area_deg2,RL,29,204.84076594542833,1.3535699716356437,0.40608599159017467,0.06316497094605934,5.865655695932831
15.0,timescale_ms,AL,18,-2.0027325013287403,0.9540266710052366,0.4866562544469647,0.15340924302815512,7.971257932066515
15.0,timescale_ms,AM,29,8.149282621416587,0.7841900713232036,0.31242773093652815,0.08837292063051162,6.3848476001618035
15.0,timescale_ms,LM,21,-1.9902449044465556,1.0715317922505743,0.43046200521287353,0.1579377719217526,6.797927928343287
15.0,timescale_ms,PM,13,11.802488759611494,0.9494993928546729,0.5494351860220162,0.10930837202950389,6.101178546780736
15.0,timescale_ms,RL,14,1.8752233412144073,1.534716555937995,1.8259343408419837,0.14162028447742733,7.948906140210675
15.0,ttfs_ms,AL,31,1.2374357324241678,0.9664688867161618,0.38717294131999574,0.13302186908670613,7.248886199641373
15.0,ttfs_ms,AM,41,4.383944791212465,0.6954621690665521,0.22154118115395458,0.07210787507797736,5.901636431172898
15.0,ttfs_ms,LM,28,2.7935808103421347,1.0825261743192456,0.3613927145416671,0.11578776784617198,6.433154863535767
15.0,ttfs_ms,PM,18,4.40008315612047,0.8930993507085648,0.223889256053359,0.036347623447504245,5.793770017768376
15.0,ttfs_ms,RL,25,3.2439145527306206,1.4211361901451705,0.5674807370348048,0.09367195767195767,7.068561281742476
