outcome,model,term,estimate,cluster_se,p_value,ci_low,ci_high,n_units,n_sessions
ttfs_ms,unadjusted_full,C(session_id)[T.750749662],-1.1883281502395118,0.19759535894453484,1.8105896982204418e-09,-1.5756079372830645,-0.8010483631959591,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.751348571],2.889046952440042,0.09214151749457748,8.459850952089269e-216,2.7084528966698027,3.069641008210281,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.754312389],-4.042912964474941,0.25932923445887696,8.528683213944534e-55,-4.551188924152683,-3.5346370047971987,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.754829445],-1.8847860173914386,0.24190269325529035,6.6215750356296395e-15,-2.358906583935048,-1.4106654508478291,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.755434585],-1.5967123507912877,0.23945735920941147,2.5923401576068196e-11,-2.0660401506748047,-1.1273845509077707,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.756029989],1.412201561578665,0.2554182196340982,3.221028493577964e-08,0.9115910501004911,1.9128120730568388,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.757216464],3.7401983431179966,0.25471911275744563,8.20899317966686e-49,3.240958055939406,4.239438630296587,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.757970808],2.475801923009474,0.22675950105772213,9.436381107686706e-28,2.031361467784066,2.9202423782348816,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.758798717],0.03804014818414103,0.35316750680722625,0.9142246675847145,-0.6541554456678268,0.7302357420361089,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.759883607],-5.133298491538112,0.3481740097323545,3.3883553859787194e-49,-5.815707010966426,-4.450889972109799,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.760345702],1.274426037985183,0.2881531134680706,9.745740724660391e-06,0.7096563135546811,1.839195762415685,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.760693773],1.6881790907530947,0.27989408158436163,1.6245213342895134e-09,1.1395967713618305,2.236761410144359,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.761418226],2.4667023663662557,0.26919123222405816,5.029531732311732e-20,1.9390972462531437,2.994307486479368,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.762120172],0.6500230822752413,0.32450233577066534,0.045162437749519314,0.014010191265613536,1.2860359732848692,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.762602078],0.47089873891554035,0.1961855663134608,0.01638288925586738,0.08638209465456276,0.8554153831765179,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.763673393],-4.054406942779683,0.17730308821159993,9.878997470783621e-116,-4.401914610022147,-3.7068992755372188,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.766640955],-1.097294447858408,0.2558221456079262,1.792481148920945e-05,-1.598696639697705,-0.595892256019111,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.767871931],-2.3058762939424176,0.25056217259815833,3.487061967136868e-20,-2.7969691281229165,-1.8147834597619183,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.768515987],-3.5296479609612224,0.2138742702678426,3.4692914837160206e-61,-3.9488338279059794,-3.1104620940164653,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.771160300],3.6445590379012627,0.3270520592559499,7.688749127330445e-29,3.0035487806899415,4.285569295112584,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.771990200],0.26706508799197604,0.2228532997275369,0.23076535964443512,-0.16971935330990612,0.7038495292938582,12265,54
ttfs_ms,unadjusted_full,C(session_id)[T.773418906],0.5814133380330562,0.363734765407457,0.10994194607784653,-0.131493702090685,1.2943203781567973,12265,54
