outcome,model,term,estimate,cluster_se,p_value,ci_low,ci_high,n_units,n_sessions,area
log10_mod_idx,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.AM]",-0.35120507161605774,0.023772199246033,2.1626026690624273e-49,-0.39779772597159263,-0.30461241726052285,9819,54,AM
log10_f1_f0,unadjusted_full,"C(area, Treatment(reference='V1'))[T.LM]",-0.02599634809549865,0.010215563303516547,0.0109347007216698,-0.046018484252180095,-0.005974211938817201,19603,54,LM
log10_f1_f0,unadjusted_full,"C(area, Treatment(reference='V1'))[T.RL]",-0.07429958082078134,0.009055974543596584,2.315870657346499e-16,-0.09204896477114219,-0.056550196870420476,19603,54,RL
log10_f1_f0,unadjusted_full,"C(area, Treatment(reference='V1'))[T.AL]",-0.05824084215791725,0.008824264388131348,4.109387186192585e-11,-0.07553608254871406,-0.040945601767120435,19603,54,AL
log10_f1_f0,unadjusted_full,"C(area, Treatment(reference='V1'))[T.PM]",-0.045108338911441725,0.007871171580286048,9.994093836234197e-09,-0.0605355517249376,-0.029681126097945848,19603,54,PM
log10_f1_f0,unadjusted_full,"C(area, Treatment(reference='V1'))[T.AM]",-0.07370514523723717,0.006567008201886865,3.124697278476542e-29,-0.08657624479911458,-0.06083404567535978,19603,54,AM
log10_f1_f0,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.LM]",-0.03216640337915134,0.014246217393045893,0.023952467494534706,-0.06008847638544939,-0.0042443303728532875,9819,54,LM
log10_f1_f0,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.RL]",-0.09267813888635415,0.012447801850492242,9.669377288469325e-14,-0.11707538220000999,-0.06828089557269831,9819,54,RL
log10_f1_f0,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.AL]",-0.09175709028928841,0.011030865920927972,8.929956478435529e-17,-0.11337719021259748,-0.07013699036597934,9819,54,AL
log10_f1_f0,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.PM]",-0.07275790058996595,0.013723034028128085,1.1461521709092599e-07,-0.09965455304371462,-0.04586124813621728,9819,54,PM
log10_f1_f0,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.AM]",-0.08173479497633078,0.00943684821421224,4.666651820082245e-18,-0.1002306776037579,-0.06323891234890366,9819,54,AM
log10_f1_f0,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.LM]",-0.0007078172966635838,0.013103259357422301,0.9569204929268188,-0.026389733717298747,0.024974099123971576,9819,54,LM
log10_f1_f0,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.RL]",-0.0335231424085673,0.014653887633076087,0.022157210206941634,-0.062244234402893325,-0.0048020504142412684,9819,54,RL
log10_f1_f0,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.AL]",-0.03396638872134005,0.013404858400018968,0.011280528709135,-0.06023942840323644,-0.007693349039443659,9819,54,AL
log10_f1_f0,rf_adjusted_common_support,"C(area, Treatment(reference='V1'))[T.PM]",-0.019509138116186802,0.015034947085446788,0.1944296065279647,-0.04897709291312796,0.009958816680754358,9819,54,PM
