stimulus_presentation_id,stimulus_block,start_time,stop_time,Speed,color,contrast,orientation,frame,coherence,phase,y_position,spatial_frequency,size,Dir,x_position,stimulus_name,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3051,0.0,838.49677,838.74698,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020507,76,,,0,,False,12,train,0
3052,0.0,838.74698,838.99718,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020507,67,,,0,,False,12,train,2
3053,0.0,838.99718,839.24739,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020993,240,,,0,,False,13,train,0
3054,0.0,839.24739,839.4976,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020993,36,,,0,,False,13,train,0
3055,0.0,839.4976,839.74781,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020993,111,,,0,,False,11,test,1
3056,0.0,839.74781,839.99802,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020993,172,,,0,,False,12,train,1
3057,0.0,839.99802,840.24823,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,132,,,0,,False,12,train,2
3058,0.0,840.24823,840.49843,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020507,220,,,0,,False,13,train,1
3059,0.0,840.49843,840.74864,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020507,110,,,0,,False,12,train,0
3060,0.0,840.74864,840.99884,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020507,126,,,0,,False,9,train,0
3061,0.0,840.99884,841.24905,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021243,184,,,0,,False,12,train,0
3062,0.0,841.24905,841.49927,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021243,198,,,0,,False,12,train,0
3063,0.0,841.49927,841.74948,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021243,111,,,0,,False,12,train,1
3064,0.0,841.74948,841.99969,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021243,51,,,0,,False,11,test,0
3065,0.0,841.99969,842.2499,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020507,61,,,0,,False,13,train,0
3066,0.0,842.2499,842.5001,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020507,182,,,0,,False,11,test,2
3067,0.0,842.5001,842.75031,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,100,,,0,,False,10,train,2
3068,0.0,842.75031,843.00051,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020507,139,,,0,,False,12,train,1
3069,0.0,843.00051,843.25073,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021743,173,,,0,,False,11,test,2
3070,0.0,843.25073,843.50095,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021743,8,,,0,,False,12,train,1
3071,0.0,843.50095,843.75116,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021743,6,,,0,,False,13,train,0
3072,0.0,843.75116,844.00138,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021743,175,,,0,,False,13,train,2
3073,0.0,844.00138,844.25158,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020007,138,,,0,,False,12,train,2
3074,0.0,844.25158,844.50178,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020007,2,,,0,,False,11,test,0
3075,0.0,844.50178,844.75198,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020007,214,,,0,,False,12,train,0
3076,0.0,844.75198,845.00218,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020007,100,,,0,,False,11,test,2
3077,0.0,845.00218,845.2524,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021993,104,,,0,,False,13,train,0
3078,0.0,845.2524,845.50262,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021993,205,,,0,,False,11,test,1
3079,0.0,845.50262,845.75284,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021993,206,,,0,,False,8,test,0
3080,0.0,845.75284,846.00306,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021993,115,,,0,,False,13,train,0
3081,0.0,846.00306,846.25326,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020007,128,,,0,,False,14,test,2
3082,0.0,846.25326,846.50346,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020007,238,,,0,,False,9,train,0
3083,0.0,846.50346,846.75366,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020007,234,,,0,,False,11,test,2
3084,0.0,846.75366,847.00386,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020007,58,,,0,,False,10,train,0
3085,0.0,847.00386,847.25408,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021493,101,,,0,,False,10,train,0
3086,0.0,847.25408,847.50429,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021493,238,,,0,,False,10,train,0
3087,0.0,847.50429,847.75451,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021493,131,,,0,,False,12,train,1
3088,0.0,847.75451,848.00472,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021493,154,,,0,,False,14,test,2
3089,0.0,848.00472,848.25492,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020257,147,,,0,,False,12,train,1
3090,0.0,848.25492,848.50513,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020257,142,,,0,,False,11,test,0
3091,0.0,848.50513,848.75533,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020257,114,,,0,,False,12,train,2
3092,0.0,848.75533,849.00553,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020257,231,,,0,,False,12,train,1
3093,0.0,849.00553,849.25574,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020993,206,,,0,,False,9,train,0
3094,0.0,849.25574,849.50595,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020993,33,,,0,,False,12,train,0
3095,0.0,849.50595,849.75616,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020993,107,,,0,,False,13,train,2
3096,0.0,849.75616,850.00637,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020993,89,,,0,,False,12,train,0
3097,0.0,850.00637,850.25658,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020507,207,,,0,,False,11,test,0
3098,0.0,850.25658,850.50678,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020507,62,,,0,,False,12,train,2
3099,0.0,850.50678,850.75699,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020507,43,,,0,,False,12,train,0
3100,0.0,850.75699,851.00719,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020507,137,,,0,,False,13,train,2
3101,0.0,851.00719,851.2574,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021243,64,,,0,,False,11,test,0
3102,0.0,851.2574,851.50762,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021243,4,,,0,,False,13,train,2
3103,0.0,851.50762,851.75783,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021243,159,,,0,,False,12,train,2
3104,0.0,851.75783,852.00804,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021243,38,,,0,,False,10,train,0
3105,0.0,852.00804,852.25825,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021007,25,,,0,,False,13,train,1
3106,0.0,852.25825,852.50846,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021007,27,,,0,,False,13,train,0
3107,0.0,852.50846,852.75867,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,237,,,0,,False,11,test,0
3108,0.0,852.75867,853.00888,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021007,203,,,0,,False,12,train,1
3109,0.0,853.00888,853.25909,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020743,188,,,0,,False,13,train,0
3110,0.0,853.25909,853.5093,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020743,62,,,0,,False,13,train,2
3111,0.0,853.5093,853.7595,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020743,239,,,0,,False,12,train,1
3112,0.0,853.7595,854.00971,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020743,214,,,0,,False,13,train,0
3113,0.0,854.00971,854.25992,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020757,157,,,0,,False,14,test,0
3114,0.0,854.25992,854.51013,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020757,239,,,0,,False,13,train,1
3115,0.0,854.51013,854.76033,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020757,57,,,0,,False,14,test,0
3116,0.0,854.76033,855.01054,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020757,242,,,0,,False,11,test,1
3117,0.0,855.01054,855.26075,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021243,192,,,0,,False,11,test,0
3118,0.0,855.26075,855.51097,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25021243,232,,,0,,False,12,train,1
3119,0.0,855.51097,855.76118,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021243,11,,,0,,False,10,train,1
3120,0.0,855.76118,856.01139,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021243,93,,,0,,False,12,train,0
3121,0.0,856.01139,856.2616,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25021007,47,,,0,,False,11,test,0
3122,0.0,856.2616,856.51181,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021007,152,,,0,,False,13,train,1
3123,0.0,856.51181,856.76202,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021007,175,,,0,,False,14,test,2
3124,0.0,856.76202,857.01223,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25021007,196,,,0,,False,11,test,2
3125,0.0,857.01223,857.26244,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020493,235,,,0,,False,13,train,1
3126,0.0,857.26244,857.51264,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020493,85,,,0,,False,10,train,0
3127,0.0,857.51264,857.76285,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020493,1,,,0,,False,13,train,0
3128,0.0,857.76285,858.01305,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020493,166,,,0,,False,12,train,2
3129,0.0,858.01305,858.26326,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021257,233,,,0,,False,10,train,2
3130,0.0,858.26326,858.51348,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021257,58,,,0,,False,11,test,0
3131,0.0,858.51348,858.76369,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021257,6,,,0,,False,14,test,0
3132,0.0,858.76369,859.0139,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25021257,80,,,0,,False,10,train,0
3133,0.0,859.0139,859.26411,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020993,226,,,0,,False,13,train,2
3134,0.0,859.26411,859.51432,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020993,48,,,0,,False,9,train,0
3135,0.0,859.51432,859.76453,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020993,150,,,0,,False,11,test,1
3136,0.0,859.76453,860.01474,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020993,146,,,0,,False,13,train,2
3137,0.0,860.01474,860.26495,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020507,192,,,0,,False,12,train,0
3138,0.0,860.26495,860.51515,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020507,150,,,0,,False,12,train,1
3139,0.0,860.51515,860.76536,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-40.0,gabors,4.0,0.25020507,29,,,0,,False,13,train,1
3140,0.0,860.76536,861.01556,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,30.0,gabors,4.0,0.25020507,86,,,0,,False,14,test,1
3141,0.0,861.01556,861.26578,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021493,164,,,0,,False,12,train,1
3142,0.0,861.26578,861.51599,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021493,212,,,0,,False,13,train,2
3143,0.0,861.51599,861.76621,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021493,32,,,0,,False,12,train,2
3144,0.0,861.76621,862.01642,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021493,179,,,0,,False,11,test,2
3145,0.0,862.01642,862.26663,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020757,237,,,0,,False,12,train,0
3146,0.0,862.26663,862.51684,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020757,74,,,0,,False,12,train,1
3147,0.0,862.51684,862.76704,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020757,235,,,0,,False,14,test,1
3148,0.0,862.76704,863.01725,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020757,44,,,0,,False,13,train,0
3149,0.0,863.01725,863.26746,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020993,126,,,0,,False,10,train,0
3150,0.0,863.26746,863.51767,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020993,207,,,0,,False,12,train,0
3151,0.0,863.51767,863.76788,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020993,236,,,0,,False,11,test,2
3152,0.0,863.76788,864.01809,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020993,83,,,0,,False,14,test,1
3153,0.0,864.01809,864.2683,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020507,58,,,0,,False,12,train,0
3154,0.0,864.2683,864.5185,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020507,92,,,0,,False,14,test,0
3155,0.0,864.5185,864.76871,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020507,195,,,0,,False,12,train,0
3156,0.0,864.76871,865.01891,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25020507,88,,,0,,False,12,train,2
3157,0.0,865.01891,865.26912,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021243,160,,,0,,False,12,train,2
3158,0.0,865.26912,865.51934,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021243,85,,,0,,False,11,test,0
3159,0.0,865.51934,865.76955,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021243,159,,,0,,False,13,train,2
3160,0.0,865.76955,866.01976,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021243,81,,,0,,False,12,train,2
3161,0.0,866.01976,866.26996,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020257,181,,,0,,False,14,test,0
3162,0.0,866.26996,866.52017,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020257,149,,,0,,False,11,test,1
3163,0.0,866.52017,866.77037,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020257,72,,,0,,False,13,train,1
3164,0.0,866.77037,867.02057,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020257,3,,,0,,False,11,test,1
3165,0.0,867.02057,867.27078,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020993,200,,,0,,False,13,train,0
3166,0.0,867.27078,867.52099,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25020993,39,,,0,,False,11,test,1
3167,0.0,867.52099,867.7712,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",30.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25020993,158,,,0,,False,11,test,2
3168,0.0,867.7712,868.02141,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,40.0,gabors,4.0,0.25020993,139,,,0,,False,13,train,1
3169,0.0,868.02141,868.27162,null,null,0.8,0.0,null,null,"[3644.93333333, 3644.93333333]",0.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,206,,,0,,False,10,train,0
3170,0.0,868.27162,868.52183,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,0.0,gabors,4.0,0.25021007,149,,,0,,False,12,train,1
3171,0.0,868.52183,868.77204,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021007,182,,,0,,False,12,train,2
3172,0.0,868.77204,869.02225,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021007,124,,,0,,False,12,train,2
3173,0.0,869.02225,869.27247,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25021493,32,,,0,,False,13,train,2
3174,0.0,869.27247,869.52268,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,"[20.0, 20.0]",null,-20.0,gabors,4.0,0.25021493,21,,,0,,False,14,test,1
3175,0.0,869.52268,869.7729,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",40.0,0.08,"[20.0, 20.0]",null,-30.0,gabors,4.0,0.25021493,203,,,0,,False,13,train,1
3176,0.0,869.7729,870.02311,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25021493,130,,,0,,False,11,test,2
3177,0.0,870.02311,870.27332,null,null,0.8,45.0,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,"[20.0, 20.0]",null,20.0,gabors,4.0,0.25020507,72,,,0,,False,14,test,1
3178,0.0,870.27332,870.52352,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",10.0,0.08,"[20.0, 20.0]",null,-10.0,gabors,4.0,0.25020507,163,,,0,,False,14,test,2
3179,0.0,870.52352,870.77373,null,null,0.8,90.0,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,"[20.0, 20.0]",null,10.0,gabors,4.0,0.25020507,182,,,0,,False,13,train,2
